id	sentence	a	b	without_marker
87	Fujitsu, Genius, IBM Corporation, ITAC Systems, Jing Mold, Key Tronic, Logitech, Maxi Switch, Inc., Microsoft, Monterey, NEC, NMB, Olivetti, Ortek, Philips, Qtronix, Samsung, Sejin, Silitek, Solid Year, STSL, SUH DART, SUPERGATE, SUPGERGATE	NEC	Fujitsu	False
88	Fujitsu, Genius, ITAC Systems, Jing Mold, Kensington, Key Tronic, Logitech, Maxi Switch, Inc., Microsoft, Monterey, NEC, NMB, Ortek, Philips, Qtronix, Samsung, Sejin, Silitek, Solid Year, STSL, SUH DART, SUPERGATE, SUPGERGATE, Texas Instruments, TOSHIBA	NEC	Fujitsu	False
89	If your organization is looking at converged architecture systems and is considering options offered by Dell, Egenera, Fujitsu, HP or NEC, it would be worth getting to know Egenera's PAN Manager better.	NEC	Fujitsu	False
90	"Fujitsu Limited, Hitachi, Ltd., and NEC Corporation today [March 09, 2004] announced that they are making available on their respective websites sample software that implements Web Services Reliability (WS-Reliability), a messaging specification for web services designed to ensure superior reliability.	NEC	Fujitsu	False
91	Record-Shattering Performance The Intel Xeon processor 7500 series represents the largest performance leap in Xeon family history, with the chip being an average three times faster across a range of benchmarks, setting over 20 new world records including stellar results from Cisco, Dell, Fujitsu, IBM, NEC and SGI.	NEC	Fujitsu	False
92	CMD Technology, Compaq, Computer Access Technology Corporation, CTX, Cypress Semiconductor Corporation, Dallas Semiconductor, EIZO, Fujitsu, Granite Microsystems, Iiyama, Intel, KC Technology, Key Tronic, Labtec, LiteOn, Lucent Technology, Microsoft, MultiVideo Labs, National Semiconductor, NEC, NMB, Nokia, Opcode, Opti, Philips, Samsung, Sand, Sejin, Silicon Integrated Systems, Silitek, Solid Year, SONY Corporation, STSL, SUPERGATE, Symbios Logic, Telex, TI, VIA Technologies, Winbond, YAMAHA, Boston	NEC	Fujitsu	False
93	On Thursday, founder Liu Chuanzhi returned to the helm as Lenovo reported far worse than expected earnings, ousted its chief executive and demoted its chairman to the CEO spot.	Founder	Lenovo	False
94	Lenovo is a great partner of ours and I am pleased that we have a close cooperation with them to bring such an innovative, affordable 4G LTE smartphone to the mass market to better our lives,' said Weili Dai, President and Co-Founder of Marvell.	Founder	Lenovo	False
95	Aaron Olbrich, Founder/CTO - Formerly at Fujitsu and IBM	Fujitsu	Founder	False
96	Doug Prins, Founder/Chief Architect - Former consultant for Fujitsu, Emulex, and Q-Logic	Fujitsu	Founder	False
97	Major participating members: HP, Dell, IBM, Lenovo, Gateway, Toshiba, Founder, Fujitsu, Great Wall, Sony, Tongfang, Apple	Fujitsu	Founder	False
98	A founder of Future Vision Technologies, Inc., Mr. Frerichs went to build cyberspace at Silicon Graphics after selling his company to Fujitsu  Microelectronics, Inc.	Fujitsu	Founder	False
99	Some initial adopters of the tech include Microsoft, Huawei, Facebook via the Open Compute Project, Arista, DSSD (Arista co-founder Andy Bechtolsheim's stealthy startup), and Fujitsu.	Fujitsu	Founder	False
100	A founder of Future Vision Technologies, Inc., Frerichs went to build cyberspace at Silicon Graphics after selling his company to Fujitsu Microelectronics, Inc.	Fujitsu	Founder	False
101	In addition to backing from Age UK, the report was also referenced by Martha Lane Fox - the UK's digital champion and founder of Race Online 2012 campaign - at a recent Whitehall and Industry Group meeting hosted by Fujitsu.	Fujitsu	Founder	False
102	"We are pleased to partner with Fujitsu to provide the industry with an innovative enterprise- grade joint solution that will vastly simplify the building and management of private clouds," said Dan Mihai Dumitriu, co-founder and CEO of Midokura.	Fujitsu	Founder	False
103	Previously, he worked at Fujitsu - ICL Retail Systems as director - point of sale system application development, and at RS Technologies Inc. as founder and CEO, serving the grocery, hospitality and convenience store industries.	Fujitsu	Founder	False
104	Previous to Voyager Systems, Dr. Blight has been a security consultant and founder of Marzenka Inc, and held research positions at Palm, Fujitsu Labs, TRLabs, and was an assistant professor at the University of Manitoba.	Fujitsu	Founder	False
105	By 1997 he was ready to start a business, so he used his network to assemble a team-engineers from Apple and Fujitsu, a Stanford classmate, the founder of GamePro magazine-before he had even come up with an idea.	Fujitsu	Founder	False
106	"Having Fujitsu and VA Linux Japan join the Xen Advisory Board is another milestone for the Xen community, demonstrating the broad reach of the project," said Ian Pratt, founder of the xen project and Chairman of Xen.org.	Fujitsu	Founder	False
107	Parts for: Acer, Advent, Alienware, Apple, Asus, Averatec, Clevo, Compaq, Dell, EI, eMachines, Everex, Founder, Fujitsu, Gateway, Haier, HP, IBM, Lenovo, LG, Medion, MSI, NEC, Packard Bell, Panasonic, Sager, Samsung, Sony, TCL, Toshiba, Uniwill	Fujitsu	Founder	False
108	Yet Mr. Shih, founder and chairman of the $5.8 billion Acer Group, has spent the past 20 years fighting to make Acer a global brand name, as recognizable in computers as Fujitsu, I.B.M., N.E.C. or Hewlett-Packard.	Fujitsu	Founder	False
109	Lenovo, Asus, Fujitsu?	Fujitsu	Lenovo	False
110	Lenovo W700, Dell, Fujitsu.	Fujitsu	Lenovo	False
111	ASUS/FUJITSU/LENOVO	Fujitsu	Lenovo	False
112	Fujitsu & Lenovo, Also Using MacBook CPU	Fujitsu	Lenovo	False
113	Fujitsu, Gateway, and Lenovo were also measured.	Fujitsu	Lenovo	False
114	Fujitsu, Lenovo to use MacBook Air CPU?	Fujitsu	Lenovo	False
115	Laptop ......, Fujitsu, Gateway, Lenovo ...... View More..	Fujitsu	Lenovo	False
116	Look at Fujitsu, Lenovo and HP.	Fujitsu	Lenovo	False
117	Slow-footed: LGE, Fujitsu and Lenovo	Fujitsu	Lenovo	False
118	Acer Asus Compaq Dell Fujitsu HP Lenovo	Fujitsu	Lenovo	False
119	Figure 4: Fujitsu P7120 and Lenovo S10	Fujitsu	Lenovo	False
120	The Schlosshotel Bühlerhöhe, a castle hotel in the Black Forest that legendary German businessman Max Grundig transformed into a luxury paradise, now belongs to Dietmar Hopp, the co-founder of German software giant SAP.	Grundig	Founder	False
121	It was with regret that we recorded at the end of the year the death of the founder of the company, Dr. Max Grundig, at the age of 81 in the night of the 8.12.89 in Baden-Baden, where he was buried.	Grundig	Founder	False
122	Digital Associates Digital Check Digital Equipment (DEC) Digital Matrix Digitex Digitronics DYMO Easiprint EBM ECI EGT Agoris Elite Business Machines EMC Corp. Emerson EMI ENC Electronics Encad Computer Entrex Epson ERC Systems Ericsson Esper Esselte Euroka Europrint Eurostar Everex Evolution Corp. Excelan Exidy Systems Extel Exxon Facit Famox Fargo Electronics Fas Fax System Fortis Fortronics Founder Four Phase Francotyp-Postalia Fuji Systems/Kanematsu Fuji-Xerox Fujitsu GBT GCC GD/G&D GD/G&D GDS GE General General Automation Genicom Gestetner Geveke Gier Gilbarco Global Equipment Glory Godrej Gold Goldstar Grundig GSD Systems Hanimex Hansen Harris Hasi Hasler Heathkit Hedman Hengstler Hennes Ltd.	Grundig	Founder	False
123	Digital Associates Digital Check Digital Equipment (DEC) Digital Matrix Digitex Digitronics DYMO Easiprint EBM ECI EGT Agoris Elite Business Machines EMC Corp. Emerson EMI ENC Electronics Encad Computer Entrex Epson ERC Systems Ericsson Esper Esselte Euroka Europrint Eurostar Everex Evolution Corp. Excelan Exidy Systems Extel Exxon Facit Famox Fargo Electronics Fas Fax System Fortis Fortronics Founder Four Phase Francotyp-Postalia Fuji Systems/Kanematsu Fuji-Xerox Fujitsu GBT GCC GD/G&D GDS GE General General Automation Genicom Gestetner Geveke Gier Gilbarco Global Equipment Glory Godrej Gold Goldstar Grundig GSD Systems Hanimex Hansen Harris Hasi Hasler Heathkit Hedman Hengstler Hennes Ltd.	Grundig	Founder	False
124	Lenovo founder moves to steady Taiwan ties	Lenovo	Founder	False
125	Q&A with Lenovo Founder Liu Chuanzhi	Lenovo	Founder	False
126	Lenovo founder eyes new business: agriculture	Lenovo	Founder	False
127	Yahoo co-founder Jerry Yang joins Lenovo board as observer	Lenovo	Founder	False
128	Yahoo Co-Founder Yang Joins China's Lenovo As Board 'Observer'	Lenovo	Founder	False
129	We met with Danny Lui, founder of Legend (now Lenovo).	Lenovo	Founder	False
130	Co-founder, Chester Ng, made a statement regarding the recent arrangement with Lenovo:	Lenovo	Founder	False
131	LIU Chuanzhi, founder of Lenovo, guest speaker of an exceptional conference on Friday, November 5th	Lenovo	Founder	False
132	mentions Andre Leite Alves founder of Aware Bear who's favorite computer is his Lenovo laptop.	Lenovo	Founder	False
133	Weibo: Lenovo, Xioami, Huawei in price wars, tributes for IDG founder	Lenovo	Founder	False
134	Lenovo founder and board member, Liu Chuanzhi, has returned as chairman.	Lenovo	Founder	False
135	These OEMs include Acer, Dell, Founder, Gateway, HP, Lenovo, Packard Bell and TongFang.	Lenovo	Founder	False
136	Lenovo CEO Yang Yuanqing Adds Chairman Role as Founder Liu Chuanzhi Turns Focus to New Challenges	Lenovo	Founder	False
137	Arima U300 U380, Grundig X5, Lenovo P930, Panasonic X700 X800, Sendo X X2, Q9090, HTC Himalaya, Qtek XDAII.	Lenovo	Grundig	False
138	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico y Reparación Especializada en Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, TOSHIBA, MAC, IDEPAD, OLIVETTI, MAC APPLE, ...	Lenovo	Grundig	False
139	Tutti i produttori 3M Acer Aiptek International Apple Asus BenQ Brondi Canon Casio Dell Digicom Epson Fujitsu Gateway Grundig Haier Hannspree Hitachi HP Lenovo LG Nec Nikkei Nokia Optoma Packard Bell Panasonic Philips Samsung Sanyo Sapphire Schaublorenz Sharp Sony Telesystem Toshiba	Lenovo	Grundig	False
140	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico Especializado en Reparación Actualización y Ventas de Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, ...	Lenovo	Grundig	False
141	Enteos Eten Garmin General Dynamics Grundig GSPDA Icemobile iGlo Innostream iNQ ITT JVC Kenwood Kn Mobile Lenovo Martin Dawes Mitac Mitsubishi Mobiado Navman Neonode NGM Niu Nortek Olivetti Orange Palmone Plum Polsofonino QQAAXX Qtek RIM Sendo Sewon Siemens Xelibri Sierra Wireless Tel.me Thuraya TIM Tom Tom Trium Vertu Verycool WND Xcute Mobile XL Mobile Yezz	Lenovo	Grundig	False
142	Nuestra amplia trayectoria nos abalan en Ventas, Reparación y Servicio Técnico Especializado en: Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, VAIO SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, TOSHIBA, OLIVETTI, KANJI, etc. Tablet: ACER, BLACKBERRY, COBY, iPAD, SAMSUNG, ASUS, ...	Lenovo	Grundig	False
143	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico Especializado en Reparación Actualización y Ventas de Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, TOSHIBA, MAC, IDEPAD, ...	Lenovo	Grundig	False
144	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG MIO MiTAC Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring SonyEricsson Spice SPV T-Mobile Toshiba Uriver UTStarcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
145	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom V3m (Metro PCS) Vertu Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
146	Select your phone brand Alcatel Asmobile ASUS Audiovox BenQ BenQ-Siemens Capitel Dallab DBTEL Elson Ezze Fly Gradiente Grundig Haier Hitachi HP HTC Huawei i-mate Innostream KPT Kyocera Lenovo LG Lobster Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia O2 Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sendo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom V3m (Metro PCS) Vertu Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
147	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
148	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom Vertu Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
149	Alle Hersteller Acer Acronis Apple Asus Axis Bosch Braun Brother Canon Computerhaus Corsair Crucial Dell DeLock Epson Geräteschutz Grundig HAMA Hardware-Upgrade Hewlett Packard (HP) HQ Huawei Intel Kaspersky Kenwood Kingston König Lenovo LG Electronics Lindy Logitech Microsoft Motorola MSI Netgear Nikon Nokia Panasonic Philips Samsung Sandisk Seagate Sonstige Sony Toshiba TP-Link Transcend Valueline Western Digital 10.1 3.5 3Com 3CX 3DConnexion 3DConnexion-SpaceMouse 3DR 3GO 3Go 3M 3ware 4G Systems 50.949	Lenovo	Grundig	False
150	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG MIO MiTAC Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toshiba Uriver UTStarcom V3m (Metro PCS) Vertu Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
