caption,sentence,object_a,object_b,predicted,gold
2-4 pos 500 full sentence,P.S.: I think Pepsi works better in flavored colas than Coke because Cokes trademark acidity (which I enjoy most in its old-relable regular Coca-Cola form) sometimes conflicts with the other flavors.,Coca-Cola,Pepsi,NONE,ARG
2-4 pos 500 full sentence,"Goodnight NetBeans, Hello Eclipse",Eclipse,NetBeans,NONE,ARG
2-4 pos 500 full sentence,"faster than C++, more concise than Perl, more regular than Python, more",Python,Perl,ARG,NONE
2-4 pos 500 full sentence,"Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",Windows 7,Windows 8,NONE,ARG
2-4 pos 500 full sentence,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,ARG
2-4 pos 500 full sentence,Do you think though in general simple bread bakeries are harder than small woodfired pizza places?,bread,pizza,ARG,NONE
2-4 pos 500 full sentence,"Mainstream manly team sports like basketball and football are way, way cooler than sports such as table tennis and badminton.",basketball,tennis,NONE,ARG
2-4 pos 500 full sentence,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",Python,JavaScript,NONE,ARG
2-4 pos 500 full sentence,"Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.",Windows 7,Windows 8,NONE,ARG
2-4 pos 500 full sentence,One stone was fixed permanently in a solid piece of metal.,metal,stone,ARG,NONE
2-4 pos 500 full sentence,ps2 had a better online setup than the wii does.,wii,ps2,NONE,ARG
2-4 pos 500 full sentence,"This tea is much better with milk, I think.",milk,tea,ARG,NONE
2-4 pos 500 full sentence,"I've pre-ordered a Leica M and I'm hoping that it's a camera I can use for my personal projects ... I want something small, digital .... and I want the images to ""look"" better than Canon/Nikon etc ...",Nikon,Leica,NONE,ARG
2-4 pos 500 full sentence,Alot easier on the feet and comfortable for indoor baseball practices than your typical tennis shoe.,baseball,tennis,NONE,ARG
2-4 pos 500 full sentence,"From the specs on Apple site, it will run only on Safari 4 running Mac OS X 10.6 or better, Safari on iOS 4.2 or better and 2 nd gen Apple TV or later running 5.2.",iOS,Apple TV,ARG,NONE
2-4 pos 500 full sentence,"While it is better than what's in the back seat of Infiniti's EX35, it's less than that of the Audi Q5 and the Lexus RX350.",Audi,Lexus,ARG,NONE
2-4 pos 500 full sentence,"Amidst a game going poorly against carolina, fans blamed Jones for drafting Carter earlier than Quincy's pedigree at georgia dictated.",georgia,carolina,ARG,NONE
2-4 pos 500 full sentence,"- QUICK MOVEMENT The speed of your player is based on the weight of your gun, so when the round starts, switching to the pistol or even better, your knife, will result in much faster movement.",knife,pistol,NONE,ARG
2-4 pos 500 full sentence,"Reliability ehhh, im sure its no Lexus, but its seems a tad bit better than BMW or Audi.",Audi,Lexus,NONE,ARG
2-4 pos 500 full sentence,"We're going to have a point of view on what's better on a sandwich, what's better on a salad, what's better on a pizza.""",pizza,sandwich,ARG,NONE
2-4 pos 500 full sentence,amazon had a similar service for its books but google is much faster and simpler.,google,amazon,NONE,ARG
2-4 pos 500 full sentence,"But I think worse than Alabama playing LSU instead of Oklahoma State, is that virginia Tech and michigan got in at all.",virginia,michigan,ARG,NONE
2-4 pos 500 full sentence,In the Cafe Promenade the pizza was good but the sandwich selection could have been better compared to Carnival.,pizza,sandwich,NONE,ARG
2-4 pos 500 full sentence,"Granted both players have their own endorsement deals with the Nike, but perhaps they should have known better than to show an Adidas event in Swoosh-branded attire.",Nike,Adidas,ARG,NONE
2-4 pos 500 full sentence,"Now, unlike Microsoft, Apple isn't selling an inferior product.",Microsoft,Apple,NONE,ARG
2-4 pos 500 full sentence,football and Basketball are far easier to project than baseball .,football,baseball,NONE,ARG
2-4 pos 500 full sentence,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Microsoft,Google,NONE,ARG
2-4 pos 500 full sentence,FD: football and baseketball got on it faster than baseball.,football,baseball,NONE,ARG
2-4 pos 500 full sentence,"As far as benchmark performance is concerned, the Intel Atom Z2760 recorded 3min 36sec in our Blender 3D rendering test, which is over 15sec slower than the Dell Latitude 10 and HP ElitePad 900 tablets, and only a 24sec faster than one of the last netbooks we saw back in 2010, the Acer Aspire Happy.",Intel,Dell,NONE,ARG
2-4 pos 500 full sentence,In Ferrari Alonso has found his second home after Renault.,Ferrari,Renault,ARG,NONE
2-4 pos 500 full sentence,Why are Nokia and IPhone known to be easier to use than Samsung?,Nokia,Samsung,NONE,ARG
2-4 pos 500 full sentence,"If you look for it on itunes, punch in ""Theme from Terms of Endearment by Cincinnati Pops Orchestra"" - it's a much better version than what youtube has here.",youtube,itunes,NONE,ARG
2-4 pos 500 full sentence,"No car drives nicer and safer than this one, made of a real steel, not plastic or aluminum.",steel,aluminum,NONE,ARG
2-4 pos 500 full sentence,"As a matter of fact, for web-programming these days PHP, Ruby are a better alternative than Java.",Java,PHP,NONE,ARG
2-4 pos 500 full sentence,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,NONE,ARG
2-4 pos 500 full sentence,"I remember that the first JITs all did great on Integer and Floating-point loops, and that was _it_ -- the rest of the time, they were often slower than just a hack like inlining interpreter code-segments.",Integer,Floating-point,ARG,NONE
2-4 pos 500 full sentence,Why does my Android phone download files slower over the same network than my laptop?,phone,laptop,NONE,ARG
2-4 pos 500 full sentence,"You also say, ""Additionally, it is equally as hard (I believe harder) to score a[n] incapacitating blow with a knife that with a pistol.""",knife,pistol,NONE,ARG
2-4 pos 500 full sentence,PPS: Can anyone tell my why my 1970 428 Ford (23mpg) got better millage than my Honda V-6? (17mpg).,Ford,Honda,NONE,ARG
2-4 pos 500 full sentence,"In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Nokia,Samsung,NONE,ARG
2-4 pos 500 full sentence,The ps3 MOVE is just the wii with better graphics.,wii,ps3,NONE,ARG
2-4 pos 500 full sentence,"Tim Bray, Sun's director of Web technologies, said some scripting languages, such as Python, can be easier to learn than Java, but others, such as Perl, are harder.",Python,Perl,NONE,ARG
2-4 pos 500 full sentence,I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.,Oracle,PostgreSQL,NONE,ARG
2-4 pos 500 full sentence,"The Chevrolet Cruze is, quite frankly, a better car than the Honda Civic or Toyota Corolla.",Toyota,Chevrolet,NONE,ARG
2-4 pos 500 full sentence,"mit is harder to graduate from (on average probably, at minimum certainly) than HYP or stanford.",stanford,mit,NONE,ARG
2-4 pos 500 full sentence,"(10 For NetBeans, -5 for Eclipse)",Eclipse,NetBeans,NONE,ARG
2-4 pos 500 full sentence,Servers controlled by companies like google and amazon are safer than most people's local machines.,google,amazon,ARG,NONE
2-4 pos 500 full sentence,"First nite enjoyed with grilled porterhouse steak, 2nd nite (it tasted even better) with salad, candied carrots and crusty bread!",bread,steak,NONE,ARG
2-4 pos 500 full sentence,Google Makes it Easier to Dump Microsoft Office #io14,Microsoft,Google,NONE,ARG
2-4 pos 500 full sentence,"For me, bread or potato is far superior to pasta.",bread,pasta,NONE,ARG
2-4 pos 500 full sentence,Tarmac and rubber are better choices than concrete and asphalt because they are less taxing to joints.,concrete,rubber,NONE,ARG
2-4 pos 500 full sentence,"Clearly you've never used good Leica or Zeiss lenses, they sure produce better image quality than ostensive good Nikon lenses.",Nikon,Leica,NONE,ARG
2-4 pos 500 full sentence,"According to Apple, who co-developed the protocol with Intel, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2.",Apple,Intel,ARG,NONE
2-4 pos 500 full sentence,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",Toyota,Chrysler,NONE,ARG
2-4 pos 500 full sentence,"He speaks great english, but his skills in Java/PHP are even better!",Java,PHP,ARG,NONE
2-4 pos 500 full sentence,"It is fully equal to, if not better than, my Nikon 85mm f/1.4 G and my Leica 75mm f/2 Summicron.",Nikon,Leica,ARG,NONE
2-4 pos 500 full sentence,"Modern hardware/ multicore systems perform much better on Windows 7 or Windows 8, instead of Windows XP.",Windows XP,Windows 8,NONE,ARG
2-4 pos 500 full sentence,"This title does look a little bit nicer than ps2/psp games of this sort, but don't expect anything huge.",psp,ps2,ARG,NONE
2-4 pos 500 full sentence,"Cadillac will be able to command a higher price than Buick would be able to, thus helping to pay off development costs of teh Voltec and allow GM to lower the prices for this technology faster.",Cadillac,Buick,NONE,ARG
2-4 pos 500 full sentence,"Actually, Bluetooth quality is just as good, if not better, than the audio through USB.",USB,Bluetooth,NONE,ARG
2-4 pos 500 full sentence,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",Toyota,Nissan,NONE,ARG
2-4 pos 500 full sentence,"He failed to explore whether enchiladas go better with Texas beer, Dos XX, or iced tea.",beer,tea,ARG,NONE
2-4 pos 500 full sentence,"Recruiting for Java is easier than say, recruiting for Scala or Clojure or F#.",Java,Scala,NONE,ARG
2-4 pos 500 full sentence,Sort of tastes like a mediocre cider with a bit of beer added to it.,beer,cider,ARG,NONE
2-4 pos 500 full sentence,"PHP is worse than Ruby On Rails, Python Django, X language Framework",Ruby,Python,ARG,NONE
2-4 pos 500 full sentence,"I can see why you would prefer Java to Python (speed), and Tcl (better language).",Java,Python,NONE,ARG
2-4 pos 500 full sentence,The reason we want to load games off the Ethernet is because it is for sure 110% faster than playing games off the USB interface.,USB,Ethernet,NONE,ARG
2-4 pos 500 full sentence,"I don't think it could've worked out any better with what happened (at dartmouth) at the end of the game up there, and then obviously our rival (harvard).""",harvard,dartmouth,NONE,ARG
2-4 pos 500 full sentence,I know you can write Scala as a 'better Java'.,Java,Scala,NONE,ARG
2-4 pos 500 full sentence,"While Chrysler says the Sebring offers the same or better EPA volume as its competition, the car feels a bit more closely coupled and taller than the Ford Fusion or Toyota Camry.",Toyota,Chrysler,NONE,ARG
2-4 pos 500 full sentence,Light weight wood or one of the various board substitutes is better than cardboard.,wood,cardboard,NONE,ARG
2-4 pos 500 full sentence,"Ruby better than they currently know Perl"".",Ruby,Perl,NONE,ARG
2-4 pos 500 full sentence,"A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",Windows XP,Windows 8,ARG,NONE
2-4 pos 500 full sentence,"I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,ARG
2-4 pos 500 full sentence,They cut off tennis coverage to show us Women's college basketball or even worse little league baseball...,baseball,tennis,NONE,ARG
2-4 pos 500 full sentence,Did you work harder at oregon State than you did at virginia?,virginia,oregon,ARG,NONE
2-4 pos 500 full sentence,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",Toyota,Chrysler,NONE,ARG
2-4 pos 500 full sentence,"Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.",Audi,Mercedes-Benz,NONE,ARG
2-4 pos 500 full sentence,"If you say that Nokia couldn't compete with Samsung using Android, how could they possibly compete using an inferior OS?",Nokia,Samsung,ARG,NONE
2-4 pos 500 full sentence,"In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",Apple,Intel,NONE,ARG
2-4 pos 500 full sentence,"If you go with the Audi S6, you'll have a much easier time finding a large enough space to park than you will with the Lexus LS 460.",Audi,Lexus,NONE,ARG
2-4 pos 500 full sentence,rubber cement --works better on non-porous surfaces than most other glues do.,rubber,cement,ARG,NONE
2-4 pos 500 full sentence,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:",Java,Haskell,NONE,ARG
2-4 pos 500 full sentence,WHITE PAPER: Many IT professionals generally recognize that PostgreSQL is better suited for enterprise database responsibilities than MySQL.,MySQL,PostgreSQL,NONE,ARG
2-4 pos 500 full sentence,"Contrast that with Microsoft or, even worse, Google and its absolutely a disaster.",Microsoft,Google,NONE,ARG
2-4 pos 500 full sentence,"This is updated to take full advantage of Java 8. - Scala is slightly nicer some syntactic flourishments (for comprehensions, pattern matching), but it's not necessary.",Java,Scala,NONE,ARG
2-4 pos 500 full sentence,"Downloading the media yourself, installing, and then using the ""phone Microsoft to activate"" option might be faster than waiting for the media from Dell.",Microsoft,Dell,NONE,ARG
2-4 pos 500 full sentence,Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,Java,Groovy,ARG,NONE
2-4 pos 500 full sentence,"People might choose to use PostgreSQL because they hate Oracle, or MySQL because it's easier to find hosting, or either product because they know it better, and that's totally legitimate and perhaps worth talking about, but - partly in the interests of harmony among communities that ought to be allies - it's not what I'm going to talk about here.",Oracle,PostgreSQL,NONE,ARG
2-4 pos 500 full sentence,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",Dell,Hewlett-Packard,NONE,ARG
2-4 pos 500 full sentence,"The micro-USB adapter plugs into your smartphone, enabling faster-than-Bluetooth data speeds over a distance of a few centimeters.",USB,Bluetooth,NONE,ARG
2-4 pos 500 full sentence,IBM WebSphere is 17% faster per core on Intel Sandy Bridge at less than half the cost compared to Oracle WebLogic,IBM,Intel,ARG,NONE
2-4 pos 500 full sentence,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",wedding,birthday,NONE,ARG
2-4 pos 500 full sentence,Compared to Perl - Ruby is much much nicer.,Ruby,Perl,NONE,ARG
2-4 pos 500 full sentence,RE4 controlled better on wii than ps2 or GC but not good enough.,wii,ps2,NONE,ARG
2-4 pos 500 full sentence,"If michigan hadn't stolen Rich Rodriguez from West virginia, both teams may be much better off than they are today.",virginia,michigan,ARG,NONE
2-4 pos 500 full sentence,"The graphical DB control clients available for PostgreSQL are significantly better than those available for Oracle (Toad), which cost $1K.",Oracle,PostgreSQL,NONE,ARG
2-4 pos 500 full sentence,It has happened to the best in the past (remember the invincible Big Blue of IBM?) so Google better pay heed to history.,Google,IBM,ARG,NONE
2-4 pos 500 full sentence,"We had an option to go West, but the starter housing prices at the time in california made the decision to come to georgia a bit easier.",california,georgia,NONE,ARG
2-4 pos 500 full sentence,and playing on a phone would still be easier/more fun than on an ipod,phone,ipod,NONE,ARG
2-4 pos 500 full sentence,"Halloween is the best holiday in my opinion, even slightly better than my birthday or Christmas !",holiday,birthday,NONE,ARG
2-4 pos 500 full sentence,Jensen Comment:  Actually Microsoft has a better fix to Windows problems created by Sony.,Microsoft,Sony,NONE,ARG
2-4 pos 500 full sentence,"Oracle to PostgreSQL is generally easier than the other direction, IMO.",Oracle,PostgreSQL,ARG,NONE
2-4 pos 500 full sentence,Motorola is no different from Samsung.,Samsung,Motorola,ARG,NONE
2-4 pos 500 full sentence,potato bread is actually better for you in some cases.,bread,potato,ARG,NONE
2-4 pos 500 full sentence,Not sure Ford is going to be any better than Honda in that regard.,Ford,Honda,ARG,NONE
2-4 pos 500 full sentence,"Nikon, zeiss or schneider industrial optic but even quite often mainstream optic is able to beat most what Leica produces and for even better price.",Nikon,Leica,NONE,ARG
2-4 pos 500 full sentence,"If Burstmedia is even better than Amazon, then Google has nothing to worry about.",Google,Amazon,ARG,NONE
2-4 pos 500 full sentence,Can any one tell me why Sony Vaio VGN-FW490 is better than Dell Studio XPS 16 Any suggestions or recommendations?,Sony,Dell,NONE,ARG
2-4 pos 500 full sentence,It is easier to organize data on the psp than on the ps3.,psp,ps3,NONE,ARG
2-4 pos 500 full sentence,"Example, in the midsize sedan market the products offered by American companies like GM and Ford are EVERY BIT as good as the Japanese, European or Korean competition (The jury is out on the Chrysler 200) but people flock to Toyota and Honda dealerships because there's the ""belief"" that it's a better, more dependable product.",Toyota,Chrysler,NONE,ARG
2-4 pos 500 full sentence,"In terms of the reliability of models sold in the past three years, CR shows that 90% of Toyota models it rated have better-than-average reliability, vs. 35% for Chrysler, 25% for GM, and just 7% for Ford.",Toyota,Chrysler,NONE,ARG
2-4 pos 500 full sentence,"(This doesn't apply to the standard consumer pc environment, where Microsoft bloatware expands in pace with everything that Intel's Moore's Law throws at it, which is why my 9 year old PC running Windows 98 seems to run faster than my 1 year old PC running Windows XP.)",Windows XP,Windows 98,NONE,ARG
2-4 pos 500 full sentence,Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.,Coca-Cola,Pepsi,NONE,ARG
2-4 pos 500 full sentence,"Scala is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast Java ecosystem, while Scheme does not.",Java,Scala,ARG,NONE
2-4 pos 500 full sentence,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",iOS,Apple TV,NONE,ARG
2-4 pos 500 full sentence,Dell does get special treatment from Intel but not in the form of better pricing.,Intel,Dell,ARG,NONE
2-4 pos 500 full sentence,"Tech-Ed: Windows 8 Is 'Better' than Windows 7, Microsoft Says",Windows 7,Windows 8,NONE,ARG
2-4 pos 500 full sentence,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,ARG
2-4 pos 500 full sentence,The Center of Environmental Health's recent testing found that Coca-Cola did a much better job of cleaning up their act than Pepsi.,Coca-Cola,Pepsi,NONE,ARG
2-4 pos 500 full sentence,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.",Toyota,Chevrolet,NONE,ARG
2-4 pos 500 full sentence,"And if Amazon can get a decent selection of music available, then this will be a major shot across the bow of Apple.",Apple,Amazon,ARG,NONE
2-4 pos 500 full sentence,It's hard to say whether tennis is harder to dominate than golf.,golf,tennis,NONE,ARG
2-4 pos 500 full sentence,"Python is one of the faster scripting languages I've seen around, but last time I checked it was still 10x slower than Java and 20x slower than C for most stuff.",Java,Python,NONE,ARG
2-4 pos 500 full sentence,Even the ugly Adidas kits are better than most of the Nike kits.,Nike,Adidas,NONE,ARG
2-4 pos 500 full sentence,"If you go with the BMW X6, you'll have a much easier time finding a large enough space to park than you will with the Toyota Sequoia.",Toyota,BMW,NONE,ARG
2-4 pos 500 full sentence,"Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.",CUDA,OpenCL,NONE,ARG
2-4 pos 500 full sentence,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,Python,Bash,NONE,ARG
2-4 pos 500 full sentence,What I got out of it was that Amazon has a decent enough deal for Apple Care.,Apple,Amazon,ARG,NONE
2-4 pos 500 full sentence,"As unlikely as it sounds, Amazon is pushing far harder than Microsoft or Apple to get its technology into the hands of other companies.",Apple,Amazon,NONE,ARG
2-4 pos 500 full sentence,tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,ARG
2-4 pos 500 full sentence,golf gets better coverage than tennis ffs.,golf,tennis,NONE,ARG
2-4 pos 500 full sentence,Why would IBM and Cisco be better positioned than Microsoft in the cloud?,Microsoft,IBM,NONE,ARG
2-4 pos 500 full sentence,The Toyota Tundra gets worse fuel economy than the larger Ford F-150 or Dodge Ram.,Ford,Toyota,NONE,ARG
2-4 pos 500 full sentence,"So, I think I missed it... does the paint work better than 'chalk'?",paint,chalk,NONE,ARG
2-4 pos 500 full sentence,Then there were times when the Hawks had a better golf team than hockey team.,golf,hockey,NONE,ARG
2-4 pos 500 full sentence,"Yeah, it's much easier to compete with Nokia than Samsung.",Nokia,Samsung,ARG,NONE
2-4 pos 500 full sentence,"Google for some combination of PostgreSQL, better than row-level locking, and MVCC for their claims that they have it and Oracle doesn't.",Oracle,PostgreSQL,NONE,ARG
2-4 pos 500 full sentence,"Sony Xperia Tablet Z has a better processor, much better form factor, slightly larger display, better connectivity options, better compatibility, better performance, etc., as compared to Apple iPad.",Apple,Sony,NONE,ARG
2-4 pos 500 full sentence,Natural stone pool coping has a superior advantage over pre-cast concrete and tile.,stone,concrete,NONE,ARG
2-4 pos 500 full sentence,"Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",football,baseball,NONE,ARG
2-4 pos 500 full sentence,"The ps2 games were miles better, though, and I'm sure the ds one I mentioned would be great, too.",ds,ps2,NONE,ARG
2-4 pos 500 full sentence,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",Java,PHP,NONE,ARG
2-4 pos 500 full sentence,"Whatever the ds can do , wii can do better, right?",wii,ds,NONE,ARG
2-4 pos 500 full sentence,"More open to possibilities that once seemed outlandish, Apple couldn't have found a better enterprise partner than IBM.",Apple,IBM,ARG,NONE
2-4 pos 500 full sentence,"Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",CUDA,OpenCL,NONE,ARG
2-4 pos 500 full sentence,"Nike is definitely not my favorite, also Adidas aren't better than Converse either.",Nike,Adidas,ARG,NONE
2-4 pos 500 full sentence,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Ford,Chevrolet,NONE,ARG
2-4 pos 500 full sentence,"Convincing them to try OpenCL instead of CUDA, is like trying to convert a Fortran user to C/C++/..., because ""Fortran is on average 10% faster"" (you hear that a lot from these guys).",CUDA,OpenCL,ARG,NONE
2-4 pos 500 full sentence,"Nissan Motor , which restored production faster than Toyota and Honda after the March earthquake in Japan, saw a sales gain of 25 percent.",Toyota,Nissan,NONE,ARG
2-4 pos 500 full sentence,"Go ahead Apple, try and outsell Toshiba in japan when Toshiba has the same or better product with Intel inside.",Apple,Intel,ARG,NONE
2-4 pos 500 full sentence,"This way, any PHP developer types faster than any Ruby one.",Ruby,PHP,NONE,ARG
2-4 pos 500 full sentence,"Gigabit Ethernet (which all of the TeraStations support) is faster than any flavor of USB or firewire, and is much more conducive to simultaneous connections to multiple machines.",USB,Ethernet,NONE,ARG
2-4 pos 500 full sentence,"I have done the above work in AWK (much easier to work with I've found), but I don't even know where to start with Sed.",Sed,AWK,ARG,NONE
2-4 pos 500 full sentence,The sooner people stop buying these Lexus things the better as I'm sick of people saying how nice it is when they are considering a new Audi etc. It's a stinking over priced Toyota - get over it!!!,Audi,Lexus,ARG,NONE
2-4 pos 500 full sentence,One of the goals of the company is aimed specifically at making life easier for Oracle people on PostgreSQL.,Oracle,PostgreSQL,ARG,NONE
2-4 pos 500 full sentence,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",georgia,michigan,NONE,ARG
2-4 pos 500 full sentence,Testing Java code with Groovy makes the tests less verbose and it's easier for the developers that clearly express the intent of each test method.,Java,Groovy,ARG,NONE
2-4 pos 500 full sentence,"It wouldn't play at all on my Windows XP laptop, and played poorly on my desktop computer with Windows 98 installed.",Windows XP,Windows 98,ARG,NONE
2-4 pos 500 full sentence,Snow removal from concrete is easier than from mulch or stone.,stone,concrete,NONE,ARG
2-4 pos 500 full sentence,ds beats out psp,ds,psp,NONE,ARG
2-4 pos 500 full sentence,"I could imagine that it is quite possible to accelerate certain steps of video decompression on the GPU, however like many non-rendering specific tasks it's probably easier to use a compute API (OpenCL or CUDA).",CUDA,OpenCL,ARG,NONE
2-4 pos 500 full sentence,"Java isn't too bad of a first language, but Python is a little easier to pick up.",Java,Python,NONE,ARG
2-4 pos 500 full sentence,"If you factor in population densities, then virginia being slower than california and Oregon may likely be due to more saturation because it's covering the entire Eastern US.",california,virginia,NONE,ARG
2-4 pos 500 full sentence,Right now Apple is worse then Microsoft ever was.,Microsoft,Apple,NONE,ARG
2-4 pos 500 full sentence,faster Samsung SSDs in some units and significantly slower Toshiba SSDs in others).,Samsung,Toshiba,NONE,ARG
2-4 pos 500 full sentence,"According to the Wall Street Journal , the board produced today a presentation that painted an unfavorable picture of the company, including one slide that states point-blank ""H-P's [ Hewlett-Packard ] recent performance has been superior to Dell.""",Dell,Hewlett-Packard,NONE,ARG
2-4 pos 500 full sentence,"Its also why I wouldn't bother taking West virginia seriously as a contender, even if their offense might technically be a bit better than the oregon offense.",virginia,oregon,NONE,ARG
2-4 pos 500 full sentence,"This is Windows XP not Vista !! Windows Vista has nicer desktop than xp, because it has more additional features.",Windows XP,Windows Vista,NONE,ARG
2-4 pos 500 full sentence,"It was a little cooler here in michigan that it was in Florida and georgia, but in reality not all that bad for the time of year.",georgia,michigan,NONE,ARG
2-4 pos 500 full sentence,"Sales were slipping, and Chevrolet, whose cars were more expensive but also far more modern and better equipped, began to outsell Ford.",Ford,Chevrolet,NONE,ARG
