_unit_id,_created_at,_updated_at,a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable,label_gold,label_gold_reason
1532714395,1/5/2018 16:45:23,1/5/2018 17:16:54,Ford,"",Honda,N,I1348890976,TRUE,"Given that the ""big three"" PC manufacturers are Dell, HP and Lenovo, this opportunity couldn't have come at a better time for Microsoft.","Is it better to buy a <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> made in Tenn., or a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> made in Canada?? America is no longer an industrial nation.","Is it better to buy a *Honda* made in Tenn., or a §Ford$ made in Canada?? America is no longer an industrial nation.",,
1532714396,1/5/2018 16:45:23,1/5/2018 17:24:16,Nokia,"",Siemens,N,T3283936171,TRUE,"Is it better to buy a Honda made in Tenn., or a Ford made in Canada?? America is no longer an industrial nation.","Zain Kuwait has deployed <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Zain Kuwait has deployed *Nokia* §Siemens$ Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.",,
1532714397,1/5/2018 16:45:23,1/5/2018 17:15:59,Apple,"",Amazon,N,E594704008,TRUE,"Zain Kuwait has deployed Nokia Siemens Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Does your source know if <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> will collaborate with <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> for a better version of the Kindle?",Does your source know if *Apple* will collaborate with §Amazon$ for a better version of the Kindle?,,
1532714398,1/5/2018 16:45:23,1/5/2018 17:12:57,Sony,"",Intel,N,D455085008,TRUE,Does your source know if Apple will collaborate with Amazon for a better version of the Kindle?,"- CASE: Cooler Master CSX Blue Flame - PROCESSOR: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> optiarc AD-7670S",- CASE: Cooler Master CSX Blue Flame - PROCESSOR: *Intel*® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: §Sony$ optiarc AD-7670S,,
1532714399,1/5/2018 16:45:23,1/5/2018 17:14:23,Nokia,"",Motorola,N,L1813285197,FALSE,- CASE: Cooler Master CSX Blue Flame - PROCESSOR: Intel® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: Sony optiarc AD-7670S,"<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>.",*Nokia* and §Motorola$.,,
1532714400,1/5/2018 16:45:23,1/5/2018 17:51:00,Apple,"",IBM,N,J1453452166,TRUE,Nokia and Motorola.,"It's just <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> trying to get better terms/service from <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> (think Dell's ""talks"" with AMD)","It's just *Apple* trying to get better terms/service from §IBM$ (think Dell's ""talks"" with AMD)",,
1532714401,1/5/2018 16:45:23,1/5/2018 17:18:47,Nike,"",Adidas,N,B334288391,TRUE,"It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)","Are deadly strikes at Cambodia's <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, Puma and <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> factories about more than better wages?","Are deadly strikes at Cambodia's *Nike*, Puma and §Adidas$ factories about more than better wages?",,
1532714402,1/5/2018 16:45:23,1/5/2018 17:10:23,Toyota,"",Chevrolet,N,O2389374684,TRUE,"Are deadly strikes at Cambodia's Nike, Puma and Adidas factories about more than better wages?","The 2013 <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry, but it stands ready and willing to give them an even better run for their money.","The 2013 *Chevrolet* Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and §Toyota$ Camry, but it stands ready and willing to give them an even better run for their money.",,
1532714403,1/5/2018 16:45:23,1/28/2018 09:49:23,Nokia,"",Motorola,N,A92781498,FALSE,"The 2013 Chevrolet Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and Toyota Camry, but it stands ready and willing to give them an even better run for their money.","5. Support <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, Sony Ericsson and other mobile phones.","5. Support *Nokia*, §Motorola$, Sony Ericsson and other mobile phones.",,
1532714404,1/5/2018 16:45:23,1/5/2018 17:16:24,Google,"",Amazon,N,T3174999474,TRUE,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.","Why <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Why *Google*, §Amazon$, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.",,
1532714405,1/5/2018 16:45:23,1/5/2018 17:16:13,Apple,"",Google,N,T3210941848,TRUE,"Why Google, Amazon, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Worse yet, neither <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> nor <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> appear to care.","Worse yet, neither *Apple* nor §Google$ appear to care.",,
1532714406,1/5/2018 16:45:23,1/5/2018 17:28:56,Honda,"",Nissan,N,A12070095,FALSE,"Worse yet, neither Apple nor Google appear to care.","0 Used <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Hatchbacks at Petro <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>",0 Used *Honda* Hatchbacks at Petro §Nissan$,,
1532714407,1/5/2018 16:45:23,1/6/2018 18:37:56,Ferrari,"",BMW,N,S3002299466,FALSE,0 Used Honda Hatchbacks at Petro Nissan,"Video: <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> M6 vs <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> 575 vs Audi RS6",Video: *BMW* M6 vs §Ferrari$ 575 vs Audi RS6,,
1532714408,1/5/2018 16:45:23,1/5/2018 17:20:42,Apple,"",Amazon,N,B291387428,TRUE,Video: BMW M6 vs Ferrari 575 vs Audi RS6,"And who makes out better in the long run - <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>?",And who makes out better in the long run - *Apple* or §Amazon$?,,
1532714409,1/5/2018 16:45:23,1/5/2018 17:14:09,Apple,"",Sony,N,H1199952434,TRUE,And who makes out better in the long run - Apple or Amazon?,"I mean, when you really analyze it, is the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> iPod really that much superior to an mp3 player from, for example, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>?","I mean, when you really analyze it, is the *Apple* iPod really that much superior to an mp3 player from, for example, §Sony$?",,
1532714410,1/5/2018 16:45:23,1/5/2018 17:09:56,Toyota,"",Honda,N,R2938103535,FALSE,"I mean, when you really analyze it, is the Apple iPod really that much superior to an mp3 player from, for example, Sony?","<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> vehicles are:",*Toyota* and §Honda$ vehicles are:,,
1532714411,1/5/2018 16:45:23,1/5/2018 17:21:19,Samsung,"",Toshiba,N,N2130942000,TRUE,Toyota and Honda vehicles are:,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> said it will ship a 2.5-inch 128 solid state drive in Q2 while <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.",*Samsung* said it will ship a 2.5-inch 128 solid state drive in Q2 while §Toshiba$ has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,,
1532714412,1/5/2018 16:45:23,1/5/2018 17:15:35,IBM,"",Hewlett-Packard,N,L1798881918,TRUE,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,"NEW YORK, Aug 26 (Reuters) - <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","NEW YORK, Aug 26 (Reuters) - *Hewlett-Packard*, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with §IBM$.",,
1532714413,1/5/2018 16:45:23,1/5/2018 17:20:49,Ford,"",Chevrolet,N,K1646205746,TRUE,"NEW YORK, Aug 26 (Reuters) - Hewlett-Packard, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with IBM.","Look at it this way, you can get a decent <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Expedition or <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Tahoe in the high 20s or low 30s if you make a deal.","Look at it this way, you can get a decent *Ford* Expedition or §Chevrolet$ Tahoe in the high 20s or low 30s if you make a deal.",,
1532714414,1/5/2018 16:45:23,1/5/2018 18:02:07,Honda,"",BMW,N,D521805339,TRUE,"Look at it this way, you can get a decent Ford Expedition or Chevrolet Tahoe in the high 20s or low 30s if you make a deal.","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>).","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, *Honda* and §BMW$).",,
1532714415,1/5/2018 16:45:23,1/5/2018 17:09:56,Google,"",Intel,N,O2390562977,TRUE,"Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, Honda and BMW).","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive storage.","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an *Intel* Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of §Google$ Drive storage.",,
1532714416,1/5/2018 16:45:23,1/5/2018 17:43:48,Audi,"",Lexus,N,T3266302520,TRUE,"The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an Intel Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of Google Drive storage.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>, should be cleaned with a product in the pH 5 to 5.5 range.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, *Audi* and §Lexus$, should be cleaned with a product in the pH 5 to 5.5 range.",,
1532714417,1/5/2018 16:45:23,1/5/2018 17:26:49,Advil,"",Motrin,N,G1044530566,FALSE,"Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, Audi and Lexus, should be cleaned with a product in the pH 5 to 5.5 range.","I didn't know that <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> are the same!",I didn't know that *Motrin* and §Advil$ are the same!,,
1532714418,1/5/2018 16:45:23,1/5/2018 17:42:47,Nike,"",Adidas,N,L1804968540,TRUE,I didn't know that Motrin and Advil are the same!,"<span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> didn't look to the designs of <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> to make a better sneaker.",*Nike* didn't look to the designs of §Adidas$ to make a better sneaker.,,
1532714419,1/5/2018 16:45:23,1/5/2018 17:46:40,Microsoft,"",Google,N,I1346801935,TRUE,Nike didn't look to the designs of Adidas to make a better sneaker.,"Is <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> GDrive any better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> SkyDrive?",Is *Google* GDrive any better than §Microsoft$ SkyDrive?,,
1532714420,1/5/2018 16:45:23,1/28/2018 09:49:08,Honda,"",BMW,N,L1818525389,TRUE,Is Google GDrive any better than Microsoft SkyDrive?,"No one is saying ""<span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> makes a better one,"" or ""<span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","No one is saying ""*BMW* makes a better one,"" or ""§Honda$ makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!",,
1532714421,1/5/2018 16:45:23,1/5/2018 17:22:23,Intel,"",Kingston,N,S3092033580,TRUE,"No one is saying ""BMW makes a better one,"" or ""Honda makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, Corsair, OCZ, Western Digital, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from *Intel*, Corsair, OCZ, Western Digital, §Kingston$ and more.",,
1532714422,1/5/2018 16:45:23,1/5/2018 17:17:38,Advil,"",Motrin,N,G1025947068,FALSE,"We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from Intel, Corsair, OCZ, Western Digital, Kingston and more.","Ibuprofen- <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Nuprin","Ibuprofen- *Motrin*, §Advil$, Nuprin",,
1532714423,1/5/2018 16:45:23,1/5/2018 17:49:40,Nokia,"",Motorola,N,M1937862976,FALSE,"Ibuprofen- Motrin, Advil, Nuprin","Other Apple LG <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> SonyEricsson Samsung <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>",Other Apple LG *Motorola* SonyEricsson Samsung §Nokia$,,
1532714424,1/5/2018 16:45:23,1/5/2018 17:13:01,Ford,"",Nissan,N,Q2740218407,TRUE,Other Apple LG Motorola SonyEricsson Samsung Nokia,"The top automakers including General Motors ( GM ), <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> ( F ), Chrysler , Toyota ( TM ) and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> experienced double digit gains from solid demand for pickups as well as small cars.","The top automakers including General Motors ( GM ), *Ford* ( F ), Chrysler , Toyota ( TM ) and §Nissan$ experienced double digit gains from solid demand for pickups as well as small cars.",,
1532714426,1/5/2018 16:45:23,1/5/2018 17:24:40,Nokia,"",Siemens,N,S3029475135,TRUE,"The top automakers including General Motors ( GM ), Ford ( F ), Chrysler , Toyota ( TM ) and Nissan experienced double digit gains from solid demand for pickups as well as small cars.","We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in <span style=color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks,"" chief executive Stephen Elop said in a statement.","We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in *Nokia* §Siemens$ Networks, chief executive Stephen Elop said in a statement.",,
