id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
Q2624010996,The Procurement Division purchases and harvests southern yellow pine timber and our Sawmill Manufactures superior quality southern yellow pine lumber.,timber,lumber,NONE,0.8,X/PROPN/ROOT/^ pine/NOUN/compound/V Y/PROPN/conj/<
B232382493,AMD Phenom II X4 975BE @ 4.1Ghz Corsair H60 CPU Cooler w/ 2x Noctua Fan (Push/Pull) Corsair Vengeance 4x4GB 1600Mhz RAM Corsair F60 60GB SSD (2x RAID 0) Corsair 750M PSU (750watt semi-modulator) Corsair Obsidian 800D eVGA GTX460 Western Digital Green 1TB hdd (2x JBOD) Hitachi Ultra-Star 1TB hdd (JBODed w/ other 1TB drives) Seagate Barracuda 1TB hdd (JBODed w/ other 1TB drives) Samsung Blu-ray ROM/DVD-burner Naxt LED Fan controller LSi Logic SAS/SATA RAID Controller Seagate Barracuda 500GB hdd (6x in unknown RAID via NAS),AMD,Samsung,NONE,1.0,NOPATH
J1452055259,It shows how JavaScript and PHP can be used in tandem to make a user's experience faster and more pleasant.,JavaScript,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1452055259,It shows how JavaScript and PHP can be used in tandem to make a user's experience faster and more pleasant.,JavaScript,PHP,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
P2576134583,"The new V60 wagon, part of Volvo's plan to better compete with Audi , BMW , and Mercedes-Benz , just entered production today.",Audi,Mercedes-Benz,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2576134583,"The new V60 wagon, part of Volvo's plan to better compete with Audi , BMW , and Mercedes-Benz , just entered production today.",Audi,Mercedes-Benz,NONE,1.0,X/PROPN/ROOT/^ bmw/PROPN/conj/V Y/PROPN/conj/<
T3184751290,"Windows XP / Windows Vista SP 2 / Windows 7 or Windows 8 Processor: Intel Core 2 Duo 2.8GHz CPU equivalent or better Memory: 2GB RAM or more Video: GeForce 8800 or ATI Radeon HD 2900GT or better, 512MB+ video ram",Windows XP,Windows 8,NONE,1.0,X/PROPN/nmod/> sp/PROPN/nmod/> sp/PROPN/ROOT/^ Y/PROPN/conj/<
K1588671525,kind of CUDA or OpenCL application will run much slower in Linux because,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1588671525,kind of CUDA or OpenCL application will run much slower in Linux because,CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
R2896938059,"Through the mobile wallet, QSRs can start to gain better control over the customer experience.""",mobile,wallet,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
D482621776,"Citing Hewlett-Packard Co's (HP) earnings report, in which the US company reported a 4 percent drop in sales of both notebooks and desktops last quarter, and also Dell Inc's recent buyout plan, Liao said the traditional PC products were no longer in demand and would gradually lose ground to mobile devices, which can perform better in terms of communication, portability and media experience.",Hewlett-Packard,Dell,NONE,1.0,X/PROPN/compound/> co/PROPN/nmod/> report/NOUN/nsubj/> co/PROPN/ROOT/^ Y/PROPN/nmod/<
D482621776,"Citing Hewlett-Packard Co's (HP) earnings report, in which the US company reported a 4 percent drop in sales of both notebooks and desktops last quarter, and also Dell Inc's recent buyout plan, Liao said the traditional PC products were no longer in demand and would gradually lose ground to mobile devices, which can perform better in terms of communication, portability and media experience.",Hewlett-Packard,Dell,NONE,1.0,X/PROPN/compound/> co/PROPN/nmod/> report/NOUN/nsubj/> co/PROPN/ROOT/^ also/ADV/advmod/V Y/PROPN/nmod/<
O2323360073,"Superior Industries' aluminum road wheels are sold to OEMs including Audi, BMW, Chrysler LLC, General Motors Company ( GM - Analyst Report ), Fiat, Ford Motor Co. ( F - Analyst Report ), Jaguar, Land Rover, Mazda, Mercedes Benz, Mitsubishi, Nissan Motor Co. Ltd ( NSANY - Snapshot Report ), Skoda, Subaru, Suzuki, Toyota Motor Corp. ( TM - Analyst Report ), Volkswagen and Volvo AB ( VOLVY ) for their automobiles and light trucks.",BMW,Ford,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2323360073,"Superior Industries' aluminum road wheels are sold to OEMs including Audi, BMW, Chrysler LLC, General Motors Company ( GM - Analyst Report ), Fiat, Ford Motor Co. ( F - Analyst Report ), Jaguar, Land Rover, Mazda, Mercedes Benz, Mitsubishi, Nissan Motor Co. Ltd ( NSANY - Snapshot Report ), Skoda, Subaru, Suzuki, Toyota Motor Corp. ( TM - Analyst Report ), Volkswagen and Volvo AB ( VOLVY ) for their automobiles and light trucks.",BMW,Ford,NONE,1.0,X/PROPN/ROOT/^ llc/PROPN/npadvmod/V Y/PROPN/conj/<
O2323360073,"Superior Industries' aluminum road wheels are sold to OEMs including Audi, BMW, Chrysler LLC, General Motors Company ( GM - Analyst Report ), Fiat, Ford Motor Co. ( F - Analyst Report ), Jaguar, Land Rover, Mazda, Mercedes Benz, Mitsubishi, Nissan Motor Co. Ltd ( NSANY - Snapshot Report ), Skoda, Subaru, Suzuki, Toyota Motor Corp. ( TM - Analyst Report ), Volkswagen and Volvo AB ( VOLVY ) for their automobiles and light trucks.",BMW,Ford,NONE,1.0,X/PROPN/ROOT/^ company/PROPN/appos/V Y/PROPN/conj/<
O2360052398,That alone is better than buying the full digital download on amazon or itunes.,amazon,itunes,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2360052398,That alone is better than buying the full digital download on amazon or itunes.,amazon,itunes,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
F849883584,- harvard - mit - Kellogg - UVA,harvard,mit,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F747782193,"Forget pesky Windows 8, you still get solid old Windows 7 here.",Windows 8,Windows 7,WORSE,0.6,X/PROPN/npadvmod/> get/VERB/ROOT/^ Y/PROPN/dobj/<
F747782193,"Forget pesky Windows 8, you still get solid old Windows 7 here.",Windows 8,Windows 7,WORSE,0.6,X/PROPN/npadvmod/> get/VERB/ROOT/^ solid/ADJ/amod/V Y/PROPN/dobj/<
F747782193,"Forget pesky Windows 8, you still get solid old Windows 7 here.",Windows 8,Windows 7,WORSE,0.6,X/PROPN/npadvmod/> get/VERB/ROOT/^ old/ADJ/amod/V Y/PROPN/dobj/<
I1327232539,"iOS Developer - Objective-C/Cocoa/ Swift Located in San Francisco, we are the most intelligently...",Objective-C,Swift,NONE,1.0,NOPATH
B201870032,(all?)) tasks are much easier to accomplish in Perl than Java.,Perl,Java,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
B201870032,(all?)) tasks are much easier to accomplish in Perl than Java.,Perl,Java,BETTER,0.8,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
H1151085695,I have no desire to argue that fox is any better or worse than cnn.,fox,cnn,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< bad/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
E713659929,"Filling the container with pitch, or better yet, plastic roof cement, helps seal out water even when vibration is present.",plastic,cement,NONE,1.0,X/ADJ/amod/> Y/PROPN/ROOT/^
E713659929,"Filling the container with pitch, or better yet, plastic roof cement, helps seal out water even when vibration is present.",plastic,cement,NONE,1.0,X/ADJ/amod/> roof/NOUN/compound/V Y/PROPN/ROOT/^
L1825372904,"Not as attractive as Toyota or Honda and better than Dodge, Kia or Chevrolet.",Toyota,Chevrolet,NONE,0.6,X/PROPN/npadvmod/> good/ADJ/ROOT/^ than/ADP/prep/< dodge/PROPN/pobj/< kia/PROPN/conj/< Y/PROPN/conj/<
L1825372904,"Not as attractive as Toyota or Honda and better than Dodge, Kia or Chevrolet.",Toyota,Chevrolet,NONE,0.6,X/PROPN/npadvmod/> or/CONJ/cc/V good/ADJ/ROOT/^ than/ADP/prep/< dodge/PROPN/pobj/< kia/PROPN/conj/< Y/PROPN/conj/<
L1825372904,"Not as attractive as Toyota or Honda and better than Dodge, Kia or Chevrolet.",Toyota,Chevrolet,NONE,0.6,X/PROPN/npadvmod/> honda/PROPN/conj/V good/ADJ/ROOT/^ than/ADP/prep/< dodge/PROPN/pobj/< kia/PROPN/conj/< Y/PROPN/conj/<
D513858867,"Connectivity is decent with two USB 3.0 ports, an RJ-45 Ethernet port, and a mini HDMI port.",USB,Ethernet,NONE,1.0,X/PROPN/nmod/> port/NOUN/ROOT/^ Y/PROPN/appos/<
D513858867,"Connectivity is decent with two USB 3.0 ports, an RJ-45 Ethernet port, and a mini HDMI port.",USB,Ethernet,NONE,1.0,X/PROPN/nmod/> 3.0/NUM/nummod/V port/NOUN/ROOT/^ Y/PROPN/appos/<
D513858867,"Connectivity is decent with two USB 3.0 ports, an RJ-45 Ethernet port, and a mini HDMI port.",USB,Ethernet,NONE,1.0,X/PROPN/nmod/> port/NOUN/ROOT/^ an/DET/det/V Y/PROPN/appos/<
D513858867,"Connectivity is decent with two USB 3.0 ports, an RJ-45 Ethernet port, and a mini HDMI port.",USB,Ethernet,NONE,1.0,X/PROPN/nmod/> port/NOUN/ROOT/^ rj-45/PROPN/compound/V Y/PROPN/appos/<
B220344017,Also waiting for a USB to Ethernet Adapter to see if the Connection is better with it.,USB,Ethernet,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
B220344017,Also waiting for a USB to Ethernet Adapter to see if the Connection is better with it.,USB,Ethernet,NONE,0.8,X/PROPN/ROOT/^ to/PART/prep/V Y/PROPN/pobj/<
M2078805398,"Record orders for Intel's PC chips raised hopes of solid second-quarter earnings news from Google, IBM, and Microsoft",Google,IBM,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2666496640,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,NONE,0.6,X/PROPN/nsubj/> get/VERB/ROOT/^ from/ADP/prep/< connection/NOUN/pobj/< as/ADP/prep/< Y/PROPN/pobj/<
Q2666496640,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,NONE,0.6,X/PROPN/nsubj/> and/CONJ/cc/V get/VERB/ROOT/^ from/ADP/prep/< connection/NOUN/pobj/< as/ADP/prep/< Y/PROPN/pobj/<
Q2666496640,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,NONE,0.6,X/PROPN/nsubj/> firewire/PROPN/conj/V get/VERB/ROOT/^ from/ADP/prep/< connection/NOUN/pobj/< as/ADP/prep/< Y/PROPN/pobj/<
Q2666496640,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,NONE,0.6,X/PROPN/nsubj/> get/VERB/ROOT/^ from/ADP/prep/< connection/NOUN/pobj/< as/ADP/prep/< gigabit/PROPN/compound/V Y/PROPN/pobj/<
J1496490863,I use rubber cement as it's easier to clean up and less likely to cause damage.,rubber,cement,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F734924216,football and Basketball are far easier to project than baseball .,football,baseball,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F734924216,football and Basketball are far easier to project than baseball .,football,baseball,BETTER,1.0,X/PROPN/nsubj/> and/CONJ/cc/V be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F734924216,football and Basketball are far easier to project than baseball .,football,baseball,BETTER,1.0,X/PROPN/nsubj/> basketball/PROPN/conj/V be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
P2467218255,"The ""domestic"" imports (foreign manufacturer but domestic production) had superior mileage: 34.4 mpg for Honda, 28.9 for Nissan and 28.1 mpg for Toyota.",Nissan,Toyota,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
P2467218255,"The ""domestic"" imports (foreign manufacturer but domestic production) had superior mileage: 34.4 mpg for Honda, 28.9 for Nissan and 28.1 mpg for Toyota.",Nissan,Toyota,NONE,0.8,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<
P2467218255,"The ""domestic"" imports (foreign manufacturer but domestic production) had superior mileage: 34.4 mpg for Honda, 28.9 for Nissan and 28.1 mpg for Toyota.",Nissan,Toyota,NONE,0.8,X/PROPN/ROOT/^ mpg/NOUN/conj/V Y/PROPN/pobj/<
S2984361643,"Use solid timber, a built up lumber beam, a laminated beam or box beam, or multiple poles sized for the weight the lintel will carry.",timber,lumber,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
S2984361643,"Use solid timber, a built up lumber beam, a laminated beam or box beam, or multiple poles sized for the weight the lintel will carry.",timber,lumber,NONE,1.0,X/PROPN/ROOT/^ build/VERB/amod/V Y/PROPN/appos/<
I1288451531,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).",Python,Haskell,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/dobj/<
I1288451531,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).",Python,Haskell,NONE,0.8,X/PROPN/ROOT/^ to/ADP/prep/V Y/PROPN/dobj/<
I1288451531,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).",Python,Haskell,NONE,0.8,X/PROPN/ROOT/^ as/ADP/prep/V Y/PROPN/dobj/<
I1288451531,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).",Python,Haskell,NONE,0.8,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/dobj/<
I1288451531,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).",Python,Haskell,NONE,0.8,X/PROPN/ROOT/^ choose/VERB/conj/V Y/PROPN/dobj/<
Q2762217616,"The wii U version, however, is just an inferior 360/ps3 port.",wii,ps3,NONE,0.4,NOPATH
R2783392958,"They have a decent girls basketball team, track team, and marching band but a lousy football team and baseball team.",football,baseball,NONE,1.0,X/ADJ/amod/> team/NOUN/ROOT/^ Y/PROPN/conj/<
G984711017,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Google,Apple,NONE,0.6,X/PROPN/compound/> maps/PROPN/ROOT/^ via/ADP/prep/< Y/PROPN/pobj/<
G984711017,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Google,Apple,NONE,0.6,X/PROPN/compound/> maps/PROPN/ROOT/^ via/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
S3093316705,"We want to make it easier for you, whether its your wedding, birthday Party,Anniversary,Graduation, Baby Shower, or just a special get togethe",wedding,birthday,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1709333879,"Methinks it would be better to write integrated Ruby support (or, shudder, Perl..) ...",Ruby,Perl,NONE,1.0,X/ADJ/amod/> support/NOUN/ROOT/^ Y/PROPN/nmod/<
L1841275625,"November 30, 2001, california, missouri.",california,missouri,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2120277427,(rubber cement tends to be easier to work with because it comes right off when you need it to.),rubber,cement,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
Q2634983904,"There are a few recipes - cucumber-lime cooler, carrot-raisin salad, spring vegetable ragout, bread salad, red bean stew and potato smash with kale (that's all of them).",bread,potato,NONE,1.0,X/PROPN/compound/> salad/NOUN/ROOT/^ stew/NOUN/conj/< Y/PROPN/conj/<
G935194486,"Hewlett-Packard ( HPQ ) , Intel ( INTC ) and Dell ( DELL ) are examples.",Hewlett-Packard,Intel,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G935194486,"Hewlett-Packard ( HPQ ) , Intel ( INTC ) and Dell ( DELL ) are examples.",Hewlett-Packard,Intel,NONE,1.0,X/PROPN/ROOT/^ hpq/PROPN/appos/V Y/PROPN/conj/<
O2326871995,"Sure, Windows 8 maybe slightly faster than Windows 7 but is faster than Windows XP?",Windows 8,Windows 7,BETTER,1.0,NOPATH
Q2642961765,"There are still some backs who could move into first-round contention -- Justin Fargas (Southern California), Lee Suggs (virginia Tech) and Onterrio Smith (oregon) -- but Johnson certainly helped himself with a superior workout.",virginia,oregon,NONE,1.0,X/PROPN/compound/> tech/PROPN/ROOT/^ smith/PROPN/conj/< Y/PROPN/appos/<
L1777199475,MySQL Training from Oracle University,MySQL,Oracle,NONE,1.0,X/PROPN/compound/> training/PROPN/ROOT/^ from/ADP/prep/< Y/PROPN/pobj/<
A140639932,"A DC-in port, Gigabit Ethernet jack and two USB 3.0 jacks give it better connectivity than a tablet.",Ethernet,USB,NONE,1.0,X/PROPN/nsubj/> jack/NOUN/ROOT/^ Y/PROPN/conj/<
A140639932,"A DC-in port, Gigabit Ethernet jack and two USB 3.0 jacks give it better connectivity than a tablet.",Ethernet,USB,NONE,1.0,X/PROPN/nsubj/> jack/NOUN/ROOT/^ two/NUM/nummod/V Y/PROPN/conj/<
T3240792620,"You can find Java programmers and software engineers a dime dozen, but for Python it will be harder.",Java,Python,BETTER,0.8,X/NOUN/compound/> programmer/NOUN/ROOT/^ for/ADP/conj/< Y/PROPN/pobj/<
O2375961781,"That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",Amazon,Apple,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/attr/<
O2375961781,"That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",Amazon,Apple,NONE,1.0,X/PROPN/ROOT/^ amzn/PROPN/appos/V Y/PROPN/attr/<
O2375961781,"That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",Amazon,Apple,NONE,1.0,X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/attr/<
O2375961781,"That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",Amazon,Apple,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/attr/<
O2375961781,"That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",Amazon,Apple,NONE,1.0,X/PROPN/ROOT/^ '/VERB/conj/V Y/PROPN/attr/<
O2325937425,"Surely, I can do no worse suggesting lame ideas for beating Google than Microsoft already has.",Google,Microsoft,NONE,0.6666666666666666,X/PROPN/ROOT/^ Y/PROPN/pobj/<
O2325937425,"Surely, I can do no worse suggesting lame ideas for beating Google than Microsoft already has.",Google,Microsoft,NONE,0.6666666666666666,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
G1068449462,"If Apple has better growth/profit than Dell/Microsoft (D/M$), then 4.5% means good news - there's still 95.5% of the market that can potentially be consumed.",Apple,Dell,BETTER,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ growth/profit/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
R2931085463,TORONTO OSWEGO BOWLING GREEN BOWLING GREEN Vermont Rensselaer Rochester Tech cornell COLGATE Yale Brown St. Lawrence Lake Superior Rochester Tech Army Princeton harvard DARTMOUTH ST.,cornell,harvard,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
R2931085463,TORONTO OSWEGO BOWLING GREEN BOWLING GREEN Vermont Rensselaer Rochester Tech cornell COLGATE Yale Brown St. Lawrence Lake Superior Rochester Tech Army Princeton harvard DARTMOUTH ST.,cornell,harvard,NONE,1.0,X/PROPN/compound/> army/PROPN/compound/V Y/PROPN/ROOT/^
R2931085463,TORONTO OSWEGO BOWLING GREEN BOWLING GREEN Vermont Rensselaer Rochester Tech cornell COLGATE Yale Brown St. Lawrence Lake Superior Rochester Tech Army Princeton harvard DARTMOUTH ST.,cornell,harvard,NONE,1.0,X/PROPN/compound/> princeton/PROPN/compound/V Y/PROPN/ROOT/^
N2116789419,"Root canals aside, Microsoft is still doing better by it's hosted service customers than Amazon, whose multiple EC2 web service outages last year have been met with no public reconciliation.",Microsoft,Amazon,BETTER,1.0,X/PROPN/nsubj/> do/VERB/ROOT/^ host/VERB/relcl/< than/ADP/prep/< Y/PROPN/pobj/<
J1492544766,It would have been better for a work holiday party or maybe family wedding.,holiday,wedding,NONE,1.0,X/PROPN/compound/> party/NOUN/ROOT/^ Y/PROPN/conj/<
J1492544766,It would have been better for a work holiday party or maybe family wedding.,holiday,wedding,NONE,1.0,X/PROPN/compound/> party/NOUN/ROOT/^ maybe/ADV/advmod/V Y/PROPN/conj/<
J1492544766,It would have been better for a work holiday party or maybe family wedding.,holiday,wedding,NONE,1.0,X/PROPN/compound/> party/NOUN/ROOT/^ family/NOUN/compound/V Y/PROPN/conj/<
I1295552725,"Intel Z97 Motherboard Roundup with Asus, Biostar, Gigabyte and MSI",Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1295552725,"Intel Z97 Motherboard Roundup with Asus, Biostar, Gigabyte and MSI",Asus,Gigabyte,NONE,1.0,X/PROPN/ROOT/^ biostar/PROPN/conj/V Y/PROPN/conj/<
G1036482176,"I could imagine, e.g., Perl and AWK might be different if you use their built in hhash tables and your data hashes a lot better in one than in the other, but if all your loops and such are explicit, how could the performance be different by more than a constant factor?",Perl,AWK,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1036482176,"I could imagine, e.g., Perl and AWK might be different if you use their built in hhash tables and your data hashes a lot better in one than in the other, but if all your loops and such are explicit, how could the performance be different by more than a constant factor?",Perl,AWK,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
F816214038,"gmail, built on a solid cutting edge web 2.0 framework such as Java or Ruby on Rails, JavaScript, nice clean interface, etc. and the best I found are:",Ruby,JavaScript,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F816214038,"gmail, built on a solid cutting edge web 2.0 framework such as Java or Ruby on Rails, JavaScript, nice clean interface, etc. and the best I found are:",Ruby,JavaScript,NONE,1.0,X/PROPN/ROOT/^ on/ADP/prep/V Y/PROPN/conj/<
N2120532904,"Ruby, Program Development in Java, The Interpretation",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
N2120532904,"Ruby, Program Development in Java, The Interpretation",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ development/PROPN/appos/V Y/PROPN/pobj/<
K1713562154,"Microsoft Azure performed better than Amazon Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article .",Microsoft,Amazon,BETTER,1.0,X/PROPN/compound/> perform/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
S2973812861,Unlike Motorola and Samsung.,Motorola,Samsung,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2973812861,Unlike Motorola and Samsung.,Motorola,Samsung,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
R2907567544,"tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".",Haskell,Java,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ sell/VERB/advcl/< as/ADP/prep/< language/NOUN/pobj/< allow/VERB/relcl/< make/VERB/ccomp/< that/ADP/dobj/< in/ADP/prep/< Y/PROPN/pobj/<
C370666791,A solid pizza/pasta/chicken red now much easier to access under screwcap.,pizza,pasta,NONE,1.0,NOPATH
J1529462347,I wonder if going through the USB port would be better then Bluetooth overall?,USB,Bluetooth,NONE,1.0,X/PROPN/compound/> port/NOUN/nsubj/> port/NOUN/ROOT/^ Y/PROPN/npadvmod/<
J1529462347,I wonder if going through the USB port would be better then Bluetooth overall?,USB,Bluetooth,NONE,1.0,X/PROPN/compound/> port/NOUN/nsubj/> port/NOUN/ROOT/^ then/ADV/advmod/V Y/PROPN/npadvmod/<
N2146522675,"Second, how can someone seriously argue that kennedy is worse than nixon or Hoover or Harding?",kennedy,nixon,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
N2120510358,"Ruby is a beautiful language, much easier to learn (syntactically) than JavaScript.",Ruby,JavaScript,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< learn/VERB/xcomp/< syntactically/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
