,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
10,1532714388,False,finalized,3,1/5/2018 17:23:08,OTHER,0.6998,Samsung,,Motorola,N,N2130818340,,False,It has Dual Core Intel Celeron Processor with 100 GB Google Drive Storage with 16 GB Solid State Drive.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Fascinate vs <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> DROID X",*Samsung* Fascinate vs §Motorola$ DROID X,brands
11,1532714389,False,finalized,3,1/5/2018 17:09:51,NONE,1.0,Intel,,Dell,N,E563972966,,True,Samsung Fascinate vs Motorola DROID X,"<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> ""considered"" AMD publicly a few times, just to get a better deal with <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.","*Dell* ""considered"" AMD publicly a few times, just to get a better deal with §Intel$.",brands
12,1532714390,False,finalized,3,1/5/2018 17:19:42,BETTER,1.0,Samsung,,Motorola,N,E722958970,,False,"Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel.","First, <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, then HTC and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>.","First, *Motorola*, then HTC and §Samsung$.",brands
13,1532714391,False,finalized,3,1/5/2018 17:23:41,BETTER,0.6515,Nikon,,Leica,N,J1440735770,,True,"First, Motorola, then HTC and Samsung.","It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.","It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, *Nikon*, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the §Leica$ IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.",brands
14,1532714392,False,finalized,3,1/5/2018 17:07:42,NONE,1.0,Intel,,Dell,N,J1513428786,,True,"It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, Nikon, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the Leica IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.","I was a noobie to <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and Windows when I got the <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>, but I have to say that building a system is so much better.","I was a noobie to *Intel* and Windows when I got the §Dell$, but I have to say that building a system is so much better.",brands
15,1532714393,False,finalized,3,1/5/2018 17:22:36,BETTER,0.6849,Microsoft,,Sony,N,N2262482990,,True,"I was a noobie to Intel and Windows when I got the Dell, but I have to say that building a system is so much better.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> better hope and pray that <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> follows suit on the Xbox720.",*Sony* better hope and pray that §Microsoft$ follows suit on the Xbox720.,brands
16,1532714394,False,finalized,3,1/5/2018 17:24:29,BETTER,0.375,Microsoft,,Dell,N,F812459685,,True,Sony better hope and pray that Microsoft follows suit on the Xbox720.,"Given that the ""big three"" PC manufacturers are <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, HP and Lenovo, this opportunity couldn't have come at a better time for <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.","Given that the ""big three"" PC manufacturers are *Dell*, HP and Lenovo, this opportunity couldn't have come at a better time for §Microsoft$.",brands
17,1532714395,False,finalized,3,1/5/2018 17:15:53,NONE,0.6823,Ford,,Honda,N,I1348890976,,True,"Given that the ""big three"" PC manufacturers are Dell, HP and Lenovo, this opportunity couldn't have come at a better time for Microsoft.","Is it better to buy a <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> made in Tenn., or a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> made in Canada?? America is no longer an industrial nation.","Is it better to buy a *Honda* made in Tenn., or a §Ford$ made in Canada?? America is no longer an industrial nation.",brands
18,1532714396,False,finalized,3,1/5/2018 17:24:01,NONE,1.0,Nokia,,Siemens,N,T3283936171,,True,"Is it better to buy a Honda made in Tenn., or a Ford made in Canada?? America is no longer an industrial nation.","Zain Kuwait has deployed <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Zain Kuwait has deployed *Nokia* §Siemens$ Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.",brands
19,1532714397,False,finalized,3,1/5/2018 17:14:56,NONE,0.6624,Apple,,Amazon,N,E594704008,,True,"Zain Kuwait has deployed Nokia Siemens Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Does your source know if <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> will collaborate with <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> for a better version of the Kindle?",Does your source know if *Apple* will collaborate with §Amazon$ for a better version of the Kindle?,brands
20,1532714398,False,finalized,3,1/5/2018 17:12:03,NONE,1.0,Sony,,Intel,N,D455085008,,True,Does your source know if Apple will collaborate with Amazon for a better version of the Kindle?,"- CASE: Cooler Master CSX Blue Flame - PROCESSOR: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> optiarc AD-7670S",- CASE: Cooler Master CSX Blue Flame - PROCESSOR: *Intel*® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: §Sony$ optiarc AD-7670S,brands
21,1532714399,False,finalized,3,1/5/2018 17:13:27,NONE,1.0,Nokia,,Motorola,N,L1813285197,,False,- CASE: Cooler Master CSX Blue Flame - PROCESSOR: Intel® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: Sony optiarc AD-7670S,"<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>.",*Nokia* and §Motorola$.,brands
22,1532714400,False,finalized,3,1/5/2018 17:50:04,NONE,1.0,Apple,,IBM,N,J1453452166,,True,Nokia and Motorola.,"It's just <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> trying to get better terms/service from <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> (think Dell's ""talks"" with AMD)","It's just *Apple* trying to get better terms/service from §IBM$ (think Dell's ""talks"" with AMD)",brands
23,1532714401,False,finalized,3,1/5/2018 17:17:59,NONE,0.6914,Nike,,Adidas,N,B334288391,,True,"It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)","Are deadly strikes at Cambodia's <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, Puma and <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> factories about more than better wages?","Are deadly strikes at Cambodia's *Nike*, Puma and §Adidas$ factories about more than better wages?",brands
24,1532714402,False,finalized,3,1/5/2018 17:10:13,NONE,0.3514,Toyota,,Chevrolet,N,O2389374684,,True,"Are deadly strikes at Cambodia's Nike, Puma and Adidas factories about more than better wages?","The 2013 <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry, but it stands ready and willing to give them an even better run for their money.","The 2013 *Chevrolet* Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and §Toyota$ Camry, but it stands ready and willing to give them an even better run for their money.",brands
25,1532714403,False,finalized,3,1/5/2018 17:12:40,NONE,1.0,Nokia,,Motorola,N,A92781498,,False,"The 2013 Chevrolet Malibu may not overtake the likes of the Ford Fusion, Hyundai Sonata and Toyota Camry, but it stands ready and willing to give them an even better run for their money.","5. Support <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, Sony Ericsson and other mobile phones.","5. Support *Nokia*, §Motorola$, Sony Ericsson and other mobile phones.",brands
26,1532714404,False,finalized,3,1/5/2018 17:16:11,OTHER,0.6622,Google,,Amazon,N,T3174999474,,True,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.","Why <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Why *Google*, §Amazon$, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.",brands
27,1532714405,False,finalized,3,1/5/2018 17:15:55,OTHER,0.6557,Apple,,Google,N,T3210941848,,True,"Why Google, Amazon, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Worse yet, neither <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> nor <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> appear to care.","Worse yet, neither *Apple* nor §Google$ appear to care.",brands
28,1532714406,False,finalized,4,1/5/2018 17:18:29,NONE,1.0,Honda,,Nissan,N,A12070095,,False,"Worse yet, neither Apple nor Google appear to care.","0 Used <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Hatchbacks at Petro <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>",0 Used *Honda* Hatchbacks at Petro §Nissan$,brands
29,1532714407,False,finalized,4,1/5/2018 18:26:40,OTHER,0.51,Ferrari,,BMW,N,S3002299466,,False,0 Used Honda Hatchbacks at Petro Nissan,"Video: <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> M6 vs <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> 575 vs Audi RS6",Video: *BMW* M6 vs §Ferrari$ 575 vs Audi RS6,brands
30,1532714408,False,finalized,3,1/5/2018 17:20:01,NONE,0.633,Apple,,Amazon,N,B291387428,,True,Video: BMW M6 vs Ferrari 575 vs Audi RS6,"And who makes out better in the long run - <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>?",And who makes out better in the long run - *Apple* or §Amazon$?,brands
31,1532714409,False,finalized,3,1/5/2018 17:13:13,BETTER,1.0,Apple,,Sony,N,H1199952434,,True,And who makes out better in the long run - Apple or Amazon?,"I mean, when you really analyze it, is the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> iPod really that much superior to an mp3 player from, for example, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>?","I mean, when you really analyze it, is the *Apple* iPod really that much superior to an mp3 player from, for example, §Sony$?",brands
32,1532714410,False,finalized,3,1/5/2018 17:09:29,NONE,1.0,Toyota,,Honda,N,R2938103535,,False,"I mean, when you really analyze it, is the Apple iPod really that much superior to an mp3 player from, for example, Sony?","<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> vehicles are:",*Toyota* and §Honda$ vehicles are:,brands
33,1532714411,False,finalized,3,1/5/2018 17:20:39,OTHER,0.6633,Samsung,,Toshiba,N,N2130942000,,True,Toyota and Honda vehicles are:,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> said it will ship a 2.5-inch 128 solid state drive in Q2 while <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.",*Samsung* said it will ship a 2.5-inch 128 solid state drive in Q2 while §Toshiba$ has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,brands
34,1532714412,False,finalized,3,1/5/2018 17:14:34,NONE,0.7134,IBM,,Hewlett-Packard,N,L1798881918,,True,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,"NEW YORK, Aug 26 (Reuters) - <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","NEW YORK, Aug 26 (Reuters) - *Hewlett-Packard*, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with §IBM$.",brands
35,1532714413,False,finalized,3,1/5/2018 17:20:07,NONE,0.6364,Ford,,Chevrolet,N,K1646205746,,True,"NEW YORK, Aug 26 (Reuters) - Hewlett-Packard, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with IBM.","Look at it this way, you can get a decent <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Expedition or <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Tahoe in the high 20s or low 30s if you make a deal.","Look at it this way, you can get a decent *Ford* Expedition or §Chevrolet$ Tahoe in the high 20s or low 30s if you make a deal.",brands
36,1532714414,False,finalized,3,1/5/2018 17:59:40,NONE,1.0,Honda,,BMW,N,D521805339,,True,"Look at it this way, you can get a decent Ford Expedition or Chevrolet Tahoe in the high 20s or low 30s if you make a deal.","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>).","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, *Honda* and §BMW$).",brands
37,1532714415,False,finalized,3,1/5/2018 17:09:29,NONE,1.0,Google,,Intel,N,O2390562977,,True,"Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, Honda and BMW).","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive storage.","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an *Intel* Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of §Google$ Drive storage.",brands
38,1532714416,False,finalized,3,1/5/2018 17:43:37,NONE,0.6914,Audi,,Lexus,N,T3266302520,,True,"The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an Intel Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of Google Drive storage.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>, should be cleaned with a product in the pH 5 to 5.5 range.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, *Audi* and §Lexus$, should be cleaned with a product in the pH 5 to 5.5 range.",brands
39,1532714417,False,finalized,3,1/5/2018 17:16:55,NONE,1.0,Advil,,Motrin,N,G1044530566,,False,"Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, Audi and Lexus, should be cleaned with a product in the pH 5 to 5.5 range.","I didn't know that <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> are the same!",I didn't know that *Motrin* and §Advil$ are the same!,brands
40,1532714418,False,finalized,3,1/5/2018 17:42:34,WORSE,0.6644,Nike,,Adidas,N,L1804968540,,True,I didn't know that Motrin and Advil are the same!,"<span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> didn't look to the designs of <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> to make a better sneaker.",*Nike* didn't look to the designs of §Adidas$ to make a better sneaker.,brands
41,1532714419,False,finalized,3,1/5/2018 17:46:30,NONE,0.7101,Microsoft,,Google,N,I1346801935,,True,Nike didn't look to the designs of Adidas to make a better sneaker.,"Is <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> GDrive any better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> SkyDrive?",Is *Google* GDrive any better than §Microsoft$ SkyDrive?,brands
42,1532714420,False,finalized,3,1/5/2018 17:15:52,OTHER,1.0,Honda,,BMW,N,L1818525389,,True,Is Google GDrive any better than Microsoft SkyDrive?,"No one is saying ""<span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> makes a better one,"" or ""<span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","No one is saying ""*BMW* makes a better one,"" or ""§Honda$ makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!",brands
43,1532714421,False,finalized,3,1/5/2018 17:21:47,NONE,1.0,Intel,,Kingston,N,S3092033580,,True,"No one is saying ""BMW makes a better one,"" or ""Honda makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, Corsair, OCZ, Western Digital, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from *Intel*, Corsair, OCZ, Western Digital, §Kingston$ and more.",brands
44,1532714422,False,finalized,3,1/5/2018 17:16:42,NONE,1.0,Advil,,Motrin,N,G1025947068,,False,"We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from Intel, Corsair, OCZ, Western Digital, Kingston and more.","Ibuprofen- <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Nuprin","Ibuprofen- *Motrin*, §Advil$, Nuprin",brands
45,1532714423,False,finalized,3,1/5/2018 17:49:29,NONE,1.0,Nokia,,Motorola,N,M1937862976,,False,"Ibuprofen- Motrin, Advil, Nuprin","Other Apple LG <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> SonyEricsson Samsung <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>",Other Apple LG *Motorola* SonyEricsson Samsung §Nokia$,brands
46,1532714424,False,finalized,3,1/5/2018 17:12:38,NONE,0.6786,Ford,,Nissan,N,Q2740218407,,True,Other Apple LG Motorola SonyEricsson Samsung Nokia,"The top automakers including General Motors ( GM ), <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> ( F ), Chrysler , Toyota ( TM ) and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> experienced double digit gains from solid demand for pickups as well as small cars.","The top automakers including General Motors ( GM ), *Ford* ( F ), Chrysler , Toyota ( TM ) and §Nissan$ experienced double digit gains from solid demand for pickups as well as small cars.",brands
