_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,assigned_class,assigned_class:confidence,assigned_class_gold,label,new_sentence,sentence
1445637774,false,finalized,3,11/10/2017 13:41:19,NO_COMP,1.0,,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, too) undoubtedly influenced people's votes when it","OBJECT_A, and OBJECT_B, too) undoubtedly influenced people's votes when it"
1445637804,false,finalized,3,11/10/2017 13:33:27,NO_COMP,0.685,,NO_COMP,"There are much better alternatives (<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>).","There are much better alternatives (OBJECT_A, OBJECT_B)."
1445637805,false,finalized,3,11/10/2017 14:02:32,UNCLEAR,0.697,,NO_COMP,"Your C# and VB devs can suddenly easily write web apps and your <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> devs can too - with the added bonus of much better performance.",Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.
1445637806,false,finalized,3,11/10/2017 13:44:48,NO_COMP,0.6879,,NO_COMP,"Maybe we should stop using languages like <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> and Perl because they're ""slow"".","Maybe we should stop using languages like OBJECT_A, OBJECT_B and Perl because they're ""slow""."
1445637807,false,finalized,3,11/10/2017 13:49:08,NO_COMP,1.0,,NO_COMP,"He raises the point that runtime libraries for <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> etc have a unique set of issues because they tend to have their own packaging systems.",He raises the point that runtime libraries for OBJECT_A / OBJECT_B etc have a unique set of issues because they tend to have their own packaging systems.
1445637808,false,finalized,3,11/10/2017 13:41:56,NO_COMP,0.6275,,NO_COMP,"But maybe that's just because I'm not used to seeing <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, just as you're not used to seeing <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> code.","But maybe that's just because I'm not used to seeing OBJECT_A, just as you're not used to seeing OBJECT_B code."
1445637809,false,finalized,3,11/10/2017 13:46:14,BETTER,1.0,,BETTER,"I guess that's fair because the implementation might be done better in <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> than it was in <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>.",I guess that's fair because the implementation might be done better in OBJECT_A than it was in OBJECT_B.
1445637810,false,finalized,3,11/10/2017 13:41:19,WORSE,0.662,,BETTER,"I'm not totally convinced the debugging tools for Perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or PHP are substantially better than <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, even if they are slightly better.","I'm not totally convinced the debugging tools for Perl, OBJECT_A or PHP are substantially better than OBJECT_B, even if they are slightly better."
1445637811,false,finalized,4,11/10/2017 13:44:19,NO_COMP,0.7445,,NO_COMP,"Agile development is the most popular model at the moment because of architectures like <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> on Rails and Django (for <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>).",Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).
1445637812,false,finalized,3,11/10/2017 13:46:34,WORSE,1.0,,WORSE,"In addition the comparison on multi-core machines is also flawed because <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> code uses only one CPU whereas <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> uses all four due to use of multiprocessing library.",In addition the comparison on multi-core machines is also flawed because OBJECT_A code uses only one CPU whereas OBJECT_B uses all four due to use of multiprocessing library.
1445637813,false,finalized,3,11/10/2017 13:38:39,WORSE,1.0,,WORSE,"<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> is even worse than <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.",OBJECT_A is even worse than OBJECT_B.
1445637814,false,finalized,3,11/10/2017 13:44:52,NO_COMP,1.0,,NO_COMP,"Perl, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> were successful because their creators were good coders with clear goals, who shipped useful programs.","Perl, OBJECT_A, and OBJECT_B were successful because their creators were good coders with clear goals, who shipped useful programs."
1445637815,false,finalized,3,11/10/2017 13:41:19,NO_COMP,1.0,,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that.","OBJECT_A and OBJECT_B were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that."
1445637816,false,finalized,3,11/10/2017 13:49:08,WORSE,1.0,,WORSE,"I've tried <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, and can see why people like it, but <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> suits my style better.","I've tried OBJECT_A, and can see why people like it, but OBJECT_B suits my style better."
1445637817,false,finalized,3,11/10/2017 13:49:56,NO_COMP,1.0,,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features.","OBJECT_A and OBJECT_B are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features."
1445637818,false,finalized,3,11/10/2017 13:41:38,NO_COMP,0.6667,,NO_COMP,"I started with OO languages (<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>) because people recommend them, and they seem to be relatively easy to get started with.","I started with OO languages (OBJECT_A & OBJECT_B) because people recommend them, and they seem to be relatively easy to get started with."
1445637819,false,finalized,4,11/10/2017 13:44:17,WORSE,0.5045,,NO_COMP,"Unfortunately, when it comes to potential projects <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> suffers because it's similarity to <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.","Unfortunately, when it comes to potential projects OBJECT_A suffers because it's similarity to OBJECT_B."
1445637820,false,finalized,3,11/10/2017 13:42:11,NO_COMP,1.0,,NO_COMP,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, Perl, PHP and others.","It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others."
1445637821,false,finalized,3,11/10/2017 13:47:59,NO_COMP,1.0,,NO_COMP,"With dynamically typed languages, like PHP, <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, your development will be much faster, but you will have to test your code much better.","With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better."
1445637822,false,finalized,3,11/10/2017 13:44:49,BETTER,1.0,,BETTER,"The only reason <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> is used over <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, is because of libraries...","The only reason OBJECT_A is used over OBJECT_B, is because of libraries..."
1445637823,false,finalized,3,11/10/2017 13:44:17,NO_COMP,1.0,,NO_COMP,"And now that MS has support for <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, they are as evil as before but also stupid, because that means they don't have any direction to give to the community.","And now that MS has support for OBJECT_A and OBJECT_B, they are as evil as before but also stupid, because that means they don't have any direction to give to the community."
1445637824,false,finalized,3,11/10/2017 13:46:03,BETTER,0.6842,,BETTER,"a sequence reserve can be simply: s.reverse etc. if you use databases: <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> database binding API is arguably better than <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.",a sequence reserve can be simply: s.reverse etc. if you use databases: OBJECT_A database binding API is arguably better than OBJECT_B.
1445637825,false,finalized,3,11/10/2017 13:44:33,UNCLEAR,0.6605,,NO_COMP,"It comes with an updated XML stack and lets dynamic languages like <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, Groovy, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> and JavaScript get better performance running on JVMs.","It comes with an updated XML stack and lets dynamic languages like OBJECT_A, Groovy, OBJECT_B and JavaScript get better performance running on JVMs."
1445637826,false,finalized,3,11/10/2017 13:44:17,NO_COMP,0.6234,,NO_COMP,"We will just be a little more conscious,"" because I don't see <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> as being inevitably slower.","We will just be a little more conscious,"" because I don't see OBJECT_A or OBJECT_B as being inevitably slower."
1445637827,false,finalized,3,11/10/2017 13:46:53,UNCLEAR,0.6522,,NO_COMP,"The problem is <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> are not seen as enterprise ready or fit for anything better than simple applications.",The problem is OBJECT_A and OBJECT_B are not seen as enterprise ready or fit for anything better than simple applications.
1445637828,false,finalized,4,11/10/2017 13:42:14,UNCLEAR,0.5024,,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> perform significantly better.",OBJECT_A and OBJECT_B perform significantly better.
1445637829,false,finalized,3,11/10/2017 13:42:08,NO_COMP,1.0,,NO_COMP,"Yes, I keep on bitchin' on collectors because I should probably spend my free time learning <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> or something.","Yes, I keep on bitchin' on collectors because I should probably spend my free time learning OBJECT_A or OBJECT_B or something."
1445637830,false,finalized,3,11/10/2017 13:46:14,NO_COMP,1.0,,NO_COMP,"The even better news is that it is actually possible to use a variety of tools: <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster....","The even better news is that it is actually possible to use a variety of tools: OBJECT_A, OBJECT_B, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster...."
1445637831,false,finalized,3,11/10/2017 14:08:40,NO_COMP,1.0,,NO_COMP,"That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> experience.","That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, OBJECT_A and OBJECT_B experience."
1445637832,false,finalized,3,11/10/2017 15:05:43,BETTER,0.655,,NO_COMP,"So in <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, a good programmer will want to take a different route to solving the problem than he would in <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, just because it actually is the better way to do it.","So in OBJECT_A, a good programmer will want to take a different route to solving the problem than he would in OBJECT_B, just because it actually is the better way to do it."
1445637833,false,finalized,3,11/10/2017 13:46:34,NO_COMP,1.0,,NO_COMP,"He also thinks that ""SOAP never caught on because many popular languages were left out such as <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.""","He also thinks that ""SOAP never caught on because many popular languages were left out such as OBJECT_A and OBJECT_B."""
1445637834,false,finalized,3,11/10/2017 13:43:01,BETTER,1.0,,BETTER,"I mention all that because I think you've missed an important way in which <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> blocks are more powerful than anything in <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>: a block executes fully within the defining context.",I mention all that because I think you've missed an important way in which OBJECT_A blocks are more powerful than anything in OBJECT_B: a block executes fully within the defining context.
1445637835,false,finalized,3,11/10/2017 14:02:32,NO_COMP,0.6519,,NO_COMP,"For better or worse, <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, JavaScript and so on have changed how people see programming.","For better or worse, OBJECT_A, OBJECT_B, JavaScript and so on have changed how people see programming."
1445637836,false,finalized,3,11/10/2017 13:41:56,BETTER,1.0,,NO_COMP,"People fight over principles like ""<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>"" or ""you shouldn't write unit test,"" all of which are absolutely absurd.","People fight over principles like ""OBJECT_A is better than OBJECT_B"" or ""you shouldn't write unit test,"" all of which are absolutely absurd."
1445637837,false,finalized,3,11/10/2017 13:34:18,NO_COMP,0.6517,,NO_COMP,"Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> / Java for the same purposes.","Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use OBJECT_A / OBJECT_B / Java for the same purposes."
1445637838,false,finalized,3,11/10/2017 13:44:17,UNCLEAR,1.0,,UNCLEAR,"It is a lot easier to do text parsing in Perl/<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span> than it is in Java or C# (partially because it is a lot easier to use regular expressions).",It is a lot easier to do text parsing in Perl/OBJECT_A/OBJECT_B than it is in Java or C# (partially because it is a lot easier to use regular expressions).
1445637839,false,finalized,3,11/10/2017 13:44:49,NO_COMP,1.0,,NO_COMP,"Wanting to learn more about Google Wave, I ported the Wave Robot <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> Client library to <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, mainly because I wanted to understand the protocol.","Wanting to learn more about Google Wave, I ported the Wave Robot OBJECT_A Client library to OBJECT_B, mainly because I wanted to understand the protocol."
1445637840,false,finalized,3,11/10/2017 13:42:08,UNCLEAR,0.6985,,NO_COMP,"for json: i also think its better to just use <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span>, perl and transform it.","for json: i also think its better to just use OBJECT_A, OBJECT_B, perl and transform it."
1445637841,false,finalized,3,11/10/2017 13:43:27,NO_COMP,0.3573,,NO_COMP,"Sitting down with another programming language for a while can open your mind up to other ways of solving problems, and I think I became a better <span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> programmer after spending time in <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> land.","Sitting down with another programming language for a while can open your mind up to other ways of solving problems, and I think I became a better OBJECT_A programmer after spending time in OBJECT_B land."
1445637842,false,finalized,3,11/10/2017 13:46:53,NO_COMP,0.6441,,NO_COMP,"I think this is very accurate because I see most people that complain against PHP, they are usually somebody that has an agenda to favor some other language... can be <span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>.","I think this is very accurate because I see most people that complain against PHP, they are usually somebody that has an agenda to favor some other language... can be OBJECT_A or OBJECT_B."
1445637843,false,finalized,3,11/10/2017 13:45:06,NO_COMP,0.6771,,NO_COMP,"<span style=""color: #9A14B2; font-weight: bold"">ruby:[OBJECT_A]</span> is like perl and <span style=""color: #6CB219; font-weight: bold"">python:[OBJECT_B]</span>, only better, and it is required to run this software.","OBJECT_A is like perl and OBJECT_B, only better, and it is required to run this software."
1445637844,false,finalized,4,11/10/2017 13:44:17,UNCLEAR,0.7808,,UNCLEAR,"<span style=""color: #9A14B2; font-weight: bold"">python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ruby:[OBJECT_B]</span> are even worse than Java performance wise.",OBJECT_A and OBJECT_B are even worse than Java performance wise.
