id,caption,sentence,object_a,object_b,predicted,gold
997,full_paths_original_4_aip,"Now this would be fine for very old games or other games that don't use 3D acceleration (like QuickTime-based games), except that games that are that old would be better off played in a Windows 98 VM rather than a Windows XP VM.",Windows 98,Windows XP,NONE,BETTER
1487,full_paths_original_4_aip,"In some ways, especially with the Ford heavy duty trucks, they are superior to BMW and Cadillac, imo.)",Ford,BMW,NONE,BETTER
1425,full_paths_original_4_aip,It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,Python,Perl,NONE,WORSE
2322,full_paths_original_4_aip,"Not too big a deal, as USB is the faster connection method when compared against Bluetooth 1.2, anyway.",USB,Bluetooth,NONE,BETTER
202,full_paths_original_4_aip,This can skew expectations because an implementation may perform very well on Integer math and considerably worse on Floating-point math due to the objects created (and collected).,Integer,Floating-point,NONE,BETTER
419,full_paths_original_4_aip,"I do not understand in what way this Ford FOCUS is better than Nissan LEAF, GM CHEVY VOLT AND MITSBUSHI ELECTRIC?.",Ford,Nissan,NONE,BETTER
701,full_paths_original_4_aip,"ARM has historically been weak at Floating-point arithmetic, but I'm under the impression that ARM might do better per watt on Integer workloads than x86.",Floating-point,Integer,NONE,BETTER
1860,full_paths_original_4_aip,cnn is worse than fox!.,cnn,fox,NONE,WORSE
1086,full_paths_original_4_aip,"In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.",Perl,PHP,NONE,WORSE
1821,full_paths_original_4_aip,But your post is just an implication that Perl is better than Java for glue code.,Perl,Java,NONE,BETTER
1935,full_paths_original_4_aip,"As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",Amazon,Microsoft,NONE,BETTER
1740,full_paths_original_4_aip,"Leica makes a very nice low end (about $20K)instrument that compares well in terms of image quality, etc, to all of the others (Nikon is poorer, Olympus is about the same).",Leica,Nikon,NONE,BETTER
2040,full_paths_original_4_aip,"We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings.",Windows 8,Windows XP,NONE,BETTER
580,full_paths_original_4_aip,"We usually don't like Microsoft, but I don't think they are worse than Google.",Microsoft,Google,NONE,BETTER
1603,full_paths_original_4_aip,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",Direct3D,OpenGL,NONE,BETTER
530,full_paths_original_4_aip,"Meanwhile, German sportswear firms Adidas and Puma shined above other retailers as investors pile in following better-than-expected fourth quarter earnings from US rival Nike last night.",Adidas,Nike,NONE,BETTER
12,full_paths_original_4_aip,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.",MySQL,PostgreSQL,NONE,WORSE
259,full_paths_original_4_aip,It's actually easier to toggle between apps using Windows 8 than Windows 7.,Windows 8,Windows 7,NONE,BETTER
77,full_paths_original_4_aip,"You also say, ""Additionally, it is equally as hard (I believe harder) to score a[n] incapacitating blow with a knife that with a pistol.""",knife,pistol,NONE,WORSE
434,full_paths_original_4_aip,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,NONE,WORSE
1801,full_paths_original_4_aip,Buying a BMW of course it is better than Toyota.,BMW,Toyota,NONE,BETTER
1307,full_paths_original_4_aip,The previously installed 1TB 5400rpm-only 8MB cache Samsung was somewhat faster speed wise by the numbers overall than the stock Toshiba/Apple 750 GB 5400rpm drive it replaced.,Samsung,Toshiba,NONE,BETTER
302,full_paths_original_4_aip,"I played ds on the ps3 and NG+ was a bit easier due to my knowledge, but the final boss was much harder the second time.",ds,ps3,BETTER,NONE
1178,full_paths_original_4_aip,Why is soda $5 per gallon when milk is so much better for you?,soda,milk,NONE,WORSE
1362,full_paths_original_4_aip,Using this cement saved at least nine days compared to a slower-setting concrete overlay.,cement,concrete,NONE,BETTER
281,full_paths_original_4_aip,"further, some stuff is a lot easier (one example: standardized vertex buffers in Direct3D versus the VAR/VAO extension mess in OpenGL).",Direct3D,OpenGL,NONE,BETTER
2321,full_paths_original_4_aip,The beer is better than good and the range of cider is something to cherish.,beer,cider,NONE,BETTER
1233,full_paths_original_4_aip,"G oogle Chromebook Pixel, which is a high-end laptop manufactured by Google, has a faster CPU than its predecessors in the Intel Core i5, a touch-screen with the highest pixel density of any laptop and a coloured lightbar on the lid that simply adds to its beauty.",Google,Intel,NONE,BETTER
1452,full_paths_original_4_aip,Valve recently found that the OpenGL version of the Source Engine running on Ubuntu ran significantly faster than the Direct3D version running on Windows.,OpenGL,Direct3D,NONE,BETTER
708,full_paths_original_4_aip,"In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.",Kingston,Intel,NONE,WORSE
1021,full_paths_original_4_aip,"In brief, Nokia will never win Motorola.",Nokia,Motorola,NONE,WORSE
2113,full_paths_original_4_aip,10 Reasons Why Ruby Is Better Than PHP - Reason #5,Ruby,PHP,NONE,BETTER
521,full_paths_original_4_aip,"Is Ruby truly better than Python (scripting/programming wise), what about speed wise?",Ruby,Python,BETTER,NONE
1825,full_paths_original_4_aip,"However, I do wish it was optimized better, but PHP is not Java.",PHP,Java,NONE,BETTER
1459,full_paths_original_4_aip,This makes Ruby almost as slow as Python was made faster.,Ruby,Python,NONE,WORSE
791,full_paths_original_4_aip,gamecube doesnt have better realistic graphics than the ps2? RE:4 anyone?,gamecube,ps2,BETTER,WORSE
1053,full_paths_original_4_aip,"Samsung voids warranty for rooting, Motorola doesn't.",Samsung,Motorola,NONE,WORSE
812,full_paths_original_4_aip,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.",Sigma,Nikon,NONE,WORSE
2098,full_paths_original_4_aip,And letting Microsoft usurp the web is even worse than letting Google have it.,Microsoft,Google,NONE,WORSE
893,full_paths_original_4_aip,"For example: If AWK has a find_the_first_word_after_this_string(""Insert string here"") command, or If Perl has a grab_text_between_these_two_strings(""string1"", ""string2"") command, then it is quite easy to decent which language is best suited for which task.",AWK,Perl,BETTER,NONE
173,full_paths_original_4_aip,The low-volume Ford Focus Electric is a more conventional looking (and better handling) alternative to the Nissan Leaf.,Ford,Nissan,NONE,BETTER
293,full_paths_original_4_aip,"(ie: the slower, general-purpose Perl engine, versus the faster Python DFA-based engine).",Perl,Python,NONE,WORSE
254,full_paths_original_4_aip,"Juice, glucose tablets, sports drinks, even soda, is better than chocolate.",soda,chocolate,NONE,BETTER
723,full_paths_original_4_aip,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.",Toshiba,Samsung,NONE,WORSE
644,full_paths_original_4_aip,I notice that baseball it is harder to get nicer patches like those then say football.,baseball,football,NONE,WORSE
544,full_paths_original_4_aip,"I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,WORSE
2363,full_paths_original_4_aip,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,WORSE
1296,full_paths_original_4_aip,"golf isn't any harder than tennis, hockey, or any number of other sports, but a lot of us sure do suck.",golf,hockey,BETTER,NONE
786,full_paths_original_4_aip,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.",Scala,Java,NONE,BETTER
1884,full_paths_original_4_aip,"I would wild-guess that : Perl is slightly slower than Ruby, due to its complex syntaxes?",Perl,Ruby,NONE,WORSE
2289,full_paths_original_4_aip,It's safe to say that Dell is in a better place now than Apple was during its troubled years.,Dell,Apple,NONE,BETTER
2238,full_paths_original_4_aip,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,Bluetooth,USB,NONE,WORSE
1674,full_paths_original_4_aip,Even Nike-ized individuality is way better than say Adidas coming out with new uniforms for March Madness which besides changing the school colors were exactly the same for all teams.,Nike,Adidas,NONE,BETTER
2208,full_paths_original_4_aip,stone is harder than metal.,stone,metal,WORSE,NONE
1084,full_paths_original_4_aip,"While recognized as a great basketball player, he was only mediocre on the baseball diamond.",basketball,baseball,NONE,BETTER
1256,full_paths_original_4_aip,and playing on a phone would still be easier/more fun than on an ipod,phone,ipod,NONE,BETTER
1112,full_paths_original_4_aip,"Apple is like the Microsoft of the 90s, but potentially much, much worse.",Apple,Microsoft,NONE,WORSE
2375,full_paths_original_4_aip,"I think the only advantages that I've heard Sigma has over the Nikon is better bokeh, wider range, and extra 1/3 stop.",Sigma,Nikon,NONE,BETTER
1000,full_paths_original_4_aip,"The Nokia 3310 is in some ways better than the Samsung Galaxy S4, here's why",Nokia,Samsung,NONE,BETTER
279,full_paths_original_4_aip,"For that testing we used Windows XP, as it's proven a faster platform than Windows Vista.",Windows XP,Windows Vista,NONE,BETTER
1659,full_paths_original_4_aip,"The ""most favored nation"" clause prevents the publishers from giving other sellers, like Amazon, a better price than Apple.",Amazon,Apple,NONE,BETTER
1553,full_paths_original_4_aip,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,NONE,WORSE
2301,full_paths_original_4_aip,I have a 2012 MBA with a Toshiba SSD which seems to perform on par if not better to the Samsung ssd on other 2012 MBAs.,Toshiba,Samsung,NONE,BETTER
549,full_paths_original_4_aip,"You will see that for this particular case, Python is actually quite superior to Java.",Python,Java,NONE,BETTER
1202,full_paths_original_4_aip,"Although the Ford CMax Hybrid gets better fuel economy, the Toyota Hybrid system has a reputation for working extremely well.",Ford,Toyota,NONE,WORSE
2149,full_paths_original_4_aip,plastic drawers are much more durable than cardboard boxes (and look nicer too!),plastic,cardboard,NONE,BETTER
536,full_paths_original_4_aip,"For me, that list is Brian Matusz (San Diego), Aaron Crow (missouri), Tyson Ross (California) and-against my better judgment-Jacob Thompson (virginia) and Lance Lynn (Mississippi).",missouri,virginia,NONE,WORSE
828,full_paths_original_4_aip,"Google Chrome is just simple spyware, much worse than even Microsoft.",Google,Microsoft,NONE,WORSE
1319,full_paths_original_4_aip,"Right now, I think tennis is easier than baseball.""",tennis,baseball,NONE,BETTER
1244,full_paths_original_4_aip,I said: Perl isn't even always faster than Java at text processing.,Perl,Java,NONE,WORSE
1563,full_paths_original_4_aip,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",Direct3D,OpenGL,NONE,WORSE
1198,full_paths_original_4_aip,"It's a well-known fact that returning from a holiday weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale wedding can make the transition much, much easier.",holiday,wedding,NONE,WORSE
917,full_paths_original_4_aip,"It does seem Amazon is using a lower quality display in new Kindle's, so you want the best looking screen maybe better to go with Kindle Keyboard, Nook STR or new Sony-T1.",Amazon,Sony,NONE,WORSE
2201,full_paths_original_4_aip,I found it a lot easier to set up PayPal and Google rather than Amazon Payments.,Google,Amazon,NONE,BETTER
443,full_paths_original_4_aip,We've found that downloads are generally slower in Windows Vista and 7 compared to Windows XP.,Windows Vista,Windows XP,NONE,WORSE
1530,full_paths_original_4_aip,"I would definately recomend carrying both types of ""angle helper"" if doing things for real.And the Leica LRF is better than the Nikon.",Leica,Nikon,NONE,BETTER
1837,full_paths_original_4_aip,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,WORSE
757,full_paths_original_4_aip,It came with Windows XP which according to me is better than Windows Vista.,Windows XP,Windows Vista,NONE,BETTER
2338,full_paths_original_4_aip,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,BETTER
726,full_paths_original_4_aip,"That's true for Perl too I guess, but I like Python better order of magnitudes myself",Perl,Python,NONE,WORSE
1448,full_paths_original_4_aip,It's definitely gotten worse since we moved to North carolina from california.,carolina,california,NONE,WORSE
2261,full_paths_original_4_aip,"It's far easier to exploit flaws in Windows XP than in newer editions, such as Windows 7 and Windows 8, noted Moore, because of the additional security measures that Microsoft's baked into the newer operating systems.",Windows XP,Windows 8,NONE,WORSE
1898,full_paths_original_4_aip,I figured I'd start with Python because that's easier than Java & C for exploring and testing with... :),Python,Java,NONE,BETTER
1986,full_paths_original_4_aip,"In fact, Amazon did poorly in Google overall in general.",Amazon,Google,NONE,WORSE
234,full_paths_original_4_aip,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,BETTER
227,full_paths_original_4_aip,"I think softball is faster (than baseball) and that makes it stand out,"" Coach Tarr said.",softball,baseball,NONE,BETTER
1243,full_paths_original_4_aip,"Ruby seem to be slower than Python or perl, but faster than",Ruby,Python,BETTER,WORSE
1855,full_paths_original_4_aip,"Toyota gave us cheaper and better cars, not Ford/GM/Chrysler competition.",Toyota,Ford,NONE,BETTER
200,full_paths_original_4_aip,"11/2/07) this year on Nov. 1, the good news for new CEO Robert Nardelli and his two vice-chairmen-incumbent Tom LaSorda and former Toyota Motor (TM) North America boss James Press-is that they have the autonomy to make decisions much faster than Chrysler could under Daimler (DAI).",Toyota,Chrysler,NONE,BETTER
565,full_paths_original_4_aip,It's like giving up my Toyota because somebody promises that the new Ford is better.,Toyota,Ford,NONE,WORSE
969,full_paths_original_4_aip,Ruby 1.9.1 was about 3.15X faster than PHP 5.3.1 being able to complete this task in under 2 seconds.,Ruby,PHP,NONE,BETTER
363,full_paths_original_4_aip,"When a BMW is no better than a Ford Fusion, the industry has issues.",BMW,Ford,NONE,WORSE
2202,full_paths_original_4_aip,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,BETTER
2383,full_paths_original_4_aip,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,BETTER
1465,full_paths_original_4_aip,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).",Sony,Dell,NONE,BETTER
1512,full_paths_original_4_aip,"2. Dennis Dixon, oregon The West Coast's version of Pat White, except he's a better passer than the West virginia star.",oregon,virginia,NONE,BETTER
462,full_paths_original_4_aip,"Tomorrow, the ps2 and some WALL-E (I can not play that game on the ds anymore, cuz it is sooooo much slower, more boring, and all you can do is make/throw cubes).",ps2,ds,NONE,BETTER
2352,full_paths_original_4_aip,"We reached to 10k websites as we speak, and we find it 100x harder to run Python than PHP.",Python,PHP,NONE,WORSE
2290,full_paths_original_4_aip,Note that in the Google benchmark Scala was faster than Java but - here is the key - both implmentations were optimized by respective experts.,Scala,Java,NONE,BETTER
1559,full_paths_original_4_aip,Also it has Windows 7 which I find it nicer and easier than Windows 8.,Windows 7,Windows 8,NONE,BETTER
1715,full_paths_original_4_aip,steel will oxidize (rust) faster than aluminum.,steel,aluminum,BETTER,WORSE
1299,full_paths_original_4_aip,"Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",PHP,Java,NONE,WORSE
1416,full_paths_original_4_aip,The MSI NX8800GT OC isn't any worse than the Nvidia GeForce 8800 GTX starting from a resolution of 1600x1200 and even provides a better minimum of speed.,MSI,Nvidia,NONE,BETTER
2269,full_paths_original_4_aip,"So, why are steel plates better than a pizza stone?",steel,stone,NONE,BETTER
1829,full_paths_original_4_aip,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,NONE,BETTER
1090,full_paths_original_4_aip,"First, the concrete model's durability is superior to that of general metal models.",concrete,metal,NONE,BETTER
1443,full_paths_original_4_aip,ps2 games were better than what's on ps3 so far.,ps2,ps3,NONE,BETTER
1176,full_paths_original_4_aip,"After some basic performances checking as seen in my Common Lisp Sudoku Solver project where I did get up to ten times faster code when compared to Python, it felt like the amazing set of features of the language could be put to good use here.",Lisp,Python,NONE,BETTER
487,full_paths_original_4_aip,Uniformity: It is here is where the otherwise superior Toshiba E220 falls apart in relation to the Samsung E550.,Toshiba,Samsung,NONE,WORSE
529,full_paths_original_4_aip,"2 Responses to ""NetBeans Unit Test Creation better than Eclipse?",NetBeans,Eclipse,NONE,BETTER
964,full_paths_original_4_aip,"If you've been wondering why your Toshiba SSD benchmarks slower than someone else's Samsung, check to see what sort of data the benchmark tool is writing to the drive.",Toshiba,Samsung,NONE,WORSE
359,full_paths_original_4_aip,"(FWIW, Smalltalk (and to a much lesser extent, Java)",Smalltalk,Java,NONE,BETTER
913,full_paths_original_4_aip,"A long time ago, doctors endorsed cigarettes, and soda was better than mother's milk.",soda,milk,NONE,BETTER
1446,full_paths_original_4_aip,"I don't know much about about RDBMS, but I have heard that PostgreSQL is much better than MySQL.",PostgreSQL,MySQL,NONE,BETTER
