caption,sentence,object_a,object_b,predicted,gold
Unigrams,"My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,ARG
Unigrams,"kennedy was searching for a political weapon to offset the superior background in national security affairs of his opponent, nixon.",kennedy,nixon,ARG,NONE
Unigrams,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",AMD,Samsung,NONE,ARG
Unigrams,The ps2 is vastly inferior to both the gamecube and Xbox.,ps2,gamecube,NONE,ARG
Unigrams,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Amazon,Microsoft,NONE,ARG
Unigrams,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,ARG
Unigrams,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 8,Windows 7,NONE,ARG
Unigrams,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,ARG
Unigrams,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG
Unigrams,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",SQLite,MySQL,NONE,ARG
Unigrams,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,ARG
Unigrams,"If you enjoy Windows 64bit operating system, such as Windows XP or Windows Vista 64-bit editions, now you can make better use of that ""extra power"".",Windows XP,Windows Vista,ARG,NONE
InferSent,"My Brit friends Denny and Gillian are continually disgusted by my affection for ""eggy bread"" and maple syrup, or worse-sausage studded with apple and raisins.",bread,sausage,NONE,ARG
InferSent,"I still used Joystick's metal backing plates, but only to better distribute the load to the marine plywood.",metal,plywood,ARG,NONE
InferSent,"It might be easier to hire Java developers, but a Scala team will be able to get a lot more done",Java,Scala,NONE,ARG
InferSent,I think tapioca and white rice and potato flour are far better to make bread with.,potato,bread,ARG,NONE
InferSent,iOS is easier to play with plus Apple TV is better than Chrome (for now).,iOS,Apple TV,ARG,NONE
InferSent,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,NONE,ARG
InferSent,"Merging SW development effort with Intel did not work out, and outsourcing OS to Microsoft is going even worse.",Intel,Microsoft,ARG,NONE
InferSent,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",volleyball,basketball,NONE,ARG
InferSent,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,potato,steak,NONE,ARG
InferSent,"1D Big name in relief /  Advil ™ --- I took a couple of Ibuprofen today after a recalcitrant drill bit made a tree-bracing job harder than I thought it should have been, but I was slow getting to this brand name.",Advil,Ibuprofen,ARG,NONE
InferSent,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,ARG,NONE
InferSent,LUKE : Is Perl better than Python?,Perl,Python,ARG,NONE
InferSent,"That is of course easier now that PHP looks syntactiacally more like a mature programming language, like Java.",PHP,Java,ARG,NONE
InferSent,"-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",MySQL,PostgreSQL,ARG,NONE
InferSent,"How about they put the Ethernet port back on the notebook, they include more USB ports and a solid optical drive.",Ethernet,USB,ARG,NONE
InferSent,"Now that PHP is available on Columbia University servers, we will most likely rewrite this JavaScript application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",PHP,JavaScript,ARG,NONE
InferSent,"google Music has made things a lot better, but even there, it doesn't really sync with itunes; not directly, anyway.",google,itunes,ARG,NONE
InferSent,Then I got the 2000 jeep and its been a good solid reliable suv all this time.,jeep,suv,ARG,NONE
InferSent,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,ARG
InferSent,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG
InferSent,"Other models such as a Hyundai Matrix, a Nissan Note and an Opel Meriva have a better relationship between price and equipment, at least until the promotional discount Renaut communicate with the Renault Grand Modus .",Nissan,Renault,ARG,NONE
InferSent,"Microsoft wanted a $499 tablet and that's impossible to do with decent performance and battery life on current Intel components, thus Windows RT.",Microsoft,Intel,ARG,NONE
InferSent,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,ARG
InferSent,Thats like saying Michael Jordan could hit a baseball better than Babe Ruth because of his superior basketball skills.,baseball,basketball,ARG,NONE
InferSent,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",AMD,Samsung,NONE,ARG
InferSent,The ps2 is vastly inferior to both the gamecube and Xbox.,ps2,gamecube,NONE,ARG
InferSent,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Amazon,Microsoft,NONE,ARG
InferSent,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,ARG
InferSent,Solid beer but not my cup of tea.,beer,tea,NONE,ARG
InferSent,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,ARG,NONE
InferSent,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG
InferSent,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",SQLite,MySQL,NONE,ARG
InferSent,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,ARG
InferSent,"It's easier in softball to place the ball than in baseball, but that's another discussion altogether.",softball,baseball,NONE,ARG
Word Embedding,"My Brit friends Denny and Gillian are continually disgusted by my affection for ""eggy bread"" and maple syrup, or worse-sausage studded with apple and raisins.",bread,sausage,NONE,ARG
Word Embedding,Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,ARG
Word Embedding,"It might be easier to hire Java developers, but a Scala team will be able to get a lot more done",Java,Scala,NONE,ARG
Word Embedding,I think tapioca and white rice and potato flour are far better to make bread with.,potato,bread,ARG,NONE
Word Embedding,iOS is easier to play with plus Apple TV is better than Chrome (for now).,iOS,Apple TV,ARG,NONE
Word Embedding,Another 'Windows XP is better than Windows Vista' post,Windows XP,Windows Vista,NONE,ARG
Word Embedding,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,NONE,ARG
Word Embedding,"The restaurant is doing much better,"" Sal reveals of Papa C's Eastside cafe.",restaurant,cafe,NONE,ARG
Word Embedding,Fantasy football is now a memory and the transition to fantasy golf couldn't come at a better time.,football,golf,ARG,NONE
Word Embedding,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,potato,steak,NONE,ARG
Word Embedding,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,ARG,NONE
Word Embedding,LUKE : Is Perl better than Python?,Perl,Python,ARG,NONE
Word Embedding,"Unlike the Leica 19mm, the Olympus has a very sweet C Zone - but it's no better than the Contax N's which - again - we see thoroughly trounced by the Nikon above.",Leica,Nikon,NONE,ARG
Word Embedding,"That is of course easier now that PHP looks syntactiacally more like a mature programming language, like Java.",PHP,Java,ARG,NONE
Word Embedding,"-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",MySQL,PostgreSQL,ARG,NONE
Word Embedding,"Now that PHP is available on Columbia University servers, we will most likely rewrite this JavaScript application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",PHP,JavaScript,ARG,NONE
Word Embedding,"Talking about the apps, the OS have some of the integrated apps by Sony which might have a better replacement in the Google Play Store, but they are well mixed with the present UI.",Sony,Google,ARG,NONE
Word Embedding,"google Music has made things a lot better, but even there, it doesn't really sync with itunes; not directly, anyway.",google,itunes,ARG,NONE
Word Embedding,Then I got the 2000 jeep and its been a good solid reliable suv all this time.,jeep,suv,ARG,NONE
Word Embedding,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,ARG
Word Embedding,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG
Word Embedding,That means no more reckless nonsense on the golf course during the off-season and dedicating himself to hockey even harder.,golf,hockey,ARG,NONE
Word Embedding,"Microsoft wanted a $499 tablet and that's impossible to do with decent performance and battery life on current Intel components, thus Windows RT.",Microsoft,Intel,ARG,NONE
Word Embedding,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,ARG
Word Embedding,"If you want better pre-order options, Microsoft is handing out 1600 MS points with the game and Amazon gives you a bunch of exclusive in-game content as well as free shipping.",Microsoft,Amazon,ARG,NONE
Word Embedding,Thats like saying Michael Jordan could hit a baseball better than Babe Ruth because of his superior basketball skills.,baseball,basketball,ARG,NONE
Word Embedding,"Granted, Dell seems better at repairing laptops than Apple is at repairing iPods.",Dell,Apple,NONE,ARG
Word Embedding,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",AMD,Samsung,NONE,ARG
Word Embedding,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Amazon,Microsoft,NONE,ARG
Word Embedding,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,ARG
Word Embedding,Solid beer but not my cup of tea.,beer,tea,NONE,ARG
Word Embedding,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,ARG,NONE
Word Embedding,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,ARG
Word Embedding,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG
Word Embedding,"hulu represents a small fraction of youtube in terms of users and streams, but monetizes its audience at a far superior level.",hulu,youtube,ARG,NONE
Word Embedding,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",SQLite,MySQL,NONE,ARG
Word Embedding,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,ARG
Word Embedding,"It's easier in softball to place the ball than in baseball, but that's another discussion altogether.",softball,baseball,NONE,ARG
POS n-grams,"My Brit friends Denny and Gillian are continually disgusted by my affection for ""eggy bread"" and maple syrup, or worse-sausage studded with apple and raisins.",bread,sausage,NONE,ARG
POS n-grams,First was the Swift programming language that looks like it will supplant Objective-C.,Swift,Objective-C,ARG,NONE
POS n-grams,Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,ARG
POS n-grams,The Lenticular plastic is poorly glued to the cardboard backing; multiple pieces have flaked off.,plastic,cardboard,ARG,NONE
POS n-grams,I think tapioca and white rice and potato flour are far better to make bread with.,potato,bread,ARG,NONE
POS n-grams,The wii U is a better machine than the ps3.,wii,ps3,NONE,ARG
POS n-grams,iOS is easier to play with plus Apple TV is better than Chrome (for now).,iOS,Apple TV,ARG,NONE
POS n-grams,"But listings for skills needed to develop mobile apps increased much faster: Demand for Ruby on Rails skills, for example, jumped by 67 percent, and JavaScript by 53 percent.",Ruby,JavaScript,ARG,NONE
POS n-grams,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,NONE,ARG
POS n-grams,"Merging SW development effort with Intel did not work out, and outsourcing OS to Microsoft is going even worse.",Intel,Microsoft,ARG,NONE
POS n-grams,The Renault Trafic (which is also available in South Africa as the Nissan Primastar and Opel Vivaro) couldn't do better than two stars.,Renault,Nissan,ARG,NONE
POS n-grams,The core code was simple (vertex / pixel shader + vertex buffer) and in this case OpenGL render path was faster and produced more heat than Direct3D 9 render path.,OpenGL,Direct3D,NONE,ARG
POS n-grams,"In addition, Google is in a better position than Amazon to reach the high-quality/low price sweet spot.",Google,Amazon,NONE,ARG
POS n-grams,"Ruby better than they currently know Perl"".",Ruby,Perl,NONE,ARG
POS n-grams,This makes Python a better choice for general programming than PHP,Python,PHP,NONE,ARG
POS n-grams,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,ARG,NONE
POS n-grams,"That is of course easier now that PHP looks syntactiacally more like a mature programming language, like Java.",PHP,Java,ARG,NONE
POS n-grams,"How about they put the Ethernet port back on the notebook, they include more USB ports and a solid optical drive.",Ethernet,USB,ARG,NONE
POS n-grams,"Now that PHP is available on Columbia University servers, we will most likely rewrite this JavaScript application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",PHP,JavaScript,ARG,NONE
POS n-grams,"Who's up for an intra-company cannibalizing Buick Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of Cadillac?",Buick,Cadillac,NONE,ARG
POS n-grams,Smalltalk has had such a positive influence on Java.,Smalltalk,Java,ARG,NONE
POS n-grams,"Porsche was among the industry's best, and BMW and the Jaguar division of Ford were better than average, as was G.M.'s Saab division.",BMW,Ford,ARG,NONE
POS n-grams,Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows 8,Windows XP,NONE,ARG
POS n-grams,"google Music has made things a lot better, but even there, it doesn't really sync with itunes; not directly, anyway.",google,itunes,ARG,NONE
POS n-grams,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,ARG
POS n-grams,plastic frames are far harder to work with than wood.,plastic,wood,NONE,ARG
POS n-grams,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG
POS n-grams,That means no more reckless nonsense on the golf course during the off-season and dedicating himself to hockey even harder.,golf,hockey,ARG,NONE
POS n-grams,"For example, Integer data is processed faster than Floating-point data or decimal data.",Integer,Floating-point,NONE,ARG
POS n-grams,"Microsoft wanted a $499 tablet and that's impossible to do with decent performance and battery life on current Intel components, thus Windows RT.",Microsoft,Intel,ARG,NONE
POS n-grams,"I think softball is faster (than baseball) and that makes it stand out,"" Coach Tarr said.",softball,baseball,NONE,ARG
POS n-grams,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,ARG
POS n-grams,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,ARG
POS n-grams,"She'd like to try hockey, but her dad got her hooked on the safer alternative of golf instead.",hockey,golf,ARG,NONE
POS n-grams,"It will furnish huge quantities of wine; it will yield timber for our towns, and superior stone and marble for our buildings.""",timber,stone,ARG,NONE
POS n-grams,"Renault is already allied to Nissan pursuing joint programs with Daimler so PSA is the only manufacturer that could come close to fitting the bill for Fiat, but a tie-up between the two is easier said than done.",Renault,Nissan,ARG,NONE
POS n-grams,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Amazon,Microsoft,NONE,ARG
POS n-grams,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,ARG
POS n-grams,"Worse still: How did I end up with another PHP web application, after swearing an oath of fidelity to Python?",PHP,Python,ARG,NONE
POS n-grams,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,ARG
POS n-grams,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG
POS n-grams,"hulu represents a small fraction of youtube in terms of users and streams, but monetizes its audience at a far superior level.",hulu,youtube,ARG,NONE
POS n-grams,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",SQLite,MySQL,NONE,ARG
POS n-grams,Plus the quality is usually better for the mp3's through itunes vs youtube videos.,itunes,youtube,ARG,NONE
POS n-grams,"I was merely Kidding :) ... As a photographer who does large prints(and needs a MF camera) the hasselblad is visibly superior than a Dx format camera, and as a street photographer the Leica is unnoticeable and often can foil as a Point n shoot but, If you want to go out and just take great pictures (like the ones you have)a Nikon is perfect.",Leica,Nikon,NONE,ARG
POS n-grams,The Toyota Tundra gets worse fuel economy than the larger Ford F-150 or Dodge Ram.,Toyota,Ford,NONE,ARG
Contains JJR,Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,ARG
Contains JJR,"It might be easier to hire Java developers, but a Scala team will be able to get a lot more done",Java,Scala,NONE,ARG
Contains JJR,I think tapioca and white rice and potato flour are far better to make bread with.,potato,bread,ARG,NONE
Contains JJR,iOS is easier to play with plus Apple TV is better than Chrome (for now).,iOS,Apple TV,ARG,NONE
Contains JJR,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Nissan,Ford,NONE,ARG
Contains JJR,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",volleyball,basketball,NONE,ARG
Contains JJR,"Ruby better than they currently know Perl"".",Ruby,Perl,NONE,ARG
Contains JJR,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,potato,steak,NONE,ARG
Contains JJR,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,ARG,NONE
Contains JJR,I drive a Chevrolet Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think Ford or Chrysler has done any better?,Chevrolet,Ford,NONE,ARG
Contains JJR,"-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",MySQL,PostgreSQL,ARG,NONE
Contains JJR,"How about they put the Ethernet port back on the notebook, they include more USB ports and a solid optical drive.",Ethernet,USB,ARG,NONE
Contains JJR,"Talking about the apps, the OS have some of the integrated apps by Sony which might have a better replacement in the Google Play Store, but they are well mixed with the present UI.",Sony,Google,ARG,NONE
Contains JJR,Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows 8,Windows XP,NONE,ARG
Contains JJR,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,ARG
Contains JJR,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,ARG
Contains JJR,"Other models such as a Hyundai Matrix, a Nissan Note and an Opel Meriva have a better relationship between price and equipment, at least until the promotional discount Renaut communicate with the Renault Grand Modus .",Nissan,Renault,ARG,NONE
Contains JJR,"For example, Integer data is processed faster than Floating-point data or decimal data.",Integer,Floating-point,NONE,ARG
Contains JJR,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,ARG
Contains JJR,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,ARG
Contains JJR,"She'd like to try hockey, but her dad got her hooked on the safer alternative of golf instead.",hockey,golf,ARG,NONE
Contains JJR,Thats like saying Michael Jordan could hit a baseball better than Babe Ruth because of his superior basketball skills.,baseball,basketball,ARG,NONE
Contains JJR,"My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,ARG
Contains JJR,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",AMD,Samsung,NONE,ARG
Contains JJR,The ps2 is vastly inferior to both the gamecube and Xbox.,ps2,gamecube,NONE,ARG
Contains JJR,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,ARG
Contains JJR,Solid beer but not my cup of tea.,beer,tea,NONE,ARG
Contains JJR,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 8,Windows 7,NONE,ARG
Contains JJR,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,ARG
Contains JJR,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG
Contains JJR,"I was merely Kidding :) ... As a photographer who does large prints(and needs a MF camera) the hasselblad is visibly superior than a Dx format camera, and as a street photographer the Leica is unnoticeable and often can foil as a Point n shoot but, If you want to go out and just take great pictures (like the ones you have)a Nikon is perfect.",Leica,Nikon,NONE,ARG
Contains JJR,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,ARG
Contains JJR,"It's easier in softball to place the ball than in baseball, but that's another discussion altogether.",softball,baseball,NONE,ARG
Contains JJR,"My code Scala is typically half the length than the same thing done via Java, plus it's more concise and is easier to maintain.",Scala,Java,NONE,ARG
