_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1576060874,2/5/2018 12:30:34,false,3337759209,,2/5/2018 12:30:04,false,clixsense,1.0,43827456,LKA,36,Colombo,103.21.164.29,NONE,USB,,Bluetooth,,S3035247808,,True,"We can expect a decent rear camera, Wi-Fi, Bluetooth, micro-USB and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, micro-<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, *Bluetooth*, micro-§USB$ and a micro-SD card slot if we are to go by previous Galaxy models."
1576060877,2/5/2018 12:31:17,false,3337760870,,2/5/2018 12:30:38,false,neodev,0.8667,36113457,EGY,11,Cairo,41.237.12.155,NONE,Eclipse,,NetBeans,,J1562530213,,False,"JRuby, maybe Netbeans or Eclipse make sense.","JRuby, maybe <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> make sense.","JRuby, maybe *NetBeans* or §Eclipse$ make sense."
1576060878,2/5/2018 12:27:55,false,3337754861,,2/5/2018 12:27:24,false,elite,1.0,43694674,ESP,29,Madrid,90.77.138.189,NONE,Windows XP,,Windows 8,,K1635532569,,True,Linux really is now at a point where it is an easier OS to transition to from Windows XP and 7 vs transitioning to Windows 8.,"Linux really is now at a point where it is an easier OS to transition to from <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and 7 vs transitioning to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Linux really is now at a point where it is an easier OS to transition to from *Windows XP* and 7 vs transitioning to §Windows 8$.
1576060878,2/5/2018 12:28:00,false,3337754957,,2/5/2018 12:27:21,false,clixsense,1.0,6335115,SRB,02,Subotica,109.93.88.75,NONE,Windows XP,,Windows 8,,K1635532569,,True,Linux really is now at a point where it is an easier OS to transition to from Windows XP and 7 vs transitioning to Windows 8.,"Linux really is now at a point where it is an easier OS to transition to from <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and 7 vs transitioning to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Linux really is now at a point where it is an easier OS to transition to from *Windows XP* and 7 vs transitioning to §Windows 8$.
1576060878,2/5/2018 12:28:28,false,3337755626,,2/5/2018 12:27:46,false,elite,0.95,43797081,SRB,00,Beograd,93.87.184.102,NONE,Windows XP,,Windows 8,,K1635532569,,True,Linux really is now at a point where it is an easier OS to transition to from Windows XP and 7 vs transitioning to Windows 8.,"Linux really is now at a point where it is an easier OS to transition to from <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and 7 vs transitioning to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Linux really is now at a point where it is an easier OS to transition to from *Windows XP* and 7 vs transitioning to §Windows 8$.
1576060879,2/5/2018 12:29:58,false,3337757962,,2/5/2018 12:29:27,false,elite,0.9,43297228,VEN,23,Maracaibo,201.211.13.51,NONE,Swift,,Objective-C,,E725456498,,False,First was the Swift programming language that looks like it will supplant Objective-C.,"First was the <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> programming language that looks like it will supplant <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.",First was the *Swift* programming language that looks like it will supplant §Objective-C$.
1576060879,2/5/2018 12:30:19,false,3337758744,,2/5/2018 12:29:27,false,elite,1.0,43151235,BRA,27,Sao Vicente,201.28.194.114,NONE,Swift,,Objective-C,,E725456498,,False,First was the Swift programming language that looks like it will supplant Objective-C.,"First was the <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> programming language that looks like it will supplant <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.",First was the *Swift* programming language that looks like it will supplant §Objective-C$.
1576060879,2/5/2018 12:30:33,false,3337759167,,2/5/2018 12:29:26,false,elite,1.0,39343009,SRB,00,Belgrade,95.180.66.139,NONE,Swift,,Objective-C,,E725456498,,False,First was the Swift programming language that looks like it will supplant Objective-C.,"First was the <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> programming language that looks like it will supplant <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.",First was the *Swift* programming language that looks like it will supplant §Objective-C$.
1576060880,2/5/2018 12:29:12,false,3337756670,,2/5/2018 12:28:38,false,clixsense,1.0,6335115,SRB,02,Subotica,109.93.88.75,NONE,Ruby,,PHP,,I1272487352,,True,In my case- do you think a freelance marketplace platform be better off built under PHP or Ruby?,"In my case- do you think a freelance marketplace platform be better off built under <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>?",In my case- do you think a freelance marketplace platform be better off built under *PHP* or §Ruby$?
1576060880,2/5/2018 12:29:19,false,3337756804,,2/5/2018 12:28:43,false,clixsense,1.0,43827456,LKA,36,Colombo,103.21.164.29,NONE,Ruby,,PHP,,I1272487352,,True,In my case- do you think a freelance marketplace platform be better off built under PHP or Ruby?,"In my case- do you think a freelance marketplace platform be better off built under <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>?",In my case- do you think a freelance marketplace platform be better off built under *PHP* or §Ruby$?
1576060880,2/5/2018 12:29:46,false,3337757684,,2/5/2018 12:28:40,false,clixsense,1.0,40846833,BIH,02,Pale,31.223.138.40,NONE,Ruby,,PHP,,I1272487352,,True,In my case- do you think a freelance marketplace platform be better off built under PHP or Ruby?,"In my case- do you think a freelance marketplace platform be better off built under <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>?",In my case- do you think a freelance marketplace platform be better off built under *PHP* or §Ruby$?
1576060881,2/5/2018 12:29:12,false,3337756663,,2/5/2018 12:28:38,false,clixsense,1.0,6335115,SRB,02,Subotica,109.93.88.75,NONE,Ruby,,Python,,D492539996,,True,"Clojure performance is not terrific, but is orders of magnitude faster than Ruby, Python, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than *Ruby*, §Python$, or Javascript."
1576060881,2/5/2018 12:29:19,false,3337756817,,2/5/2018 12:28:43,false,clixsense,1.0,43827456,LKA,36,Colombo,103.21.164.29,NONE,Ruby,,Python,,D492539996,,True,"Clojure performance is not terrific, but is orders of magnitude faster than Ruby, Python, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than *Ruby*, §Python$, or Javascript."
1576060881,2/5/2018 12:29:46,false,3337757682,,2/5/2018 12:28:40,false,clixsense,1.0,40846833,BIH,02,Pale,31.223.138.40,NONE,Ruby,,Python,,D492539996,,True,"Clojure performance is not terrific, but is orders of magnitude faster than Ruby, Python, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than *Ruby*, §Python$, or Javascript."
1576060882,2/5/2018 12:29:21,false,3337756859,,2/5/2018 12:29:01,false,elite,1.0,36163077,HUN,"","",94.27.254.241,BETTER,Java,,Groovy,,L1918907342,,True,On the other hand Java is WAY WAY faster than groovy.,"On the other hand <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is WAY WAY faster than <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span>.",On the other hand *Java* is WAY WAY faster than §Groovy$.
1576060882,2/5/2018 12:29:31,false,3337757166,,2/5/2018 12:28:57,false,neodev,1.0,43649464,COL,34,Bogota,181.61.161.41,BETTER,Java,,Groovy,,L1918907342,,True,On the other hand Java is WAY WAY faster than groovy.,"On the other hand <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is WAY WAY faster than <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span>.",On the other hand *Java* is WAY WAY faster than §Groovy$.
1576060882,2/5/2018 12:29:35,false,3337757293,,2/5/2018 12:29:01,false,elite,1.0,43694674,ESP,29,Madrid,90.77.138.189,BETTER,Java,,Groovy,,L1918907342,,True,On the other hand Java is WAY WAY faster than groovy.,"On the other hand <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is WAY WAY faster than <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span>.",On the other hand *Java* is WAY WAY faster than §Groovy$.
1576060883,2/5/2018 12:30:54,false,3337760064,,2/5/2018 12:30:18,false,neodev,1.0,43649464,COL,34,Bogota,181.61.161.41,BETTER,OpenGL,,Direct3D,,I1240489293,,True,"In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL than Windows 7 and DirectX/Direct3D.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> than Windows 7 and DirectX/<span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and *OpenGL* than Windows 7 and DirectX/§Direct3D$."
1576060883,2/5/2018 12:30:58,false,3337760150,,2/5/2018 12:30:17,false,elite,0.9474,43548179,VEN,15,Cúa,190.75.37.116,BETTER,OpenGL,,Direct3D,,I1240489293,,True,"In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL than Windows 7 and DirectX/Direct3D.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> than Windows 7 and DirectX/<span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and *OpenGL* than Windows 7 and DirectX/§Direct3D$."
1576060883,2/5/2018 12:31:15,false,3337760753,,2/5/2018 12:30:12,false,elite,0.8571,38021992,RUS,48,Moscow,176.14.186.27,BETTER,OpenGL,,Direct3D,,I1240489293,,True,"In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL than Windows 7 and DirectX/Direct3D.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> than Windows 7 and DirectX/<span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and *OpenGL* than Windows 7 and DirectX/§Direct3D$."
1576060884,2/5/2018 12:27:51,false,3337754795,,2/5/2018 12:26:42,false,neodev,0.8667,38713068,VEN,25,Caracas,186.167.249.31,NONE,Windows XP,,Windows 98,,T3184738111,,True,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.","<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> is much better at handling high-speed Internet connections than the ""made for dial-up"" <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span>, but there is still one little tweak that can increase your connection speed.","*Windows XP* is much better at handling high-speed Internet connections than the ""made for dial-up"" §Windows 98$, but there is still one little tweak that can increase your connection speed."
1576060884,2/5/2018 12:28:00,false,3337754965,,2/5/2018 12:27:16,false,clixsense,1.0,40846833,BIH,02,Pale,31.223.138.40,BETTER,Windows XP,,Windows 98,,T3184738111,,True,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.","<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> is much better at handling high-speed Internet connections than the ""made for dial-up"" <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span>, but there is still one little tweak that can increase your connection speed.","*Windows XP* is much better at handling high-speed Internet connections than the ""made for dial-up"" §Windows 98$, but there is still one little tweak that can increase your connection speed."
1576060884,2/5/2018 12:30:36,false,3337759282,,2/5/2018 12:26:48,false,clixsense,1.0,41496019,UKR,05,Mariupol,91.250.59.187,BETTER,Windows XP,,Windows 98,,T3184738111,,True,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.","<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> is much better at handling high-speed Internet connections than the ""made for dial-up"" <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span>, but there is still one little tweak that can increase your connection speed.","*Windows XP* is much better at handling high-speed Internet connections than the ""made for dial-up"" §Windows 98$, but there is still one little tweak that can increase your connection speed."
1576060885,2/5/2018 12:30:01,false,3337758064,,2/5/2018 12:29:27,false,neodev,1.0,43793505,VEN,25,Caracas,186.90.9.171,NONE,Java,,PHP,,J1547568369,,True,,"Jelastic offers a superior, industry-proven cloud hosting technology for <span style=color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> applications, and gives us an essential competitive edge.","Jelastic offers a superior, industry-proven cloud hosting technology for *Java* and §PHP$ applications, and gives us an essential competitive edge."
1576060885,2/5/2018 12:30:10,false,3337758455,,2/5/2018 12:29:31,false,neodev,1.0,31649759,VEN,14,Mérida,186.89.82.218,NONE,Java,,PHP,,J1547568369,,True,,"Jelastic offers a superior, industry-proven cloud hosting technology for <span style=color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> applications, and gives us an essential competitive edge.","Jelastic offers a superior, industry-proven cloud hosting technology for *Java* and §PHP$ applications, and gives us an essential competitive edge."
1576060885,2/5/2018 12:30:16,false,3337758614,,2/5/2018 12:29:32,false,neodev,1.0,43649464,COL,34,Bogota,181.61.161.41,NONE,Java,,PHP,,J1547568369,,True,,"Jelastic offers a superior, industry-proven cloud hosting technology for <span style=color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> applications, and gives us an essential competitive edge.","Jelastic offers a superior, industry-proven cloud hosting technology for *Java* and §PHP$ applications, and gives us an essential competitive edge."
1576060886,2/5/2018 12:28:53,false,3337756154,,2/5/2018 12:28:13,false,neodev,0.8667,36113457,EGY,11,Cairo,41.237.12.155,NONE,Java,,Perl,,A168755252,,True,"After that he showed how to call Perl from a Java program, but it was much harder.","After that he showed how to call <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> from a <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> program, but it was much harder.","After that he showed how to call *Perl* from a §Java$ program, but it was much harder."
1576060886,2/5/2018 12:29:24,false,3337756910,,2/5/2018 12:28:21,false,elite,1.0,39343009,SRB,00,Belgrade,95.180.66.139,NONE,Java,,Perl,,A168755252,,True,"After that he showed how to call Perl from a Java program, but it was much harder.","After that he showed how to call <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> from a <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> program, but it was much harder.","After that he showed how to call *Perl* from a §Java$ program, but it was much harder."
1576060886,2/5/2018 12:29:24,false,3337756918,,2/5/2018 12:28:20,false,neodev,0.8667,38713068,VEN,25,Caracas,186.167.249.31,NONE,Java,,Perl,,A168755252,,True,"After that he showed how to call Perl from a Java program, but it was much harder.","After that he showed how to call <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> from a <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> program, but it was much harder.","After that he showed how to call *Perl* from a §Java$ program, but it was much harder."
1576060887,2/5/2018 12:30:51,false,3337759979,,2/5/2018 12:30:23,false,elite,1.0,26079868,ROU,12,Turnu,82.79.160.86,NONE,Python,,Bash,,H1155441262,,True,"I have solid programming skills with C/C++, Python, proficient in Java, HTML, Bash, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, proficient in Java, HTML, <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, *Python*, proficient in Java, HTML, §Bash$, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database."
1576060887,2/5/2018 12:31:14,false,3337760738,,2/5/2018 12:30:21,false,elite,1.0,43151235,BRA,27,Sao Vicente,201.28.194.114,NONE,Python,,Bash,,H1155441262,,True,"I have solid programming skills with C/C++, Python, proficient in Java, HTML, Bash, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, proficient in Java, HTML, <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, *Python*, proficient in Java, HTML, §Bash$, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database."
1576060887,2/5/2018 12:31:21,false,3337761039,,2/5/2018 12:30:21,false,neodev,1.0,36985538,VEN,20,San Cristóbal,186.94.153.206,NONE,Python,,Bash,,H1155441262,,True,"I have solid programming skills with C/C++, Python, proficient in Java, HTML, Bash, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, proficient in Java, HTML, <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, *Python*, proficient in Java, HTML, §Bash$, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database."
1576060888,2/5/2018 12:29:58,false,3337757969,,2/5/2018 12:29:27,false,elite,0.9,43297228,VEN,23,Maracaibo,201.211.13.51,NONE,Java,,Ruby,,M1996494061,,False,"PHP, Python, .Net, Java and Ruby.","PHP, Python, .Net, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.","PHP, Python, .Net, *Java* and §Ruby$."
