_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1576060884,false,finalized,3,2/5/2018 12:30:36,BETTER,0.6977,Windows XP,,Windows 98,,T3184738111,,True,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.","<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> is much better at handling high-speed Internet connections than the ""made for dial-up"" <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span>, but there is still one little tweak that can increase your connection speed.","*Windows XP* is much better at handling high-speed Internet connections than the ""made for dial-up"" §Windows 98$, but there is still one little tweak that can increase your connection speed."
1576060885,false,finalized,3,2/5/2018 12:30:16,NONE,1.0,Java,,PHP,,J1547568369,,True,,"Jelastic offers a superior, industry-proven cloud hosting technology for <span style=color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> applications, and gives us an essential competitive edge.","Jelastic offers a superior, industry-proven cloud hosting technology for *Java* and §PHP$ applications, and gives us an essential competitive edge."
1576060886,false,finalized,3,2/5/2018 12:29:24,NONE,1.0,Java,,Perl,,A168755252,,True,"After that he showed how to call Perl from a Java program, but it was much harder.","After that he showed how to call <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> from a <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> program, but it was much harder.","After that he showed how to call *Perl* from a §Java$ program, but it was much harder."
1576060887,false,finalized,3,2/5/2018 12:31:21,NONE,1.0,Python,,Bash,,H1155441262,,True,"I have solid programming skills with C/C++, Python, proficient in Java, HTML, Bash, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, proficient in Java, HTML, <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database.","I have solid programming skills with C/C++, *Python*, proficient in Java, HTML, §Bash$, Matlab, ect., and I have good understanding on object-oriented programming, algorithms, data structures, design patterns, distributed system and Nosql database."
1576060888,false,finalized,3,2/5/2018 12:30:33,NONE,1.0,Java,,Ruby,,M1996494061,,False,"PHP, Python, .Net, Java and Ruby.","PHP, Python, .Net, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.","PHP, Python, .Net, *Java* and §Ruby$."
1576060889,false,finalized,3,2/5/2018 12:29:46,WORSE,0.6667,Java,,Ruby,,N2120513681,,False,Ruby is older than Java.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is older than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",*Ruby* is older than §Java$.
1576060890,false,finalized,3,2/5/2018 12:33:38,NONE,1.0,OpenGL,,Direct3D,,T3209112370,,True,Working knowledge of modern real-time graphics APIs like OpenGL or Direct3D and a solid basis in commonly used graphics algorithms.,"Working knowledge of modern real-time graphics APIs like <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> and a solid basis in commonly used graphics algorithms.",Working knowledge of modern real-time graphics APIs like *OpenGL* or §Direct3D$ and a solid basis in commonly used graphics algorithms.
1576060891,false,finalized,3,2/5/2018 12:30:56,NONE,1.0,Eclipse,,NetBeans,,E635911817,,False,Eclipse (Netbeans would work too),"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span> would work too)",*Eclipse* (§NetBeans$ would work too)
1576060892,false,finalized,3,2/5/2018 12:30:26,NONE,1.0,Eclipse,,NetBeans,,L1791482151,,False,"Netbeans, Eclipse and JBuilder IDEs.","<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> and JBuilder IDEs.","*NetBeans*, §Eclipse$ and JBuilder IDEs."
1576060893,false,finalized,3,2/5/2018 12:29:58,NONE,1.0,CUDA,,OpenCL,,L1857328700,,True,"NVIDIA and AMD GPUs can deliver similar FLOPs, programming the Xeon Phi should be a lot easier to use than CUDA- or OpenCL.","NVIDIA and AMD GPUs can deliver similar FLOPs, programming the Xeon Phi should be a lot easier to use than <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span>- or <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>.","NVIDIA and AMD GPUs can deliver similar FLOPs, programming the Xeon Phi should be a lot easier to use than *CUDA*- or §OpenCL$."
1576060894,false,finalized,3,2/5/2018 12:28:56,BETTER,1.0,Oracle,,PostgreSQL,,F824385502,,True,"Google for some combination of PostgreSQL, better than row-level locking, and MVCC for their claims that they have it and Oracle doesn't.","Google for some combination of <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, better than row-level locking, and MVCC for their claims that they have it and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> doesn't.","Google for some combination of *PostgreSQL*, better than row-level locking, and MVCC for their claims that they have it and §Oracle$ doesn't."
1576060895,false,finalized,3,2/5/2018 12:31:15,NONE,1.0,iOS,,Apple TV,,B208359355,,True,"Along with iPad2, Apple is also releasing iOS 4.3: faster Safari for web browsing, iTunes home sharing to get all of your content directly over WiFi, automatically finds & connects to Apple TV, personal hotspot (iPhone 4 only)","Along with iPad2, Apple is also releasing <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> 4.3: faster Safari for web browsing, iTunes home sharing to get all of your content directly over WiFi, automatically finds & connects to <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>, personal hotspot (iPhone 4 only)","Along with iPad2, Apple is also releasing *iOS* 4.3: faster Safari for web browsing, iTunes home sharing to get all of your content directly over WiFi, automatically finds & connects to §Apple TV$, personal hotspot (iPhone 4 only)"
1576060896,false,finalized,3,2/5/2018 12:29:24,BETTER,1.0,MySQL,,PostgreSQL,,E722977946,,True,"First, MySQL is significantly faster than PostgresQL and Oracle.","First, <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> is significantly faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> and Oracle.","First, *MySQL* is significantly faster than §PostgreSQL$ and Oracle."
1576060897,false,finalized,3,2/5/2018 12:30:41,NONE,1.0,Ethernet,,Bluetooth,,F759788625,,True,"For that, buyers can expect an Intel Celeron 2955U processor, 2GB of DDR3 memory, a 16GB M.2 next-generation form-factor (NGFF) solid-state drive, gigabit Ethernet, dual-band 801.22a/b/g/n and Bluetooth 4.0 connectivity, and a peak power draw of 65W.","For that, buyers can expect an Intel Celeron 2955U processor, 2GB of DDR3 memory, a 16GB M.2 next-generation form-factor (NGFF) solid-state drive, gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span>, dual-band 801.22a/b/g/n and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 4.0 connectivity, and a peak power draw of 65W.","For that, buyers can expect an Intel Celeron 2955U processor, 2GB of DDR3 memory, a 16GB M.2 next-generation form-factor (NGFF) solid-state drive, gigabit *Ethernet*, dual-band 801.22a/b/g/n and §Bluetooth$ 4.0 connectivity, and a peak power draw of 65W."
1576060898,false,finalized,3,2/5/2018 12:29:36,NONE,1.0,Windows 7,,Windows 8,,G985771237,,True,"However, Windows 7 actually introduced a decent system image tool and Windows 8 continues to use it.","However, <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> actually introduced a decent system image tool and <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> continues to use it.","However, *Windows 7* actually introduced a decent system image tool and §Windows 8$ continues to use it."
1576060899,false,finalized,3,2/5/2018 12:28:56,BETTER,1.0,Windows 7,,Windows 8,,T3184475728,,True,Windows 8 login times are way better than windows 7. I have to make a decision.,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> login times are way better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>. I have to make a decision.",*Windows 8* login times are way better than §Windows 7$. I have to make a decision.
1576060900,false,finalized,3,2/5/2018 12:31:01,NONE,1.0,iOS,,Apple TV,,H1120803127,,True,"If you're full-in on Amazon already, Fire TV does for your stuff what Apple TV does for the OS X and iOS faithful, with a decent gaming experience thrown in as a bonus.","If you're full-in on Amazon already, Fire TV does for your stuff what <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> does for the OS X and <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> faithful, with a decent gaming experience thrown in as a bonus.","If you're full-in on Amazon already, Fire TV does for your stuff what *Apple TV* does for the OS X and §iOS$ faithful, with a decent gaming experience thrown in as a bonus."
1576060901,false,finalized,3,2/5/2018 12:28:56,BETTER,1.0,Python,,PHP,,T3265988018,,True,Your answer suggests me that it is easier to get rid of the extension in Python than in PHP and ASP.NET.,"Your answer suggests me that it is easier to get rid of the extension in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> and ASP.NET.",Your answer suggests me that it is easier to get rid of the extension in *Python* than in §PHP$ and ASP.NET.
1576060902,false,finalized,3,2/5/2018 12:30:15,NONE,1.0,USB,,Bluetooth,,P2449042681,,True,"The cooler features its own rechargeable blender, waterproof bluetooth speaker, USB charger, LED light on the lid, a cutting board/cooler divider, integrated storage for plates or knives, a way to tie gear down and a bottle opener.","The cooler features its own rechargeable blender, waterproof <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> speaker, <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> charger, LED light on the lid, a cutting board/cooler divider, integrated storage for plates or knives, a way to tie gear down and a bottle opener.","The cooler features its own rechargeable blender, waterproof *Bluetooth* speaker, §USB$ charger, LED light on the lid, a cutting board/cooler divider, integrated storage for plates or knives, a way to tie gear down and a bottle opener."
1576060903,false,finalized,3,2/5/2018 13:04:11,WORSE,0.6398,Integer,,Floating-point,,R2828645977,,True,"This implementation is based on integer arithmetic, while the second-generation versions RANLXS and RANLXD described above provide floating-point implementations which will be faster on many platforms.","This implementation is based on <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> arithmetic, while the second-generation versions RANLXS and RANLXD described above provide <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> implementations which will be faster on many platforms.","This implementation is based on *Integer* arithmetic, while the second-generation versions RANLXS and RANLXD described above provide §Floating-point$ implementations which will be faster on many platforms."
1576060904,false,finalized,3,2/5/2018 12:30:26,NONE,1.0,CUDA,,OpenCL,,L1816736444,,True,"Nonetheless, the graphics board will offer better video quality than Intel Corp.'s integrated graphics engines, playback stereo-3D content, better compatibility with games as well as will be able to accelerate compute intensive OpenCL, DirectCompute or CUDA applications.","Nonetheless, the graphics board will offer better video quality than Intel Corp.'s integrated graphics engines, playback stereo-3D content, better compatibility with games as well as will be able to accelerate compute intensive <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span>, DirectCompute or <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span> applications.","Nonetheless, the graphics board will offer better video quality than Intel Corp.'s integrated graphics engines, playback stereo-3D content, better compatibility with games as well as will be able to accelerate compute intensive *OpenCL*, DirectCompute or §CUDA$ applications."
1576060905,false,finalized,3,2/5/2018 12:31:55,BETTER,1.0,Python,,PHP,,M2054186826,,True,"Python is making OO click much better than PHP ever has, and I'm reading more and more on OO principles to enhance this better understanding.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is making OO click much better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> ever has, and I'm reading more and more on OO principles to enhance this better understanding.","*Python* is making OO click much better than §PHP$ ever has, and I'm reading more and more on OO principles to enhance this better understanding."
1576060906,false,finalized,3,2/5/2018 12:31:01,NONE,1.0,Ruby,,Perl,,S3027184428,,True,"We are expert at combining rapid prototyping tools (e.g., GUI builders, scripting languages such as Perl and Ruby) with solid coding, testing, and documentation practices.","We are expert at combining rapid prototyping tools (e.g., GUI builders, scripting languages such as <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>) with solid coding, testing, and documentation practices.","We are expert at combining rapid prototyping tools (e.g., GUI builders, scripting languages such as *Perl* and §Ruby$) with solid coding, testing, and documentation practices."
1576060907,false,finalized,3,2/5/2018 12:29:24,BETTER,1.0,Windows XP,,Windows Vista,,I1367383122,,True,It came with windows XP which according to me is better than Windows Vista.,"It came with <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> which according to me is better than <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",It came with *Windows XP* which according to me is better than §Windows Vista$.
1576060908,false,finalized,3,2/5/2018 12:29:05,NONE,1.0,Java,,Ruby,,K1632825362,,False,like you can in Ruby or Java.,"like you can in <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",like you can in *Ruby* or §Java$.
1576060909,false,finalized,3,2/5/2018 12:29:26,BETTER,1.0,Sed,,AWK,,T3243285103,,True,"You can probably talk it into being multi line, but it would be easier to start the job with awk or perl rather than trying to do it in sed.","You can probably talk it into being multi line, but it would be easier to start the job with <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> or perl rather than trying to do it in <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>.","You can probably talk it into being multi line, but it would be easier to start the job with *AWK* or perl rather than trying to do it in §Sed$."
1576060910,false,finalized,3,2/5/2018 12:29:05,NONE,1.0,Swift,,Objective-C,,F754215343,,False,"For more information on the key features of Swift and Objective-C, see Development Languages","For more information on the key features of <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>, see Development Languages","For more information on the key features of *Swift* and §Objective-C$, see Development Languages"
1576060911,false,finalized,3,2/5/2018 12:29:36,BETTER,1.0,MySQL,,SQLite,,B318404841,,True,"Anyway, it seems like an ideal solution for me, as I have to provide a simple to use set of RPMs for my programs and SQLite is a lot easier to package up and use than MySQL or PostGreSQL.","Anyway, it seems like an ideal solution for me, as I have to provide a simple to use set of RPMs for my programs and <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> is a lot easier to package up and use than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> or PostGreSQL.","Anyway, it seems like an ideal solution for me, as I have to provide a simple to use set of RPMs for my programs and *SQLite* is a lot easier to package up and use than §MySQL$ or PostGreSQL."
1576060912,false,finalized,3,2/5/2018 12:30:15,BETTER,1.0,Java,,Groovy,,H1190314120,,True,"I love working in Groovy, it's tons better than Java.","I love working in <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, it's tons better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","I love working in *Groovy*, it's tons better than §Java$."
1576060913,false,finalized,3,2/5/2018 12:30:36,NONE,1.0,Java,,Objective-C,,I1394951385,,True,I think you'd be much better off looking at Java ME or perhaps proprietary SDKs like the Objective-C SDK for iPhone.,"I think you'd be much better off looking at <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> ME or perhaps proprietary SDKs like the <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> SDK for iPhone.",I think you'd be much better off looking at *Java* ME or perhaps proprietary SDKs like the §Objective-C$ SDK for iPhone.
1576060914,false,finalized,3,2/5/2018 12:30:41,NONE,1.0,Oracle,,MySQL,,M1926920084,,False,Oracle/MySQL : Database Schema,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> : Database Schema",*Oracle*/§MySQL$ : Database Schema
1576060915,false,finalized,3,2/5/2018 12:31:01,NONE,1.0,CUDA,,OpenCL,,L1916739429,,True,On the desktop OpenCL / CUDA versions of DTW are upwards of 40 times faster than a naive serial version.,"On the desktop <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span> versions of DTW are upwards of 40 times faster than a naive serial version.",On the desktop *OpenCL* / §CUDA$ versions of DTW are upwards of 40 times faster than a naive serial version.
1576060916,false,finalized,3,2/5/2018 12:30:32,WORSE,1.0,Java,,Perl,,H1177038896,,True,"I learned some other languages before, like Perl and C, but so far, I like Java better.","I learned some other languages before, like <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and C, but so far, I like <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> better.","I learned some other languages before, like *Perl* and C, but so far, I like §Java$ better."
1576060917,false,finalized,3,2/5/2018 12:29:36,NONE,1.0,Sed,,AWK,,N2256295614,,True,"Some things that are easy in Perl or Python are even easier, or at least more succinct, in sed or awk.","Some things that are easy in Perl or Python are even easier, or at least more succinct, in <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>.","Some things that are easy in Perl or Python are even easier, or at least more succinct, in *Sed* or §AWK$."
1576060918,false,finalized,3,2/5/2018 12:30:32,BETTER,1.0,Java,,Python,,J1436997053,,True,It's also much easier to make a dog's breakfast of object programming in Python than in Java.,"It's also much easier to make a dog's breakfast of object programming in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",It's also much easier to make a dog's breakfast of object programming in *Python* than in §Java$.
1576060919,false,finalized,3,2/5/2018 12:30:41,NONE,1.0,Python,,JavaScript,,T3248461120,,True,"You'd be a great fit to our team if you have: - 2+ years of software engineering experience in production - Proven yourself as an A+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results - Deep experience with multiple programming languages including Python, C, Java, Ruby, JavaScript","You'd be a great fit to our team if you have: - 2+ years of software engineering experience in production - Proven yourself as an A+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results - Deep experience with multiple programming languages including <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, C, Java, Ruby, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>","You'd be a great fit to our team if you have: - 2+ years of software engineering experience in production - Proven yourself as an A+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results - Deep experience with multiple programming languages including *Python*, C, Java, Ruby, §JavaScript$"
1576060920,false,finalized,3,2/5/2018 12:28:56,NONE,1.0,USB,,Ethernet,,G1002794305,,True,"I also kind of want a faster uplink to the PC, either Ethernet or USB 2.0.","I also kind of want a faster uplink to the PC, either <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0.","I also kind of want a faster uplink to the PC, either *Ethernet* or §USB$ 2.0."
1576060921,false,finalized,3,2/5/2018 12:31:17,NONE,1.0,USB,,Ethernet,,J1462477747,,True,"It sports a decent array of I/O connections, with an Ethernet port, USB port and audio jack sockets on the right hand side of the case.","It sports a decent array of I/O connections, with an <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> port, <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> port and audio jack sockets on the right hand side of the case.","It sports a decent array of I/O connections, with an *Ethernet* port, §USB$ port and audio jack sockets on the right hand side of the case."
1576060922,false,finalized,3,2/5/2018 12:30:33,NONE,1.0,Windows XP,,Windows Vista,,K1713926466,,True,"Microsoft security essentials is one of the decent antivirus and antimalware application provided by Microsoft for free to Windows XP, windows Vista and windows 7 users.","Microsoft security essentials is one of the decent antivirus and antimalware application provided by Microsoft for free to <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> and windows 7 users.","Microsoft security essentials is one of the decent antivirus and antimalware application provided by Microsoft for free to *Windows XP*, §Windows Vista$ and windows 7 users."
1576060923,false,finalized,3,2/5/2018 12:29:36,BETTER,1.0,Python,,Perl,,G1062299782,,True,"I'd say Python is far better at the latter than some others, such as Perl.","I'd say <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is far better at the latter than some others, such as <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","I'd say *Python* is far better at the latter than some others, such as §Perl$."
1576060924,false,finalized,3,2/5/2018 12:33:38,WORSE,1.0,Windows XP,,Windows 8,,J1572361159,,True,"Just look at the garbage being produced in Windows 8. My old Windows XP pro had better graphics and functionality in my opinion, and I'm not even going to discuss the problems I've had with Windows Vista.","Just look at the garbage being produced in <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>. My old <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> pro had better graphics and functionality in my opinion, and I'm not even going to discuss the problems I've had with Windows Vista.","Just look at the garbage being produced in *Windows 8*. My old §Windows XP$ pro had better graphics and functionality in my opinion, and I'm not even going to discuss the problems I've had with Windows Vista."
