_unit_id,_created_at,_updated_at,label,sentence,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold_reason
1444891699,11/9/2017 11:16:29,11/9/2017 16:15:49,NO_COMP,"Perl, OBJECT_A, OBJECT_B and C# are good ones.",,
1444891700,11/9/2017 11:16:29,11/9/2017 15:37:21,NO_COMP,I have a extrange problem compiling OBJECT_A/OBJECT_B extension.,,
1444891701,11/9/2017 11:16:29,11/9/2017 15:45:50,NO_COMP,"Scripting- OBJECT_A, OBJECT_B, Perl, PowerShell.",,
1444891702,11/9/2017 11:16:29,11/9/2017 15:45:39,UNCLEAR,"While OBJECT_A is slightly faster, OBJECT_B utilises memory better.",,
1444891703,11/9/2017 11:16:29,11/9/2017 15:46:16,NO_COMP,A OBJECT_A/OBJECT_B script might work better for this....,,
1444891704,11/9/2017 11:16:29,11/9/2017 15:48:00,NO_COMP,"That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, OBJECT_A, OBJECT_B, etc.",,
1444891705,11/9/2017 11:16:29,11/9/2017 16:12:26,NO_COMP,"The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/OBJECT_A/OBJECT_B.",,
1444891706,11/9/2017 11:16:29,11/9/2017 15:44:26,NO_COMP,"Immutability fits into this complex because in OBJECT_A/Perl/OBJECT_B/other languages I often solve this with some form of monkeypatching, which is a form of mutability.",,
1444891707,11/9/2017 11:16:29,11/9/2017 15:48:43,NO_COMP,"There are much better alternatives (OBJECT_A, OBJECT_B).",,
1444891708,11/9/2017 11:16:29,11/9/2017 15:48:14,NO_COMP,Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.,,
1444891709,11/9/2017 11:16:29,11/9/2017 15:46:31,NO_COMP,"Maybe we should stop using languages like OBJECT_A, OBJECT_B and Perl because they're ""slow"".",,
1444891710,11/9/2017 11:16:29,11/9/2017 16:15:49,NO_COMP,He raises the point that runtime libraries for OBJECT_A / OBJECT_B etc have a unique set of issues because they tend to have their own packaging systems.,,
1444891711,11/9/2017 11:16:29,11/9/2017 15:48:43,NO_COMP,"But maybe that's just because I'm not used to seeing OBJECT_A, just as you're not used to seeing OBJECT_B code.",,
1444891712,11/9/2017 11:16:29,11/9/2017 15:48:00,BETTER,I guess that's fair because the implementation might be done better in OBJECT_A than it was in OBJECT_B.,,
1444891713,11/9/2017 11:16:29,11/9/2017 16:12:26,BETTER,"I'm not totally convinced the debugging tools for Perl, OBJECT_A or PHP are substantially better than OBJECT_B, even if they are slightly better.",,
1444891714,11/9/2017 11:16:29,11/9/2017 15:42:23,NO_COMP,Agile development is the most popular model at the moment because of architectures like OBJECT_A on Rails and Django (for OBJECT_B).,,
1444891715,11/9/2017 11:16:29,11/9/2017 15:46:17,WORSE,In addition the comparison on multi-core machines is also flawed because OBJECT_A code uses only one CPU whereas OBJECT_B uses all four due to use of multiprocessing library.,,
1444891716,11/9/2017 11:16:29,11/9/2017 15:44:26,WORSE,OBJECT_A is even worse than OBJECT_B.,,
1444891717,11/9/2017 11:16:29,11/9/2017 15:49:07,NO_COMP,"Perl, OBJECT_A, and OBJECT_B were successful because their creators were good coders with clear goals, who shipped useful programs.",,
1444891718,11/9/2017 11:16:29,11/9/2017 16:12:01,NO_COMP,"OBJECT_A and OBJECT_B were much more recently the ""hot new thing"" and have gotten a lot more attention in the last decade or so because of that.",,
1444891719,11/9/2017 11:16:29,11/9/2017 16:16:53,WORSE,"I've tried OBJECT_A, and can see why people like it, but OBJECT_B suits my style better.",,
1444891720,11/9/2017 11:16:29,11/9/2017 15:46:17,NO_COMP,"OBJECT_A and OBJECT_B are languages competing for a similar bracket, so they will always appear to be ""converging,"" because smart people are finding the key features.",,
1444891721,11/9/2017 11:16:29,11/9/2017 15:45:16,NO_COMP,"I started with OO languages (OBJECT_A & OBJECT_B) because people recommend them, and they seem to be relatively easy to get started with.",,
1444891722,11/9/2017 11:16:29,11/9/2017 15:44:38,NO_COMP,"Unfortunately, when it comes to potential projects OBJECT_A suffers because it's similarity to OBJECT_B.",,
1444891723,11/9/2017 11:16:29,11/9/2017 15:50:05,NO_COMP,"It is worth noting that because the APIs use the standard HTTP protocol you can easily work with them from any programming language including C#, Java, OBJECT_A, OBJECT_B, Perl, PHP and others.",,
1444891724,11/9/2017 11:16:29,11/9/2017 15:48:13,NO_COMP,"With dynamically typed languages, like PHP, OBJECT_A, OBJECT_B, your development will be much faster, but you will have to test your code much better.",,
1444891725,11/9/2017 11:16:29,11/9/2017 16:12:01,BETTER,"The only reason OBJECT_A is used over OBJECT_B, is because of libraries...",,
1444891726,11/9/2017 11:16:29,11/9/2017 16:15:03,NO_COMP,"And now that MS has support for OBJECT_A and OBJECT_B, they are as evil as before but also stupid, because that means they don't have any direction to give to the community.",,
1444891727,11/9/2017 11:16:29,11/9/2017 15:37:21,BETTER,a sequence reserve can be simply: s.reverse etc. if you use databases: OBJECT_A database binding API is arguably better than OBJECT_B.,,
1444891728,11/9/2017 11:16:29,11/9/2017 15:45:40,NO_COMP,"It comes with an updated XML stack and lets dynamic languages like OBJECT_A, Groovy, OBJECT_B and JavaScript get better performance running on JVMs.",,
1444891729,11/9/2017 11:16:29,11/9/2017 15:48:13,NO_COMP,"We will just be a little more conscious,"" because I don't see OBJECT_A or OBJECT_B as being inevitably slower.",,
1444891730,11/9/2017 11:16:29,11/9/2017 15:50:05,NO_COMP,The problem is OBJECT_A and OBJECT_B are not seen as enterprise ready or fit for anything better than simple applications.,,
1444891731,11/9/2017 11:16:29,11/9/2017 15:50:05,NO_COMP,OBJECT_A and OBJECT_B perform significantly better.,,
1444891732,11/9/2017 11:16:29,11/9/2017 15:48:00,NO_COMP,"Yes, I keep on bitchin' on collectors because I should probably spend my free time learning OBJECT_A or OBJECT_B or something.",,
1444891733,11/9/2017 11:16:29,11/9/2017 16:12:01,NO_COMP,"The even better news is that it is actually possible to use a variety of tools: OBJECT_A, OBJECT_B, shell scripts and R to perform distributed fault tolerant processing of your data on a Hadoop cluster....",,
1444891734,11/9/2017 11:16:29,11/9/2017 15:50:05,NO_COMP,"That hurts because for a company to want a telecommuter bad enough, they'd better bring some serious talent to the table which usually consists of front-end, backend, OBJECT_A and OBJECT_B experience.",,
1444891735,11/9/2017 11:16:29,11/9/2017 15:45:40,NO_COMP,"So in OBJECT_A, a good programmer will want to take a different route to solving the problem than he would in OBJECT_B, just because it actually is the better way to do it.",,
1444891736,11/9/2017 11:16:29,11/9/2017 15:48:43,NO_COMP,"He also thinks that ""SOAP never caught on because many popular languages were left out such as OBJECT_A and OBJECT_B.""",,
1444891737,11/9/2017 11:16:29,11/9/2017 15:47:48,BETTER,I mention all that because I think you've missed an important way in which OBJECT_A blocks are more powerful than anything in OBJECT_B: a block executes fully within the defining context.,,
1444891738,11/9/2017 11:16:29,11/9/2017 15:50:05,NO_COMP,"For better or worse, OBJECT_A, OBJECT_B, JavaScript and so on have changed how people see programming.",,
1444891739,11/9/2017 11:16:29,11/9/2017 15:46:16,NO_COMP,"People fight over principles like ""OBJECT_A is better than OBJECT_B"" or ""you shouldn't write unit test,"" all of which are absolutely absurd.",,
1444891740,11/9/2017 11:16:29,11/9/2017 15:46:17,NO_COMP,"Node is a good fit for CouchDB because Couch encourages asynchronous background processes, but people also use OBJECT_A / OBJECT_B / Java for the same purposes.",,
1444891741,11/9/2017 11:16:29,11/9/2017 15:48:43,UNCLEAR,It is a lot easier to do text parsing in Perl/OBJECT_A/OBJECT_B than it is in Java or C# (partially because it is a lot easier to use regular expressions).,,
1444891742,11/9/2017 11:16:29,11/9/2017 15:47:48,NO_COMP,"Wanting to learn more about Google Wave, I ported the Wave Robot OBJECT_A Client library to OBJECT_B, mainly because I wanted to understand the protocol.",,
1444891743,11/9/2017 11:16:29,11/9/2017 15:48:00,NO_COMP,"for json: i also think its better to just use OBJECT_A, OBJECT_B, perl and transform it.",,
1444891744,11/9/2017 11:16:29,11/9/2017 15:43:24,NO_COMP,"Sitting down with another programming language for a while can open your mind up to other ways of solving problems, and I think I became a better OBJECT_A programmer after spending time in OBJECT_B land.",,
1444891745,11/9/2017 11:16:29,11/9/2017 16:15:03,NO_COMP,"I think this is very accurate because I see most people that complain against PHP, they are usually somebody that has an agenda to favor some other language... can be OBJECT_A or OBJECT_B.",,
1444891746,11/9/2017 11:16:29,11/9/2017 15:42:02,NO_COMP,"OBJECT_A is like perl and OBJECT_B, only better, and it is required to run this software.",,
1444891747,11/9/2017 11:16:29,11/9/2017 15:48:14,UNCLEAR,OBJECT_A and OBJECT_B are even worse than Java performance wise.,,
1444891748,11/9/2017 11:16:29,11/9/2017 15:42:02,NO_COMP,I wonder if they didn't compare themselves to OBJECT_A or OBJECT_B because they couldn't contrive examples that produce huge LOC differences?,,
1444891749,11/9/2017 11:16:29,11/9/2017 15:46:16,BETTER,"For this reason alone, OBJECT_A is clearly better than OBJECT_B or Perl.",,
1444891750,11/9/2017 11:16:29,11/9/2017 15:42:02,NO_COMP,"Anyway, for this book, geany has been used, mainly because it handles both OBJECT_A and OBJECT_B (amongst many others), and is rather lightweight.",,
1444891751,11/9/2017 11:16:29,11/9/2017 15:45:50,BETTER,I love the language but I'm considering getting better at OBJECT_A just because OBJECT_B is so slow I feel bad using it for anything serious.,,
1444891752,11/9/2017 11:16:29,11/9/2017 15:45:40,NO_COMP,"Modern languages like scala, OBJECT_A and maybe OBJECT_B are much better at this.",,
1444891753,11/9/2017 11:16:29,11/9/2017 16:12:26,WORSE,"I usually recommend OBJECT_A over OBJECT_B, as I prefer it, but in this case it may be better, due to everything inherently being an object.",,
1444891754,11/9/2017 11:16:29,11/9/2017 15:49:07,NO_COMP,"It's why I mention OBJECT_A and OBJECT_B, because they've at least heard of them.",,
1444891755,11/9/2017 11:16:29,11/9/2017 16:15:04,NO_COMP,And so you have many programmers choosing to use OBJECT_A or OBJECT_B because good libraries exist there for solving modern problems.,,
1444891756,11/9/2017 11:16:29,11/9/2017 15:49:07,UNCLEAR,"OBJECT_A or OBJECT_B may actually help promote better programming practices, but they aren't as accessible as PHP in terms of examples, online docs and tutorials, and hosting is not as easy.",,
1444891757,11/9/2017 11:16:29,11/9/2017 15:42:23,WORSE,OBJECT_A would have also been a good choice but IMO it is an inferior language compared to OBJECT_B.,,
1444891758,11/9/2017 11:16:29,11/9/2017 15:48:14,NO_COMP,"Got a good job writing C++? Hopefully you also know some Java, or better yet some OBJECT_A, OBJECT_B or some other higher level scripting language.",,
1444891759,11/9/2017 11:16:29,11/9/2017 15:50:05,WORSE,I'd been kind of hoping Apple would dump AppleScript and switch over to OBJECT_A or (even better) OBJECT_B as the official AppleEvent scripting language [1].,,
1444891760,11/9/2017 11:16:29,11/9/2017 15:48:14,NO_COMP,"I'd go so far as to say OBJECT_A and OBJECT_B aren't either, though both are very powerful and are better suited to some tasks than Java.",,
1444891761,11/9/2017 11:16:29,11/9/2017 16:12:01,NO_COMP,"Proves Superior to OBJECT_A, OBJECT_B, Perl and Other Dynamic Programming Languages",,
1444891762,11/9/2017 11:16:29,11/9/2017 15:42:02,NO_COMP,"I'm a huge OBJECT_A/Django & OBJECT_B/Rails fan, but I will never stop using PHP because it is so broadly accepted and supported.",,
1444891763,11/9/2017 11:16:29,11/9/2017 15:43:24,NO_COMP,"OBJECT_A and OBJECT_B support features of orthogonality, maintainability, etc. even better, in many respects.",,
1444891764,11/9/2017 11:16:29,11/9/2017 15:50:05,UNCLEAR,"Your argument of awk being the ""underlanguage"" and not suitable for the job because you think that only Perl/OBJECT_A/OBJECT_B can do the job is flawed and weak.",,
1444891765,11/9/2017 11:16:29,11/9/2017 15:42:23,BETTER,"OBJECT_A has RDoc , and it looks better than anything I've seen in OBJECT_B.",,
1444891766,11/9/2017 11:16:29,11/9/2017 15:49:07,NO_COMP,"You might be better served learning a language like Objective-C, OBJECT_A, OBJECT_B or even Unix shell-scripting, which are more useful for creating useful code on modern computer systems.",,
1444891767,11/9/2017 11:16:29,11/9/2017 15:48:14,UNCLEAR,Any sources that discuss the pros and cons of each or why it would be better to do X in OBJECT_A rather than OBJECT_B?,,
1444891768,11/9/2017 11:16:29,11/9/2017 15:44:26,NO_COMP,"Perl isn't dying because the competition, namely OBJECT_A and OBJECT_B, is itself idiosyncratic, Hyperlogos blogger Martin Espinoza opined.",,
1444891769,11/9/2017 11:16:29,11/9/2017 15:48:14,NO_COMP,Today? You'll build a better app in less time and with fewer people using OBJECT_A with Django or OBJECT_B on Rails.,,
1444891770,11/9/2017 11:16:29,11/9/2017 15:45:39,BETTER,One of them ( Jan rather than Andrzej ) was of the opinion that OBJECT_A was more object oriented than OBJECT_B because you are able tack methods onto the built-in classes.,,
1444891771,11/9/2017 11:16:29,11/9/2017 15:45:39,NO_COMP,"OBJECT_A, OBJECT_B, WordPress, and the old standard OpenOffice (in a freshly minted version 4) are better and stronger than ever.",,
1444891772,11/9/2017 11:16:29,11/9/2017 15:44:38,BETTER,OBJECT_A has better support for such declarative styles and I am glad the core OBJECT_B language is not going down that route.,,
1444891773,11/9/2017 11:16:29,11/9/2017 15:37:21,BETTER,"Mainly because OBJECT_A is used in considerably more non-web applications than OBJECT_B, which makes your skills more portable (and you more employable).",,
1444891774,11/9/2017 11:16:29,11/9/2017 16:15:49,NO_COMP,"This is one area where MySQL Cookbook really shines, because it contains a large amount of sample code in Perl, PHP, OBJECT_A, Java, and even OBJECT_B.",,
1444891775,11/9/2017 11:16:29,11/9/2017 15:44:38,NO_COMP,I use OBJECT_A and OBJECT_B heavily because it's easy for other people to understand and I can quickly do a task in them.,,
1444891776,11/9/2017 11:16:29,11/9/2017 16:16:52,NO_COMP,I take your word that Perl/OBJECT_A/OBJECT_B/LISP/whatever is much superior.,,
1444891781,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A and OBJECT_B only.,,
1444891782,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A, iPad, and OBJECT_B Compatible!",,
1444891783,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,(See OBJECT_A Dethrones the OBJECT_B .),,
1444891784,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A, OBJECT_B, BlackBerry, Windows",,
1444891785,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,", free for OBJECT_A and OBJECT_B).",,
1444891786,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Download our OBJECT_A & OBJECT_B Apps,,
1444891787,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A/iPad and OBJECT_B Apps,,
1444891788,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,...developer for OBJECT_A AND OBJECT_B.,,
1444891789,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"(OBJECT_A, OBJECT_B).",,
1444891790,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Apps for OBJECT_A and OBJECT_B,,
1444891791,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"(OBJECT_A, OBJECT_B; free)",,
1444891792,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"( OBJECT_A , OBJECT_B , Metal Slug X )",,
1444891793,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A, OBJECT_B & web app developer",,
1444891794,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A and OBJECT_B editions (£2.39),",,
1444891795,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A and OBJECT_B apps,,
1444891796,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A  and  OBJECT_B .,,
1444891797,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A & OBJECT_B Development,,
1444891798,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A, OBJECT_B, Windows phone, etc).",,
1444891799,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,RetailMeNot for OBJECT_A or OBJECT_B .,,
1444891800,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A], OBJECT_B, Windows and Linux)",,
1444891801,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"( OBJECT_A , Crush , iPad , OBJECT_B )",,
1444891802,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A and OBJECT_B app.,,
1444891803,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"OBJECT_A, iPad & OBJECT_B Devices Supported",,
1444891804,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Flowd (OBJECT_A/OBJECT_B/Nokia),,
1444891805,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,OBJECT_A / BlackBerry / OBJECT_B / Symbian,,
1444891806,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"OBJECT_A is much better, economically speaking, than OBJECT_B.",,
1444891807,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,Probably because of this they would find OBJECT_A more simple and straightforward than OBJECT_B.,,
1444891808,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"If you're a fed-up OBJECT_A user looking to switch to an OBJECT_B device, there are better options.",,
1444891809,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"I'm actually quite disappointed with how much better are the photos than from my OBJECT_A, which easily matched OBJECT_B 4S.",,
1444891810,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,why accept an inferior phone running Google's OBJECT_A when you can have Apple's superior OBJECT_B for a hundred dollars more? That is a matter of opinion.,,
1444891811,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"It multitasks even better than OBJECT_A, its as responsive as an OBJECT_B, and its hardware is better than most blackberries.",,
1444891812,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,People do not necessarily switch from an OBJECT_A to an OBJECT_B or vice versa because they think one is better than the other.,,
1444891813,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,This is significant if you consider there are a number of OBJECT_A phones available for a similar price which are technologically superior to the OBJECT_B 3GS .,,
1444891814,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,How hard is it to accept the fact OBJECT_A is doing better then the OBJECT_B these days?,,
1444891815,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"However, with Apple's switch, Google's superior mapping app gives OBJECT_A phones a clear advantage over the OBJECT_B in this important function.",,
1444891816,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"There was no port to OBJECT_A, iPad, or OBJECT_B because that would require rewriting the program.",,
1444891817,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,(Seriously this page works worse on an OBJECT_A using chrome than it did on the OBJECT_B using safari.),,
1444891818,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"Unsure if the ole OBJECT_A has this app, because OBJECT_B is so much better..lol..but the SLEEP APNEA 2.0 SLEEP ANALYZER works great.",,
1444891819,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"See what OBJECT_A or OBJECT_B has to offer "" better smartphones than BlackBerries!",,
1444891820,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,must have been reading our site because they finally ported their popular OBJECT_A application to OBJECT_B.,,
1444891821,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,Yawn... OBJECT_A phones are rapidly becoming better spec'd out than the OBJECT_B.,,
1444891822,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,These great apps will help you get better photos on your OBJECT_A or OBJECT_B smart phone.,,
1444891823,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,"From an end user perspective, the OBJECT_A , OBJECT_B and even the Windows Phone are providing better functionality than the BlackBerry.",,
1444891824,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,iHater muck-raking is useless because a 90% working OBJECT_A 4 is still better than a 95% working OBJECT_B or Symbian or RIM crapphone.,,
1444891825,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Make it a unique one a better one than OBJECT_A and OBJECT_B.,,
1444891826,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"While we find this better in implementation that the OBJECT_A, it's still more limited than OBJECT_B.",,
1444891827,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,There is nothing the OBJECT_A can do that an equally powerful OBJECT_B device can't do and more and better.,,
1444891828,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,I went GS3 over OBJECT_A simply because I prefer the OBJECT_B operating system.,,
1444891829,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"OBJECT_A didn't out pace the OBJECT_B this year, it just sold slightly better in America.",,
1444891830,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Not to mention that the OBJECT_A and OBJECT_B phones deliver a far superior user experience overall.,,
1444891831,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,The reason is simple: Apple's OBJECT_A is perceived by customers to be a better device than any OBJECT_B handset.,,
1444891832,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,10 Things OBJECT_A Does Better Than OBJECT_B OS,,
1444891833,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,OBJECT_A phones have better processing power than OBJECT_B,,
1444891834,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,Just another step towards showing that OBJECT_A is ultimately better than the OBJECT_B.,,
1444891835,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,The OBJECT_A OS Google Maps app is better integrated than the OBJECT_B app.,,
1444891836,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,"The version for the OBJECT_A was pathetic , and the OBJECT_B version is no better.",,
1444891837,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"OBJECT_A phones may have eclipsed the OBJECT_B in specs, and the UI is only getting better.",,
1444891838,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"The OBJECT_A may just blow us away again, regardless of how many of you think OBJECT_B is so superior.",,
1444891839,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,It's better than any OBJECT_A or OBJECT_B phone I've tested thus far.,,
1444891840,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,EVERYONE that bothers to do research knows OBJECT_A can do more and is better than the OBJECT_B.,,
1444891841,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"That's because certain products or services do better on certain carriers or devices, and it's possible to target ads at that level on OBJECT_A by not OBJECT_B.",,
1444891842,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,"In reply to Only a hill: ""The OBJECT_A has a notoriously inaccurate internal compass, but most OBJECT_B handsets are better"".",,
1444891843,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,Its better specs will make it more competitive against the OBJECT_A 4S and OBJECT_B superphones.,,
1444891844,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,OBJECT_A provides better Utility to us than an equivalent OBJECT_B.,,
1444891845,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,I think Apple is doing this because better apps is pretty much the only thing that's better about the OBJECT_A than OBJECT_B.,,
1444891846,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,The OBJECT_A is older and has a broader and better range of applications available than in the OBJECT_B Market.,,
1444891847,11/9/2017 11:16:30,11/9/2017 11:16:30,NO_COMP,"Owning an OBJECT_A or OBJECT_B smartphone just got even better with Pebble , the first watch designed for the 21st century.",,
1444891848,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,It's all down to personal preference just because your happier with OBJECT_A doesn't mean OBJECT_B users are using an inferior device.,,
1444891849,11/9/2017 11:16:30,11/9/2017 11:16:30,WORSE,Google shouldn't have mandated an inferior map app on the OBJECT_A (as opposed to OBJECT_B).,,
1444891850,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"I can say, hands down, the OBJECT_A/iPod touch UI is much better implemented than OBJECT_B is on the Droid.",,
1444891851,11/9/2017 11:16:30,11/9/2017 11:16:30,UNCLEAR,Microsoft Windows Phone 8 review: Better than OBJECT_A or OBJECT_B?,,
1444891852,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"I, and millions of others, like my OBJECT_A better than the equivalent OBJECT_B.",,
1444891853,11/9/2017 11:16:30,11/9/2017 11:16:30,BETTER,"The apps for the OBJECT_A are generally better than those for OBJECT_B (for example, consider The Weather Network apps).",,
