id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
M1926920083,Oracle MySQL & Database 12C,Oracle,MySQL,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F737750108,"For any lens that Canon or Nikon offers, there is a response from Sigma or Tamron that is as good or sometimes better.",Sigma,Nikon,WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ from/ADP/prep/< Y/PROPN/pobj/<
E675329218,"Everybody - or well, almost everybody - knows that Apple Maps is inferior to Google Maps.",Apple,Google,WORSE,0.6666666666666666,X/PROPN/compound/> be/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
S2983227885,"Use of continuous integration tools including (Jenkins/Go/Travis CI) Solid understanding of Scripting languages (Shell, Bash, Python) Configuration Management (Puppet/Ansible) Experience of working in DevOps model and environments... Networking Skills (LAN/WAN/Firewall) Desirable Skills and Experience: SC...",Python,Bash,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1647730788,"Looking back I'd say Perl is more general than AWK, but not necessarily better .",Perl,AWK,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ general/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F812358749,"given that I spend so much time writing about mssql, sybase, informix, Oracle, mysql, sqlite, i really should have known better and make sure to say that this particular post is related to PostgreSQL only.",Oracle,PostgreSQL,NONE,0.8,X/PROPN/advcl/> know/VERB/ROOT/^ make/VERB/conj/< sure/ADJ/acomp/< say/VERB/advcl/< relate/VERB/ccomp/< to/ADP/prep/< Y/PROPN/pobj/<
F812358749,"given that I spend so much time writing about mssql, sybase, informix, Oracle, mysql, sqlite, i really should have known better and make sure to say that this particular post is related to PostgreSQL only.",Oracle,PostgreSQL,NONE,0.8,X/PROPN/advcl/> mysql/NOUN/conj/V know/VERB/ROOT/^ make/VERB/conj/< sure/ADJ/acomp/< say/VERB/advcl/< relate/VERB/ccomp/< to/ADP/prep/< Y/PROPN/pobj/<
Q2732651559,"The team also invented the solid quality control manufacturing process approved by companies of Dell, HPQ, IBM, etc.",IBM,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2732651559,"The team also invented the solid quality control manufacturing process approved by companies of Dell, HPQ, IBM, etc.",IBM,Dell,NONE,1.0,X/PROPN/ROOT/^ hpq/PROPN/conj/V Y/PROPN/conj/<
H1173590712,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",Toyota,Chrysler,BETTER,0.8,X/PROPN/nsubj/> charge/VERB/ROOT/^ Y/PROPN/dobj/<
H1173590712,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",Toyota,Chrysler,BETTER,0.8,X/PROPN/nsubj/> charge/VERB/ROOT/^ friend/NOUN/poss/V Y/PROPN/dobj/<
H1173590712,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",Toyota,Chrysler,BETTER,0.8,X/PROPN/nsubj/> charge/VERB/ROOT/^ 20010/NUM/nummod/V Y/PROPN/dobj/<
Q2687158116,"The Samsung BD-P1000 is far from perfect, but it works a heck of a lot better than the two Toshiba offerings.",Samsung,Toshiba,BETTER,1.0,X/PROPN/compound/> be/VERB/ROOT/^ heck/NOUN/dobj/< of/ADP/prep/< lot/NOUN/pobj/< good/ADJ/amod/< than/ADP/prep/< Y/PROPN/pobj/<
Q2687158116,"The Samsung BD-P1000 is far from perfect, but it works a heck of a lot better than the two Toshiba offerings.",Samsung,Toshiba,BETTER,1.0,X/PROPN/compound/> be/VERB/ROOT/^ heck/NOUN/dobj/< of/ADP/prep/< lot/NOUN/pobj/< good/ADJ/amod/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
Q2687158116,"The Samsung BD-P1000 is far from perfect, but it works a heck of a lot better than the two Toshiba offerings.",Samsung,Toshiba,BETTER,1.0,X/PROPN/compound/> be/VERB/ROOT/^ heck/NOUN/dobj/< of/ADP/prep/< lot/NOUN/pobj/< good/ADJ/amod/< than/ADP/prep/< two/NUM/nummod/V Y/PROPN/pobj/<
G1028106980,"I can live with commercials that say that Pepsi is better then Coca-Cola, I can live with a commercial that says buy Hyper-V instead of VMware but I always have problems with seeing how Microsoft is constantly spreading this kind of commercials that are plain wrong.",Coca-Cola,Pepsi,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<
G1028106980,"I can live with commercials that say that Pepsi is better then Coca-Cola, I can live with a commercial that says buy Hyper-V instead of VMware but I always have problems with seeing how Microsoft is constantly spreading this kind of commercials that are plain wrong.",Coca-Cola,Pepsi,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ then/ADV/advmod/V Y/PROPN/npadvmod/<
E665867157,"Even assuming Ruby is better than Python, it doesn't matter.",Ruby,Python,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
A15581820,10. Marcus Davis - Midfield - Victoria - Uncommitted - Davis is a superb lacrosse player who might be even better at football!,football,lacrosse,NONE,0.6,X/PROPN/compound/> player/NOUN/ROOT/^ be/VERB/relcl/< good/ADJ/acomp/< at/ADP/prep/< Y/PROPN/pobj/<
T3243285103,"You can probably talk it into being multi line, but it would be easier to start the job with AWK or perl rather than trying to do it in Sed.",Sed,AWK,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
T3243285103,"You can probably talk it into being multi line, but it would be easier to start the job with AWK or perl rather than trying to do it in Sed.",Sed,AWK,BETTER,0.8,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/pobj/<
T3243285103,"You can probably talk it into being multi line, but it would be easier to start the job with AWK or perl rather than trying to do it in Sed.",Sed,AWK,BETTER,0.8,X/PROPN/ROOT/^ perl/NOUN/conj/V Y/PROPN/pobj/<
T3243285103,"You can probably talk it into being multi line, but it would be easier to start the job with AWK or perl rather than trying to do it in Sed.",Sed,AWK,BETTER,0.8,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
O2420871364,The book assumes you have a solid understanding of PHP programming and at least a dash of JavaScript/jQuery experience.,PHP,JavaScript,NONE,1.0,X/PROPN/compound/> programming/NOUN/ROOT/^ dash/NOUN/conj/< of/ADP/prep/< Y/PROPN/pobj/<
F781773821,"From Mexican by Better Homes and Gardens, this Mexican meatball soup comes with a surprise: pasta.",soup,pasta,NONE,1.0,X/PROPN/nsubj/> come/VERB/ROOT/^ Y/PROPN/dep/<
M1971914320,"Pascal, Java, Modula-3, Python, and Smalltalk are all great.",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1971914320,"Pascal, Java, Modula-3, Python, and Smalltalk are all great.",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ modula-3/PROPN/conj/V Y/PROPN/conj/<
F796578344,gamecube doesnt have better realistic graphics than the ps2? RE:4 anyone?,ps2,gamecube,WORSE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ graphic/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
F796578344,gamecube doesnt have better realistic graphics than the ps2? RE:4 anyone?,ps2,gamecube,WORSE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ graphic/NOUN/dobj/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
G925161745,He thought Ruby was a good name for a programming language newer (and hopefully better) than Perl.,Ruby,Perl,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ name/NOUN/attr/< for/ADP/prep/< newer/NOUN/pobj/< good/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
H1073500142,"If Ford wants me to buy American, then make a cheaper car that runs better than a Honda for the same price.",Ford,Honda,WORSE,0.8,X/PROPN/nsubj/> make/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ fabrication/NOUN/conj/V Y/PROPN/conj/<
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<
D443250786,Cambridge: harvard & mit,harvard,mit,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2618508829,The presentations for baseball/softball and Squash both featured Australians and were the superior presentations.,baseball,softball,NONE,1.0,NOPATH
P2558676297,"The metal is a solid quality, and the real wood isnt cheap plywood, its very good quality.",metal,plywood,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< Y/PROPN/npadvmod/<
I1405463847,"It is easier, less cryptic, and more robust than using a RegEx, and it comes in JavaScript, Ruby, Python, C#, PHP, and Objective-C flavors.",PHP,JavaScript,NONE,1.0,X/PROPN/poss/> #/NOUN/ROOT/^ Y/PROPN/appos/<
I1405463847,"It is easier, less cryptic, and more robust than using a RegEx, and it comes in JavaScript, Ruby, Python, C#, PHP, and Objective-C flavors.",PHP,JavaScript,NONE,1.0,X/PROPN/poss/> ruby/PROPN/conj/V #/NOUN/ROOT/^ Y/PROPN/appos/<
R2943361150,Trek: Honda/Toyota.,Toyota,Honda,NONE,1.0,NOPATH
C384502473,"Asus or Gigabyte get my ""main-rig"" business these days.",Gigabyte,Asus,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C384502473,"Asus or Gigabyte get my ""main-rig"" business these days.",Gigabyte,Asus,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
G1005231774,I always knew that one day Smalltalk would replace Java.,Java,Smalltalk,BETTER,0.8,X/PROPN/nsubj/> replace/VERB/ROOT/^ Y/PROPN/dobj/<
T3228993829,"Yes, this is a stretch, but a desktop + iphone may be better than an expensive laptop.",laptop,iphone,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3228993829,"Yes, this is a stretch, but a desktop + iphone may be better than an expensive laptop.",laptop,iphone,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< an/DET/det/V Y/PROPN/pobj/<
T3228993829,"Yes, this is a stretch, but a desktop + iphone may be better than an expensive laptop.",laptop,iphone,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< expensive/ADJ/amod/V Y/PROPN/pobj/<
A166799191,"After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than Java (Lucene) or Common Lisp (Montezuma).",Java,Lisp,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A166799191,"After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than Java (Lucene) or Common Lisp (Montezuma).",Java,Lisp,NONE,1.0,X/PROPN/ROOT/^ lucene/PROPN/appos/V Y/PROPN/conj/<
A166799191,"After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than Java (Lucene) or Common Lisp (Montezuma).",Java,Lisp,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
A166799191,"After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than Java (Lucene) or Common Lisp (Montezuma).",Java,Lisp,NONE,1.0,X/PROPN/ROOT/^ common/PROPN/compound/V Y/PROPN/conj/<
D496067859,"CODE:NEO can enhance existing Java, Perl, or ASP programs to execute and run at least ten times faster on a web server.",Java,Perl,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1372320286,It does however look better than most USB Bluetooth adapters and the build quality is very good.,USB,Bluetooth,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^
L1798919013,"New York, california, Florida and michigan all have better track records and are working towards getting better themselves.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1798919013,"New York, california, Florida and michigan all have better track records and are working towards getting better themselves.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ florida/PROPN/conj/V Y/PROPN/conj/<
N2262509379,"Sony, Dell, HP/Compaq amongst others use proprietary parts where possible (notebooks are even worse) so if a part fails, you have to buy from them at outrageous cost.",Sony,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G942220028,"Hiking, camping, fishing, swimming...",fishing,swimming,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2835108356,"This is as fast as, or faster than, most UPS deliveries from california to michigan.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
R2835108356,"This is as fast as, or faster than, most UPS deliveries from california to michigan.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ to/PART/prep/V Y/PROPN/pobj/<
E669195712,Even Nike-ized individuality is way better than say Adidas coming out with new uniforms for March Madness which besides changing the school colors were exactly the same for all teams.,Nike,Adidas,BETTER,1.0,X/PROPN/npadvmod/> ized/VERB/amod/> be/VERB/ROOT/^ than/ADP/prep/< say/VERB/intj/< Y/PROPN/dobj/<
F836078317,Gross Margin The increase in Nokia Siemens Networks non-IFRS gross margin in 2012 was primarily due to the better gross margin in both infrastructure equipment and services.,Nokia,Siemens,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
R2852443474,This makes Ruby almost as slow as Python was made faster.,Ruby,Python,WORSE,0.5,X/PROPN/nsubj/> slow/ADJ/ROOT/^ as/ADP/prep/< Y/PROPN/pobj/<
K1647456150,Looking at MySQL and Oracle,Oracle,MySQL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1647456150,Looking at MySQL and Oracle,Oracle,MySQL,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
M2006505766,"Please, DV8, will you all enlighten us as to how much money has been invested in Better Place by Deutsch Bank, and how many Better Place compatible EV's will be coming off the Renault-Nissan lines, and when they are plugged in on average 22 hours a day, what that will do for Blees accusation that there is 'no demand for wind when it blows'.",Nissan,Renault,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
I1345876075,"I see the G4 getting worked on a bit - maybe by Apple/Moto/IBM putting their heads together, allowing them to make a much better consumer level chip.",Apple,IBM,NONE,1.0,NOPATH
O2416119526,"The better states are mostly in New England and the upper Midwest: Connecticut, Massachusetts, pennsylvania, michigan and Utah.",michigan,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2267959206,"So that's at least six teams on our schedule playing decent opponents today: michigan, Wisconsin, Minnesota, georgia Tech, Gonzaga, and Missouri.",georgia,michigan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2267959206,"So that's at least six teams on our schedule playing decent opponents today: michigan, Wisconsin, Minnesota, georgia Tech, Gonzaga, and Missouri.",georgia,michigan,NONE,1.0,X/PROPN/ROOT/^ wisconsin/PROPN/npadvmod/V Y/PROPN/conj/<
Q2744932917,The truth is that Nintendo's business model has been far superior to that of Sony and Microsoft in this generation.,Microsoft,Sony,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2744932917,The truth is that Nintendo's business model has been far superior to that of Sony and Microsoft in this generation.,Microsoft,Sony,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
D515788514,"Considering the fact that Nintendo's main competition these days isn't the likes of Sony, but Apple, they really can't afford such a mediocre launch.",Apple,Sony,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
D515788514,"Considering the fact that Nintendo's main competition these days isn't the likes of Sony, but Apple, they really can't afford such a mediocre launch.",Apple,Sony,NONE,0.6,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/conj/<
K1714031176,Microsoft wanted a low-cost tablet and that's impossible to do with decent performance and battery life on current Intel components; thus Windows RT.,Microsoft,Intel,NONE,0.6,X/PROPN/nsubj/> want/VERB/ROOT/^ '/VERB/conj/< impossible/ADJ/acomp/< do/VERB/xcomp/< with/ADP/prep/< performance/NOUN/pobj/< on/ADP/prep/< Y/PROPN/pobj/<
K1714031176,Microsoft wanted a low-cost tablet and that's impossible to do with decent performance and battery life on current Intel components; thus Windows RT.,Microsoft,Intel,NONE,0.6,X/PROPN/nsubj/> want/VERB/ROOT/^ '/VERB/conj/< impossible/ADJ/acomp/< do/VERB/xcomp/< with/ADP/prep/< performance/NOUN/pobj/< on/ADP/prep/< current/ADJ/amod/V Y/PROPN/pobj/<
B211201052,"Also a bit of a bust is baseball, though, it's better than tennis.",baseball,tennis,BETTER,1.0,X/PROPN/nsubj/> '/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F888831558,"Hell, even a Python/Psyco combo would be infinitely better in that area than PHP.",Python,PHP,BETTER,1.0,NOPATH
H1183593796,"I'll most likely give it a better score once golf, baseball, and boxing comes out.",baseball,golf,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3250753508,"You'd probably be better off with SQLite, PostgreSQL, or MySQL as a backend.",MySQL,PostgreSQL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3250753508,"You'd probably be better off with SQLite, PostgreSQL, or MySQL as a backend.",MySQL,PostgreSQL,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
R2799772062,They've rated Metal Gear Solid for the psp and ps3.,psp,ps3,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2799772062,They've rated Metal Gear Solid for the psp and ps3.,psp,ps3,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
O2309312554,"Strong Java experience or, even better, experience and/or interest in Scala",Java,Scala,WORSE,0.6,X/PROPN/compound/> experience/NOUN/ROOT/^ experience/NOUN/conj/< interest/NOUN/conj/< in/ADP/prep/< Y/PROPN/pobj/<
E581688763,diet soda and tea),tea,soda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E581688763,diet soda and tea),tea,soda,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
A92433937,5 Reasons Microsoft SkyDrive is Better Than Google Drive,Microsoft,Google,BETTER,0.8,X/PROPN/compound/> skydrive/PROPN/nsubj/> skydrive/PROPN/ROOT/^ Y/PROPN/attr/<
A92433937,5 Reasons Microsoft SkyDrive is Better Than Google Drive,Microsoft,Google,BETTER,0.8,X/PROPN/compound/> skydrive/PROPN/nsubj/> skydrive/PROPN/ROOT/^ than/PROPN/compound/V Y/PROPN/attr/<
M1938553840,"Other drawings preview future designs for the center stack of GM's Lambda-based crossovers , better known as the GMC Acadia , Saturn Outlook and Buick Enclave , as well as a new design for its Chevy Malibu and Saturn Aura models and an upcoming SUV from Cadillac .",Cadillac,Buick,NONE,1.0,X/PROPN/compound/> enclave/PROPN/ROOT/^ design/NOUN/conj/< for/ADP/prep/< model/NOUN/pobj/< suv/NOUN/conj/< from/ADP/prep/< Y/PROPN/pobj/<
M1946038011,"Our C series pen point attachments produce an even, consistent, solid stroke of wax paint.",paint,pen,NONE,1.0,X/PROPN/compound/> produce/VERB/ROOT/^ of/ADP/prep/< Y/PROPN/pobj/<
M1946038011,"Our C series pen point attachments produce an even, consistent, solid stroke of wax paint.",paint,pen,NONE,1.0,X/PROPN/compound/> produce/VERB/ROOT/^ of/ADP/prep/< wax/NOUN/compound/V Y/PROPN/pobj/<
M2054180897,"Python grew out of the need for a ""better"" Perl.",Python,Perl,BETTER,0.6,X/PROPN/nsubj/> grow/VERB/ROOT/^ out/ADP/prep/< of/ADP/prep/< need/NOUN/pobj/< for/ADP/prep/< Y/PROPN/pobj/<
M2054180897,"Python grew out of the need for a ""better"" Perl.",Python,Perl,BETTER,0.6,X/PROPN/nsubj/> grow/VERB/ROOT/^ out/ADP/prep/< of/ADP/prep/< need/NOUN/pobj/< for/ADP/prep/< good/ADJ/amod/V Y/PROPN/pobj/<
I1306287895,"In the future expect a far superior one from one of or all of Samsung, Sony, Nokia.",Nokia,Samsung,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1306287895,"In the future expect a far superior one from one of or all of Samsung, Sony, Nokia.",Nokia,Samsung,NONE,1.0,X/PROPN/ROOT/^ sony/PROPN/conj/V Y/PROPN/conj/<
B212062184,"(Also, Bash may not be the best language to do arithmetic-heavy operations in - something like Python might be a better choice)",Python,Bash,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ language/NOUN/attr/< do/VERB/relcl/< operation/NOUN/dobj/< in/ADP/prep/< something/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<
K1713801223,"Microsoft looked like a decent bet, especially after Amazon went with Texas Instruments '   ( Nasdaq: TXN     ) processor again in the recent Kindle Fires.",Microsoft,Amazon,NONE,0.6,X/PROPN/nsubj/> look/VERB/ROOT/^ after/ADP/prep/< Y/PROPN/pobj/<
E613571176,"Drinkability: a solid beer, but as I said it's not precisely my cup of tea.",beer,tea,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/pobj/<
E613571176,"Drinkability: a solid beer, but as I said it's not precisely my cup of tea.",beer,tea,NONE,0.6,X/PROPN/ROOT/^ but/CONJ/nmod/V Y/PROPN/pobj/<
E613571176,"Drinkability: a solid beer, but as I said it's not precisely my cup of tea.",beer,tea,NONE,0.6,X/PROPN/ROOT/^ say/VERB/advcl/V Y/PROPN/pobj/<
G1061389969,"I'd place it in Audi A4/Mercedes-Benz C-Class territory, and it holds up pretty well as a solid alternative for shoppers considering these two models.",Audi,Mercedes-Benz,NONE,1.0,NOPATH
M1987552764,"Perhaps this will mean even better performance of the K8N Neo with Nvidia graphics with future BIOS revisions, or it may be that the performance we are seeing with the production MSI K8N Neo Platinum is more representative of the balance that we will see in shipping nF3-250 motherboards.",Nvidia,MSI,NONE,0.8,X/ADJ/amod/> graphic/NOUN/ROOT/^ be/VERB/conj/< performance/NOUN/attr/< see/VERB/relcl/< with/ADP/prep/< Y/PROPN/pobj/<
M1987552764,"Perhaps this will mean even better performance of the K8N Neo with Nvidia graphics with future BIOS revisions, or it may be that the performance we are seeing with the production MSI K8N Neo Platinum is more representative of the balance that we will see in shipping nF3-250 motherboards.",Nvidia,MSI,NONE,0.8,X/ADJ/amod/> graphic/NOUN/ROOT/^ be/VERB/conj/< performance/NOUN/attr/< see/VERB/relcl/< with/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
M1987552764,"Perhaps this will mean even better performance of the K8N Neo with Nvidia graphics with future BIOS revisions, or it may be that the performance we are seeing with the production MSI K8N Neo Platinum is more representative of the balance that we will see in shipping nF3-250 motherboards.",Nvidia,MSI,NONE,0.8,X/ADJ/amod/> graphic/NOUN/ROOT/^ be/VERB/conj/< performance/NOUN/attr/< see/VERB/relcl/< with/ADP/prep/< production/NOUN/compound/V Y/PROPN/pobj/<
D466238048,"Channels such as youtube, facebook and others make it easier to search and consume this content.",facebook,youtube,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2223379078,"Smalltalk (and Java)"".",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2223379078,"Smalltalk (and Java)"".",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
E598900728,"Do not use aspirin, ibuprofen (Motrin®, Advil®) or naproxen (Aleve®).",Advil,Motrin,NONE,1.0,NOPATH
B317929057,"Anyway, I agree that PHP is better (or at least easier to use) than Java for some things.",Java,PHP,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< easy/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
F733348629,"Following the nasty trip to carolina, the Dores have three very winnable games with non-conference foes UMass and UAB before hosting a mediocre missouri team.",carolina,missouri,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ before/ADP/prep/< host/VERB/pcomp/< Y/PROPN/dobj/<
F733348629,"Following the nasty trip to carolina, the Dores have three very winnable games with non-conference foes UMass and UAB before hosting a mediocre missouri team.",carolina,missouri,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ before/ADP/prep/< host/VERB/pcomp/< mediocre/ADJ/amod/V Y/PROPN/dobj/<
P2491857252,The first thing you are going to need is an Intel Based Apple Computer running OSX 10.6.6 or better.,Apple,Intel,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
