_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,please_select_how_object_a_and_object_b_compare_in_the_sentence_above,label,please_select_how_object_a_and_object_b_compare_in_the_sentence_above_gold,sentence
1444891685,11/9/2017 15:45:06,false,3014447706,,11/9/2017 15:43:38,false,neodev,1.0,43889953,VEN,25,Caracas,201.209.232.151,NO_COMP,NO_COMP,,"Highly skilled in Perl, PHP, OBJECT_A, OBJECT_B programming languages."
1444891685,11/9/2017 15:45:12,false,3014448353,,11/9/2017 15:43:50,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,NO_COMP,NO_COMP,,"Highly skilled in Perl, PHP, OBJECT_A, OBJECT_B programming languages."
1444891686,11/9/2017 15:45:00,false,3014447157,,11/9/2017 15:43:29,false,neodev,0.8571,39616594,ALB,"","",46.99.45.163,NO_COMP,NO_COMP,,"OBJECT_A, java, OBJECT_B, php, javascript"
1444891686,11/9/2017 15:45:26,false,3014449402,,11/9/2017 15:44:18,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,"OBJECT_A, java, OBJECT_B, php, javascript"
1444891686,11/9/2017 15:45:39,false,3014450552,,11/9/2017 15:45:02,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"OBJECT_A, java, OBJECT_B, php, javascript"
1444891687,11/9/2017 15:44:46,false,3014445917,,11/9/2017 15:43:38,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,So it comes down to OBJECT_A and OBJECT_B.
1444891687,11/9/2017 15:45:06,false,3014447736,,11/9/2017 15:43:38,false,neodev,1.0,43889953,VEN,25,Caracas,201.209.232.151,NO_COMP,NO_COMP,,So it comes down to OBJECT_A and OBJECT_B.
1444891687,11/9/2017 15:45:12,false,3014448356,,11/9/2017 15:43:50,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,NO_COMP,NO_COMP,,So it comes down to OBJECT_A and OBJECT_B.
1444891688,11/9/2017 15:45:52,false,3014451651,,11/9/2017 15:45:07,false,neodev,1.0,43889953,VEN,25,Caracas,201.209.232.151,NO_COMP,NO_COMP,,"OBJECT_A, OBJECT_B Compiled languages - e.g."
1444891688,11/9/2017 15:45:58,false,3014452380,,11/9/2017 15:45:06,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"OBJECT_A, OBJECT_B Compiled languages - e.g."
1444891688,11/9/2017 15:46:05,false,3014453136,,11/9/2017 15:45:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,NO_COMP,NO_COMP,,"OBJECT_A, OBJECT_B Compiled languages - e.g."
1444891689,11/9/2017 15:44:00,false,3014442242,,11/9/2017 15:43:19,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"However, there is OBJECT_A and OBJECT_B Rails to consider."
1444891689,11/9/2017 15:44:13,false,3014443234,,11/9/2017 15:43:17,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"However, there is OBJECT_A and OBJECT_B Rails to consider."
1444891689,11/9/2017 15:44:27,false,3014444356,,11/9/2017 15:43:20,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"However, there is OBJECT_A and OBJECT_B Rails to consider."
1444891690,11/9/2017 15:43:38,false,3014440302,,11/9/2017 15:42:21,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,NO_COMP,NO_COMP,,"Perl, OBJECT_A, OBJECT_B, and Unix shell scripts are also used."
1444891690,11/9/2017 15:44:20,false,3014443712,,11/9/2017 15:42:25,false,neodev,0.8571,43698706,VEN,"","",190.202.174.86,NO_COMP,NO_COMP,,"Perl, OBJECT_A, OBJECT_B, and Unix shell scripts are also used."
1444891690,11/9/2017 16:15:39,false,3014594961,,11/9/2017 16:12:35,false,neodev,0.8333,40564534,MKD,41,Skopje,88.85.116.41,NO_COMP,NO_COMP,,"Perl, OBJECT_A, OBJECT_B, and Unix shell scripts are also used."
1444891691,11/9/2017 15:46:48,false,3014457303,,11/9/2017 15:45:14,false,neodev,0.8571,39616594,ALB,"","",46.99.117.99,NO_COMP,NO_COMP,,Possibly OBJECT_A or OBJECT_B.
1444891691,11/9/2017 15:46:56,false,3014457969,,11/9/2017 15:45:14,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,UNCLEAR,NO_COMP,,Possibly OBJECT_A or OBJECT_B.
1444891691,11/9/2017 15:47:38,false,3014461377,,11/9/2017 15:45:08,false,elite,0.8333,42350730,GEO,"","",46.49.53.73,NO_COMP,NO_COMP,,Possibly OBJECT_A or OBJECT_B.
1444891692,11/9/2017 15:36:30,false,3014402288,,11/9/2017 15:35:55,false,neodev,0.8333,29042907,ROU,14,Constanta,5.14.66.118,NO_COMP,NO_COMP,,"Groovy, Perl, OBJECT_A, OBJECT_B, Bash)."
1444891692,11/9/2017 15:37:21,false,3014407144,,11/9/2017 15:36:19,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"Groovy, Perl, OBJECT_A, OBJECT_B, Bash)."
1444891692,11/9/2017 15:38:38,false,3014415007,,11/9/2017 15:37:09,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,"Groovy, Perl, OBJECT_A, OBJECT_B, Bash)."
1444891692,11/9/2017 15:38:44,false,3014415637,,11/9/2017 15:37:13,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"Groovy, Perl, OBJECT_A, OBJECT_B, Bash)."
1444891693,11/9/2017 15:46:48,false,3014457308,,11/9/2017 15:45:14,false,neodev,0.8571,39616594,ALB,"","",46.99.117.99,NO_COMP,NO_COMP,,"Speed: similar to Perl, OBJECT_A, OBJECT_B."
1444891693,11/9/2017 15:46:56,false,3014457962,,11/9/2017 15:45:14,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,UNCLEAR,NO_COMP,,"Speed: similar to Perl, OBJECT_A, OBJECT_B."
1444891693,11/9/2017 15:47:38,false,3014461369,,11/9/2017 15:45:08,false,elite,0.8333,42350730,GEO,"","",46.49.53.73,UNCLEAR,NO_COMP,,"Speed: similar to Perl, OBJECT_A, OBJECT_B."
1444891694,11/9/2017 15:45:47,false,3014451310,,11/9/2017 15:44:48,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,"Drop it immediately and start learning PHP, OBJECT_A, or OBJECT_B."
1444891694,11/9/2017 15:46:12,false,3014453810,,11/9/2017 15:44:58,false,neodev,0.8333,41841779,VEN,13,Barquisimeto,200.84.31.235,NO_COMP,NO_COMP,,"Drop it immediately and start learning PHP, OBJECT_A, or OBJECT_B."
1444891694,11/9/2017 16:16:42,false,3014599884,,11/9/2017 16:15:17,false,neodev,0.8571,42090408,VEN,25,Caracas,190.74.208.125,UNCLEAR,NO_COMP,,"Drop it immediately and start learning PHP, OBJECT_A, or OBJECT_B."
1444891695,11/9/2017 15:36:17,false,3014401011,,11/9/2017 15:35:16,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,"language such as JavaScript, OBJECT_A, OBJECT_B, Groovy, etc.)."
1444891695,11/9/2017 15:36:59,false,3014405100,,11/9/2017 15:35:19,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,"language such as JavaScript, OBJECT_A, OBJECT_B, Groovy, etc.)."
1444891695,11/9/2017 15:37:11,false,3014406316,,11/9/2017 15:35:51,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"language such as JavaScript, OBJECT_A, OBJECT_B, Groovy, etc.)."
1444891696,11/9/2017 15:41:49,false,3014430917,,11/9/2017 15:40:40,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,UNCLEAR,NO_COMP,,"PHP, OBJECT_A, or OBJECT_B?"
1444891696,11/9/2017 15:42:05,false,3014432461,,11/9/2017 15:40:19,false,neodev,0.875,33664760,VEN,13,Barquisimeto,190.142.84.66,NO_COMP,NO_COMP,,"PHP, OBJECT_A, or OBJECT_B?"
1444891696,11/9/2017 15:43:13,false,3014438418,,11/9/2017 15:40:15,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,UNCLEAR,NO_COMP,,"PHP, OBJECT_A, or OBJECT_B?"
1444891697,11/9/2017 15:45:00,false,3014447154,,11/9/2017 15:43:29,false,neodev,0.8571,39616594,ALB,"","",46.99.45.163,BETTER,BETTER,,I prefer OBJECT_A over OBJECT_B on windows.
1444891697,11/9/2017 15:45:26,false,3014449411,,11/9/2017 15:44:18,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,BETTER,BETTER,,I prefer OBJECT_A over OBJECT_B on windows.
1444891697,11/9/2017 15:45:39,false,3014450575,,11/9/2017 15:45:02,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,BETTER,BETTER,,I prefer OBJECT_A over OBJECT_B on windows.
1444891698,11/9/2017 15:43:37,false,3014440257,,11/9/2017 15:42:57,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,"Perl, OBJECT_A, PHP, OBJECT_B), forking isn't a problem."
1444891698,11/9/2017 15:43:39,false,3014440316,,11/9/2017 15:42:52,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"Perl, OBJECT_A, PHP, OBJECT_B), forking isn't a problem."
1444891698,11/9/2017 15:44:16,false,3014443412,,11/9/2017 15:43:02,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,NO_COMP,NO_COMP,,"Perl, OBJECT_A, PHP, OBJECT_B), forking isn't a problem."
1444891699,11/9/2017 15:43:38,false,3014440296,,11/9/2017 15:42:21,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,NO_COMP,NO_COMP,,"Perl, OBJECT_A, OBJECT_B and C# are good ones."
1444891699,11/9/2017 15:44:20,false,3014443737,,11/9/2017 15:42:25,false,neodev,0.8571,43698706,VEN,"","",190.202.174.86,UNCLEAR,NO_COMP,,"Perl, OBJECT_A, OBJECT_B and C# are good ones."
1444891699,11/9/2017 16:15:39,false,3014594957,,11/9/2017 16:12:35,false,neodev,0.8333,40564534,MKD,41,Skopje,88.85.116.41,NO_COMP,NO_COMP,,"Perl, OBJECT_A, OBJECT_B and C# are good ones."
1444891700,11/9/2017 15:36:17,false,3014400995,,11/9/2017 15:35:16,false,neodev,1.0,43931724,PHL,F2,Quezon City,112.201.93.60,NO_COMP,NO_COMP,,I have a extrange problem compiling OBJECT_A/OBJECT_B extension.
1444891700,11/9/2017 15:36:59,false,3014405130,,11/9/2017 15:35:19,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,I have a extrange problem compiling OBJECT_A/OBJECT_B extension.
1444891700,11/9/2017 15:37:11,false,3014406309,,11/9/2017 15:35:51,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,NO_COMP,NO_COMP,,I have a extrange problem compiling OBJECT_A/OBJECT_B extension.
1444891701,11/9/2017 15:45:00,false,3014447166,,11/9/2017 15:43:29,false,neodev,0.8571,39616594,ALB,"","",46.99.45.163,NO_COMP,NO_COMP,,"Scripting- OBJECT_A, OBJECT_B, Perl, PowerShell."
1444891701,11/9/2017 15:45:26,false,3014449395,,11/9/2017 15:44:18,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,"Scripting- OBJECT_A, OBJECT_B, Perl, PowerShell."
1444891701,11/9/2017 15:45:39,false,3014450580,,11/9/2017 15:45:02,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"Scripting- OBJECT_A, OBJECT_B, Perl, PowerShell."
1444891702,11/9/2017 15:45:02,false,3014447332,,11/9/2017 15:44:21,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,UNCLEAR,UNCLEAR,,"While OBJECT_A is slightly faster, OBJECT_B utilises memory better."
1444891702,11/9/2017 15:45:04,false,3014447498,,11/9/2017 15:44:03,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,WORSE,UNCLEAR,,"While OBJECT_A is slightly faster, OBJECT_B utilises memory better."
1444891702,11/9/2017 15:45:28,false,3014449578,,11/9/2017 15:44:19,false,neodev,0.8333,43745923,IND,16,Pune,106.77.194.191,BETTER,UNCLEAR,,"While OBJECT_A is slightly faster, OBJECT_B utilises memory better."
1444891703,11/9/2017 15:45:28,false,3014449577,,11/9/2017 15:44:30,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,A OBJECT_A/OBJECT_B script might work better for this....
1444891703,11/9/2017 15:45:32,false,3014449819,,11/9/2017 15:44:48,false,neodev,0.7778,43447518,COL,34,Bogotá,181.56.80.207,UNCLEAR,NO_COMP,,A OBJECT_A/OBJECT_B script might work better for this....
1444891703,11/9/2017 15:46:06,false,3014453165,,11/9/2017 15:45:54,false,neodev,1.0,40494751,TUR,68,Ankara,176.88.1.56,UNCLEAR,NO_COMP,,A OBJECT_A/OBJECT_B script might work better for this....
1444891704,11/9/2017 15:43:03,false,3014437704,,11/9/2017 15:41:47,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,"That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, OBJECT_A, OBJECT_B, etc."
1444891704,11/9/2017 15:43:15,false,3014438579,,11/9/2017 15:41:53,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,NO_COMP,NO_COMP,,"That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, OBJECT_A, OBJECT_B, etc."
1444891704,11/9/2017 15:47:50,false,3014462992,,11/9/2017 15:41:51,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,NO_COMP,NO_COMP,,"That's because a lot of those applications may not even be written in D or have anything to do with D, like the mass of stuff written in dynamic languages like perl, OBJECT_A, OBJECT_B, etc."
1444891705,11/9/2017 15:42:50,false,3014436445,,11/9/2017 15:41:23,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/OBJECT_A/OBJECT_B."
1444891705,11/9/2017 15:42:53,false,3014436719,,11/9/2017 15:41:21,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,"The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/OBJECT_A/OBJECT_B."
1444891705,11/9/2017 16:12:16,false,3014579428,,11/9/2017 16:11:24,false,neodev,0.8571,42090408,VEN,25,Caracas,190.74.208.125,UNCLEAR,NO_COMP,,"The script uses SQLite3 as a backend, because bash is not good with arrays, and because I'm not good with Perl/OBJECT_A/OBJECT_B."
1444891706,11/9/2017 15:43:37,false,3014440251,,11/9/2017 15:42:57,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,"Immutability fits into this complex because in OBJECT_A/Perl/OBJECT_B/other languages I often solve this with some form of monkeypatching, which is a form of mutability."
1444891706,11/9/2017 15:43:39,false,3014440319,,11/9/2017 15:42:52,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"Immutability fits into this complex because in OBJECT_A/Perl/OBJECT_B/other languages I often solve this with some form of monkeypatching, which is a form of mutability."
1444891706,11/9/2017 15:44:16,false,3014443417,,11/9/2017 15:43:02,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"Immutability fits into this complex because in OBJECT_A/Perl/OBJECT_B/other languages I often solve this with some form of monkeypatching, which is a form of mutability."
1444891707,11/9/2017 15:44:16,false,3014443414,,11/9/2017 15:43:04,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,NO_COMP,NO_COMP,,"There are much better alternatives (OBJECT_A, OBJECT_B)."
1444891707,11/9/2017 15:44:18,false,3014443594,,11/9/2017 15:43:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,NO_COMP,NO_COMP,,"There are much better alternatives (OBJECT_A, OBJECT_B)."
1444891707,11/9/2017 15:48:33,false,3014467465,,11/9/2017 15:43:09,false,neodev,1.0,43308548,VEN,07,Guacara,190.205.44.2,NO_COMP,NO_COMP,,"There are much better alternatives (OBJECT_A, OBJECT_B)."
1444891708,11/9/2017 15:41:46,false,3014430624,,11/9/2017 15:40:52,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,UNCLEAR,NO_COMP,,Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.
1444891708,11/9/2017 15:41:57,false,3014431692,,11/9/2017 15:40:53,false,neodev,1.0,20306047,GBR,C3,Ely,89.240.36.160,NO_COMP,NO_COMP,,Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.
1444891708,11/9/2017 15:44:00,false,3014442172,,11/9/2017 15:41:14,false,clixsense,0.7143,40667297,UKR,"","",5.153.132.82,NO_COMP,NO_COMP,,Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.
1444891708,11/9/2017 15:47:28,false,3014460727,,11/9/2017 15:45:32,false,clixsense,0.8333,28173416,BRA,27,Sao Paulo,179.54.161.146,UNCLEAR,NO_COMP,,Your C# and VB devs can suddenly easily write web apps and your OBJECT_A and OBJECT_B devs can too - with the added bonus of much better performance.
1444891709,11/9/2017 15:45:04,false,3014447493,,11/9/2017 15:44:03,false,clixsense,0.9091,24002472,ITA,15,Camporotondo Etneo,82.53.44.10,NO_COMP,NO_COMP,,"Maybe we should stop using languages like OBJECT_A, OBJECT_B and Perl because they're ""slow""."
1444891709,11/9/2017 15:45:46,false,3014451209,,11/9/2017 15:44:26,false,neodev,0.9091,43777305,EGY,06,Alexandria,156.212.235.221,UNCLEAR,NO_COMP,,"Maybe we should stop using languages like OBJECT_A, OBJECT_B and Perl because they're ""slow""."
1444891709,11/9/2017 15:46:20,false,3014454535,,11/9/2017 15:44:22,false,neodev,0.8571,43698706,VEN,"","",190.202.174.86,UNCLEAR,NO_COMP,,"Maybe we should stop using languages like OBJECT_A, OBJECT_B and Perl because they're ""slow""."
1444891710,11/9/2017 15:43:38,false,3014440308,,11/9/2017 15:42:21,false,clixsense,1.0,43758573,ITA,07,Guidonia,185.82.113.70,NO_COMP,NO_COMP,,He raises the point that runtime libraries for OBJECT_A / OBJECT_B etc have a unique set of issues because they tend to have their own packaging systems.
1444891710,11/9/2017 15:44:20,false,3014443734,,11/9/2017 15:42:25,false,neodev,0.8571,43698706,VEN,"","",190.202.174.86,UNCLEAR,NO_COMP,,He raises the point that runtime libraries for OBJECT_A / OBJECT_B etc have a unique set of issues because they tend to have their own packaging systems.
1444891710,11/9/2017 16:15:39,false,3014594954,,11/9/2017 16:12:35,false,neodev,0.8333,40564534,MKD,41,Skopje,88.85.116.41,NO_COMP,NO_COMP,,He raises the point that runtime libraries for OBJECT_A / OBJECT_B etc have a unique set of issues because they tend to have their own packaging systems.
1444891711,11/9/2017 15:44:16,false,3014443407,,11/9/2017 15:43:04,false,neodev,0.8889,43860707,TUR,68,Ankara,78.161.184.112,UNCLEAR,NO_COMP,,"But maybe that's just because I'm not used to seeing OBJECT_A, just as you're not used to seeing OBJECT_B code."
1444891711,11/9/2017 15:44:18,false,3014443601,,11/9/2017 15:43:04,false,clixsense,0.875,43773547,TUR,34,Istanbul,176.33.155.192,UNCLEAR,NO_COMP,,"But maybe that's just because I'm not used to seeing OBJECT_A, just as you're not used to seeing OBJECT_B code."
1444891711,11/9/2017 15:48:33,false,3014467449,,11/9/2017 15:43:09,false,neodev,1.0,43308548,VEN,07,Guacara,190.205.44.2,NO_COMP,NO_COMP,,"But maybe that's just because I'm not used to seeing OBJECT_A, just as you're not used to seeing OBJECT_B code."
1444891712,11/9/2017 15:43:03,false,3014437712,,11/9/2017 15:41:47,false,neodev,0.8,43606451,VEN,11,Punto Fijo,200.82.148.115,BETTER,BETTER,,I guess that's fair because the implementation might be done better in OBJECT_A than it was in OBJECT_B.
1444891712,11/9/2017 15:43:15,false,3014438567,,11/9/2017 15:41:53,false,clixsense,0.7778,43827456,LKA,36,Colombo,103.21.164.26,BETTER,BETTER,,I guess that's fair because the implementation might be done better in OBJECT_A than it was in OBJECT_B.
1444891712,11/9/2017 15:47:50,false,3014462985,,11/9/2017 15:41:51,false,neodev,1.0,43531815,CHL,12,Santiago,181.160.148.130,BETTER,BETTER,,I guess that's fair because the implementation might be done better in OBJECT_A than it was in OBJECT_B.
