word_a	freq_a	word_b	freq_b	type	use_marker
tribalization	17	detribalization	19	wordnet	True
disconnection	28	connectedness	16	wordnet	True
activity	368	inactivity	52	wordnet	True
cooperation	243	competition	175	wordnet	True
formalism	30	imitation	1477	wordnet	True
pluralism	62	monism	116	wordnet	True
nonconformism	112	conformity	22	wordnet	True
day_game	79	night_game	6066	wordnet	True
away_game	19	home_game	76	wordnet	True
hardball	164	softball	178	wordnet	False
folly	65	wisdom	120	wordnet	True
figure	108	ground	227	wordnet	True
reverse	261	obverse	25	wordnet	False
interference	79	nonintervention	44	wordnet	True
ground_stroke	176	volley	22	wordnet	True
fault	187	merit	369	wordnet	True
utility	212	inutility	23	wordnet	True
employment	209	unemployment	69	wordnet	True
lighting	245	dark	147	wordnet	True
metier	163	weak_point	2193	wordnet	True
analysis	116	synthesis	227	wordnet	True
inquiry	100	answer	204	wordnet	True
analogy	75	apophatism	0	wordnet	True
major_surgery	3510	minor_surgery	43	wordnet	True
justice	357	injustice	231	wordnet	True
allopathy	50	homeopathy	24	wordnet	True
loading	100	unloading	35	wordnet	True
waxing	60	waning	42	wordnet	True
capacity	133	incapacity	50	wordnet	True
back	12	front	230	wordnet	True
mischief	108	beneficence	145	wordnet	True
hell	261	Heaven	115	wordnet	True
familiarity	1994	unfamiliarity	101	wordnet	True
abnormality	36	normality	39	wordnet	True
indecency	66	decency	16	wordnet	True
evil	109	good	37	wordnet	True
irreverence	13	reverence	61	wordnet	True
dishonesty	17	honesty	157	wordnet	True
sophistication	47	naivete	14	wordnet	False
actual_sin	44	original_sin	126	wordnet	True
mortal_sin	949	venial_sin	119	wordnet	True
pride	268	humility	220	wordnet	True
grand_larceny	24	petit_larceny	417	wordnet	True
war	19	peace	173	wordnet	True
control	163	unrestraint	20	wordnet	True
coordination	189	incoordination	87	wordnet	False
synchronization	60	asynchronism	0	wordnet	True
security	332	insecurity	185	wordnet	True
defense	120	offense	180	wordnet	True
hyperpnea	26	hypopnea	55	wordnet	True
conception	139	misconception	285	wordnet	True
pleasure	40	pain	186	wordnet	True
assortative_mating	23	disassortative_mating	0	wordnet	True
sleeping	147	waking	23	wordnet	True
disapproval	21486	approval	315	wordnet	True
discipline	44	indiscipline	135	wordnet	True
fabrication	71	disassembly	1761	wordnet	True
dismantling	60	assembly	107	wordnet	False
distemper	181	good_humor	38	wordnet	True
recapitulation	14	cenogenesis	0	wordnet	True
repulsion	93	attraction	53	wordnet	True
intelligence	211	stupidity	79	wordnet	True
alignment	142	nonalignment	370	wordnet	True
order	358	disorder	263	wordnet	True
centralization	299	decentralization	24	wordnet	True
continuance	79	discontinuance	176	wordnet	True
abidance	150	nonconformity	160	wordnet	True
rut	114	anestrus	24	wordnet	True
stop	89	continuant_consonant	0	wordnet	True
demand	24	supply	335	wordnet	True
vegetation	288	fauna	112	wordnet	True
forbearance	2686	impatience	57	wordnet	True
sobriety	13	drunkenness	24	wordnet	True
tolerance	339	unpermissiveness	0	wordnet	True
satisfaction	254	dissatisfaction	24	wordnet	True
deterrence	48	incentive	332	wordnet	True
discouragement	12	encouragement	70	wordnet	True
nonproliferation	16	proliferation	25	wordnet	True
association	12	disassociation	18	wordnet	False
generosity	20	stinginess	32	wordnet	True
express	235	local	265	wordnet	True
downtick	223	uptick	74	wordnet	True
retail	174	wholesale	216	wordnet	True
spending	327	income	192	wordnet	True
criminalization	167	decriminalization	149	wordnet	True
providence	280	improvidence	124	wordnet	True
obedience	87	disobedience	128	wordnet	True
certification	104	disenfranchisement	325	wordnet	False
variance	62	invariability	26	wordnet	True
classification	242	declassification	141	wordnet	True
nationalization	23	denationalization	19	wordnet	False
mobilization	21	demobilization	616	wordnet	True
arming	80	disarming	23	wordnet	True
stabilization	46	destabilization	19	wordnet	True
insubordination	12	subordination	319	wordnet	True
conviction	271	acquittal	77	wordnet	True
judgment_in_personam	0	judgment_in_rem	0	wordnet	False
general_verdict	76	special_verdict	81	wordnet	True
formality	89	informality	3290	wordnet	True
honoring	82	nonobservance	30	wordnet	True
selflessness	158	egoism	23	wordnet	True
comfort	50	discomfort	77	wordnet	True
reward	246	penalty	286	wordnet	True
condemnation	106	approbation	115	wordnet	False
discourtesy	487	courtesy	191	wordnet	True
easiness	18	difficulty	15	wordnet	True
benevolence	630	malevolence	14	wordnet	True
mercy	15	mercilessness	19	wordnet	True
politeness	40	impoliteness	23	wordnet	True
attention	347	inattention	16	wordnet	True
consideration	50	inconsideration	53	wordnet	True
convention	282	unconventionality	243	wordnet	True
attendance	341	nonattendance	99	wordnet	True
presence	241	absence	327	wordnet	True
lead	251	deficit	126	wordnet	True
feeder	166	distributary	42	wordnet	True
female	21	male	48	wordnet	True
adult	69	juvenile	87	wordnet	True
young	158	aged	100	wordnet	True
parasite	1626	host	76	wordnet	True
eukaryote	46	prokaryote	161	wordnet	True
soft-finned_fish	0	spiny-finned_fish	0	wordnet	True
ratite	27	carinate	56	wordnet	True
hawk	322	dove	74	wordnet	True
anapsid	45	diapsid	137	wordnet	True
diving_duck	16	dabbling_duck	106	wordnet	False
zygodactyl_foot	11	heterodactyl_foot	0	wordnet	False
worker	61	nonworker	0	wordnet	True
queen	195	king	159	wordnet	True
odd-toed_ungulate	17	even-toed_ungulate	39	wordnet	True
nonstarter	51	achiever	24	wordnet	True
heterocercal_fin	0	homocercal_fin	0	wordnet	True
plantigrade_mammal	0	digitigrade_mammal	0	wordnet	True
accelerator	302	anticatalyst	0	wordnet	True
agonist	460	antagonist	31	wordnet	True
alto_relievo	17	low_relief	196	wordnet	True
anode	212	cathode	25	wordnet	True
balance	64	imbalance	20	wordnet	True
baseball_diamond	53	outfield	111	wordnet	True
bas_relief	150	high_relief	15	wordnet	True
black	13	white	268	wordnet	True
blunt_file	0	taper_file	0	wordnet	True
bottom	26	top	359	wordnet	True
brand-name_drug	783	generic_drug	155	wordnet	False
capital	283	lowercase	224	wordnet	False
conductor	368	insulator	172	wordnet	True
custom-made	168	ready-made	151	wordnet	True
day_school	40	boarding_school	16	wordnet	True
dedicated_file_server	19	non-dedicated_file_server	0	wordnet	True
divider	209	lumper	48	wordnet	True
driver	258	nondriver	36	wordnet	True
dry-bulb_thermometer	0	wet-bulb_thermometer	12	wordnet	True
dry_fly	27	wet_fly	12	wordnet	True
dumb_bomb	44	smart_bomb	96	wordnet	True
electrolytic_cell	87	voltaic_cell	32	wordnet	True
elevation	93	natural_depression	92	wordnet	False
export	135	import	367	wordnet	False
fast_lane	219	slow_lane	27	wordnet	True
fast_reactor	276	thermal_reactor	93	wordnet	True
fixture	216	looseness	94	wordnet	True
future	200	past	157	wordnet	False
generic	43	varietal	211	wordnet	True
hand_mower	64	power_mower	164	wordnet	True
hard_drug	15	soft_drug	31	wordnet	True
hardware	24	software	281	wordnet	False
in-basket	41	out-basket	0	wordnet	True
key	242	atonality	121	wordnet	True
larboard	157	starboard	20	wordnet	True
likeness	78	unlikeness	55	wordnet	False
link	212	disconnectedness	227	wordnet	True
loaner	71	borrower	26	wordnet	True
man	14	woman	13	wordnet	True
mobile	206	stabile	260	wordnet	True
negative	21	affirmative	141	wordnet	True
node	268	antinode	61	wordnet	True
nonsmoker	31	smoker	16974	wordnet	True
non-volatile_storage	71	volatile_storage	17	wordnet	False
overgarment	70	undergarment	106	wordnet	True
over-the-counter_drug	16	prescription_drug	21	wordnet	True
partisan	73	nonpartisan	22	wordnet	True
point	18	unpointedness	0	wordnet	True
ring	58	open_chain	105	wordnet	True
rotor	21	stator	143	wordnet	True
sink	274	source	332	wordnet	True
specific	242	general	213	wordnet	True
submersible	286	surface_ship	573	wordnet	True
tongue	202	artificial_language	13	wordnet	True
type	321	antitype	13	wordnet	True
vermiculation	13	anastalsis	0	wordnet	True
weeds	247	cultivated_plant	48	wordnet	True
outwardness	32	inwardness	59	wordnet	True
spirituality	68	worldliness	202	wordnet	True
extraversion	186	ambiversion	0	wordnet	False
emotionality	121	unemotionality	0	wordnet	True
heat	161	coldness	18	wordnet	True
cheerfulness	273	uncheerfulness	0	wordnet	True
softness	24	hardness	42	wordnet	True
good_nature	109	ill_nature	15	wordnet	False
grace	257	unseemliness	127	wordnet	True
agreeableness	33	disagreeableness	37	wordnet	True
asperity	52	dullness	17	wordnet	True
willingness	11	unwillingness	43	wordnet	True
seriousness	248	frivolity	14	wordnet	True
levity	14	gravity	140	wordnet	True
communicativeness	57	uncommunicativeness	16	wordnet	True
fluency	33	disfluency	16	wordnet	True
sociability	27	unsociability	29	wordnet	True
openness	88	closeness	286	wordnet	False
friendliness	18	unfriendliness	213	wordnet	True
approachability	97	unapproachability	20	wordnet	True
congeniality	116	uncongeniality	0	wordnet	True
neighborliness	329	unneighborliness	0	wordnet	False
hospitableness	0	inhospitableness	0	wordnet	True
adaptability	31	unadaptability	0	wordnet	False
flexibility	242	inflexibility	16	wordnet	True
unthoughtfulness	0	thoughtfulness	333	wordnet	True
attentiveness	173	inattentiveness	50	wordnet	False
carefulness	50	incaution	26	wordnet	True
mindfulness	14	unmindfulness	0	wordnet	True
wariness	159	unwariness	0	wordnet	True
masculinity	18	femaleness	53	wordnet	True
trustworthiness	21	untrustworthiness	35	wordnet	True
responsibility	180	irresponsibility	57	wordnet	True
dependability	31	undependability	28	wordnet	True
solidity	19	porosity	20	wordnet	True
conscientiousness	27	unconscientiousness	0	wordnet	True
hairiness	209	hairlessness	21	wordnet	True
beauty	52	ugliness	176	wordnet	True
pleasingness	0	unpleasingness	0	wordnet	True
attractiveness	16	unattractiveness	18	wordnet	False
affinity	130	consanguinity	109	wordnet	True
clearness	15	obscurity	80	wordnet	True
transparency	166	opacity	2798	wordnet	True
visibility	166	invisibility	27	wordnet	True
distinctness	72	indistinctness	67	wordnet	True
acuteness	67	obtuseness	35	wordnet	True
conspicuousness	15	inconspicuousness	46	wordnet	True
obtrusiveness	21	unobtrusiveness	76	wordnet	True
boldness	32	timidity	103	wordnet	True
effortlessness	46	effortfulness	15	wordnet	True
awkwardness	72	gracefulness	12	wordnet	True
compatibility	15	incompatibility	488	wordnet	True
harmony	317	dissonance	25	wordnet	True
accord	85	disagreement	113	wordnet	False
congruity	17	incongruity	45	wordnet	True
suitability	13	unsuitability	54	wordnet	True
appropriateness	19	inappropriateness	36	wordnet	True
felicity	133	infelicity	58	wordnet	True
aptness	24	inaptness	0	wordnet	True
fitness	160	unfitness	143	wordnet	False
eligibility	122	ineligibility	19	wordnet	True
insurability	23	uninsurability	0	wordnet	True
convenience	20	inconvenience	65	wordnet	True
opportuneness	72	inopportuneness	0	wordnet	True
handiness	131	inaccessibility	1748	wordnet	True
superiority	104	inferiority	117	wordnet	True
poorness	13	wealth	24	wordnet	True
changeableness	20	changelessness	14	wordnet	True
reversibility	66	irreversibility	60	wordnet	True
inconstancy	63	constancy	15	wordnet	False
variedness	0	unvariedness	0	wordnet	True
exchangeability	112	unexchangeability	0	wordnet	True
convertibility	304	inconvertibility	40	wordnet	False
invariance	212	variability	36	wordnet	True
mutability	70	immutability	60	wordnet	True
alterability	0	unalterability	0	wordnet	True
incurability	15	curability	28	wordnet	True
sameness	444	difference	309	wordnet	True
similarity	47	dissimilarity	48	wordnet	True
uniformity	63	nonuniformity	35	wordnet	True
homogeneity	12	heterogeneity	369	wordnet	True
consistency	237	inconsistency	48	wordnet	True
naturalness	174	unnaturalness	117	wordnet	True
equality	61	inequality	23	wordnet	True
equivalence	19	nonequivalence	0	wordnet	True
evenness	34	unevenness	133	wordnet	True
certainty	144	uncertainty	280	wordnet	False
finality	265	inconclusiveness	15	wordnet	True
predictability	14	unpredictability	14	wordnet	True
probability	58	improbability	129	wordnet	False
likelihood	107	unlikelihood	21	wordnet	True
factuality	29	counterfactuality	0	wordnet	False
concreteness	79	abstractness	175	wordnet	True
tangibility	12	intangibility	37	wordnet	True
materiality	37	immateriality	146	wordnet	True
substantiality	13	insubstantiality	119	wordnet	True
reality	322	unreality	194	wordnet	True
particularity	155	generality	43	wordnet	True
individuality	113	commonality	335	wordnet	True
simplicity	121	complexity	220	wordnet	False
regularity	36	irregularity	27	wordnet	True
orderliness	132	disorderliness	125	wordnet	True
steadiness	177	unsteadiness	18	wordnet	True
waviness	21	straightness	71	wordnet	True
mobility	349	immobility	12	wordnet	True
motility	192	immotility	0	wordnet	True
movability	37	immovability	48	wordnet	True
instability	188	stability	115	wordnet	True
pleasantness	19	unpleasantness	21	wordnet	True
unpalatability	54	palatability	29	wordnet	True
nastiness	60	niceness	1005	wordnet	True
credibility	38	incredibility	65	wordnet	True
plausibility	21	implausibility	80	wordnet	True
logicality	33	illogicality	15	wordnet	True
completeness	23	incompleteness	150	wordnet	True
unaffectedness	14	affectedness	38	wordnet	False
sincerity	84	insincerity	42	wordnet	True
unpretentiousness	25	pretentiousness	41	wordnet	True
wholesomeness	141	unwholesomeness	18	wordnet	True
healthfulness	33	unhealthfulness	0	wordnet	True
salubrity	79	insalubrity	24	wordnet	True
satisfactoriness	18	unsatisfactoriness	64	wordnet	False
adequacy	21	inadequacy	16	wordnet	True
acceptability	16	unacceptability	402	wordnet	True
admissibility	12	inadmissibility	39	wordnet	True
permissibility	22	impermissibility	39	wordnet	True
ordinariness	210	extraordinariness	80	wordnet	True
expectedness	0	unexpectedness	38	wordnet	True
commonness	31	uncommonness	29	wordnet	True
usualness	0	unusualness	67	wordnet	True
eccentricity	28	concentricity	21	wordnet	True
foreignness	56	nativeness	41	wordnet	True
originality	84	unoriginality	25	wordnet	True
freshness	70	staleness	21	wordnet	True
unorthodoxy	32	orthodoxy	91	wordnet	True
correctness	26	incorrectness	121	wordnet	True
accuracy	232	inaccuracy	4206	wordnet	True
exactness	136	inexactness	56	wordnet	True
preciseness	18	impreciseness	0	wordnet	True
trueness	139	falsity	63	wordnet	True
fidelity	58	infidelity	41	wordnet	True
infallibility	240	fallibility	26	wordnet	True
inerrancy	56	errancy	46	wordnet	True
worthiness	54	unworthiness	96	wordnet	True
popularity	46	unpopularity	14	wordnet	True
legality	18	illegality	19	wordnet	True
lawfulness	304	unlawfulness	17	wordnet	True
legitimacy	62	illegitimacy	14	wordnet	True
licitness	15	illicitness	25	wordnet	True
elegance	81	inelegance	17	wordnet	False
tastefulness	17	tastelessness	15	wordnet	True
rusticity	33	urbanity	162	wordnet	True
comprehensibility	41	incomprehensibility	72	wordnet	True
legibility	36	illegibility	33	wordnet	True
intelligibility	13	unintelligibility	14	wordnet	True
monosemy	0	polysemy	22	wordnet	False
coherence	14	incoherence	275	wordnet	True
unambiguity	38	ambiguity	41	wordnet	True
explicitness	92	inexplicitness	0	wordnet	True
impenetrability	28	penetrability	64	wordnet	False
obscureness	13	clarity	115	wordnet	True
righteousness	127	unrighteousness	29	wordnet	True
piety	56	impiety	118	wordnet	True
godliness	22	ungodliness	52	wordnet	False
humaneness	55	inhumaneness	0	wordnet	True
liberality	16	illiberality	31	wordnet	True
unselfishness	226	selfishness	27	wordnet	True
fairness	75	unfairness	115	wordnet	False
benignity	150	malignity	28	wordnet	True
tact	24	tactlessness	35	wordnet	True
sensitivity	172	insensitivity	14	wordnet	False
perceptiveness	313	unperceptiveness	0	wordnet	True
bluntness	28	sharpness	86	wordnet	True
morality	320	immorality	22	wordnet	False
rightness	38	wrongness	47	wordnet	True
virtue	198	demerit	1069	wordnet	True
hope	174	despair	109	wordnet	True
honor	259	dishonor	29	wordnet	True
corruptibility	12	incorruptibility	92	wordnet	True
holiness	15	unholiness	53	wordnet	True
safeness	13	dangerousness	140	wordnet	True
courage	141	cowardice	16	wordnet	True
stoutheartedness	0	faintheartedness	35	wordnet	True
fearlessness	13	fear	174	wordnet	True
honorableness	0	dishonorableness	0	wordnet	True
scrupulousness	165	unscrupulousness	13	wordnet	True
respectability	28	unrespectability	0	wordnet	True
truthfulness	247	untruthfulness	189	wordnet	True
veracity	16	mendacity	19	wordnet	True
ingenuousness	23	disingenuousness	63	wordnet	True
artlessness	206	artfulness	39	wordnet	False
loyalty	164	disloyalty	13	wordnet	True
judiciousness	37	injudiciousness	0	wordnet	True
prudence	50	imprudence	112	wordnet	True
trust	46	distrust	41	wordnet	True
cleanliness	91	uncleanliness	14	wordnet	True
tidiness	144	untidiness	48	wordnet	True
propriety	307	impropriety	14	wordnet	True
decorum	20	indecorum	48	wordnet	True
political_correctness	86	political_incorrectness	582	wordnet	True
modesty	62	immodesty	50	wordnet	True
becomingness	0	unbecomingness	0	wordnet	True
composure	40	discomposure	61	wordnet	True
tractability	253	intractability	54	wordnet	True
gentleness	172	abruptness	68	wordnet	False
ceremoniousness	13	unceremoniousness	0	wordnet	True
graciousness	221	ungraciousness	26	wordnet	True
civility	36	incivility	153	wordnet	True
isotropy	29	anisotropy	32	wordnet	True
directness	15	indirectness	118	wordnet	True
immediacy	26	mediacy	0	wordnet	True
oldness	17	youngness	22	wordnet	True
complex_instruction_set_computing	21	reduced_instruction_set_computing	232	wordnet	True
thickness	63	thinness	13	wordnet	True
firmness	163	unsoundness	19	wordnet	True
compressibility	63	incompressibility	96	wordnet	True
breakableness	0	unbreakableness	0	wordnet	True
permeability	14	impermeability	15	wordnet	True
absorbency	171	nonabsorbency	0	wordnet	False
compactness	12	distribution	81	wordnet	True
chromatic_color	0	achromatic_color	0	wordnet	True
pigmentation	28	depigmentation	34	wordnet	False
darkness	17	light	17	wordnet	True
lightness	21	heaviness	55	wordnet	True
sound	352	silence	183	wordnet	True
high_pitch	171	low_pitch	56	wordnet	True
deepness	16	shallowness	169	wordnet	True
tone	207	atonicity	0	wordnet	True
fullness	13	emptiness	50	wordnet	True
appetizingness	0	unappetizingness	0	wordnet	True
digestibility	53	indigestibility	0	wordnet	True
fatness	12	leanness	69	wordnet	True
tallness	22	shortness	63	wordnet	True
animateness	0	inanimateness	0	wordnet	True
sentience	177	insentience	0	wordnet	True
deadness	39	responsiveness	23	wordnet	True
perceptibility	63	imperceptibility	12	wordnet	False
audibility	40	inaudibility	83	wordnet	True
malleability	113	unmalleability	0	wordnet	True
bulk	81	minority	325	wordnet	True
strength	285	weakness	48	wordnet	True
good_part	7202	weak_part	141	wordnet	True
smallness	169	largeness	41	wordnet	True
invulnerability	82	vulnerability	112	wordnet	True
immunity	305	susceptibility	619	wordnet	True
potency	51	impotency	15	wordnet	False
acidity	76	alkalinity	52	wordnet	True
destructibility	35	indestructibility	250	wordnet	True
earliness	92	lateness	15	wordnet	True
priority	238	posteriority	38	wordnet	True
punctuality	17	tardiness	15	wordnet	True
seasonableness	0	unseasonableness	0	wordnet	True
pastness	64	futurity	351	wordnet	True
permanence	30	impermanence	18	wordnet	True
continuity	212	discontinuity	275	wordnet	True
mortality	115	immortality	19	wordnet	True
symmetry	83	asymmetry	31	wordnet	False
radial_symmetry	129	radial_asymmetry	0	wordnet	True
angularity	39	roundness	68	wordnet	True
proportion	176	disproportion	14	wordnet	True
centrality	115	marginality	74	wordnet	True
northernness	0	southernness	90	wordnet	True
farness	16	nearness	53	wordnet	False
profundity	299	superficiality	56	wordnet	True
highness	35	lowness	14	wordnet	True
high	246	low	132	wordnet	True
positivity	291	negativity	35	wordnet	True
sufficiency	19	insufficiency	211	wordnet	True
abundance	214	scarcity	60	wordnet	True
greenness	77	ripeness	13	wordnet	True
wideness	121	narrowness	84	wordnet	True
worth	175	worthlessness	170	wordnet	True
desirability	111	undesirability	281	wordnet	True
advantage	171	disadvantage	32	wordnet	True
expensiveness	50	inexpensiveness	58	wordnet	True
fruitfulness	42	fruitlessness	101	wordnet	True
productiveness	28	unproductiveness	24	wordnet	True
practicality	48	impracticality	75	wordnet	True
practicability	41	impracticability	13	wordnet	True
feasibility	16	infeasibility	74	wordnet	True
romanticism	17	classicism	12	wordnet	True
competence	25	incompetence	70	wordnet	True
asset	64	liability	26	wordnet	True
profitableness	0	unfavorableness	0	wordnet	False
expedience	158	inexpedience	0	wordnet	True
advisability	15	inadvisability	81	wordnet	True
auspiciousness	58	inauspiciousness	15	wordnet	True
constructiveness	15	destructiveness	177	wordnet	True
importance	314	unimportance	21	wordnet	True
significance	87	insignificance	15	wordnet	True
meaningfulness	49	meaninglessness	220	wordnet	True
purposefulness	446	purposelessness	20	wordnet	True
consequence	18	inconsequence	195	wordnet	True
essentiality	160	inessentiality	0	wordnet	False
vitalness	0	dispensability	35	wordnet	True
power	200	powerlessness	80	wordnet	True
persuasiveness	104	unpersuasiveness	0	wordnet	True
interest	172	uninterestingness	0	wordnet	True
effectiveness	375	ineffectiveness	56	wordnet	True
efficacy	95	inefficacy	191	wordnet	True
ability	41	inability	485	wordnet	True
capability	192	incapability	59	wordnet	True
infiniteness	49	finiteness	63	wordnet	True
solubility	28	unsolvability	72	wordnet	True
insolubility	165	solvability	22	wordnet	True
optimism	53	pessimism	1965	wordnet	True
frigidity	52	hotness	89	wordnet	True
trapezium	19	parallelogram	107	wordnet	True
extensor_muscle	49	flexor	22	wordnet	True
flexor_muscle	323	extensor	345	wordnet	False
effector	61	receptor	71	wordnet	True
root	144	descendant	18	wordnet	True
cortex	308	medulla	248	wordnet	True
knowingness	62	incognizance	0	wordnet	True
aptitude	129	inaptitude	21	wordnet	True
perfectibility	42	imperfectibility	0	wordnet	True
creativity	106	uncreativeness	0	wordnet	True
fecundity	110	infertility	51	wordnet	True
Utopia	53	dystopia	183	wordnet	True
literacy	221	illiteracy	15	wordnet	True
skillfulness	81	unskillfulness	0	wordnet	True
efficiency	18	inefficiency	16	wordnet	True
stigmatism	51	astigmatism	196	wordnet	True
kinesthesis	0	kinanesthesia	0	wordnet	True
equilibrium	47	disequilibrium	119	wordnet	True
merit_system	116	spoils_system	15	wordnet	True
universal	284	particular	272	wordnet	True
concern	64	unconcern	397	wordnet	True
consciousness	86	unconsciousness	23	wordnet	True
self-consciousness	158	unselfconsciousness	28	wordnet	True
sensibility	82	insensibility	41	wordnet	True
wakefulness	15	sleepiness	20	wordnet	True
indecision	23	decisiveness	334	wordnet	True
experience	291	inexperience	20	wordnet	True
possibility	263	impossibility	61	wordnet	True
convergent_thinking	60	divergent_thinking	179	wordnet	True
comprehension	115	incomprehension	34	wordnet	True
love	18	hate	106	wordnet	True
acquaintance	99	stranger	162	wordnet	True
respect	116	disesteem	17	wordnet	True
joy	282	sorrow	73	wordnet	True
mother	351	father	173	wordnet	True
pleasure_principle	323	reality_principle	153	wordnet	True
requirement	335	inessential	26	wordnet	True
yang	92	yin	207	wordnet	True
belief	70	unbelief	15	wordnet	True
internationalism	18	nationalism	28	wordnet	True
atheism	12	theism	252	wordnet	True
enlightenment	37	unenlightenment	0	wordnet	True
closed_interval	194	open_interval	235	wordnet	True
eugenics	141	dysgenics	26	wordnet	True
zoology	40	flora	210	wordnet	True
atomism	68	holism	13	wordnet	True
wave_theory	29	corpuscular_theory	81	wordnet	True
descriptive_linguistics	81	prescriptive_linguistics	0	wordnet	True
Arianism	15	Athanasianism	0	wordnet	True
partiality	15	impartiality	32	wordnet	True
broad-mindedness	28	narrow-mindedness	88	wordnet	True
reputation	195	disrepute	35	wordnet	True
socialism	310	capitalism	305	wordnet	True
dovishness	14	hawkishness	20	wordnet	True
monotheism	59	polytheism	167	wordnet	True
recto	20	verso	122	wordnet	True
snail_mail	119	e-mail	337	wordnet	True
antonym	69	synonym	121	wordnet	True
plural	307	singular	75	wordnet	True
nominative	15	oblique	38	wordnet	True
proper_noun	588	common_noun	23	wordnet	True
Reverend	259	layman	26	wordnet	True
minuscule	40	uppercase	2288	wordnet	False
text	163	trade_edition	24	wordnet	True
flashback	151	flash-forward	29	wordnet	True
trade_book	122	text_edition	14	wordnet	True
debenture	78	secured_bond	536	wordnet	True
demurrer	258	prosecution	12	wordnet	True
object_program	129	source_program	582	wordnet	True
euphemism	26	dysphemism	53	wordnet	True
air_mail	130	surface_mail	57	wordnet	True
cordial_reception	104	inhospitality	18	wordnet	True
pro	281	amateur	24	wordnet	True
indication	16	contraindication	30	wordnet	True
confidence	147	diffidence	14	wordnet	True
direct_evidence	5816	circumstantial_evidence	292	wordnet	True
categorem	0	syncategorem	0	wordnet	True
falsehood	57	truth	187	wordnet	True
Arabic_numeral	140	Roman_numeral	68	wordnet	True
superscript	12	subscript	103	wordnet	True
typewriter_font	41	proportional_font	27	wordnet	False
modern	241	old_style	31	wordnet	True
