index,name,source,type,cleaned_name,freq
28,Kawamura Cycle,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Kawamura Cycle,0
29,"Kobe limited, Kobe, Japan",https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,"Kobe limited, Kobe, Japan",0
30,Kusano Engineering,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Kusano Engineering,0
31,Kuwahara,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Kuwahara,440
32,Kyoso,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Kyoso,7
33,Maruishi,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Maruishi,4
34,Marukin,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Marukin,7
35,Mikado,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Mikado,3116
36,Miyata,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Miyata,951
37,Kiyo Miyazawa,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Kiyo Miyazawa,0
38,Miyuki,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Miyuki,2485
39,Nagasawa,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Nagasawa,561
40,Nakagawa,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Nakagawa,6266
41,Nakamichi,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Nakamichi,359
42,Nishiki,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Nishiki,443
43,Noko,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Noko,419
44,Ono,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Ono,17769
45,Panasonic / National,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Panasonic / National,6
46,Peugeot,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Peugeot,30073
47,Polaris,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Polaris,7913
48,Project M,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Project M,113
49,Puch,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Puch,467
50,Raizin,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Raizin,12
51,Raleigh / Rampar,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Raleigh / Rampar,0
52,Ravanello,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Ravanello,67
53,Reminton,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Reminton,0
54,Royal Norton,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Royal Norton,0
55,Royce Union,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Royce Union,0
56,San Rensho,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,San Rensho,0
57,Sannow,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Sannow,0
58,Schwinn,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Schwinn,1975
59,Sekai,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Sekai,1183
60,Sekine,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Sekine,496
61,Shimazaki,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Shimazaki,585
62,Shimano,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Shimano,2605
63,Shogun,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Shogun,4295
64,Soma,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Soma,4111
65,SR,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,SR,75987
66,Suntour,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Suntour,89
67,Suteki,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Suteki,111
68,Takara,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Takara,1857
69,Tano,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Tano,851
70,Toei,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Toei,2764
71,Tokyobike,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Tokyobike,0
72,Toyo,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Toyo,5275
73,Tsunoda,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Tsunoda,478
74,Tubagra,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Tubagra,0
75,Univega,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Univega,83
76,Vigore,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Vigore,24
77,Vlaams,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Vlaams,1770
78,Vogue,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Vogue,23575
79,Zebrakenko,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Zebrakenko,0
80,Zunow,https://en.wikipedia.org/wiki/List_of_Japanese_bicycle_brands_and_manufacturers,Bicycle,Zunow,17
81,2XU,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,2XU,83
82,A.F.C.A,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,A.F.C.A,3
83,Adidas,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Adidas,17628
84,Air Jordan,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Air Jordan,1147
85,Airness,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Airness,507
86,Alanic,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Alanic,31
87,ANTA,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,ANTA,850
88,Ashworth,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Ashworth,7131
89,ASICS,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,ASICS,1075
90,Athleta,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Athleta,158
91,Athletic DNA,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Athletic DNA,11
92,Atletica,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Atletica,117
93,Audimas,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Audimas,0
94,BIKE Athletic Company,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,BIKE Athletic Company,3
95,BLK,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,BLK,381
96,BRG,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,BRG,480
97,Brine,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Brine,6519
98,Brooks,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Brooks,149405
99,Bukta,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Bukta,114
100,Burley-Sekem,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Burley-Sekem,8
101,BURRDA,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,BURRDA,11
102,Callaway,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Callaway,12587
103,Carbrini,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Carbrini,29
104,CCM,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,CCM,5890
105,Converse,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Converse,9660
106,De Marchi,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,De Marchi,260
107,Deuter Sport,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Deuter Sport,4
108,Diadora,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Diadora,263
109,Donnay,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Donnay,346
110,Dryworld,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Dryworld,0
111,Duarig,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Duarig,4
112,Dunlop,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Dunlop,16248
113,Dynamic,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Dynamic,159696
114,Ellesse,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Ellesse,189
115,ERKE,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,ERKE,79
116,Erima,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Erima,46
117,Erreà,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Erreà,11
118,Eureka Sports,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Eureka Sports,4
119,Everlast,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Everlast,1137
120,Fabletics,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Fabletics,5
121,Fairtex Gym,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Fairtex Gym,13
122,FBT,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,FBT,389
123,Fila,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Fila,3144
124,Finta,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Finta,284
125,FSS,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,FSS,1383
126,Galvin Green,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Galvin Green,4
127,Geox,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Geox,298
128,Givova,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Givova,15
129,Gola,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Gola,1286
130,Gul,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Gul,41993
131,Gunn & Moore,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Gunn & Moore,18
132,ISC,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,ISC,5202
133,Ivivva athletica,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Ivivva athletica,3
134,Jako,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Jako,253
135,Joma,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Joma,368
136,K-Swiss,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,K-Swiss,413
137,K2 Sports,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,K2 Sports,0
138,Kappa,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Kappa,20241
139,Karhu,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Karhu,372
140,Kelme,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Kelme,2640
141,Kempa,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Kempa,155
142,Keuka,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Keuka,713
143,Kukri,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Kukri,280
144,Le Coq Sportif,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Le Coq Sportif,152
145,Le Tigre,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Le Tigre,634
146,Legea,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Legea,98
147,Lescon,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Lescon,18
148,Li-Ning,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Li-Ning,752
149,Lonsdale,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Lonsdale,6810
150,Looptworks,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Looptworks,13
151,Lorna Jane,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Lorna Jane,0
152,Loudmouth Golf,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Loudmouth Golf,23
153,Luanvi,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Luanvi,4
154,Lululemon Athletica,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Lululemon Athletica,95
155,LUTA,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,LUTA,243
156,Macron,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Macron,337
157,Maverik Lacrosse,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Maverik Lacrosse,12
158,McKenzie,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,McKenzie,34082
159,Merooj,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Merooj,7
160,Meyba,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Meyba,8
161,Mikasa,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Mikasa,709
162,Mitchell & Ness,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Mitchell & Ness,0
163,Mitre,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Mitre,4222
164,Mizuno,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Mizuno,4416
165,Moncler,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Moncler,71
166,Mondetta,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Mondetta,36
167,Munich,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Munich,155798
168,Musto,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Musto,1733
169,Nanque,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Nanque,9
170,Newton Running,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Newton Running,20
171,Nike,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Nike,61042
172,Nomis,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Nomis,421
173,Olympikus,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Olympikus,19
174,Onda,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Onda,1931
175,O'Neills,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,O'Neills,608
176,Pearl Izumi,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Pearl Izumi,110
177,Penalty,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Penalty,509508
178,Ping,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Ping,23315
179,Pirma,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Pirma,106
180,Prospecs,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Prospecs,22
181,Puma,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Puma,10778
182,Quechua,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Quechua,6715
183,Quinn,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Quinn,80660
184,Rapha,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Rapha,181
185,Raymond,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Raymond,144349
186,Reebok,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Reebok,21047
187,Reusch,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Reusch,262
188,Russell Athletic,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Russell Athletic,204
189,Rykä,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Rykä,11
190,Saeta,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Saeta,182
191,Salomon,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Salomon,50328
192,Santini SMS,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Santini SMS,9
193,Sarson,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sarson,389
194,Sergio Tacchini,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sergio Tacchini,164
195,Sherrin,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sherrin,829
196,Shimano,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Shimano,2605
197,Signia,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Signia,98
198,Skins,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Skins,24959
199,Skis Rossignol,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Skis Rossignol,114
200,Slazenger,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Slazenger,433
201,Soffe,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Soffe,168
202,Sondico,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sondico,14
203,Spalding,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Spalding,12175
204,SPECS,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,SPECS,8458
205,Speedo,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Speedo,3736
206,Sportika,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sportika,21
207,Starbury,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Starbury,280
208,Steeden,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Steeden,88
209,Sting,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sting,34379
210,Sugino,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Sugino,155
211,Superga,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Superga,319
212,Swix,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Swix,66
213,TaylorMade-Adidas,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,TaylorMade-Adidas,70
214,TH3,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,TH3,47
215,Titleist,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Titleist,2153
216,Tokaido,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Tokaido,824
217,Topper,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Topper,2966
218,Tyr,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Tyr,1241
219,Uhlsport,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Uhlsport,63
220,Umbro,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Umbro,1691
221,Under Armour,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Under Armour,1207
222,Walon Sport,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Walon Sport,6
223,Webb Ellis,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Webb Ellis,882
224,Wilson,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Wilson,462365
225,X-Bionic,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,X-Bionic,5
226,X-Socks,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,X-Socks,8
227,X-Technology,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,X-Technology,2
228,XBlades,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,XBlades,0
229,Xero Shoes,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Xero Shoes,12
230,Xtep,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Xtep,45
231,Yonex,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Yonex,847
232,Zoke,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,Fashion,Zoke,20
233,BMTF,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,BMTF,6
234,Doel,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Doel,599
235,Jamuna,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Jamuna,1972
236,Rangs,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Rangs,64
237,Aigo (Beijing Huaqi Information Digital Technology Co. Ltd.),https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Aigo,153
238,Amoi,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Amoi,110
239,BYD Electronic,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,BYD Electronic,17
240,Changhong,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Changhong,1384
241,Gionee,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Gionee,5
242,Haier,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Haier,2810
243,Hasee,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Hasee,73
244,Hisense,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Hisense,643
245,Huawei,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Huawei,4259
246,Konka Group,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Konka Group,128
247,Lenovo,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Lenovo,12061
248,Meizu,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Meizu,160
249,Ningbo Bird,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Ningbo Bird,109
250,Oppo,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Oppo,415
251,Skyworth,https://en.wikipedia.org/wiki/List_of_electronics_brands,Electronics,Skyworth,208
