_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,label,orig__golden,a,b,id,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable,type
1622485569,3/10/2018 13:29:01,false,3458709489,,3/10/2018 13:27:57,false,neodev,0.9,40544601,VEN,13,Barquisimeto,186.91.162.247,WORSE,False,Ford,Honda,T3173142468,,,True,Why can't Ford puts better handling into the FWD Fusion if Honda can do it 10 years ago?,"Why can't <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> puts better handling into the FWD Fusion if <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> can do it 10 years ago?",Why can't *Ford* puts better handling into the FWD Fusion if §Honda$ can do it 10 years ago?,brands
1622485569,3/10/2018 13:31:39,false,3458716005,,3/10/2018 13:27:57,false,clixsense,0.8571,42760856,IND,02,Vijayawada,157.48.14.142,BETTER,False,Ford,Honda,T3173142468,,,True,Why can't Ford puts better handling into the FWD Fusion if Honda can do it 10 years ago?,"Why can't <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> puts better handling into the FWD Fusion if <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> can do it 10 years ago?",Why can't *Ford* puts better handling into the FWD Fusion if §Honda$ can do it 10 years ago?,brands
1622485570,3/10/2018 13:29:24,false,3458710524,,3/10/2018 13:28:49,false,elite,0.8529,44206193,SRB,00,Belgrade,94.189.142.196,NONE,False,Google,Kingston,R2870085823,,,False,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>, WD, Yahoo, MSI, XFX, Huawei My blog","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, *Google* etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, §Kingston$, WD, Yahoo, MSI, XFX, Huawei My blog",brands
1622485570,3/10/2018 13:30:58,false,3458714511,,3/10/2018 13:28:50,false,clixsense,0.9333,43964678,RUS,29,Novokuznetsk,31.135.49.82,NONE,False,Google,Kingston,R2870085823,,,False,"This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>, WD, Yahoo, MSI, XFX, Huawei My blog","This's the first kernel I'm running on this board; it's a Gigabyte with H61 chipset; what about you? _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, *Google* etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, §Kingston$, WD, Yahoo, MSI, XFX, Huawei My blog",brands
1622485571,3/10/2018 13:28:20,false,3458707720,,3/10/2018 13:27:54,false,clixsense,0.9118,40557293,SRB,00,Belgrade,87.116.177.110,NONE,False,Toyota,Chrysler,C370643168,,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> FJ.","A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the *Chrysler* PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and §Toyota$ FJ.",brands
1622485571,3/10/2018 13:28:56,false,3458709253,,3/10/2018 13:27:54,false,elite,1.0,44047804,USA,FL,Apollo Beach,47.206.51.67,NONE,False,Toyota,Chrysler,C370643168,,,True,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.","A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> FJ.","A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the *Chrysler* PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and §Toyota$ FJ.",brands
1622485572,3/10/2018 13:29:24,false,3458710528,,3/10/2018 13:28:49,false,elite,0.8529,44206193,SRB,00,Belgrade,94.189.142.196,NONE,False,Samsung,Motorola,N2130778182,,,False,Samsung and Motorola both did a purchase.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> both did a purchase.",*Samsung* and §Motorola$ both did a purchase.,brands
1622485572,3/10/2018 13:30:58,false,3458714501,,3/10/2018 13:28:50,false,clixsense,0.9333,43964678,RUS,29,Novokuznetsk,31.135.49.82,NONE,False,Samsung,Motorola,N2130778182,,,False,Samsung and Motorola both did a purchase.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> both did a purchase.",*Samsung* and §Motorola$ both did a purchase.,brands
1622485573,3/10/2018 13:26:51,false,3458704539,,3/10/2018 13:26:10,false,elite,0.8182,44174761,EGY,11,Cairo,197.41.195.61,NONE,False,Advil,Motrin,A151622218,,,False,"Advil, Motrin, Nuprin ), Naproxen ( e.g.","<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Nuprin ), Naproxen ( e.g.","*Advil*, §Motrin$, Nuprin ), Naproxen ( e.g.",brands
1622485573,3/10/2018 13:58:27,false,3458780491,,3/10/2018 13:56:10,false,neodev,0.9286,40993983,UKR,14,Lugansk,176.113.227.162,NONE,False,Advil,Motrin,A151622218,,,False,"Advil, Motrin, Nuprin ), Naproxen ( e.g.","<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Nuprin ), Naproxen ( e.g.","*Advil*, §Motrin$, Nuprin ), Naproxen ( e.g.",brands
1622485574,3/10/2018 13:29:14,false,3458710189,,3/10/2018 13:28:50,false,elite,1.0,44271813,SRB,00,Belgrade,178.223.154.111,NONE,False,Microsoft,Intel,E640700286,,,True,"EFI was developed by Microsoft and Intel as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by *Microsoft* and §Intel$ as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.",brands
1622485574,3/10/2018 13:29:28,false,3458710795,,3/10/2018 13:28:55,false,clixsense,0.9412,6335115,SRB,00,Belgrade,109.93.85.170,NONE,False,Microsoft,Intel,E640700286,,,True,"EFI was developed by Microsoft and Intel as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by *Microsoft* and §Intel$ as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.",brands
1622485575,3/10/2018 13:28:47,false,3458708929,,3/10/2018 13:28:17,false,elite,0.8529,44206193,SRB,00,Belgrade,94.189.142.196,WORSE,False,Microsoft,Amazon,H1084046451,,,True,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.","If <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> have done.","If *Microsoft* wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and §Amazon$ have done.",brands
1622485575,3/10/2018 13:29:09,false,3458709713,,3/10/2018 13:28:18,false,clixsense,1.0,43628047,TUR,"","",37.155.187.201,WORSE,False,Microsoft,Amazon,H1084046451,,,True,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.","If <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> have done.","If *Microsoft* wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and §Amazon$ have done.",brands
1622485576,3/10/2018 13:28:39,false,3458708588,,3/10/2018 13:27:59,false,clixsense,0.8889,40619580,IND,23,Amritsar,103.223.8.215,NONE,False,Advil,Motrin,N2211514940,,,False,"since ive never had Motrin, remind me differnce from Advil.","since ive never had <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, remind me differnce from <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>.","since ive never had *Motrin*, remind me differnce from §Advil$.",brands
1622485576,3/10/2018 13:28:42,false,3458708686,,3/10/2018 13:28:03,false,clixsense,0.8889,41387391,IND,16,Ulhasnagar,103.248.29.196,NONE,False,Advil,Motrin,N2211514940,,,False,"since ive never had Motrin, remind me differnce from Advil.","since ive never had <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, remind me differnce from <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>.","since ive never had *Motrin*, remind me differnce from §Advil$.",brands
1622485577,3/10/2018 13:29:24,false,3458710522,,3/10/2018 13:28:58,false,elite,1.0,44047804,USA,FL,Apollo Beach,47.206.51.67,NONE,False,Ferrari,BMW,B204157792,,,False,All they deal with is Ferrari and BMW.,"All they deal with is <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>.",All they deal with is *Ferrari* and §BMW$.,brands
1622485577,3/10/2018 13:29:41,false,3458711342,,3/10/2018 13:29:04,false,neodev,0.9,40544601,VEN,13,Barquisimeto,186.91.162.247,NONE,False,Ferrari,BMW,B204157792,,,False,All they deal with is Ferrari and BMW.,"All they deal with is <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>.",All they deal with is *Ferrari* and §BMW$.,brands
1622485578,3/10/2018 13:28:39,false,3458708565,,3/10/2018 13:27:59,false,clixsense,0.8889,40619580,IND,23,Amritsar,103.223.8.215,NONE,False,Dell,Hewlett-Packard,F897030482,,,True,He pointed to Hewlett-Packard and Dell as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,"He pointed to <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.",He pointed to *Hewlett-Packard* and §Dell$ as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,brands
1622485578,3/10/2018 13:28:42,false,3458708669,,3/10/2018 13:28:03,false,clixsense,0.8889,41387391,IND,16,Ulhasnagar,103.248.29.196,NONE,False,Dell,Hewlett-Packard,F897030482,,,True,He pointed to Hewlett-Packard and Dell as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,"He pointed to <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.",He pointed to *Hewlett-Packard* and §Dell$ as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,brands
1622485579,3/10/2018 13:29:24,false,3458710520,,3/10/2018 13:28:58,false,elite,1.0,44047804,USA,FL,Apollo Beach,47.206.51.67,NONE,False,Ford,Nissan,S2981334716,,,True,"U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> to solid profits and helping Toyota, Honda, and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and *Ford* to solid profits and helping Toyota, Honda, and §Nissan$ put up big numbers as well.",brands
1622485579,3/10/2018 13:29:41,false,3458711345,,3/10/2018 13:29:04,false,neodev,0.9,40544601,VEN,13,Barquisimeto,186.91.162.247,NONE,False,Ford,Nissan,S2981334716,,,True,"U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> to solid profits and helping Toyota, Honda, and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and *Ford* to solid profits and helping Toyota, Honda, and §Nissan$ put up big numbers as well.",brands
1622485580,3/10/2018 13:29:14,false,3458710207,,3/10/2018 13:28:32,false,clixsense,0.9333,37044282,RUS,90,Perm,46.146.40.39,BETTER,False,Dell,Hewlett-Packard,G935201907,,,True,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> swooped in with the better bid to overtake <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","*Hewlett-Packard* swooped in with the better bid to overtake §Dell$ and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",brands
1622485580,3/10/2018 13:29:34,false,3458710974,,3/10/2018 13:28:29,false,neodev,0.8636,44155512,EGY,11,Cairo,217.55.9.179,BETTER,False,Dell,Hewlett-Packard,G935201907,,,True,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> swooped in with the better bid to overtake <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","*Hewlett-Packard* swooped in with the better bid to overtake §Dell$ and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",brands
1622485581,3/10/2018 13:26:51,false,3458704536,,3/10/2018 13:26:10,false,elite,0.8182,44174761,EGY,11,Cairo,197.41.195.61,NONE,False,Sony,Intel,Q2686073980,,,True,"The same can be said for graphics, as this machine outperforms the Sony, even though they use the same Intel chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, even though they use the same <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the *Sony*, even though they use the same §Intel$ chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.",brands
1622485581,3/10/2018 13:58:27,false,3458780489,,3/10/2018 13:56:10,false,neodev,0.9286,40993983,UKR,14,Lugansk,176.113.227.162,NONE,False,Sony,Intel,Q2686073980,,,True,"The same can be said for graphics, as this machine outperforms the Sony, even though they use the same Intel chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, even though they use the same <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the *Sony*, even though they use the same §Intel$ chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.",brands
1622485582,3/10/2018 13:28:47,false,3458708934,,3/10/2018 13:28:17,false,elite,0.8529,44206193,SRB,00,Belgrade,94.189.142.196,NONE,False,Nissan,Renault,M2019305873,,,True,"Portugal to bypass Project Better Place, promote EVs with Renault-Nissan","Portugal to bypass Project Better Place, promote EVs with <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>","Portugal to bypass Project Better Place, promote EVs with *Renault*-§Nissan$",brands
1622485582,3/10/2018 13:29:09,false,3458709729,,3/10/2018 13:28:18,false,clixsense,1.0,43628047,TUR,"","",37.155.187.201,NONE,False,Nissan,Renault,M2019305873,,,True,"Portugal to bypass Project Better Place, promote EVs with Renault-Nissan","Portugal to bypass Project Better Place, promote EVs with <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>","Portugal to bypass Project Better Place, promote EVs with *Renault*-§Nissan$",brands
1622485583,3/10/2018 13:29:14,false,3458710197,,3/10/2018 13:28:32,false,clixsense,0.9333,37044282,RUS,90,Perm,46.146.40.39,NONE,False,Ford,BMW,K1699337718,,,True,"Meanwhile, automakers like BMW, Ford, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like *BMW*, §Ford$, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.",brands
1622485583,3/10/2018 13:29:34,false,3458710961,,3/10/2018 13:28:29,false,neodev,0.8636,44155512,EGY,11,Cairo,217.55.9.179,NONE,False,Ford,BMW,K1699337718,,,True,"Meanwhile, automakers like BMW, Ford, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like *BMW*, §Ford$, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.",brands
1622485584,3/10/2018 13:27:25,false,3458705722,,3/10/2018 13:26:46,false,clixsense,0.9118,40557293,SRB,00,Belgrade,87.116.177.110,BETTER,False,Apple,Dell,F830065796,,,True,"Granted, Dell seems better at repairing laptops than Apple is at repairing iPods.","Granted, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> seems better at repairing laptops than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> is at repairing iPods.","Granted, *Dell* seems better at repairing laptops than §Apple$ is at repairing iPods.",brands
