_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,orig__golden,a,b,id,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable,type
1622485574,false,finalized,2,3/10/2018 13:29:28,NONE,1.0,False,Microsoft,Intel,E640700286,,,True,"EFI was developed by Microsoft and Intel as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.","EFI was developed by *Microsoft* and §Intel$ as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.",brands
1622485575,false,finalized,2,3/10/2018 13:29:09,WORSE,1.0,False,Microsoft,Amazon,H1084046451,,,True,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.","If <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> have done.","If *Microsoft* wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and §Amazon$ have done.",brands
1622485576,false,finalized,2,3/10/2018 13:28:42,NONE,1.0,False,Advil,Motrin,N2211514940,,,False,"since ive never had Motrin, remind me differnce from Advil.","since ive never had <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, remind me differnce from <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>.","since ive never had *Motrin*, remind me differnce from §Advil$.",brands
1622485577,false,finalized,2,3/10/2018 13:29:41,NONE,1.0,False,Ferrari,BMW,B204157792,,,False,All they deal with is Ferrari and BMW.,"All they deal with is <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>.",All they deal with is *Ferrari* and §BMW$.,brands
1622485578,false,finalized,2,3/10/2018 13:28:42,NONE,1.0,False,Dell,Hewlett-Packard,F897030482,,,True,He pointed to Hewlett-Packard and Dell as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,"He pointed to <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.",He pointed to *Hewlett-Packard* and §Dell$ as examples of traditional computer powerhouses which have failed to launch a decent tablet or smartphone.,brands
1622485579,false,finalized,2,3/10/2018 13:29:41,NONE,1.0,False,Ford,Nissan,S2981334716,,,True,"U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> to solid profits and helping Toyota, Honda, and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> put up big numbers as well.","U.S. auto sales have been the bright spot for many of the global automakers, powering GM and *Ford* to solid profits and helping Toyota, Honda, and §Nissan$ put up big numbers as well.",brands
1622485580,false,finalized,2,3/10/2018 13:29:34,BETTER,1.0,False,Dell,Hewlett-Packard,G935201907,,,True,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> swooped in with the better bid to overtake <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.","*Hewlett-Packard* swooped in with the better bid to overtake §Dell$ and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",brands
1622485581,false,finalized,2,3/10/2018 13:58:27,NONE,1.0,False,Sony,Intel,Q2686073980,,,True,"The same can be said for graphics, as this machine outperforms the Sony, even though they use the same Intel chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, even though they use the same <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.","The same can be said for graphics, as this machine outperforms the *Sony*, even though they use the same §Intel$ chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.",brands
1622485582,false,finalized,2,3/10/2018 13:29:09,NONE,1.0,False,Nissan,Renault,M2019305873,,,True,"Portugal to bypass Project Better Place, promote EVs with Renault-Nissan","Portugal to bypass Project Better Place, promote EVs with <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>","Portugal to bypass Project Better Place, promote EVs with *Renault*-§Nissan$",brands
1622485583,false,finalized,2,3/10/2018 13:29:34,NONE,1.0,False,Ford,BMW,K1699337718,,,True,"Meanwhile, automakers like BMW, Ford, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.","Meanwhile, automakers like *BMW*, §Ford$, Honda, and Mercedes-Benz are boosting their use of high-strength steel -- not only to make vehicles safer, but also because the new steel is lighter, and lighter steel means lighter vehicles, which means better fuel economy.",brands
1622485584,false,finalized,2,3/10/2018 13:27:55,BETTER,1.0,False,Apple,Dell,F830065796,,,True,"Granted, Dell seems better at repairing laptops than Apple is at repairing iPods.","Granted, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> seems better at repairing laptops than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> is at repairing iPods.","Granted, *Dell* seems better at repairing laptops than §Apple$ is at repairing iPods.",brands
1622485585,false,finalized,2,3/10/2018 13:28:08,BETTER,1.0,False,Audi,Mercedes-Benz,L1793566418,,,True,"Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.","Nevertheless, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span>.","Nevertheless, *Audi* says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and §Mercedes-Benz$.",brands
1622485586,false,finalized,2,3/10/2018 13:29:38,NONE,1.0,False,Advil,Motrin,G1025944902,,,False,"Ibuprofen (Caldolor, Advil, Motrin)","Ibuprofen (Caldolor, <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>)","Ibuprofen (Caldolor, *Advil*, §Motrin$)",brands
1622485587,false,finalized,2,3/10/2018 13:28:30,NONE,0.5058,False,Apple,Sony,N2262543090,,,True,"Sony, Grass Valley, Lightworks, even the inferior Apple.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, Grass Valley, Lightworks, even the inferior <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.","*Sony*, Grass Valley, Lightworks, even the inferior §Apple$.",brands
1622485588,false,finalized,2,3/10/2018 13:30:52,NONE,1.0,False,Intel,Kingston,D538289162,,,True,"__________________ csx spartan stacker 830 case plus SSD Kingston 120gb,Intel Core i5 3570K,Corsair H80i Hydro Series CPU Cooler,Gigabyte GA-Z77X-D3H,16GB (2x8GB) Corsair DDR3 Vengeance Performance and 2GB Palit GTX 660 Ti JetStream","__________________ csx spartan stacker 830 case plus SSD <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 120gb,<span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core i5 3570K,Corsair H80i Hydro Series CPU Cooler,Gigabyte GA-Z77X-D3H,16GB (2x8GB) Corsair DDR3 Vengeance Performance and 2GB Palit GTX 660 Ti JetStream","__________________ csx spartan stacker 830 case plus SSD *Kingston* 120gb,§Intel$ Core i5 3570K,Corsair H80i Hydro Series CPU Cooler,Gigabyte GA-Z77X-D3H,16GB (2x8GB) Corsair DDR3 Vengeance Performance and 2GB Palit GTX 660 Ti JetStream",brands
1622485589,false,finalized,2,3/10/2018 13:31:39,NONE,1.0,False,Samsung,Toshiba,J1432575082,,,True,"Its 362 nit brightness level is one of the best we've seen, improving on the MacBook and Samsung, but the Lenovo's 646:1 contrast ratio is mediocre - the Toshiba Kira hit a mighty 2,326:1.","Its 362 nit brightness level is one of the best we've seen, improving on the MacBook and <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span>, but the Lenovo's 646:1 contrast ratio is mediocre - the <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> Kira hit a mighty 2,326:1.","Its 362 nit brightness level is one of the best we've seen, improving on the MacBook and *Samsung*, but the Lenovo's 646:1 contrast ratio is mediocre - the §Toshiba$ Kira hit a mighty 2,326:1.",brands
1622485590,false,finalized,2,3/10/2018 13:30:58,NONE,0.5225,False,Intel,Kingston,I1248563780,,,True,"In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.","In Crysis the <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 40GB again takes second place to the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> in the SSD ranks, making it a pretty decent proposition for gaming.","In Crysis the *Kingston* 40GB again takes second place to the §Intel$ in the SSD ranks, making it a pretty decent proposition for gaming.",brands
1622485591,false,finalized,2,3/10/2018 13:29:41,NONE,1.0,False,Microsoft,Intel,P2548234013,,,True,"The longer it stays tethered to Microsoft and Intel, the worse things will get.","The longer it stays tethered to <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, the worse things will get.","The longer it stays tethered to *Microsoft* and §Intel$, the worse things will get.",brands
1622485592,false,finalized,2,3/10/2018 13:31:14,NONE,1.0,False,Ford,Chevrolet,D401463094,,,True,"But, looking back, I can see why many more people would have bought a better built, more thoroughly developed Chevrolet, Ford, Buick or Oldsmobile, even if the Studebaker was much better looking.","But, looking back, I can see why many more people would have bought a better built, more thoroughly developed <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, Buick or Oldsmobile, even if the Studebaker was much better looking.","But, looking back, I can see why many more people would have bought a better built, more thoroughly developed *Chevrolet*, §Ford$, Buick or Oldsmobile, even if the Studebaker was much better looking.",brands
1622485593,false,finalized,2,3/10/2018 13:27:55,BETTER,1.0,False,Coca-Cola,Pepsi,G1028106980,,,True,"I can live with commercials that say that Pepsi is better then Coca-Cola, I can live with a commercial that says buy Hyper-V instead of VMware but I always have problems with seeing how Microsoft is constantly spreading this kind of commercials that are plain wrong.","I can live with commercials that say that <span style=""color: #9A14B2; font-weight: bold"">Pepsi:[OBJECT_A]</span> is better then <span style=""color: #6CB219; font-weight: bold"">Coca-Cola:[OBJECT_B]</span>, I can live with a commercial that says buy Hyper-V instead of VMware but I always have problems with seeing how Microsoft is constantly spreading this kind of commercials that are plain wrong.","I can live with commercials that say that *Pepsi* is better then §Coca-Cola$, I can live with a commercial that says buy Hyper-V instead of VMware but I always have problems with seeing how Microsoft is constantly spreading this kind of commercials that are plain wrong.",brands
1622485594,false,finalized,2,3/10/2018 13:28:19,NONE,1.0,False,IBM,Intel,G1024577179,,,True,"IBM, Intel & even Microsoft have contributed to independent implementations before, without necessarily making Sun's life harder.","<span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> & even Microsoft have contributed to independent implementations before, without necessarily making Sun's life harder.","*IBM*, §Intel$ & even Microsoft have contributed to independent implementations before, without necessarily making Sun's life harder.",brands
1622485595,false,finalized,2,3/10/2018 13:28:19,NONE,1.0,False,Apple,IBM,D408270005,,,True,"But since they are there, RAND is far better than the way companies like IBM, Google and Apple treat their strategically most important patents.","But since they are there, RAND is far better than the way companies like <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, Google and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> treat their strategically most important patents.","But since they are there, RAND is far better than the way companies like *IBM*, Google and §Apple$ treat their strategically most important patents.",brands
1622485596,false,finalized,2,3/10/2018 13:29:28,NONE,1.0,False,Toyota,BMW,F790672632,,,True,"Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like Toyota BMW honda that entered the champ with loads of money but no major success","Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> honda that entered the champ with loads of money but no major success","Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like *Toyota* §BMW$ honda that entered the champ with loads of money but no major success",brands
1622485597,false,finalized,2,3/10/2018 13:29:38,NONE,1.0,False,Ford,Honda,R2787785976,,,True,"They'll spend less money and get much better performance at the Mazda, Ford, Honda dealer.","They'll spend less money and get much better performance at the Mazda, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> dealer.","They'll spend less money and get much better performance at the Mazda, *Ford*, §Honda$ dealer.",brands
1622485598,false,finalized,2,3/10/2018 13:30:02,NONE,1.0,False,Audi,Lexus,L1841744837,,,True,"Nowadays, more and more auto makers such as Audi BMW Mercedes and Lexus have had their entire product lines equipped with the latest LED tail lights, not only to make the cars more stylish, but also better safety improvement.","Nowadays, more and more auto makers such as <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> BMW Mercedes and <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> have had their entire product lines equipped with the latest LED tail lights, not only to make the cars more stylish, but also better safety improvement.","Nowadays, more and more auto makers such as *Audi* BMW Mercedes and §Lexus$ have had their entire product lines equipped with the latest LED tail lights, not only to make the cars more stylish, but also better safety improvement.",brands
1622485599,false,finalized,2,3/10/2018 13:30:02,NONE,1.0,False,Cadillac,Buick,D526178433,,,True,"Corvette's, Cadillac CTS-V's, WRX STI's, EVO-8's, light modded Talon TSI's, SRT-4 Neon's, Buick Grand National's, chipped diesel trucks that weigh 8000+lbs...will all leave a stock 1970s muscle car in the dust no problem...and get better mileage than the muscle car, even with catalytic converters.","Corvette's, <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> CTS-V's, WRX STI's, EVO-8's, light modded Talon TSI's, SRT-4 Neon's, <span style=""color: #6CB219; font-weight: bold"">Buick:[OBJECT_B]</span> Grand National's, chipped diesel trucks that weigh 8000+lbs...will all leave a stock 1970s muscle car in the dust no problem...and get better mileage than the muscle car, even with catalytic converters.","Corvette's, *Cadillac* CTS-V's, WRX STI's, EVO-8's, light modded Talon TSI's, SRT-4 Neon's, §Buick$ Grand National's, chipped diesel trucks that weigh 8000+lbs...will all leave a stock 1970s muscle car in the dust no problem...and get better mileage than the muscle car, even with catalytic converters.",brands
1622485600,false,finalized,2,3/10/2018 13:29:50,BETTER,1.0,False,Apple,Sony,N2262620333,,,True,"Sony of course has really nice, really expensive machines, better than Apple, if you don't care about battery life.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> of course has really nice, really expensive machines, better than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>, if you don't care about battery life.","*Sony* of course has really nice, really expensive machines, better than §Apple$, if you don't care about battery life.",brands
1622485601,false,finalized,2,3/10/2018 13:28:42,NONE,1.0,False,Gigabyte,Asus,F810025726,,,False,Gigabyte Roughing Up Asus Some More,"<span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span> Roughing Up <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span> Some More",*Gigabyte* Roughing Up §Asus$ Some More,brands
1622485602,false,finalized,2,3/10/2018 13:27:55,NONE,0.5238,False,Sony,Amazon,J1442922638,,,True,"It's better than B&N (no file table access at all) or Amazon (hard reset every time to update filetable), but still not as simple as Sony.","It's better than B&N (no file table access at all) or <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> (hard reset every time to update filetable), but still not as simple as <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>.","It's better than B&N (no file table access at all) or *Amazon* (hard reset every time to update filetable), but still not as simple as §Sony$.",brands
1622485603,false,finalized,2,3/10/2018 13:30:02,NONE,1.0,False,Google,Intel,N2204095293,,,True,"Siemens, tied with perennial favorites Google and Red Hat, would have done even better if not for concerns (by contrast to Intel) about quality levels.","Siemens, tied with perennial favorites <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> and Red Hat, would have done even better if not for concerns (by contrast to <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>) about quality levels.","Siemens, tied with perennial favorites *Google* and Red Hat, would have done even better if not for concerns (by contrast to §Intel$) about quality levels.",brands
1622485604,false,finalized,2,3/10/2018 13:27:25,NONE,1.0,False,Ford,BMW,F762165905,,,True,"For the money you could buy any number of really nice upscale small SUVs that drive nicely, ride better, and are much easier to live with, like the Acura RDX, BMW X3, or a loaded Ford Escape.","For the money you could buy any number of really nice upscale small SUVs that drive nicely, ride better, and are much easier to live with, like the Acura RDX, <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> X3, or a loaded <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Escape.","For the money you could buy any number of really nice upscale small SUVs that drive nicely, ride better, and are much easier to live with, like the Acura RDX, *BMW* X3, or a loaded §Ford$ Escape.",brands
1622485605,false,finalized,2,3/10/2018 13:29:28,WORSE,1.0,False,Samsung,Toshiba,Q2613409660,,,True,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.","The player is working just as well as my older <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> 1080p upconverting DVD player/recorder and I think the quality is actually better on my <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> 61"" DLP 1080p HDTV.","The player is working just as well as my older *Toshiba* 1080p upconverting DVD player/recorder and I think the quality is actually better on my §Samsung$ 61"" DLP 1080p HDTV.",brands
1622485606,false,finalized,2,3/10/2018 13:29:39,NONE,1.0,False,Apple,Intel,I1285461770,,,True,"In separate news , Apple recently upgraded its desktop with faster Intel Corporation (NASDAQ:INTC) chips and better support for flash memory storage.","In separate news , <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> recently upgraded its desktop with faster <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Corporation (NASDAQ:INTC) chips and better support for flash memory storage.","In separate news , *Apple* recently upgraded its desktop with faster §Intel$ Corporation (NASDAQ:INTC) chips and better support for flash memory storage.",brands
1622485607,false,finalized,2,3/10/2018 13:27:25,NONE,1.0,False,Nissan,Renault,I1268204230,,,True,"In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , Renault and its partner, Nissan Motor Company.","In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and its partner, <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Motor Company.","In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , *Renault* and its partner, §Nissan$ Motor Company.",brands
1622485608,false,finalized,2,3/10/2018 13:28:19,NONE,1.0,False,Cadillac,Buick,G975003359,,,True,"However, if this really is the case, do Cadillac and recently announced sponsor Mercedes-Benz resonate better among golf enthusiasts or does golfing superstar Tiger Woods help Buick lead the pack among the golfing community?","However, if this really is the case, do <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> and recently announced sponsor Mercedes-Benz resonate better among golf enthusiasts or does golfing superstar Tiger Woods help <span style=""color: #6CB219; font-weight: bold"">Buick:[OBJECT_B]</span> lead the pack among the golfing community?","However, if this really is the case, do *Cadillac* and recently announced sponsor Mercedes-Benz resonate better among golf enthusiasts or does golfing superstar Tiger Woods help §Buick$ lead the pack among the golfing community?",brands
