,word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
128,sophistication,47,naivete,14,wordnet,False,wordnet,63.0
129,actual_sin,44,original_sin,126,wordnet,True,wordnet,0.0
130,mortal_sin,949,venial_sin,119,wordnet,True,wordnet,0.0
131,pride,268,humility,220,wordnet,True,wordnet,139.0
132,grand_larceny,24,petit_larceny,417,wordnet,True,wordnet,0.0
133,war,19,peace,173,wordnet,True,wordnet,816.0
134,control,163,unrestraint,20,wordnet,True,wordnet,0.0
135,coordination,189,incoordination,87,wordnet,False,wordnet,0.0
136,synchronization,60,asynchronism,0,wordnet,True,wordnet,0.0
137,security,332,insecurity,185,wordnet,True,wordnet,0.0
138,defense,120,offense,180,wordnet,True,wordnet,913.0
139,hyperpnea,26,hypopnea,55,wordnet,True,wordnet,0.0
140,conception,139,misconception,285,wordnet,True,wordnet,0.0
141,pleasure,40,pain,186,wordnet,True,wordnet,839.0
142,assortative_mating,23,disassortative_mating,0,wordnet,True,wordnet,0.0
143,sleeping,147,waking,23,wordnet,True,wordnet,624.0
144,disapproval,21486,approval,315,wordnet,True,wordnet,0.0
145,discipline,44,indiscipline,135,wordnet,True,wordnet,0.0
146,fabrication,71,disassembly,1761,wordnet,True,wordnet,1.0
147,dismantling,60,assembly,107,wordnet,False,wordnet,465.0
148,distemper,181,good_humor,38,wordnet,True,wordnet,0.0
149,recapitulation,14,cenogenesis,0,wordnet,True,wordnet,0.0
150,repulsion,93,attraction,53,wordnet,True,wordnet,57.0
151,intelligence,211,stupidity,79,wordnet,True,wordnet,70.0
152,alignment,142,nonalignment,370,wordnet,True,wordnet,0.0
153,order,358,disorder,263,wordnet,True,wordnet,0.0
154,centralization,299,decentralization,24,wordnet,True,wordnet,0.0
155,continuance,79,discontinuance,176,wordnet,True,wordnet,0.0
156,abidance,150,nonconformity,160,wordnet,True,wordnet,0.0
157,rut,114,anestrus,24,wordnet,True,wordnet,0.0
158,stop,89,continuant_consonant,0,wordnet,True,wordnet,0.0
159,demand,24,supply,335,wordnet,True,wordnet,872.0
160,vegetation,288,fauna,112,wordnet,True,wordnet,12.0
161,forbearance,2686,impatience,57,wordnet,True,wordnet,0.0
162,sobriety,13,drunkenness,24,wordnet,True,wordnet,13.0
163,tolerance,339,unpermissiveness,0,wordnet,True,wordnet,0.0
164,satisfaction,254,dissatisfaction,24,wordnet,True,wordnet,0.0
165,deterrence,48,incentive,332,wordnet,True,wordnet,0.0
166,discouragement,12,encouragement,70,wordnet,True,wordnet,19.0
167,nonproliferation,16,proliferation,25,wordnet,True,wordnet,0.0
168,association,12,disassociation,18,wordnet,False,wordnet,0.0
169,generosity,20,stinginess,32,wordnet,True,wordnet,5.0
170,express,235,local,265,wordnet,True,wordnet,367.0
171,downtick,223,uptick,74,wordnet,True,wordnet,7.0
172,retail,174,wholesale,216,wordnet,True,wordnet,882.0
173,spending,327,income,192,wordnet,True,wordnet,816.0
174,criminalization,167,decriminalization,149,wordnet,True,wordnet,0.0
175,providence,280,improvidence,124,wordnet,True,wordnet,0.0
176,obedience,87,disobedience,128,wordnet,True,wordnet,0.0
177,certification,104,disenfranchisement,325,wordnet,False,wordnet,8.0
178,variance,62,invariability,26,wordnet,True,wordnet,0.0
179,classification,242,declassification,141,wordnet,True,wordnet,0.0
180,nationalization,23,denationalization,19,wordnet,False,wordnet,0.0
181,mobilization,21,demobilization,616,wordnet,True,wordnet,0.0
182,arming,80,disarming,23,wordnet,True,wordnet,0.0
183,stabilization,46,destabilization,19,wordnet,True,wordnet,0.0
184,insubordination,12,subordination,319,wordnet,True,wordnet,0.0
185,conviction,271,acquittal,77,wordnet,True,wordnet,59.0
186,judgment_in_personam,0,judgment_in_rem,0,wordnet,False,wordnet,0.0
187,general_verdict,76,special_verdict,81,wordnet,True,wordnet,0.0
188,formality,89,informality,3290,wordnet,True,wordnet,0.0
189,honoring,82,nonobservance,30,wordnet,True,wordnet,0.0
190,selflessness,158,egoism,23,wordnet,True,wordnet,1.0
191,comfort,50,discomfort,77,wordnet,True,wordnet,0.0
192,reward,246,penalty,286,wordnet,True,wordnet,46.0
193,condemnation,106,approbation,115,wordnet,False,wordnet,83.0
194,discourtesy,487,courtesy,191,wordnet,True,wordnet,0.0
195,easiness,18,difficulty,15,wordnet,True,wordnet,8.0
196,benevolence,630,malevolence,14,wordnet,True,wordnet,5.0
197,mercy,15,mercilessness,19,wordnet,True,wordnet,1.0
198,politeness,40,impoliteness,23,wordnet,True,wordnet,0.0
199,attention,347,inattention,16,wordnet,True,wordnet,0.0
200,consideration,50,inconsideration,53,wordnet,True,wordnet,0.0
201,convention,282,unconventionality,243,wordnet,True,wordnet,0.0
202,attendance,341,nonattendance,99,wordnet,True,wordnet,0.0
203,presence,241,absence,327,wordnet,True,wordnet,926.0
204,lead,251,deficit,126,wordnet,True,wordnet,334.0
205,feeder,166,distributary,42,wordnet,True,wordnet,0.0
206,female,21,male,48,wordnet,True,wordnet,0.0
207,adult,69,juvenile,87,wordnet,True,wordnet,388.0
208,young,158,aged,100,wordnet,True,wordnet,852.0
209,parasite,1626,host,76,wordnet,True,wordnet,164.0
210,eukaryote,46,prokaryote,161,wordnet,True,wordnet,7.0
211,soft-finned_fish,0,spiny-finned_fish,0,wordnet,True,wordnet,0.0
212,ratite,27,carinate,56,wordnet,True,wordnet,0.0
213,hawk,322,dove,74,wordnet,True,wordnet,64.0
214,anapsid,45,diapsid,137,wordnet,True,wordnet,0.0
215,diving_duck,16,dabbling_duck,106,wordnet,False,wordnet,0.0
216,zygodactyl_foot,11,heterodactyl_foot,0,wordnet,False,wordnet,0.0
217,worker,61,nonworker,0,wordnet,True,wordnet,0.0
218,queen,195,king,159,wordnet,True,wordnet,697.0
219,odd-toed_ungulate,17,even-toed_ungulate,39,wordnet,True,wordnet,0.0
220,nonstarter,51,achiever,24,wordnet,True,wordnet,0.0
221,heterocercal_fin,0,homocercal_fin,0,wordnet,True,wordnet,0.0
222,plantigrade_mammal,0,digitigrade_mammal,0,wordnet,True,wordnet,0.0
223,accelerator,302,anticatalyst,0,wordnet,True,wordnet,0.0
224,agonist,460,antagonist,31,wordnet,True,wordnet,0.0
225,alto_relievo,17,low_relief,196,wordnet,True,wordnet,0.0
226,anode,212,cathode,25,wordnet,True,wordnet,574.0
227,balance,64,imbalance,20,wordnet,True,wordnet,0.0
228,baseball_diamond,53,outfield,111,wordnet,True,wordnet,0.0
229,bas_relief,150,high_relief,15,wordnet,True,wordnet,0.0
230,black,13,white,268,wordnet,True,wordnet,724.0
231,blunt_file,0,taper_file,0,wordnet,True,wordnet,0.0
232,bottom,26,top,359,wordnet,True,wordnet,901.0
233,brand-name_drug,783,generic_drug,155,wordnet,False,wordnet,0.0
234,capital,283,lowercase,224,wordnet,False,wordnet,855.0
235,conductor,368,insulator,172,wordnet,True,wordnet,71.0
236,custom-made,168,ready-made,151,wordnet,True,wordnet,5.0
237,day_school,40,boarding_school,16,wordnet,True,wordnet,0.0
238,dedicated_file_server,19,non-dedicated_file_server,0,wordnet,True,wordnet,0.0
239,divider,209,lumper,48,wordnet,True,wordnet,0.0
240,driver,258,nondriver,36,wordnet,True,wordnet,0.0
241,dry-bulb_thermometer,0,wet-bulb_thermometer,12,wordnet,True,wordnet,0.0
242,dry_fly,27,wet_fly,12,wordnet,True,wordnet,0.0
243,dumb_bomb,44,smart_bomb,96,wordnet,True,wordnet,0.0
244,electrolytic_cell,87,voltaic_cell,32,wordnet,True,wordnet,0.0
245,elevation,93,natural_depression,92,wordnet,False,wordnet,0.0
246,export,135,import,367,wordnet,False,wordnet,857.0
247,fast_lane,219,slow_lane,27,wordnet,True,wordnet,0.0
248,fast_reactor,276,thermal_reactor,93,wordnet,True,wordnet,0.0
249,fixture,216,looseness,94,wordnet,True,wordnet,1.0
250,future,200,past,157,wordnet,False,wordnet,753.0
251,generic,43,varietal,211,wordnet,True,wordnet,1.0
252,hand_mower,64,power_mower,164,wordnet,True,wordnet,0.0
253,hard_drug,15,soft_drug,31,wordnet,True,wordnet,0.0
254,hardware,24,software,281,wordnet,False,wordnet,861.0
255,in-basket,41,out-basket,0,wordnet,True,wordnet,0.0
256,key,242,atonality,121,wordnet,True,wordnet,0.0
257,larboard,157,starboard,20,wordnet,True,wordnet,5.0
258,likeness,78,unlikeness,55,wordnet,False,wordnet,0.0
259,link,212,disconnectedness,227,wordnet,True,wordnet,0.0
260,loaner,71,borrower,26,wordnet,True,wordnet,0.0
261,man,14,woman,13,wordnet,True,wordnet,0.0
262,mobile,206,stabile,260,wordnet,True,wordnet,2.0
263,negative,21,affirmative,141,wordnet,True,wordnet,96.0
264,node,268,antinode,61,wordnet,True,wordnet,0.0
265,nonsmoker,31,smoker,16974,wordnet,True,wordnet,0.0
266,non-volatile_storage,71,volatile_storage,17,wordnet,False,wordnet,3.0
267,overgarment,70,undergarment,106,wordnet,True,wordnet,1.0
268,over-the-counter_drug,16,prescription_drug,21,wordnet,True,wordnet,0.0
269,partisan,73,nonpartisan,22,wordnet,True,wordnet,0.0
270,point,18,unpointedness,0,wordnet,True,wordnet,0.0
271,ring,58,open_chain,105,wordnet,True,wordnet,0.0
272,rotor,21,stator,143,wordnet,True,wordnet,147.0
273,sink,274,source,332,wordnet,True,wordnet,246.0
274,specific,242,general,213,wordnet,True,wordnet,893.0
275,submersible,286,surface_ship,573,wordnet,True,wordnet,0.0
276,tongue,202,artificial_language,13,wordnet,True,wordnet,0.0
277,type,321,antitype,13,wordnet,True,wordnet,0.0
278,vermiculation,13,anastalsis,0,wordnet,True,wordnet,0.0
279,weeds,247,cultivated_plant,48,wordnet,True,wordnet,0.0
280,outwardness,32,inwardness,59,wordnet,True,wordnet,0.0
281,spirituality,68,worldliness,202,wordnet,True,wordnet,0.0
282,extraversion,186,ambiversion,0,wordnet,False,wordnet,2.0
283,emotionality,121,unemotionality,0,wordnet,True,wordnet,0.0
284,heat,161,coldness,18,wordnet,True,wordnet,21.0
285,cheerfulness,273,uncheerfulness,0,wordnet,True,wordnet,0.0
286,softness,24,hardness,42,wordnet,True,wordnet,52.0
287,good_nature,109,ill_nature,15,wordnet,False,wordnet,0.0
288,grace,257,unseemliness,127,wordnet,True,wordnet,0.0
289,agreeableness,33,disagreeableness,37,wordnet,True,wordnet,0.0
290,asperity,52,dullness,17,wordnet,True,wordnet,0.0
291,willingness,11,unwillingness,43,wordnet,True,wordnet,0.0
292,seriousness,248,frivolity,14,wordnet,True,wordnet,2.0
293,levity,14,gravity,140,wordnet,True,wordnet,7.0
294,communicativeness,57,uncommunicativeness,16,wordnet,True,wordnet,0.0
295,fluency,33,disfluency,16,wordnet,True,wordnet,0.0
296,sociability,27,unsociability,29,wordnet,True,wordnet,0.0
297,openness,88,closeness,286,wordnet,False,wordnet,181.0
298,friendliness,18,unfriendliness,213,wordnet,True,wordnet,0.0
299,approachability,97,unapproachability,20,wordnet,True,wordnet,0.0
300,congeniality,116,uncongeniality,0,wordnet,True,wordnet,0.0
301,neighborliness,329,unneighborliness,0,wordnet,False,wordnet,0.0
302,hospitableness,0,inhospitableness,0,wordnet,True,wordnet,0.0
303,adaptability,31,unadaptability,0,wordnet,False,wordnet,0.0
304,flexibility,242,inflexibility,16,wordnet,True,wordnet,0.0
305,unthoughtfulness,0,thoughtfulness,333,wordnet,True,wordnet,0.0
306,attentiveness,173,inattentiveness,50,wordnet,False,wordnet,0.0
307,carefulness,50,incaution,26,wordnet,True,wordnet,0.0
308,mindfulness,14,unmindfulness,0,wordnet,True,wordnet,0.0
309,wariness,159,unwariness,0,wordnet,True,wordnet,0.0
310,masculinity,18,femaleness,53,wordnet,True,wordnet,6.0
311,trustworthiness,21,untrustworthiness,35,wordnet,True,wordnet,0.0
312,responsibility,180,irresponsibility,57,wordnet,True,wordnet,0.0
313,dependability,31,undependability,28,wordnet,True,wordnet,0.0
314,solidity,19,porosity,20,wordnet,True,wordnet,1.0
315,conscientiousness,27,unconscientiousness,0,wordnet,True,wordnet,0.0
316,hairiness,209,hairlessness,21,wordnet,True,wordnet,0.0
317,beauty,52,ugliness,176,wordnet,True,wordnet,86.0
318,pleasingness,0,unpleasingness,0,wordnet,True,wordnet,0.0
319,attractiveness,16,unattractiveness,18,wordnet,False,wordnet,0.0
320,affinity,130,consanguinity,109,wordnet,True,wordnet,8.0
321,clearness,15,obscurity,80,wordnet,True,wordnet,1.0
322,transparency,166,opacity,2798,wordnet,True,wordnet,57.0
323,visibility,166,invisibility,27,wordnet,True,wordnet,0.0
324,distinctness,72,indistinctness,67,wordnet,True,wordnet,0.0
325,acuteness,67,obtuseness,35,wordnet,True,wordnet,0.0
326,conspicuousness,15,inconspicuousness,46,wordnet,True,wordnet,0.0
327,obtrusiveness,21,unobtrusiveness,76,wordnet,True,wordnet,0.0
328,boldness,32,timidity,103,wordnet,True,wordnet,6.0
329,effortlessness,46,effortfulness,15,wordnet,True,wordnet,0.0
330,awkwardness,72,gracefulness,12,wordnet,True,wordnet,0.0
331,compatibility,15,incompatibility,488,wordnet,True,wordnet,0.0
332,harmony,317,dissonance,25,wordnet,True,wordnet,29.0
333,accord,85,disagreement,113,wordnet,False,wordnet,169.0
334,congruity,17,incongruity,45,wordnet,True,wordnet,0.0
335,suitability,13,unsuitability,54,wordnet,True,wordnet,0.0
336,appropriateness,19,inappropriateness,36,wordnet,True,wordnet,0.0
337,felicity,133,infelicity,58,wordnet,True,wordnet,0.0
338,aptness,24,inaptness,0,wordnet,True,wordnet,0.0
339,fitness,160,unfitness,143,wordnet,False,wordnet,0.0
340,eligibility,122,ineligibility,19,wordnet,True,wordnet,0.0
341,insurability,23,uninsurability,0,wordnet,True,wordnet,0.0
342,convenience,20,inconvenience,65,wordnet,True,wordnet,0.0
343,opportuneness,72,inopportuneness,0,wordnet,True,wordnet,0.0
344,handiness,131,inaccessibility,1748,wordnet,True,wordnet,0.0
345,superiority,104,inferiority,117,wordnet,True,wordnet,160.0
346,poorness,13,wealth,24,wordnet,True,wordnet,0.0
347,changeableness,20,changelessness,14,wordnet,True,wordnet,0.0
348,reversibility,66,irreversibility,60,wordnet,True,wordnet,0.0
349,inconstancy,63,constancy,15,wordnet,False,wordnet,0.0
350,variedness,0,unvariedness,0,wordnet,True,wordnet,0.0
351,exchangeability,112,unexchangeability,0,wordnet,True,wordnet,0.0
352,convertibility,304,inconvertibility,40,wordnet,False,wordnet,0.0
353,invariance,212,variability,36,wordnet,True,wordnet,1.0
354,mutability,70,immutability,60,wordnet,True,wordnet,0.0
355,alterability,0,unalterability,0,wordnet,True,wordnet,0.0
356,incurability,15,curability,28,wordnet,True,wordnet,0.0
357,sameness,444,difference,309,wordnet,True,wordnet,21.0
358,similarity,47,dissimilarity,48,wordnet,True,wordnet,0.0
359,uniformity,63,nonuniformity,35,wordnet,True,wordnet,0.0
360,homogeneity,12,heterogeneity,369,wordnet,True,wordnet,11.0
361,consistency,237,inconsistency,48,wordnet,True,wordnet,0.0
362,naturalness,174,unnaturalness,117,wordnet,True,wordnet,0.0
363,equality,61,inequality,23,wordnet,True,wordnet,0.0
364,equivalence,19,nonequivalence,0,wordnet,True,wordnet,0.0
365,evenness,34,unevenness,133,wordnet,True,wordnet,0.0
366,certainty,144,uncertainty,280,wordnet,False,wordnet,0.0
367,finality,265,inconclusiveness,15,wordnet,True,wordnet,0.0
368,predictability,14,unpredictability,14,wordnet,True,wordnet,0.0
369,probability,58,improbability,129,wordnet,False,wordnet,0.0
370,likelihood,107,unlikelihood,21,wordnet,True,wordnet,0.0
371,factuality,29,counterfactuality,0,wordnet,False,wordnet,0.0
372,concreteness,79,abstractness,175,wordnet,True,wordnet,0.0
373,tangibility,12,intangibility,37,wordnet,True,wordnet,0.0
374,materiality,37,immateriality,146,wordnet,True,wordnet,0.0
375,substantiality,13,insubstantiality,119,wordnet,True,wordnet,0.0
376,reality,322,unreality,194,wordnet,True,wordnet,0.0
377,particularity,155,generality,43,wordnet,True,wordnet,0.0
378,individuality,113,commonality,335,wordnet,True,wordnet,1.0
379,simplicity,121,complexity,220,wordnet,False,wordnet,947.0
380,regularity,36,irregularity,27,wordnet,True,wordnet,0.0
381,orderliness,132,disorderliness,125,wordnet,True,wordnet,0.0
382,steadiness,177,unsteadiness,18,wordnet,True,wordnet,0.0
383,waviness,21,straightness,71,wordnet,True,wordnet,0.0
384,mobility,349,immobility,12,wordnet,True,wordnet,0.0
385,motility,192,immotility,0,wordnet,True,wordnet,0.0
386,movability,37,immovability,48,wordnet,True,wordnet,0.0
387,instability,188,stability,115,wordnet,True,wordnet,0.0
388,pleasantness,19,unpleasantness,21,wordnet,True,wordnet,0.0
389,unpalatability,54,palatability,29,wordnet,True,wordnet,0.0
390,nastiness,60,niceness,1005,wordnet,True,wordnet,3.0
391,credibility,38,incredibility,65,wordnet,True,wordnet,0.0
392,plausibility,21,implausibility,80,wordnet,True,wordnet,0.0
393,logicality,33,illogicality,15,wordnet,True,wordnet,0.0
394,completeness,23,incompleteness,150,wordnet,True,wordnet,0.0
395,unaffectedness,14,affectedness,38,wordnet,False,wordnet,0.0
396,sincerity,84,insincerity,42,wordnet,True,wordnet,0.0
397,unpretentiousness,25,pretentiousness,41,wordnet,True,wordnet,0.0
398,wholesomeness,141,unwholesomeness,18,wordnet,True,wordnet,0.0
399,healthfulness,33,unhealthfulness,0,wordnet,True,wordnet,0.0
400,salubrity,79,insalubrity,24,wordnet,True,wordnet,0.0
401,satisfactoriness,18,unsatisfactoriness,64,wordnet,False,wordnet,0.0
402,adequacy,21,inadequacy,16,wordnet,True,wordnet,0.0
403,acceptability,16,unacceptability,402,wordnet,True,wordnet,0.0
404,admissibility,12,inadmissibility,39,wordnet,True,wordnet,0.0
405,permissibility,22,impermissibility,39,wordnet,True,wordnet,0.0
406,ordinariness,210,extraordinariness,80,wordnet,True,wordnet,0.0
407,expectedness,0,unexpectedness,38,wordnet,True,wordnet,0.0
408,commonness,31,uncommonness,29,wordnet,True,wordnet,0.0
409,usualness,0,unusualness,67,wordnet,True,wordnet,0.0
410,eccentricity,28,concentricity,21,wordnet,True,wordnet,0.0
411,foreignness,56,nativeness,41,wordnet,True,wordnet,0.0
412,originality,84,unoriginality,25,wordnet,True,wordnet,0.0
413,freshness,70,staleness,21,wordnet,True,wordnet,2.0
414,unorthodoxy,32,orthodoxy,91,wordnet,True,wordnet,0.0
415,correctness,26,incorrectness,121,wordnet,True,wordnet,0.0
416,accuracy,232,inaccuracy,4206,wordnet,True,wordnet,0.0
417,exactness,136,inexactness,56,wordnet,True,wordnet,0.0
418,preciseness,18,impreciseness,0,wordnet,True,wordnet,0.0
419,trueness,139,falsity,63,wordnet,True,wordnet,0.0
420,fidelity,58,infidelity,41,wordnet,True,wordnet,0.0
421,infallibility,240,fallibility,26,wordnet,True,wordnet,0.0
422,inerrancy,56,errancy,46,wordnet,True,wordnet,0.0
423,worthiness,54,unworthiness,96,wordnet,True,wordnet,0.0
424,popularity,46,unpopularity,14,wordnet,True,wordnet,0.0
425,legality,18,illegality,19,wordnet,True,wordnet,0.0
426,lawfulness,304,unlawfulness,17,wordnet,True,wordnet,0.0
427,legitimacy,62,illegitimacy,14,wordnet,True,wordnet,0.0
428,licitness,15,illicitness,25,wordnet,True,wordnet,0.0
429,elegance,81,inelegance,17,wordnet,False,wordnet,0.0
430,tastefulness,17,tastelessness,15,wordnet,True,wordnet,0.0
431,rusticity,33,urbanity,162,wordnet,True,wordnet,0.0
432,comprehensibility,41,incomprehensibility,72,wordnet,True,wordnet,0.0
433,legibility,36,illegibility,33,wordnet,True,wordnet,0.0
434,intelligibility,13,unintelligibility,14,wordnet,True,wordnet,0.0
435,monosemy,0,polysemy,22,wordnet,False,wordnet,20.0
436,coherence,14,incoherence,275,wordnet,True,wordnet,0.0
437,unambiguity,38,ambiguity,41,wordnet,True,wordnet,0.0
438,explicitness,92,inexplicitness,0,wordnet,True,wordnet,0.0
439,impenetrability,28,penetrability,64,wordnet,False,wordnet,0.0
