_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,orig__golden,a,b,id,label_gold,label_gold_reason,marker,raw_text,text_html,text_readable,type
1629785529,false,finalized,2,3/15/2018 09:17:58,WORSE,1.0,False,Java,Python,Q2633879136,,,True,The real reason why Python will still be slower than Java is because it's a much more dynamic language.,"The real reason why <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> will still be slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> is because it's a much more dynamic language.",The real reason why *Python* will still be slower than §Java$ is because it's a much more dynamic language.,compsci
1629785530,false,finalized,3,3/15/2018 11:18:13,WORSE,1.0,False,Ruby,PHP,B270221204,,,True,And of course we did those benchmarks 2 and 3 years ago when Ruby was about 50% slower than PHP.,"And of course we did those benchmarks 2 and 3 years ago when <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> was about 50% slower than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",And of course we did those benchmarks 2 and 3 years ago when *Ruby* was about 50% slower than §PHP$.,compsci
1629785531,false,finalized,2,3/15/2018 09:20:10,WORSE,1.0,False,MySQL,PostgreSQL,I1389604590,,,True,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.","I think Subversion will remain in use for the same reason <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> remains in use, even though it is drastically inferior to <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> -- inertia.","I think Subversion will remain in use for the same reason *MySQL* remains in use, even though it is drastically inferior to §PostgreSQL$ -- inertia.",compsci
1629785532,false,finalized,2,3/15/2018 09:18:34,WORSE,1.0,False,USB,Bluetooth,B228110474,,,True,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.","Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, it fell well short of its wired <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> counterpart.","Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than *Bluetooth*, it fell well short of its wired §USB$ counterpart.",compsci
1629785533,false,finalized,3,3/15/2018 09:17:45,WORSE,1.0,False,PHP,Perl,D429085368,,,True,"By about a chapter into the PHP book, I was thinking ""holy crap, this language is uglier than Perl"".","By about a chapter into the <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> book, I was thinking ""holy crap, this language is uglier than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>"".","By about a chapter into the *PHP* book, I was thinking ""holy crap, this language is uglier than §Perl$"".",compsci
1629785534,false,finalized,2,3/15/2018 09:17:58,WORSE,1.0,False,CUDA,OpenCL,M2034558740,,,True,"PRIME1 wrote: OpenCL will most likely be slower than CUDA, Brook+ or Larbabee C++ because of its general nature.","PRIME1 wrote: <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> will most likely be slower than <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span>, Brook+ or Larbabee C++ because of its general nature.","PRIME1 wrote: *OpenCL* will most likely be slower than §CUDA$, Brook+ or Larbabee C++ because of its general nature.",compsci
1629785535,false,finalized,2,3/15/2018 09:21:22,WORSE,1.0,False,Windows XP,Windows 8,H1122028771,,,True,"If you're on Windows XP, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to Windows 8 is going to be dirt cheap and totally worth it: only 40 bucks.","If you're on <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> is going to be dirt cheap and totally worth it: only 40 bucks.","If you're on *Windows XP*, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to §Windows 8$ is going to be dirt cheap and totally worth it: only 40 bucks.",compsci
1629785536,false,finalized,2,3/15/2018 09:19:04,WORSE,1.0,False,Python,Lisp,M2054206661,,,True,"Python , the best language a business can use without risking the lack of programmers ( Common Lisp is better, but I don't know anyone who knows it except for me)","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> , the best language a business can use without risking the lack of programmers ( Common <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> is better, but I don't know anyone who knows it except for me)","*Python* , the best language a business can use without risking the lack of programmers ( Common §Lisp$ is better, but I don't know anyone who knows it except for me)",compsci
1629785537,false,finalized,2,3/15/2018 09:17:24,WORSE,1.0,False,Ruby,Python,N2120512418,,,True,Ruby is even worse than Python.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is even worse than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",*Ruby* is even worse than §Python$.,compsci
1629785538,false,finalized,3,3/15/2018 09:58:00,WORSE,1.0,False,PHP,Perl,E601320733,,,True,"Don't learn Perl because even though it's a mature, fast and popular language, it's harder to learn than PHP.","Don't learn <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> because even though it's a mature, fast and popular language, it's harder to learn than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","Don't learn *Perl* because even though it's a mature, fast and popular language, it's harder to learn than §PHP$.",compsci
1629785539,false,finalized,3,3/15/2018 11:18:13,BETTER,1.0,False,Python,Perl,C342049458,,,True,arrrggghh...Python is a terrible language - only Perl sucks worse.,"arrrggghh...<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is a terrible language - only <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> sucks worse.",arrrggghh...*Python* is a terrible language - only §Perl$ sucks worse.,compsci
1629785540,false,finalized,2,3/15/2018 09:16:52,WORSE,1.0,False,Java,PHP,M1996478726,,,True,PHP is slower than Java but scales nicely anyway.,"<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> but scales nicely anyway.",*PHP* is slower than §Java$ but scales nicely anyway.,compsci
1629785541,false,finalized,2,3/15/2018 09:16:55,WORSE,0.5,False,Python,PHP,S2973030164,,,True,"Unless you are working experienced Python web developers, PHP is easier to get started with.","Unless you are working experienced <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> web developers, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> is easier to get started with.","Unless you are working experienced *Python* web developers, §PHP$ is easier to get started with.",compsci
1629785542,false,finalized,2,3/15/2018 09:16:55,WORSE,1.0,False,Windows XP,Windows 98,S2984110393,,,True,"Users of Windows 98 and previous versions will find Windows XP a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.","Users of <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> and previous versions will find <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.","Users of *Windows 98* and previous versions will find §Windows XP$ a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.",compsci
1629785543,false,finalized,3,3/15/2018 09:18:20,NONE,0.6598,False,Java,Scala,O2429931925,,,True,The cast is functionally just like it would be in the Java language; Scala just has nicer syntax for it.,"The cast is functionally just like it would be in the <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> language; <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> just has nicer syntax for it.",The cast is functionally just like it would be in the *Java* language; §Scala$ just has nicer syntax for it.,compsci
1629785544,false,finalized,2,3/15/2018 09:19:01,WORSE,1.0,False,Ruby,Python,N2120513578,,,True,"Ruby isn't (in my observation) too much slower than Perl, Python or PHP.","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> isn't (in my observation) too much slower than Perl, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or PHP.","*Ruby* isn't (in my observation) too much slower than Perl, §Python$ or PHP.",compsci
1629785545,false,finalized,2,3/15/2018 09:18:47,WORSE,1.0,False,Ruby,Perl,D506840209,,,True,Compared to Perl - Ruby is much much nicer.,"Compared to <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> - <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> is much much nicer.",Compared to *Perl* - §Ruby$ is much much nicer.,compsci
1629785546,false,finalized,2,3/15/2018 09:19:30,WORSE,0.5005,False,Windows XP,Windows 8,O2417243467,,,True,"The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than Windows XP did when the hardware was brand new and Windows 8 runs even better again).","The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> did when the hardware was brand new and <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> runs even better again).","The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than *Windows XP* did when the hardware was brand new and §Windows 8$ runs even better again).",compsci
1629785547,false,finalized,3,3/15/2018 09:26:45,NONE,1.0,False,Python,Bash,H1148063360,,,True,"I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, Python, or even Bash) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.","I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, or even <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.","I have found that, in particular at the beginning, it is often harder to think of basic data munging concepts in R - typical tasks like sorting, grouping, data type conversion - often your language of choice (Perl, *Python*, or even §Bash$) is just quicker for doing these things in the first instance when I'm paring the data down into what I want to apply some form of statistical analysis or charting too.",compsci
1629785548,false,finalized,2,3/15/2018 09:20:12,NONE,1.0,False,Java,Scala,R2910824756,,,True,"To be precise, Java and Scala execute 28 times faster on average.","To be precise, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> execute 28 times faster on average.","To be precise, *Java* and §Scala$ execute 28 times faster on average.",compsci
1629785549,false,finalized,2,3/15/2018 09:18:29,NONE,1.0,False,USB,Ethernet,S2981371414,,,True,USB and Ethernet are both better.,"<span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> are both better.",*USB* and §Ethernet$ are both better.,compsci
1629785550,false,finalized,2,3/15/2018 09:15:02,NONE,1.0,False,Ruby,Perl,J1456299194,,,True,"It's much easier to use than its Perl, Python or Ruby friends because it doesn't require SVN language bindings, which are close to impossible to compile from scratch.","It's much easier to use than its <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, Python or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> friends because it doesn't require SVN language bindings, which are close to impossible to compile from scratch.","It's much easier to use than its *Perl*, Python or §Ruby$ friends because it doesn't require SVN language bindings, which are close to impossible to compile from scratch.",compsci
1629785551,false,finalized,2,3/15/2018 09:18:29,NONE,1.0,False,Java,Python,J1444918727,,,True,"It's easier to learn than C, Python, Java, and most other programming languages used in web development, for that matter.","It's easier to learn than C, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, and most other programming languages used in web development, for that matter.","It's easier to learn than C, *Python*, §Java$, and most other programming languages used in web development, for that matter.",compsci
1629785552,false,finalized,2,3/15/2018 09:16:52,NONE,0.5111,False,Ruby,JavaScript,O2402956848,,,True,"The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from Ruby on Rails to Node.js, a server-side JavaScript development technology that's barely a year old but already rapidly gaining traction.","The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails to Node.js, a server-side <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> development technology that's barely a year old but already rapidly gaining traction.","The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from *Ruby* on Rails to Node.js, a server-side §JavaScript$ development technology that's barely a year old but already rapidly gaining traction.",compsci
1629785553,false,finalized,2,3/15/2018 09:16:57,NONE,0.5238,False,Java,Python,K1694141643,,,True,"Maybe we're going to use Python (simpler but slower) , or Java (much complexer compared to a ""pure"" scripting one, but faster - as fast as C/Cpp).","Maybe we're going to use <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> (simpler but slower) , or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> (much complexer compared to a ""pure"" scripting one, but faster - as fast as C/Cpp).","Maybe we're going to use *Python* (simpler but slower) , or §Java$ (much complexer compared to a ""pure"" scripting one, but faster - as fast as C/Cpp).",compsci
1629785554,false,finalized,2,3/15/2018 09:18:47,NONE,1.0,False,Windows XP,Windows Vista,K1635496226,,,True,Linux is inferior to Windows XP or Windows Vista.,"Linux is inferior to <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",Linux is inferior to *Windows XP* or §Windows Vista$.,compsci
1629785555,false,finalized,2,3/15/2018 09:18:23,BETTER,0.5476,False,Windows XP,Windows 8,S2974407769,,,True,"Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.","Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, with a look, feel and overall experience that was better - <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> is a different beast.","Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from *Windows XP*, with a look, feel and overall experience that was better - §Windows 8$ is a different beast.",compsci
1629785556,false,finalized,3,3/15/2018 09:58:00,NONE,1.0,False,Ruby,Python,E672330312,,,True,"Even today , lanuages like Ruby and Python are still an order of magnitude slower than some of their static counterparts.","Even today , lanuages like <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> are still an order of magnitude slower than some of their static counterparts.","Even today , lanuages like *Ruby* and §Python$ are still an order of magnitude slower than some of their static counterparts.",compsci
1629785557,false,finalized,2,3/15/2018 09:15:28,WORSE,0.5106,False,MySQL,SQLite,B305352903,,,True,"Another db, SQLite or MySQL (that are faster and lighter with simple db structures) used to store just the documents ID and timestamps.","Another db, <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> (that are faster and lighter with simple db structures) used to store just the documents ID and timestamps.","Another db, *SQLite* or §MySQL$ (that are faster and lighter with simple db structures) used to store just the documents ID and timestamps.",compsci
1629785558,false,finalized,2,3/15/2018 09:19:01,NONE,1.0,False,Python,PHP,H1101595768,,,True,If this is for a personal project then there's a lot easier ways of doing this such as using PHP or another server side language like Python.,"If this is for a personal project then there's a lot easier ways of doing this such as using <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or another server side language like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",If this is for a personal project then there's a lot easier ways of doing this such as using *PHP* or another server side language like §Python$.,compsci
1629785559,false,finalized,2,3/15/2018 09:15:02,WORSE,0.5,False,Java,Smalltalk,J1544989266,,,False,Java does not support Lambdas like Python or Code Blocks like Smalltalk.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> does not support Lambdas like Python or Code Blocks like <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>.",*Java* does not support Lambdas like Python or Code Blocks like §Smalltalk$.,compsci
1629785560,false,finalized,2,3/15/2018 09:18:30,NONE,1.0,False,Java,Objective-C,K1724300191,,,True,Mobile developers were finding Symbian C++ much harder to learn and develop for that Google's Java-based SDK or Apple's Objective-C based SDK.,"Mobile developers were finding Symbian C++ much harder to learn and develop for that Google's <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>-based SDK or Apple's <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> based SDK.",Mobile developers were finding Symbian C++ much harder to learn and develop for that Google's *Java*-based SDK or Apple's §Objective-C$ based SDK.,compsci
1629785561,false,finalized,2,3/15/2018 09:21:22,NONE,0.5,False,Java,PHP,J1491454868,,,True,It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,"It would be a virtuous cycle for <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>(things get better because the status quo is better) and a vicious cycle for <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>(things get worse because the status quo is worse).",It would be a virtuous cycle for *PHP*(things get better because the status quo is better) and a vicious cycle for §Java$(things get worse because the status quo is worse).,compsci
1629785562,false,finalized,2,3/15/2018 09:17:15,NONE,1.0,False,Ruby,PHP,N2120484794,,,True,Ruby and PHP are easier for designers to learn and give them their first successes quickly.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> are easier for designers to learn and give them their first successes quickly.",*Ruby* and §PHP$ are easier for designers to learn and give them their first successes quickly.,compsci
1629785563,false,finalized,2,3/15/2018 09:20:17,NONE,1.0,False,Python,Perl,M2054168668,,,True,"Python and Perl both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.","*Python* and §Perl$ both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.",compsci
1629785564,false,finalized,2,3/15/2018 09:17:53,BETTER,1.0,False,Python,Bash,L1911146553,,,True,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,"Only recommendation would be to move to <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> (or something better than <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>/perl) in order to increase library support and adoption.",Only recommendation would be to move to *Python* (or something better than §Bash$/perl) in order to increase library support and adoption.,compsci
1629785565,false,finalized,2,3/15/2018 09:18:34,NONE,1.0,False,Ruby,Python,I1332732696,,,True,I ran it myself and found PHP to be faster than Python and Ruby.,"I ran it myself and found PHP to be faster than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",I ran it myself and found PHP to be faster than *Python* and §Ruby$.,compsci
1629785566,false,finalized,2,3/15/2018 11:20:12,NONE,1.0,False,Python,JavaScript,M2054193706,,,True,"Python or JavaScript might be a little easier for learning, since you no longer worry about type safety, you just let things crash at runtime if you use them wrong.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> might be a little easier for learning, since you no longer worry about type safety, you just let things crash at runtime if you use them wrong.","*Python* or §JavaScript$ might be a little easier for learning, since you no longer worry about type safety, you just let things crash at runtime if you use them wrong.",compsci
1629785567,false,finalized,2,3/15/2018 09:18:20,BETTER,0.5045,False,Windows XP,Windows 8,A137884310,,,True,Actually for many Windows XP users it is easier to migrate to Linux Mint than to Windows 8.,"Actually for many <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> users it is easier to migrate to Linux Mint than to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Actually for many *Windows XP* users it is easier to migrate to Linux Mint than to §Windows 8$.,compsci
1629785568,false,finalized,2,3/15/2018 09:16:57,BETTER,1.0,False,Windows 7,Windows 8,P2528133264,,,True,Their aim is to make Windows 8 run faster than Windows 7 on the same machine.,"Their aim is to make <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> run faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> on the same machine.",Their aim is to make *Windows 8* run faster than §Windows 7$ on the same machine.,compsci
1629785569,false,finalized,2,3/15/2018 09:19:02,NONE,1.0,False,Python,Bash,R2818448158,,,True,"This could better be integrated to your application than some Python script (or Perl script, or Bash script using the system's mailx application, or whatever other external method you find).","This could better be integrated to your application than some <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> script (or Perl script, or <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> script using the system's mailx application, or whatever other external method you find).","This could better be integrated to your application than some *Python* script (or Perl script, or §Bash$ script using the system's mailx application, or whatever other external method you find).",compsci
1629785570,false,finalized,2,3/15/2018 09:18:02,NONE,1.0,False,Oracle,PostgreSQL,M1926847048,,,True,Oracle and PostgreSQL both have good log-shipping mechanisms to make this easier.,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> both have good log-shipping mechanisms to make this easier.",*Oracle* and §PostgreSQL$ both have good log-shipping mechanisms to make this easier.,compsci
