id	sentence	a	b	without_marker
101	... partition LVM and LVM2 Linux Logical Volume Manager Mac partition map Novell Storage Services NSS ReiserFS 3.5, 3.6 and 4 Sun Solaris i386 disklabel Unix File System UFS and UFS2 (Sun/BSD/...) XFS SGI's Journaled File System Wii WBFS Sun ZFS BeFS ( BeOS ) BSD disklabel ( FreeBSD/OpenBSD/NetBSD ) CramFS .... Free download of BYclouder Partition Recovery Enterprise for Mac 7.1.0.0	ZFS	Novell Storage Services	False
102	... partition LVM and LVM2 Linux Logical Volume Manager Mac partition map Novell Storage Services NSS ReiserFS 3.5, 3.6 and 4 Sun Solaris i386 disklabel Unix File System UFS and UFS2 (Sun/BSD/...) XFS SGI's Journaled File System Wii WBFS Sun ZFS BeFS ( BeOS ) BSD disklabel ( FreeBSD/OpenBSD/NetBSD ) CramFS .... Free download of BYclouder Partition Recovery Ultimate for Mac 7.1.0.0	ZFS	Novell Storage Services	False
103	Ecryptfs is slower than LUKS too.	eCryptfs	LUKS	False
104	Why is eCryptfs so slow (or alternatively LUKS faster)?	eCryptfs	LUKS	False
105	They used Ubuntu 13.10 (latest available at that time) and they obtained better results encrypting the whole disk using LUKS than encrypting just the user home using eCryptfs."	eCryptfs	LUKS	False
106	Perspective rendering.	Perspective	Rendering	False
107	Perspective rendering	Perspective	Rendering	False
108	Rendering of northwest perspective	Perspective	Rendering	False
109	Rendering and Perspective Systems	Perspective	Rendering	False
110	Perspective rendering undated	Perspective	Rendering	False
111	Architectural Perspective + Rendering Techniques	Perspective	Rendering	False
112	cube house perspective rendering	Perspective	Rendering	False
113	RE: [PyMOL] perspective rendering	Perspective	Rendering	False
114	[PyMOL] Perspective Rendering (at last!)	Perspective	Rendering	False
115	3D Architectural Perspective Rendering - Condominum	Perspective	Rendering	False
116	Folder also includes one exterior perspective rendering.	Perspective	Rendering	False
117	Thank you RENDERING - Best2 PERSPECTIVE WEST - CSA.jpg	Perspective	Rendering	False
118	define the perspective view and rendering settings.rvt.	Perspective	Rendering	False
119	It's a 3d rendering in forced (?) perspective.	Perspective	Rendering	False
120	Opposite: Perspective rendering in industrial setting.	Perspective	Rendering	False
121	FIG. 10 is a magnified perspective of a dithering mirror.	Dithering	Perspective	False
122	But this dithering about the check was my chance to offer the unabashed American perspective.	Dithering	Perspective	False
123	Examples include hatching, outlining, distortions of linear perspective, coarse dithering, coarse color quantization, etc.	Dithering	Perspective	False
124	FIG. 9 is a perspective view showing an arrangement for providing dithering;	Dithering	Perspective	False
125	FIG. 3 is an exploded perspective view of an image dithering assembly, and	Dithering	Perspective	False
126	That's a great way to put pixel art and the evil of dithering into perspective!	Dithering	Perspective	False
127	The relative advantages and disadvantages of subtractive and nonsubtractive dithering are explored from a mathematical perspective.	Dithering	Perspective	False
128	From the network's perspective, the Republican dithering isn't holding them back at all.	Dithering	Perspective	False
129	FIG. 23 is a side perspective view of a scan module incorporating the dithering assembly of FIGS.	Dithering	Perspective	False
130	Gradient tool has improved rendering quality via dithering and antialiasing.	Dithering	Rendering	True
131	It uses an older, more complex text/dithering-based rendering method.	Dithering	Rendering	True
132	- Native Dithering support - Shaders support to improve GFX for software rendering	Dithering	Rendering	True
133	----------------------------------------------------------------------------- Descriptors.. Topic: Tutorial Computer Graphics Programming Program Development Techniques Rendering Dithering Algorithms.	Dithering	Rendering	True
134	- Native Dithering support - Shaders support to improve GFX for software rendering - Preliminary VR Glasses support!	Dithering	Rendering	True
135	But yea, you're probably right in that the dithering is caused by 16-bit rendering.	Dithering	Rendering	True
136	Dithering, color rendering, and alpha interp have not visual or performance impacts that I have seen.	Dithering	Rendering	True
137	Color rendering used dithering, simple antialiasing, careful color space encoding and a high order depth priority algorithm.	Dithering	Rendering	True
138	Output image dithering and color space parameter.	Dithering	Color space	False
139	C, with Lab color space and improved dithering	Dithering	Color space	False
140	Gamma correction and dithering are generally more easily performed in the RGB color space.	Dithering	Color space	False
141	I mean a proper 8-bit color space, instead of 6-bit dithering?	Dithering	Color space	False
142	Dithering : A process where noise is added to an image to counteract banding artifacts from reducing its color space.	Dithering	Color space	False
143	It is therefore desirable for the color gamut to be a convex hull, providing access to a larger range of colors within the given color space.	Color space	Convex hull	False
144	The diagram above was colored automatically by our algorithm, using a color gamut in Lab color space formed by the convex hull of the eight corners of the sRGB gamut.	Color space	Convex hull	False
145	The gamut surface of the patches in the first patch set can be computed as a convex hull or other estimated enclosing surface, and can be computed in a 2-D or 3-D color space, such as CIELAB.	Color space	Convex hull	False
146	20110096344 - Printing system : Method of computing a convex hull in a predetermined color space, comprising determining a print attribute value range pertaining to a reference print attribute value, selecting base NP (Neugebauer Primary) area coverages, comprising area coverages of single NPs and combined NPs, having print attribute values in the print attribute value... Agent:	Color space	Convex hull	False
147	1. Convert image to HSV color space 2. Perform thresholding in HSV (enforce minimum and maximum hue, minimum saturation, minimum value) 3. Find contours 4. Take convex hull of contours (this is the step that helps ensure that partial obscuration from the rim/basket doesn't kill us) 5. Perform polygon fitting to contours 6. Filter polygons based on (a) number of vertices, (b) aspect ratio, (c) angles of horizontal and vertical lines.	Color space	Convex hull	False
148	It was clalled the C4, and it just optimized the Vector Graphics and Side Scrolling.	Scrolling	Vector graphics	False
149	We have released a beta of the VG.net vector graphics system containing fast scrolling enhancments.	Scrolling	Vector graphics	False
150	I've got nothing against 2d demos, but I would like a bit more than scrolling and zooming vector graphics.	Scrolling	Vector graphics	False
151	The amazingly fitting old-school music, smooth animated vector graphics and hypnotizing scrolling backgrounds makes the game quite enjoyable.	Scrolling	Vector graphics	False
152	Mussatto is a Brazilian Childrens retailer that utilises side scrolling alongside beautiful vector graphics to great effect.	Scrolling	Vector graphics	False
153	Scalable vector graphics, scrolling page animation, are some of the examples where CSS3 comes into the picture.	Scrolling	Vector graphics	False
154	With the new vector graphics library "Vega", graphics, transitions, scrolling and all other animations are made smoother, more scalable.	Scrolling	Vector graphics	False
155	It's simple, really: most HTML5 basic image operations like zoom, scrolling, vector graphics, etc... are now fluid and run at 60 frames per second or more.	Scrolling	Vector graphics	False
156	Thanks to GPU usage we can now enjoy in HTML 5 image operations such as zoom, scrolling, vector graphics and so on.	Scrolling	Vector graphics	False
157	Jedi never recieved a vector graphics game, only a 3/4 view sprite game that was a scrolling shooter/obisticle avoider.	Scrolling	Vector graphics	False
158	Support for OpenGL, animated sprites, textures and scrolling backgrounds, collision detection, support for vector graphics, drop shadows, transition effects and multi-channel audio and video.	Scrolling	Vector graphics	False
159	Most notably, the new Maps uses vector graphics, meaning zooming, scrolling, etc will all see a dramatic speed boost, and will require downloading 100 times less data, according to Google.	Scrolling	Vector graphics	False
160	The latest update to Google Maps is a big one and now includes a 3D tilt feature as well as vector graphics, which reduces the amount of "tiling" that you will get when scrolling through maps.	Scrolling	Vector graphics	False
161	Graviton is a side-scrolling two player space shooter, that uses 3D vector graphics (OpenGL) to draw the ships and dynamically zooms in and out of the scene to keep both players visible at all time.	Scrolling	Vector graphics	False
162	Dcp color space is for movie theater cinema projection.	Projection	Color space	False
163	Accordingly, the projection image can be color-reproduced within the predetermined color space A 0 .	Projection	Color space	False
164	Accordingly, the projection image can be color-reproduced within the predetermined color space A0.	Projection	Color space	False
165	This projection is generally referred to as the xy-representation of color space.	Projection	Color space	False
166	For optimum projection, it is recommended that the images be saved in the "sRGB" color space.	Projection	Color space	False
167	I have heard conflicting reports about color space output for projection (sRGB versus RGB).	Projection	Color space	False
168	A first projection of the original color signal may be projected onto the two sub-pixel's color space.	Projection	Color space	False
169	This "unofficial" color space basically conveys the minimum requirements for a reference projection system according to the Digital Cinema Initiative.	Projection	Color space	False
170	Topics include descriptive geometry, vector graphics, orthogonal projection, primary and secondary auxiliary views, geometric dimensioning and tolerancing (GD&T), 3D solid modeling, and an introduction to finite element analysis (FEA) tools.	Projection	Vector graphics	False
171	perform a convex hull operation on this 2d projection.	Projection	Convex hull	False
172	Here, the reconstruction uses a full perspective projection model coupled with surface fitting Convex Hull algorithm.	Projection	Convex hull	False
173	Then for its projection; straight lines were used to define each 5 × 5 section onto this convex hull.	Projection	Convex hull	False
174	can be obtained as the projection on the two dimensional plane of the convex hull of the set of three dimensional points	Projection	Convex hull	False
175	In some embodiments of the method of the invention, the function is bounded by a convex hull of the projection of the location data points onto the plane.	Projection	Convex hull	False
176	Instead of taking the convex hull of two 4-dimensional convex polytopes in R 5 , one constructs the projection of the lower faces directly in R 4 .	Projection	Convex hull	False
177	The display can be carried out as vector graphics, raster graphics or solid modeling.	Raster graphics	Vector graphics	False
178	I am under the impression that vector graphics are much better than raster graphics.	Raster graphics	Vector graphics	False
179	Maybe raster graphics would work better for you, maybe vector graphics, maybe both.	Raster graphics	Vector graphics	False
180	It is simple to convert from vector graphics to raster graphics, but going the other way is harder.	Raster graphics	Vector graphics	False
181	There are ways to transfer raster graphics to a CNC machine, but for more things using vector graphics works better.	Raster graphics	Vector graphics	False
182	Gimp was designed for raster graphics and I think inkscape is better if you like to work with vector graphics.	Raster graphics	Vector graphics	False
183	Overall, as compared to vector graphics, raster graphics are less economical, slower to display and print, less versatile and more unwieldy to work with.	Raster graphics	Vector graphics	False
184	Raster graphics will always be messy compared to vector graphics but some people find photoshop (and similar packages easier to work with).	Raster graphics	Vector graphics	False
185	The laptop had some great computer animation including scrolling code (no idea what it was, but it looked good).	Computer animation	Scrolling	True
186	Due to the heavy reliance on graphics and computer animation, I would have to assume that the millenial generation would be more receptive to websites using the parallax scrolling technique.	Computer animation	Scrolling	True
187	Facts from projective geometry and multivariable calculus underlie the computer algorithms that control computer animation	Computer animation	Projective geometry	False
188	Computer graphics hardware, line drawing, rasterization, anti-aliasing, graphical user interface (GUI), affine geometry, projective geometry, geometric transformation, polygons, curves, splines, solid models, lighting and shading, image rendering, ray tracing, radiosity, hidden surface removal, texture mapping, animation, virtual reality, and scientific visualization.	Radiosity	Projective geometry	False
189	Computer graphics hardware, line drawing, rasterization, anti-aliasing, graphical user interface (GUI), affine geometry, projective geometry, geometric transformation, polygons, curves, splines, solid models, lighting and shading, image rendering, ray tracing, radiosity, hidden surface removal, texture mapping, animation, virtual reality, and scientific visiualization.	Radiosity	Projective geometry	False
190	Further the present invention allows a computer graphics display system to fully capitalize on the inherent characteristics and advantages of NURBS, including such features as the ability to construct complex curves using low order NURBS, local control, the convex hull property, the ability to render conic sections accurately using weights, invariance with respect to coordinate transformations and significant data compression.	Data compression	Convex hull	False
191	Opera for Android additionally touts a revamped Speed Dial enabling more efficient access to bookmarks, Off-Road mode leveraging data compression technologies to improve browsing when network conditions are poor and text reflow, which enables users to view Web text at any zoom level without scrolling sideways.	Data compression	Scrolling	False
192	·          Computational geometry: convex hull.	Computational geometry	Convex hull	False
193	computational geometry; convex hull; distribution	Computational geometry	Convex hull	False
194	Epistasis; Models; Simulation; Genetics; GAMETES; Computational geometry; Convex hull	Computational geometry	Convex hull	False
195	Parallel algorithm Computational geometry Convex hull Randomized algorithm	Computational geometry	Convex hull	False
196	Computational Geometry : Convex Hull Scan, Line Sweep, Nearest Neighbor Query, Range Queries	Computational geometry	Convex hull	False
197	Finding a convex hull is also an essential step in many other algorithms in computational geometry.	Computational geometry	Convex hull	False
198	The convex hull is one of the first problems that was studied in computational geometry.	Computational geometry	Convex hull	False
199	The Stony Brook Algorithm Repository has convex hull and other code in its computational geometry section.	Computational geometry	Convex hull	False
200	How good are convex hull algorithms?, Computational Geometry: Theory and Applications, 7(5), 265-301.	Computational geometry	Convex hull	False
201	The convex hull is a problem of primary importance because of its applications in computational geometry.	Computational geometry	Convex hull	False
202	Catalog Description: Principles of computational geometry and computer graphics and their application; homogeneous coordiates, projective geometry, 3-D curve and surface representations; data structures and geometric data bases, wire-frame and solid geometric representations; graphic I/O device characteristics and cost considerations.	Computational geometry	Projective geometry	True
203	[0084] In addition to providing a delicate feel of operation using the orthographic projection method, a simulated depth perception is expressed in this game by utilizing a parallax scrolling which uses multiple layers.	Orthographic projection	Scrolling	False
204	[0010] With the above described configuration, a simulated expression with a sense of perspective can be conducted while mitigating unnatural displays, when an image processing using the orthographic projection method is conducted and when the parallax scrolling and scaling a screen are both to be achieved.	Orthographic projection	Scrolling	False
205	[0007] Therefore, an objective of present invention is to provide an image processing program capable of producing an expression with a sense of perspective with less sense of incongruity, when conducting an image processing using the orthographic projection method, a parallax scrolling control, and scaling process of a screen.	Orthographic projection	Scrolling	False
206	[0031] With the above described configuration, a simulated expression with a sense of perspective can be conducted, even when an image processing using the orthographic projection method is conducted, and when the parallax scrolling and scaling a screen are both to be achieved.	Orthographic projection	Scrolling	False
207	Voronoi diagram, medial axis, skeleton, collision detection, mesh generation, feature recognition, solid modeling.	Mesh generation	Collision detection	False
208	In particular, Multibody and Softbody Dynamics, Robot Dynamics, and Inverse Kinematics, Collision Detection and Contact point Generation, Mesh Generation Mathematical Programming, Constrained Optimization, Non-linear Complementarity Problems.	Mesh generation	Collision detection	False
209	Theoretical aspects of Voronoi/Delaunay diagrams Computational and implementational aspects of Voronoi/Delaunay diagrams Generalizaion of the Voronoi/Delaunay diagrams Applications of the Voronoi/Delaunay diagrams to Biology Chemistry Physics Material science Geography Location science Geographic information systems Mesh generation Geometric algorithms Solid modeling Computer graphics Pattern analysis and recognition Space analysis Motion analysis and planning Collision detection and avoidance Interpolation Operations research and others	Mesh generation	Collision detection	False
210	QuadTree Collision Detection - 0.2	Quadtree	Collision detection	True
211	I know that quadtree could be used in collision detection.	Quadtree	Collision detection	True
212	per pixel based collision detection Quadtree, not octree.	Quadtree	Collision detection	True
213	It also does a bit of quadtree-like preprocessing to speed up collision detection.	Quadtree	Collision detection	True
214	So far it's a simple grid, with gcost computed by looking up the collision detection quadtree.	Quadtree	Collision detection	True
215	I am developing a quadtree to keep track of moving objects for collision detection.	Quadtree	Collision detection	True
216	Hello guys! for my game i've been working on a quadtree implementation for collision detection.	Quadtree	Collision detection	True
217	The first use for a quadtree I can think of in addition to your link deals with 2D collision detection.	Quadtree	Collision detection	True
218	You're saying a regular quadtree approach to collision detection takes 28 seconds for 50 updates and just 1,000 entities?	Quadtree	Collision detection	True
219	A quadtree has not bought us anything if circles can be arbitrary sizes; collision detection is still linear.	Quadtree	Collision detection	True
220	It's okay in this example for the sake of simplicity, but in a real game you'd have to implement better algorithms to do that, like quadtree collision detection .	Quadtree	Collision detection	True
221	Now that we have a fully functional quadtree, it's time to use it to help reduce the checks needed for collision detection.	Quadtree	Collision detection	True
222	I am trying to write a simple 2D simulator with collision detection based on a quadtree and this would be bread and butter.	Quadtree	Collision detection	True
223	- MD2 Quake 2 Model - MS3D Milkshape 3D Model - MultiTexturing - Texture Compression - S3TC Texture Compression - Vertex Array - Per Pixel Lightning - Anisotropic Filter - TGA - Font - FPS - Splash-Screen - Sprite - SkyBox - Screenshot - Anti-Aliasing - Back Face Culling - Dialog Box - FMOD 3.62 - Collision Detection - Object Selection - WindowGL - FastMath - Dynamic LightMapping - Fire Effect	Anti-aliasing	Collision detection	False
224	0 file format - Shadings: Reflection, Phong, Gouraud, Wireframe, Contour, Constant, Flat - Navigation: Examine mode and Walk mode with collision detection - Bilinear filtering - MIP mapping - Real-time shadows - Anti-aliasing - 256 levels of transparency - Overlapping transparent surfaces - 32-bit color depth rendering - True 32-bit z-buffer - Backface culling - 3D clipping - UV texture mapping - Texture opacity - Alpha channel - Streaming - Compression - Encryption	Anti-aliasing	Collision detection	False
225	Changes: - Improved player shielding from weapon fire while in cockpit - Adjusted the collision detection emulator, modified the collision detector object - Fixed crash when exiting the vertibird with the searchlight on - Various adjustments to decrease or prevent game crashes when exiting the vertibird after prolonged flight - Adjusted some vertibird sound priorities - Added menu option to take companions as passengers - Improved HUD/Nightvision brightness when running the game with anti-aliasing, selectable in the menu.	Anti-aliasing	Collision detection	False
226	Futuremark's synthetic graphics suite, 3DMark Vantage, was tested with the preset option set to high and anti-aliasing and anisotropic filtering then set to 4xAA/16xAF for all tests.	Anti-aliasing	Graphics suite	False
227	This information provides through projective geometry or photogrammetric methods a registration of each pixel on the digital elevation model or virtual digital terrain model.	Elevation	Projective geometry	False
228	In this book, you'll find chapters on advanced collision detection, artificial intelligence and steering behaviors, isometric projection, using the camera and microphone for input, 3D, and much, much more.	Isometric projection	Collision detection	False
229	2D CONVEX POLYGON COLLISION DETECTION (2nd Way)	Polygon	Collision detection	True
230	Enable/disable collision detection for this polygon.	Polygon	Collision detection	True
231	Ellipsoid-polygon collision detection will always use sliding.	Polygon	Collision detection	True
232	"Ultimately, we see raster graphics viewports being replaced everywhere by raytracing," concludes Kaplan.	Raytracing	Raster graphics	False
233	So, desktops will only be useful for compiling stuff, building system resources (like maps for games), rendering raytraced scenes (could do lower quality 60fps raytracing too - but it'll look worse than raster graphics, even on mobile devices), scientific computing etc.	Raytracing	Raster graphics	False
234	The beauty of this digital artistry is how well it scales - unlike raster graphics, which lose considerable efficiency as they scale over multiple GPUs, raytracing has been found to scale almost 1:1 for each additional processor it gets.	Raytracing	Raster graphics	False
235	Topics include raster graphics, texture mapping, curve approximation, and ray tracing.	Texture mapping	Raster graphics	True
236	ISBN: 9786130437930 / 6130437935 Rendering (computer graphics): Pre- Rendered, 3D model, Lighting, Shading, Digital Image, Raster Graphics, Texture Mapping, 3D Computer Graphics by: Surhone, Lambert M.	Texture mapping	Raster graphics	True
237	A major addition to the raster graphics display pipeline is texture mapping, which is the ability to query rectangular images in arbitrary order to fetch color detail that can be applied to a solid surface as a decal.	Texture mapping	Raster graphics	True
