worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
30394474,2361788,5,2,5,0,clixsense,UKR,17,Odessa,78.26.147.14,,,0,,0.6,0
30683795,7A17A810C13892370FA9E28369487118,5,0,5,0,neodev,GRC,35,Athens,77.49.92.73,,,0,,1.0,0
30781710,7A64ED524CBDE83C044935D48A84480F,5,2,5,0,neodev,UKR,02,Chernihiv,193.0.207.138,,,0,,0.6,300
30904966,DF9E4413AABD2C2E24750D543524A854,10,0,6,0,neodev,VEN,"","",190.198.180.120,,,0,,1.0,300
31001292,7061334,0,0,0,0,clixsense,,,,,,,0,,1.0,0
31605010,55287,5,3,5,0,elite,VNM,01,Long Xuyên,115.77.223.74,,,0,,0.4,300
31731182,7252971,0,0,0,0,clixsense,,,,,,,0,,1.0,0
31903604,60813,0,0,0,0,elite,,,,,,,0,,1.0,0
32029584,EEDF7896DFD0C50493CA06397A287A80,20,2,8,0,neodev,TTO,01,Arima,190.213.112.58,,,0,,0.75,300
32047741,62278,5,1,5,0,elite,VNM,66,Hue,113.189.120.223,,,0,,0.8,0
32282063,7325798,30,2,10,0,clixsense,GRC,35,Athens,37.6.117.210,,,0,,0.8,375
32717608,68245,112,3,28,0,elite,BIH,02,Zvornik,31.223.139.171,,,0,,0.8929,45
32786960,21DFA914E1D86FD12BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0
32931223,5119B26E5E88D6756964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0
32977111,1C0EDBD258290DC50FA9E28369487118,5,5,5,0,neodev,VEN,"","",190.198.186.125,,,0,,0.0,0
33056318,3913E2FB7DF40DB8DD6A67EA287D2489,23,2,9,0,neodev,VEN,06,Agua Salada,190.207.39.50,,,0,,0.7778,35
33102233,72249,5,3,5,0,elite,VNM,01,Lap Vo,115.72.159.211,,,0,,0.4,0
33256761,D993B6AE593A0E11BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0
33309773,7734818,5,1,5,0,clixsense,VEN,23,Maracaibo,200.84.245.203,,,0,,0.8,300
33434416,mad77,5,0,5,0,instagc,EGY,06,Alexandria,41.236.219.14,,,0,,1.0,300
33482585,75979,0,0,0,0,elite,,,,,,,0,,1.0,0
33838842,6998688,5,1,4,1,clixsense,UKR,"","",78.154.176.36,,,0,,0.75,0
33904725,80119,0,0,0,0,elite,,,,,,,0,,1.0,0
34012716,A5F21FFF0A09887C3C3F520A53732EBF,0,0,0,0,neodev,,,,,,,0,,1.0,0
34344222,KarlaE,60,1,16,0,instagc,BRA,02,Maceio,45.4.176.246,,,0,,0.9375,330
34537876,19643,0,0,0,0,elite,,,,,,,0,,1.0,0
34736079,89303,5,1,5,0,elite,VEN,"","",190.201.163.68,,,0,,0.8,0
34836342,6BA0841E4702089D52A6F24AA52E306B,5,2,5,0,neodev,HRV,"","",151.252.241.2,,,0,,0.6,300
34914198,92073,20,1,8,0,elite,PER,15,Lima,179.7.167.186,,,0,,0.875,300
35085118,93934,138,5,33,0,elite,VNM,43,Biên Hòa,171.227.166.140,,,0,,0.8485,67
35271549,96139,0,0,0,0,elite,,,,,,,0,,1.0,0
35337514,8343454,15,2,7,0,clixsense,ITA,05,Bologna,87.16.63.10,,,0,,0.7143,300
35728072,A98F92FA47F3B30B008D8D1D7EF00A28,10,1,6,0,neodev,VEN,"","",190.78.20.121,,,0,,0.8333,300
35896825,109910,0,0,0,0,elite,,,,,,,0,,1.0,0
35978264,8542426,25,1,9,0,clixsense,POL,84,Sierakow,77.65.53.170,,,0,,0.8889,300
36100283,446605,10,2,6,0,gifthunterclub,ESP,58,Vigo,87.125.248.140,,,0,,0.6667,300
36107353,8614797,5,0,5,0,clixsense,BIH,01,Sarajevo,92.36.137.128,,,0,,1.0,300
36113457,8B1510A0C617C805A72773646D413314,25,3,9,0,neodev,EGY,11,Cairo,41.237.51.78,,,0,,0.6667,300
36143603,50306,10,0,6,0,eup_slw,TUR,"","",85.109.117.172,,,0,,1.0,300
36163077,114043,5,2,5,0,elite,HUN,"","",94.27.179.202,,,0,,0.6,0
36181479,8632537,5,2,5,0,clixsense,RUS,40,Kurgan,176.215.148.22,,,0,,0.6,0
36378875,8708023,40,2,11,1,clixsense,IND,"","",157.42.97.88,,,0,,0.8182,20
36472590,8715268,5,0,5,0,clixsense,RUS,86,Voronezh,83.139.140.227,,,0,,1.0,0
36725706,8835490,59,5,16,0,clixsense,UKR,21,Sumy,91.222.60.138,,,0,,0.6875,295
36841019,8878386,5,3,5,0,clixsense,IND,16,Mumbai,45.119.30.98,,,0,,0.4,300
36936649,8913618,5,1,4,1,clixsense,ESP,60,Alicante,81.202.214.92,,,0,,0.75,300
36955942,B97C55D0E90B0867DEC62BDF2B4C9E80,0,0,0,0,neodev,,,,,,,0,,1.0,0
37041000,397CF4E9B40DB90F13B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
37082579,124124,0,0,0,0,elite,,,,,,,0,,1.0,0
37411565,93B78FEB5000E931B6CD945299117BED,5,2,5,0,neodev,VEN,20,San Cristóbal,186.88.203.96,,,0,,0.6,0
37482402,129130,0,0,0,0,elite,,,,,,,0,,1.0,0
37612251,AC834DA22B67D7CF544E98A5532E411B,0,0,0,0,neodev,,,,,,,0,,1.0,0
37665981,B8A7B3BD5DFE9893826BDFD07EE23BF9,20,1,8,0,neodev,VEN,23,Maracaibo,190.79.49.202,,,0,,0.875,300
37715110,709,5,2,4,1,imerit_india,IND,28,Kolkata,223.30.201.109,,,0,,0.5,300
37735052,9189361,5,2,5,0,clixsense,ROU,10,Bucharest,5.12.206.200,,,0,,0.6,300
37797460,E886525153CBC4CE646998E1CBB70BF7,0,0,0,0,neodev,,,,,,,0,,1.0,0
37906910,A40C6CEABFC3F11DB6CD945299117BED,0,0,0,0,neodev,,,,,,,0,,1.0,0
38064537,9252590,19,1,8,0,clixsense,SRB,00,Belgrade,78.30.189.237,,,0,,0.875,300
38661505,F3148CA8F186D8753C3F520A53732EBF,0,0,0,0,neodev,,,,,,,0,,1.0,0
38687457,9490292,0,0,0,0,clixsense,,,,,,,0,,1.0,0
38713068,9E72637534985A75667AD9B74FE239D0,55,3,15,0,neodev,VEN,25,Caracas,186.167.243.94,,,0,,0.8,110
38775014,146851,15,0,7,0,elite,VEN,23,Ambrosio,200.82.192.101,,,0,,1.0,300
38793343,138BA5951FB14E5A64EA4109F71985C3,10,1,6,0,neodev,VEN,23,Maracaibo,201.248.102.148,,,0,,0.8333,300
38833704,CAFB97511208A96BF063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
38845985,F8B07097F825AEAFB111F2FF000D7505,5,0,5,0,neodev,VEN,23,Ambrosio,186.88.200.142,,,0,,1.0,0
38887040,9558908,0,0,0,0,clixsense,,,,,,,0,,1.0,0
38923501,9564537,5,4,5,0,clixsense,VEN,"","",190.78.49.142,,,0,,0.2,300
38955165,E00DD0A7D564DF6BBACEFE911F27E775,5,2,5,0,neodev,VEN,25,Caracas,201.242.181.80,,,0,,0.6,300
38968301,3422732,25,2,8,1,clixsense,RUS,67,Saratov,78.106.19.224,,,0,,0.75,300
39059719,A17A004E5BA1DCC2BD4231B0CD821AB6,5,2,5,0,neodev,EGY,06,Alexandria,197.166.107.221,,,0,,0.6,300
39078729,9620875,0,0,0,0,clixsense,,,,,,,0,,1.0,0
39091022,9625041,5,0,5,0,clixsense,VEN,15,Los Teques,181.208.40.172,,,0,,1.0,300
39171415,D99E874456500D8911A1B4E358E036AF,0,0,0,0,neodev,,,,,,,0,,1.0,0
39193266,6520BE4DAE0C7CB9DC1CF3E1D84EE58C,0,0,0,0,neodev,,,,,,,0,,1.0,0
39237911,4CCB294892BA8ADF3A7EF6E57C5562DE,0,0,0,0,neodev,,,,,,,0,,1.0,0
39296334,3ED2EB8AEF4B7AEE2EFD2A28AE2C3FB7,10,2,6,0,neodev,ESP,59,Erandio,85.86.69.8,,,0,,0.6667,300
39343009,156165,0,0,0,0,elite,,,,,,,0,,1.0,0
39347901,9700334,5,1,5,0,clixsense,UKR,07,Kharkiv,93.77.96.237,,,0,,0.8,0
39474673,9739632,45,4,13,0,clixsense,UKR,"","",78.154.176.40,,,0,,0.6923,300
39475257,E91A8E2289753B2487D9602DE7E4D81B,0,0,0,0,neodev,,,,,,,0,,1.0,0
39509657,7A4BD6EBBDCF4CC811A1B4E358E036AF,30,1,10,0,neodev,URY,10,Montevideo,186.53.216.127,,,0,,0.9,300
39616594,87CC7A6E6133C0E0BACEFE911F27E775,0,0,0,0,neodev,,,,,,,0,,1.0,0
39755052,3A607574415E52A623F77D1F6B68FDEC,5,2,5,0,neodev,UKR,04,Dnepropetrovsk,178.137.144.46,,,0,,0.6,0
39759810,981050482DD957D6F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
39841905,162876,5,0,5,0,elite,SRB,00,Belgrade,178.222.86.123,,,0,,1.0,0
39920459,D9825CAB6CC6B24E6E334AF42C1D2A3F,5,2,5,0,neodev,VEN,"","",190.199.78.176,,,0,,0.6,300
39939687,00BAE8A92F17C2F8999200CE4C413AA0,5,4,5,0,neodev,VEN,"","",190.204.69.214,,,0,,0.2,0
39949614,JBBK1U0676,0,0,0,0,hiving,,,,,,,0,,1.0,0
39950358,F168A4FB30A8A565D73D67AA042E19A6,0,0,0,0,neodev,,,,,,,0,,1.0,0
40017708,88060D771EEAC38C18E09C610F0867AA,0,0,0,0,neodev,,,,,,,0,,1.0,0
40031413,9865764,142,5,28,5,clixsense,TUR,32,Mersin,78.160.132.7,,,0,,0.8214,18
40062468,AA3964AE608F14E71C4225EF31E8C1E3,5,0,5,0,neodev,PER,15,Lima,179.7.129.221,,,0,,1.0,0
40102852,9944782,0,0,0,0,clixsense,,,,,,,0,,1.0,0
40110004,298754EEFBB4D0503BE56A74FD3D6324,5,2,5,0,neodev,NGA,05,Lagos,197.210.29.162,,,0,,0.6,0
40129274,9953824,5,1,5,0,clixsense,IND,35,Bhopal,47.247.245.52,,,0,,0.8,0
40184183,9976807,0,0,0,0,clixsense,,,,,,,0,,1.0,0
40196184,9A13FB43B4C0BDCEC72447F05A7256A4,5,0,5,0,neodev,MKD,E2,Ohrid,79.141.122.160,,,0,,1.0,0
40258091,168538,5,1,5,0,elite,BIH,01,Sarajevo,77.77.216.231,,,0,,0.8,0
40308306,43A86601C5F16C3D228BDA32B94EEF9C,5,4,5,0,neodev,VEN,25,Caracas,186.93.55.38,,,0,,0.2,300
40448781,10074336,0,0,0,0,clixsense,,,,,,,0,,1.0,0
40456412,171120,25,1,9,0,elite,PHL,20,Imus,112.198.246.113,,,0,,0.8889,375
40544601,234E19DFA060D51E52A6F24AA52E306B,30,2,10,0,neodev,VEN,13,Barquisimeto,186.91.97.247,,,0,,0.8,90
40557293,10114902,232,6,51,0,clixsense,SRB,"","",87.116.176.56,,,0,,0.8824,46
40580385,DA9D9BB3249A5D6DFD55B23693B99944,25,1,9,0,neodev,RUS,83,Vladimir,37.19.76.8,,,0,,0.8889,300
40619580,10139352,5,2,5,0,clixsense,IND,23,Amritsar,103.40.197.85,,,0,,0.6,300
40624021,8676DFB48563446FEBC9CC3502AAAE3A,5,1,5,0,neodev,VEN,"","",190.199.105.174,,,0,,0.8,300
40669018,D220AA97C08755FAD99EEBCE27EEBEB5,5,1,5,0,neodev,PAK,05,Karachi,122.8.160.58,,,0,,0.8,300
40687124,E9CAA417691404F6B111F2FF000D7505,5,2,4,1,neodev,VEN,"","",190.201.165.175,,,0,,0.5,0
40762757,F00009590E429687E072395DC2023399,15,1,7,0,neodev,SVN,61,Ljubljana,89.142.52.183,,,0,,0.8571,300
40846833,10200653,75,3,19,0,clixsense,BIH,02,Pale,31.223.138.142,,,0,,0.8421,13
40890043,186BD7DD8A1ED70B13B45070835AF903,20,1,8,0,neodev,VEN,17,El Pilar,190.207.42.41,,,0,,0.875,300
40950145,177519,45,3,13,0,elite,BGR,42,Sofia,37.143.240.84,,,0,,0.7692,300
40971916,3FA93D5430579C39DEC62BDF2B4C9E80,5,0,5,0,neodev,VEN,23,Maracaibo,190.79.49.42,,,0,,1.0,300
40993983,D13C14B20D05ACB0B61ED642EC5D9C7B,25,1,9,0,neodev,UKR,14,Lugansk,176.113.227.248,,,0,,0.8889,400
41018729,10280861,5,0,5,0,clixsense,MEX,"","",177.237.186.39,,,0,,1.0,0
41033149,10284986,0,0,0,0,clixsense,,,,,,,0,,1.0,0
41042531,58A34593C6A1FEEC8C872C89F84C52C0,5,2,5,0,neodev,BGD,84,Chittagong,180.211.172.38,,,0,,0.6,0
41135507,F4A07ADB1527A9D51C4225EF31E8C1E3,75,1,18,1,neodev,DZA,"","",105.101.71.227,,,0,,0.9444,467
41165546,76EA4B9CA844A3CCFD55B23693B99944,5,2,5,0,neodev,VEN,"","",190.198.137.65,,,0,,0.6,0
41223918,10360846,5,1,5,0,clixsense,UKR,04,Dnepropetrovsk,176.241.106.52,,,0,,0.8,0
41251492,B428DC77118FE9A3274850ECB9537659,5,2,5,0,neodev,ROU,39,Ramnicu Valcea,86.122.243.140,,,0,,0.6,0
41289837,10385079,5,4,5,0,clixsense,NGA,05,Lagos,197.210.46.101,,,0,,0.2,0
41347255,26CD9C71087A241DC72447F05A7256A4,0,0,0,0,neodev,,,,,,,0,,1.0,0
41482250,184354,0,0,0,0,elite,,,,,,,0,,1.0,0
41496019,10460945,15,2,7,0,clixsense,UKR,05,Mariupol,91.250.59.187,,,0,,0.7143,300
41518401,10480513,5,0,5,0,clixsense,VEN,23,Maracaibo,190.39.99.82,,,0,,1.0,0
41553802,185505,0,0,0,0,elite,,,,,,,0,,1.0,0
41577701,185858,0,0,0,0,elite,,,,,,,0,,1.0,0
41605439,186261,25,1,9,0,elite,BRA,26,Palhoca,170.254.84.1,,,0,,0.8889,300
41616896,10521823,35,5,11,0,clixsense,ROU,03,Pitesti,79.118.248.28,,,0,,0.5455,300
41683720,D1B1ADC04454F21AB0D4CB6DCC18E8F9,0,0,0,0,neodev,,,,,,,0,,1.0,0
41701371,10553119,5,3,5,0,clixsense,VEN,25,Caracas,201.242.208.124,,,0,,0.4,0
41766990,998CE49773E0BB23E0643075F37BEF58,0,0,0,0,neodev,,,,,,,0,,1.0,0
41839624,3630707,0,0,0,0,clixsense,,,,,,,0,,1.0,0
41840448,9960262,5,3,5,0,clixsense,VEN,25,Caracas,186.91.138.158,,,0,,0.4,0
41856474,10619146,0,0,0,0,clixsense,,,,,,,0,,1.0,0
41887771,86BE680789B68DAB13B45070835AF903,25,2,9,0,neodev,MEX,14,Zapopan,177.248.212.12,,,0,,0.7778,300
41908416,CFB786601082135B16C8E61001D64B85,0,0,0,0,neodev,,,,,,,0,,1.0,0
41953706,191323,10,3,6,0,elite,MEX,30,Veracruz,177.247.86.15,,,0,,0.5,300
41966290,10663558,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42074684,0419CE2A169C7AC9DE1C1F776E860E31,0,0,0,0,neodev,,,,,,,0,,1.0,0
42080546,DE8BD5E41FFB430FB0D4CB6DCC18E8F9,0,0,0,0,neodev,,,,,,,0,,1.0,0
42133434,59CF188DF2C747A32EFD2A28AE2C3FB7,0,0,0,0,neodev,,,,,,,0,,1.0,0
42150561,194305,10,1,6,0,elite,POL,"","",5.172.255.101,,,0,,0.8333,300
42217948,195332,0,0,0,0,elite,,,,,,,0,,1.0,0
42219546,195387,5,1,5,0,elite,MAR,49,Rabat,196.74.194.52,,,0,,0.8,0
42241199,E55BF84E75969DE6D73D67AA042E19A6,0,0,0,0,neodev,,,,,,,0,,1.0,0
42260555,196256,5,2,5,0,elite,USA,"","",162.250.145.213,,,0,,0.6,0
42260600,196259,0,0,0,0,elite,,,,,,,0,,1.0,0
42306042,197162,0,0,0,0,elite,,,,,,,0,,1.0,0
42310829,1EB920DD75D78B8578DA480E7D9ACC4E,0,0,0,0,neodev,,,,,,,0,,1.0,0
42321809,AB8B3B0FC5167505168F3D181200FF42,0,0,0,0,neodev,,,,,,,0,,1.0,0
42366849,9602FECDB023F5088D7FCC5998E70925,0,0,0,0,neodev,,,,,,,0,,1.0,0
42446750,199684,0,0,0,0,elite,,,,,,,0,,1.0,0
42453053,130597059AD4C0BD274850ECB9537659,5,1,5,0,neodev,VEN,25,Caracas,186.185.114.30,,,0,,0.8,300
42493826,93734562600F51D9DEF77F94FE295A6E,0,0,0,0,neodev,,,,,,,0,,1.0,0
42579401,202362,0,0,0,0,elite,,,,,,,0,,1.0,0
42604105,0486FFBD69E142438FB2D67A827566BC,0,0,0,0,neodev,,,,,,,0,,1.0,0
42732325,10956948,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42744262,205457,0,0,0,0,elite,,,,,,,0,,1.0,0
42760856,9763288,5,2,5,0,clixsense,IND,02,Hyderabad,157.48.111.71,,,0,,0.6,0
42768791,D782C3D9DC979F5E3BE56A74FD3D6324,5,4,5,0,neodev,EGY,"","",156.201.60.46,,,0,,0.2,300
42817667,206798,0,0,0,0,elite,,,,,,,0,,1.0,0
42837258,11008953,5,1,5,0,clixsense,IDN,08,Surabaya,112.215.154.240,,,0,,0.8,0
42861604,53FA788C5091154CFD55B23693B99944,5,3,5,0,neodev,EGY,06,Alexandria,41.42.1.61,,,0,,0.4,0
42880562,8911210BAA82B3E516C8E61001D64B85,5,1,5,0,neodev,SRB,02,Novi Sad,188.246.40.110,,,0,,0.8,300
42934197,444AE5B0FC6187A878DA480E7D9ACC4E,0,0,0,0,neodev,,,,,,,0,,1.0,0
42948472,209420,0,0,0,0,elite,,,,,,,0,,1.0,0
42968437,209946,0,0,0,0,elite,,,,,,,0,,1.0,0
42998765,27089EE73CA2D40464EA4109F71985C3,0,0,0,0,neodev,,,,,,,0,,1.0,0
43002218,51D09F1128476A004F09095DD5433594,0,0,0,0,neodev,,,,,,,0,,1.0,0
43047657,11095446,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43049142,11090563,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43121920,4712C1E1557984E4BE88392C7C4AEDF0,0,0,0,0,neodev,,,,,,,0,,1.0,0
43125608,2B0DC4E7632966DC6B390050D52FDAD3,0,0,0,0,neodev,,,,,,,0,,1.0,0
43151235,214019,5,0,5,0,elite,BRA,27,Araras,201.42.57.105,,,0,,1.0,0
43175555,3D2836156D126F7A8C872C89F84C52C0,0,0,0,0,neodev,,,,,,,0,,1.0,0
43180356,11152389,10,3,10,0,clixsense,VEN,25,Caracas,186.90.16.240,,,0,,0.7,300
43199317,08050570EB8C6637826BDFD07EE23BF9,5,3,5,0,neodev,EGY,11,Cairo,197.52.57.82,,,0,,0.4,0
43211201,C26A1551DDDB50E9807A1C1B93AA3314,0,0,0,0,neodev,,,,,,,0,,1.0,0
43241843,216047,5,2,5,0,elite,VEN,21,Valera,190.206.191.49,,,0,,0.6,0
43250263,11183673,5,2,5,0,clixsense,UKR,18,Poltava,213.174.29.4,,,0,,0.6,300
43253998,9E8A93BBDDD96A983BE56A74FD3D6324,25,1,9,0,neodev,VEN,25,Caracas,186.167.245.112,,,0,,0.8889,300
43297228,216971,13,1,7,0,elite,VEN,23,Maracaibo,201.211.13.51,,,0,,0.8571,300
43323320,217462,5,1,5,0,elite,VEN,"","",190.76.250.207,,,0,,0.8,0
43329966,4464DF9246360E1007CFBA8CB897B0DC,5,2,5,0,neodev,VEN,25,Caracas,201.210.255.167,,,0,,0.6,0
43345154,EED950B40331C2D35213CA1A0E82036F,5,2,5,0,neodev,VEN,25,Caracas,186.167.243.220,,,0,,0.6,0
43347584,AF79A24395ECBB185B2F430C4460AB1B,5,3,5,0,neodev,EGY,11,Cairo,197.50.31.128,,,0,,0.4,300
43360386,DADAD60962DA2C53FD55B23693B99944,5,2,5,0,neodev,VEN,25,Caracas,186.167.249.12,,,0,,0.6,0
43360616,DADAD60962DA2C53807A1C1B93AA3314,0,0,0,0,neodev,,,,,,,0,,1.0,0
43383795,77F5B38A73AA32640CAD5F2CDE485D23,0,0,0,0,neodev,,,,,,,0,,1.0,0
43386487,865D4E7963EA02D423F77D1F6B68FDEC,0,0,0,0,neodev,,,,,,,0,,1.0,0
43405022,49C664EC27904952E6FC12140E27DCCE,5,2,5,0,neodev,VEN,25,Caracas,190.206.204.49,,,0,,0.6,300
43415523,219195,110,0,25,1,elite,BIH,02,Zvornik,31.223.139.171,,,0,,1.0,79
43434664,219559,5,2,5,0,elite,JAM,08,Kingston,72.27.160.143,,,0,,0.6,300
43437181,1A45103A097AAF2F5213CA1A0E82036F,0,0,0,0,neodev,,,,,,,0,,1.0,0
43447259,219783,0,0,0,0,elite,,,,,,,0,,1.0,0
43448103,F3CD308625DAFF8E008D8D1D7EF00A28,5,2,5,0,neodev,VEN,"","",190.78.18.135,,,0,,0.6,0
43455621,1B9932EE8E0E4F546B390050D52FDAD3,35,1,11,0,neodev,KEN,05,Nairobi,41.212.72.99,,,0,,0.9091,45
43464529,C51DF48DDA2AD0474B7AEA85440565A3,5,2,4,1,neodev,VEN,15,Cúa,143.0.96.27,,,0,,0.5,0
43528685,362853C92709B889D99EEBCE27EEBEB5,0,0,0,0,neodev,,,,,,,0,,1.0,0
43537685,4DD68B4E25AC8890B61ED642EC5D9C7B,5,0,5,0,neodev,EGY,11,Cairo,41.68.40.55,,,0,,1.0,300
43548179,221595,25,1,9,0,elite,VEN,25,Caracas,186.185.65.210,,,0,,0.8889,30
43554588,221683,5,2,5,0,elite,IDN,"","",114.125.56.240,,,0,,0.6,0
43589128,222289,5,2,5,0,elite,VEN,"","",186.88.176.70,,,0,,0.6,300
43599411,11328798,5,2,5,0,clixsense,SRB,"","",178.220.159.17,,,0,,0.6,0
43603089,1D9A2FE0C85DB42C99DD719F52F9B821,39,4,12,0,neodev,EGY,"","",197.33.224.141,,,0,,0.6667,10
43606832,5A19FDFDE7E8D49913B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
43608380,2DDDDC9A0FD517DDF06B70C799F068EE,5,4,5,0,neodev,EGY,11,Cairo,156.194.202.79,,,0,,0.2,0
43612228,043057B929ECC549A72773646D413314,25,1,9,0,neodev,EGY,"","",62.114.129.86,,,0,,0.8889,400
43615029,224139,5,0,5,0,elite,VEN,"","",186.90.113.187,,,0,,1.0,0
43615548,719063834A630026807A1C1B93AA3314,0,0,0,0,neodev,,,,,,,0,,1.0,0
43615702,11358749,5,0,5,0,clixsense,PER,15,Lima,181.67.168.36,,,0,,1.0,300
43615764,649C2F0308229E8F0190D045FA0FE982,0,0,0,0,neodev,,,,,,,0,,1.0,0
43618227,D3AD14CA07BEABAED4ACF736FDEB0260,40,1,12,0,neodev,VEN,"","",186.92.81.223,,,0,,0.9167,343
43619426,A2B525F72C77773FC338D6D1E28E12C0,0,0,0,0,neodev,,,,,,,0,,1.0,0
43620003,9B466752807A6C49204CFC72B9696897,15,1,6,1,neodev,VEN,18,Acarigua,186.95.162.10,,,0,,0.8333,45
43625726,80DC2D2A379F737811A1B4E358E036AF,0,0,0,0,neodev,,,,,,,0,,1.0,0
43628047,11390967,10,1,6,0,clixsense,TUR,68,Ankara,176.33.241.188,,,0,,0.8333,300
43633682,11389855,10,1,6,0,clixsense,NGA,32,Ibadan,197.211.63.160,,,0,,0.8333,300
43645309,226772,0,0,0,0,elite,,,,,,,0,,1.0,0
43649464,9E19259D7D4D51B6498878444F81137D,5,1,5,0,neodev,COL,34,Bogota,181.61.161.41,,,0,,0.8,300
43650202,5A367109EC23D0E55B2F430C4460AB1B,0,0,0,0,neodev,,,,,,,0,,1.0,0
43664989,347A993B7CA9E7005B2F430C4460AB1B,5,0,5,0,neodev,RUS,65,Samara,88.200.137.186,,,0,,1.0,0
43665081,1CBF71B1F7CC676A4B7AEA85440565A3,0,0,0,0,neodev,,,,,,,0,,1.0,0
43667456,228268,5,2,5,0,elite,COL,02,Medellin,201.233.96.41,,,0,,0.6,300
43667782,11470675,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43673414,228685,0,0,0,0,elite,,,,,,,0,,1.0,0
43675129,352EF148C26E919E4B7AEA85440565A3,35,2,11,0,neodev,VEN,07,Valencia,201.211.116.185,,,0,,0.8182,420
43675597,11485387,15,1,7,0,clixsense,BGD,81,Dhaka,103.62.143.241,,,0,,0.8571,300
43679026,11492988,5,3,5,0,clixsense,KEN,"","",154.76.145.136,,,0,,0.4,0
43682668,7CBECC77BBACF730BD4231B0CD821AB6,10,1,6,0,neodev,BGR,42,Sofia,87.121.36.3,,,0,,0.8333,300
