id	sentence	a	b	without_marker
41	"Fujitsu Limited, Hitachi, Ltd., and NEC Corporation today [March 09, 2004] announced that they are making available on their respective websites sample software that implements Web Services Reliability (WS-Reliability), a messaging specification for web services designed to ensure superior reliability.	NEC	Fujitsu	False
42	Record-Shattering Performance The Intel Xeon processor 7500 series represents the largest performance leap in Xeon family history, with the chip being an average three times faster across a range of benchmarks, setting over 20 new world records including stellar results from Cisco, Dell, Fujitsu, IBM, NEC and SGI.	NEC	Fujitsu	False
43	CMD Technology, Compaq, Computer Access Technology Corporation, CTX, Cypress Semiconductor Corporation, Dallas Semiconductor, EIZO, Fujitsu, Granite Microsystems, Iiyama, Intel, KC Technology, Key Tronic, Labtec, LiteOn, Lucent Technology, Microsoft, MultiVideo Labs, National Semiconductor, NEC, NMB, Nokia, Opcode, Opti, Philips, Samsung, Sand, Sejin, Silicon Integrated Systems, Silitek, Solid Year, SONY Corporation, STSL, SUPERGATE, Symbios Logic, Telex, TI, VIA Technologies, Winbond, YAMAHA, Boston	NEC	Fujitsu	False
44	NEC 804N Grundig X1 Nokia 8800 Sirocco Gucci	Grundig	NEC	False
45	- Select - Daewoo Fisher GoldStar Grundig Hitachi ITT/Nokia JVC LG Magnavox Mitsubishi / MGA NEC Panasonic Philips Pioneer RCA RCA/Proscan Samsung Sanyo Sharp Sony Telefunken Thomson Toshiba Zenith	Grundig	NEC	False
46	- Select - AIWA Daewoo Fisher GoldStar Grundig Hitachi ITT/Nokia JVC Loewe Magnavox Mitsubishi / MGA NEC Panasonic Philips Pioneer RCA/Proscan Samsung Sanyo Sharp Sony Telefunken Thomson Toshiba Zenith	Grundig	NEC	False
47	JVC PANASONIC SONY SHARP TOSHIBA MITSUBISHI HITACHI SANYO FUNAI AIWA DAEWOO SAMSUNG GOLDSTAR THOMSON FERGUSON PHILIPS GRUNDIG ITT MIVER FINLUX NOKIA NEC	Grundig	NEC	False
48	SONY DAEWOO FISHER GOLDSTAR GRUNDIG HITACHI ITT/NOKIA JVC MAGNAVOX MITSUBISHI/MGA NEC PANASONIC PHILIPS PIONEER RCA/PROSCAN SAMSUNG SANYO SHARP TELEFUNKEN THOMSON TOSHIBA ZENITH	Grundig	NEC	False
49	- Select - Daewoo Fisher GoldStar Grundig Hitachi ITT/Nokia JVC LG Magnavox Mitsubishi / MGA NEC Panasonic Philips Pioneer RCA/Proscan Samsung Sanyo Sharp Sony Telefunken Thomson Toshiba Zenith	Grundig	NEC	False
50	- Select - Daewoo Fisher GoldStar Grundig Hitachi ITT/Nokia JVC Magnavox Mitsubishi / MGA NEC Panasonic Philips Pioneer RCA/Proscan Samsung Sanyo Sharp Sony Telefunken Thomson Toshiba Zenith	Grundig	NEC	False
51	- Select - AIWA Akai Blaupunkt Emerson General Electric GoldStar Grundig Hitachi JVC LG Magnavox NEC Panasonic Philips Pioneer RCA RCA/Proscan Sony Toshiba	Grundig	NEC	False
52	On Thursday, founder Liu Chuanzhi returned to the helm as Lenovo reported far worse than expected earnings, ousted its chief executive and demoted its chairman to the CEO spot.	Lenovo	Founder	False
53	Lenovo is a great partner of ours and I am pleased that we have a close cooperation with them to bring such an innovative, affordable 4G LTE smartphone to the mass market to better our lives,' said Weili Dai, President and Co-Founder of Marvell.	Lenovo	Founder	False
54	Lenovo, Asus, Fujitsu?	Lenovo	Fujitsu	False
55	Lenovo W700, Dell, Fujitsu.	Lenovo	Fujitsu	False
56	ASUS/FUJITSU/LENOVO	Lenovo	Fujitsu	False
57	Fujitsu & Lenovo, Also Using MacBook CPU	Lenovo	Fujitsu	False
58	Fujitsu, Gateway, and Lenovo were also measured.	Lenovo	Fujitsu	False
59	Fujitsu, Lenovo to use MacBook Air CPU?	Lenovo	Fujitsu	False
60	Laptop ......, Fujitsu, Gateway, Lenovo ...... View More..	Lenovo	Fujitsu	False
61	Look at Fujitsu, Lenovo and HP.	Lenovo	Fujitsu	False
62	Arima U300 U380, Grundig X5, Lenovo P930, Panasonic X700 X800, Sendo X X2, Q9090, HTC Himalaya, Qtek XDAII.	Lenovo	Grundig	False
63	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico y Reparación Especializada en Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, TOSHIBA, MAC, IDEPAD, OLIVETTI, MAC APPLE, ...	Lenovo	Grundig	False
64	Tutti i produttori 3M Acer Aiptek International Apple Asus BenQ Brondi Canon Casio Dell Digicom Epson Fujitsu Gateway Grundig Haier Hannspree Hitachi HP Lenovo LG Nec Nikkei Nokia Optoma Packard Bell Panasonic Philips Samsung Sanyo Sapphire Schaublorenz Sharp Sony Telesystem Toshiba	Lenovo	Grundig	False
65	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico Especializado en Reparación Actualización y Ventas de Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, ...	Lenovo	Grundig	False
66	Enteos Eten Garmin General Dynamics Grundig GSPDA Icemobile iGlo Innostream iNQ ITT JVC Kenwood Kn Mobile Lenovo Martin Dawes Mitac Mitsubishi Mobiado Navman Neonode NGM Niu Nortek Olivetti Orange Palmone Plum Polsofonino QQAAXX Qtek RIM Sendo Sewon Siemens Xelibri Sierra Wireless Tel.me Thuraya TIM Tom Tom Trium Vertu Verycool WND Xcute Mobile XL Mobile Yezz	Lenovo	Grundig	False
67	Nuestra amplia trayectoria nos abalan en Ventas, Reparación y Servicio Técnico Especializado en: Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, VAIO SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, TOSHIBA, OLIVETTI, KANJI, etc. Tablet: ACER, BLACKBERRY, COBY, iPAD, SAMSUNG, ASUS, ...	Lenovo	Grundig	False
68	COMERCIAL INFORMATICA: Se destaca por tener una amplia trayectoria y cuenta con Servicio Técnico Especializado en Reparación Actualización y Ventas de Notebook, Netbook, UltraBook, All In One, Pc de Escritorio Marcas: HP, COMPAQ, LENOVO, IBM, ACER, DELL, GRUNDIG, COMMODORE, BANGHO, POSITIVO BGH, NOBLEX, SONY, SAMSUNG, EXO, EUROCASE, PACKARD BELL, FUJITSU, KANJI, TOSHIBA, MAC, IDEPAD, ...	Lenovo	Grundig	False
69	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG MIO MiTAC Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring SonyEricsson Spice SPV T-Mobile Toshiba Uriver UTStarcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
70	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom V3m (Metro PCS) Vertu Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
71	Select your phone brand Alcatel Asmobile ASUS Audiovox BenQ BenQ-Siemens Capitel Dallab DBTEL Elson Ezze Fly Gradiente Grundig Haier Hitachi HP HTC Huawei i-mate Innostream KPT Kyocera Lenovo LG Lobster Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia O2 Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sendo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom V3m (Metro PCS) Vertu Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
72	Select your phone brand Alcatel Asmobile Audiovox BenQ BenQ-Siemens Dallab Elson Fly Gradiente Grundig HP HTC Huawei i-mate Kyocera Lenovo LG Medion MIO MiTAC Mitsubishi Modelabs Motorola NEC Neonode Nokia Onda Orange Palm Panasonic Pantech Philips Qtek RIM Sagem Samsung Sanyo Sharp Siemens Skyspring Skyspring Vitelcom SonyEricsson Spice SPV T-Mobile Toplux Toshiba Uriver UTStarcom Vitelcom Vodafone Voxtel XDA ZTE   Help: My phone is not listed	Lenovo	Grundig	False
73	"There isn't a gaming keyboard out there that offers better value," says Min-Liang Tan, Razer co-founder and CEO.	Razer	Founder	True
74	The new switch makes the most popular gaming keyboard in the world even better," said Min-Liang Tan, Razer co-founder, CEO and creative director.	Razer	Founder	True
75	I must say that when I was given the opportunity to interview Robert Krakoff the founder of Razer it not only shocked me but I also saw this as being a great opportunity for everyone interested in learning a little about what drives corporations to produce superior gaming hardware.	Razer	Founder	True
76	I must say that when I was given the opportunity to interview Robert Krakoff, the founder of Razer, it not only shocked me but I also saw this as being a great opportunity for everyone interested in learning a little about what drives corporations to produce superior gaming hardware.	Razer	Founder	True
77	Phenom II 925 @ 3.9GHz Gigabyte GA-990FXA-UD3 Corsair Vengeance @1488 Timings of 9-9-9-24-1T Sapphire 5850 Toxic Cooler Master CM690, Samsung Sync Master 2232BW plus Razer Death Adder, Dell USB Keyboard	Razer	Dell	False
78	Tutti i Produttori Acer Apple Arctic Cooling Asus Cherry Cooler Master Corsair Dell Digitus ednet EVGA Evoluent HP Joystyle Kensington Kingston LC-Power Lenovo LogiLink Logitech Manhattan Microsoft Ms-Tech Nilox OEM Omega Perixx QPAD Razer Roccat SteelSeries Targus techsolo Thermaltake Toshiba Trust Tucano XFX	Razer	Dell	False
79	All Brands AC Ryan Acer Adobe Altec Lansing Apple MacIntosh Asus AVLabs Belkin BitDefender BlueLounge Buffalo Canon Cooler Master Corsair D-Link DELL Dicota EgoV Fuji Xerox Garmin Gigabyte Glieks GrandStream Griffin GrowV HP HTC HuntKey iKlear Intel Juicy Electronics Kanvus KATA KGuard Security Lenovo LG Electronics Linksys Logitech Microsoft OCZ Technology Panasonic PogoPlug Promise Technology QNAP Rapoo Razer Samsung SanDisk Shuttle SilverStone Targus Team Thecus Toshiba TP-Link TuneUp Viewsonic Zyxel	Razer	Dell	False
80	Processor: Intel Core i5-4670K Haswell 3.4GHz quad-core LGA1150 processor Motherboard: Gigabyte GA-Z87MX-D3H Memory: 2x4 GiB PC3-14900 Crucial BLE2CP4G3D1869DE1TX0 (DDR3-1866, CAS 9, 1.5 V) Graphics: PowerColor Radeon HD 7950 Boost Storage: Samsung 840 Pro Series 256GB Seagate Barracuda 7,200 RPM 3TB LG BH16NS40 Blu-ray Disc Audio: Soundblaster Z Enclosure: Corsair Obsidian Series 650D Power supply: Corsair HX650W CPU cooler: CoolerMaster Hyper 212 Evo Monitor Dell UltraSharp U2312HM Mouse: Razer Deathadder	Razer	Dell	False
81	Merek Selengkapnya APC Mcafee Abba rack Acer AMD AOC Apple Asrock Asus Axioo AZZA BenQ Blackberry BROTHER Byon Canon CBM Cisco Cooler Master D-link Dell Delta Rack EnGenius EPSON Fluke Network Fortuna Rack Fujitsu Gateway Gigabyte HIS Hitachi HP IBM Infocus Intel Jetway Kaspersky Lenovo LG Lite On Logitech Microsoft Mitsubishi MSI NEC Nirax Oximus Panasonic Papago Philips Printronix Prolink Razer Relion Roccat Samsung SanDisk Sapphire Scanner Plustek Seagate Sony Tenda Toshiba TP-Link Ulite Viewsonic Visipro Vivitek Wacom Wearnes Zyrex	Razer	Dell	False
82	Svi proizvodi proizvođača Acer AMD Asus Benq Blueberry BTC Canon Chicony Chieftec Cisco Systems CM Storm Colorovo Comet Conexant Cooler Master Creative Crucial D-Link Deepcool Dell Epson Frontier Gemalto Gembird Genius Gigabyte Grandstream Green Connection HP Intel Intex Kingston Kyocera LC-Power Lenovo Lexmark LG Linksys Lite-On Logitech Microlab Microsoft MSI Mustek nJoy Orink Philips Plutos PowerColor Prestigio Razer Samsung Seagate Sharp Siemens Silicon-Power SilverStone Sony Targus Tenda Technology Thrustmaster Titan Toshiba TP-Link Transcend Wacom Western Digital Wiretek ZTE	Razer	Dell	False
83	Svi proizvođači Acer Allied Telesis AMD AOC APC ASRock Asus Benq Blueberry BTC Canon Chicony Chieftec Cisco Systems CM Storm Colorovo Comet Conexant Cooler Master Creative Crucial CyberPower D-Link Deepcool Dell Epson Frontier Gemalto Gembird Genius Gigabyte Grandstream Green Connection Honeywell HP Intel Intex Kingston Kyocera LC-Power Lexmark LG Linksys Lite-On Logitech LyCOM Metrologic Microlab Microsoft MikroTik MS Industrial MSI Mustek nJoy Noctua Orink Palit Panasonic Philips Plutos PowerColor Prestigio Razer Samsung Seagate Sharp Siemens Silicon-Power SilverStone Sony Targus Tenda Technology Thermaltake Thrustmaster Titan Toshiba TP-Link Transcend Vivax Wacom Western Digital Wiretek ZTE	Razer	Dell	False
84	Svi proizvodi proizvođača Acer Allied Telesis AMD AOC APC ASRock Asus Benq Blueberry BTC Canon Chicony Chieftec Cisco Systems CM Storm Comet Conexant Cooler Master Creative Crucial CyberPower D-Link Deepcool Dell Epson Frontier Gemalto Gembird Genius Gigabyte Grandstream Green Connection Honeywell HP Intel Intex Kingston Kyocera LC-Power Lexmark LG Linksys Lite-On Logitech LyCOM Metrologic Microlab Microsoft MikroTik MS Industrial MSI Mustek nJoy Noctua Orink Palit Panasonic Philips Plutos PowerColor Prestigio Razer Samsung Seagate Sharp Siemens Silicon-Power SilverStone Sony Targus Tenda Technology Thermaltake Thrustmaster Titan Toshiba TP-Link Transcend Vivax Wacom Western Digital Wiretek ZTE	Razer	Dell	False
85	Svi proizvodi proizvođača Acer Allied Telesis AMD AOC APC ASRock Asus Benq Blueberry BTC Canon Chicony Chieftec Cisco Systems CM Storm Colorovo Comet Conexant Cooler Master Creative Crucial CyberPower D-Link Deepcool Dell Epson Frontier Gemalto Gembird Genius Gigabyte Grandstream Green Connection Honeywell HP Intel Intex Kingston Kyocera LC-Power Lexmark LG Linksys Lite-On Logitech LyCOM Metrologic Microlab Microsoft MikroTik MS Industrial MSI Mustek nJoy Noctua Orink Palit Panasonic Philips Plutos PowerColor Prestigio Razer Samsung Seagate Seasonic Sharp Siemens Silicon-Power SilverStone Sony Targus Tenda Technology Thermaltake Thrustmaster Titan Toshiba TP-Link Transcend Vivax Wacom Western Digital Wiretek ZTE	Razer	Dell	False
86	Svi proizvodi proizvođača Acer Allied Telesis AMD AOC APC ASRock Asus Benq Blueberry BTC Canon Chicony Chieftec Cisco Systems CM Storm Colorovo Comet Conexant Cooler Master Creative Crucial CyberPower D-Link Deepcool Dell Epson Frontier Gemalto Gembird Genius Gigabyte Grandstream Green Connection Honeywell HP Intel Intex Kingston Kyocera LC-Power Lexmark LG Linksys Lite-On Logitech LyCOM Metrologic Microlab Microsoft MikroTik MS Industrial MSI Mustek nJoy Noctua Orink Palit Panasonic Philips Plutos PowerColor Prestigio Razer Samsung Seagate Sharp Siemens Silicon-Power SilverStone Sony Targus Tenda Technology Thermaltake Thrustmaster Titan Toshiba TP-Link Transcend Vivax Wacom Western Digital Wiretek ZTE	Razer	Dell	False
87	Wortmann is the founder and a past president of the national association for environmental management.	Wortmann	Founder	False
88	Other PCGA members include Acer, Epic, Nvidia and Razer USA.	Acer	Razer	False
89	Notion Ink Adam Pixel Qi -7 inch .. new partners Lenovo U1 Acer Iconia Razer Switchblade	Acer	Razer	False
90	I suggest getting an Alienware, Razer, HP, Dell, or Acer gaming laptops.	Acer	Razer	False
91	Acer Aspire 5710G USB device driver for the Razer USB Composite device.	Acer	Razer	False
92	Keyboard-Razer lycosa Monitor(s)- ASUS 24 inch, Acer 19 inch, LG LCD 42inch TV for movies n' stuff.	Acer	Razer	False
93	Acer / Apple / Asus / CyberpowerPC / Dell / Gateway / Google / HP / Lenovo / Samsung / Sony / Toshiba / Alienware / iBuyPower / Origin / MSI / Razer Blade / Cybertron PC	Acer	Razer	False
94	Acer, ASUS, Data Robotics, Lenovo, Logitech, Netgear, Nikon, Panasonic, Razer, Samsung, SanDisk, Seagate, Targus, Western Digital and more.	Acer	Razer	False
95	Acer and Wortmann follow the same trend with the Aspire E1-572 ( i3-4010U ) and the  Terra Mobile 1512  ( Celeron 1037U ).	Acer	Wortmann	False
96	Lenovo, HP, Acer and Asus are all netbook manufacturers that have previously announced or released netbooks with the Atom N570 processor, and now it appears that German IT company, Wortmann AG, is looking to join the group.	Acer	Wortmann	False
97	The R2 version will be sold by these same server vendors, plus IBM, Lenovo, Acer and local OEMs such as Wortmann (in Germany) Datateknik (Turkey) Lanix (Mexico), Positivo (Brazil) and NTT (Japan), among others, according to the company.	Acer	Wortmann	False
98	"The Windows team is putting in place an objective set of quality tests for PCs that span performance, reliability and security, working with manufacturers such as Acer, Asus, Dell, Founder, Fujitsu, Gateway, Hewlett-Packard, Lenovo, Samsung, Sony, Toshiba, Wortmann and Packard Bell."	Acer	Wortmann	False
99	Toți producătorii 3Com Acer Asus ATI Belinea Benq Canon Compaq Compusys Dell Eizo Elitegroup Exone Fujitsu Computers Fujitsu Siemens Computer GNR Corporation Ltd Hewlett Packard Hi Grade Computer Hitachi IBM Intel Inves Lenovo Lucky Goldstar Matrox Maxdata Micro Star International Microsoft NEC Corporation Philips Q Technology Ricoh Samsung Seagate T-Systems Toshiba ViewSonic Wortmann	Acer	Wortmann	False
100	Producent 3Q ACCENT Acer Ainol ALCATEL ONETOUCH Alienware Apple Archos Asus Averatec Barbone Benq BlackBerry Brave Dell Eaget ECS Emgeton Fujitsu Fujitsu Siemens Gateway Gericom Gigabyte GoClever GoGen Goldmax Hannspree HP HP/Compaq HTC Huawei IBM/Lenovo Lenovo LG Medion Microsoft Mivvy Motorola Mouse Computer MSI NEC Nokia Notestar Notion Ink Nvidia Packard Bell Panasonic Pierre Cardin Pioneer Point of View Premio Prestigio Samsung Sencor Sharp Sony Targa Toshiba Tulip Computers Twinhead Umax VBI ViewSonic Wooky Wortmann Xiaomi Yarvik Zero Model	Acer	Wortmann	False
101	Výrobce 3Q ACCENT Acer Ainol ALCATEL ONETOUCH Alienware Apple Archos Asus Averatec Barbone Benq BlackBerry Brave Dell Eaget ECS Emgeton Fujitsu Fujitsu Siemens Gateway Gericom Gigabyte GoClever GoGen Goldmax Hannspree HP HP/Compaq HTC Huawei IBM/Lenovo Lenovo LG Medion Microsoft Mivvy Motorola Mouse Computer MSI NEC Nokia Notestar Notion Ink Nvidia Packard Bell Panasonic Pierre Cardin Pioneer Point of View Premio Prestigio Samsung Sencor Sharp Sony Targa Toshiba Tulip Computers Twinhead Umax VBI ViewSonic Wooky Wortmann Xiaomi Yarvik Zero Model	Acer	Wortmann	False
102	---------- Acer Advent ADVUEU Alienware American Dynamics AMS AOC Aopen Apple AST Asus Averatec BenQ Brite Canon ChemUSA Clevo Compal Compaq CompUSA CTL CyberPower DCLCD Dell Eizo EliteGroup ELO Emachines Envision Eurocom Fujitsu Gateway GENERIC Gericom HANNS-G Hansol Highlander HNC HP Hyperdata HYUNDAI IBM I-INC IIYAMA Imperial Insigina IPC ISSAM KDS Lenovo LG LG Philips Lion Mag Medion Microtek Mitac MPC Mtech NEC OPTIQUEST Packard Bell Panasonic Philips PixelVision Planar POLAROID PRINCETON Prostar Proview Radius Sager Samsung Schneider Sharp Siemens Slyvania Sony SOYO Starboard Sun Sylvania Sympodium Toshiba Totuku V7 Viewsonic ViewTronix WESTINGHOUSE Widow WINBOOK Wortmann	Acer	Wortmann	False
