id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
T3224947413,compsci,Objective-c,Swift,"Yes, everything from Objective-C works on Swift.",1.0,1.0,0,0,5,NONE,5,3,2,"Yes, everything from <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> works on <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",5,1.0,1.0
A52346732,brands,Ibm,Intel,[ 2 ] [ 32 ] [ 36 ] IBM chose the 8088 over the superior 8086 because Intel offered a better price on the former and could provide more units.,0.6592,1.0,0,2,3,NONE,3,3,2,"[ 2 ] [ 32 ] [ 36 ] <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> chose the 8088 over the superior 8086 because <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> offered a better price on the former and could provide more units.",5,0.79552,0.6
G992077265,brands,Hewlett-packard,Intel,HP (Hewlett-Packard) HP Intel Xeon Dual-Core 5130 2.0GHz - Processor Up...,1.0,1.0,0,0,6,NONE,6,4,2,"HP (<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>) HP <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Xeon Dual-Core 5130 2.0GHz - Processor Up...",6,1.0,1.0
T3189547931,compsci,Perl,Python,"With a script in Perl , Python , elisp, it's much easier to control.",1.0,1.0,0,0,5,NONE,5,3,2,"With a script in <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> , elisp, it's much easier to control.",5,1.0,1.0
G1005209041,brands,Advil,Motrin,I always keep Advil with me or Motrin.,1.0,1.0,0,0,5,NONE,5,3,2,"I always keep <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> with me or <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>.",5,1.0,1.0
A112510589,jbt,Metal,Concrete,A) 3 wires coming up from a solid metal conduit in the foundation (concrete slab).,1.0,1.0,0,0,5,NONE,5,3,2,"A) 3 wires coming up from a solid <span style=""color: #9A14B2; font-weight: bold"">metal:[OBJECT_A]</span> conduit in the foundation (<span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> slab).",5,1.0,1.0
C357306371,brands,Samsung,Nokia,As for the display its definitely superior to the cheap quality of Samsung and Nokia display in its price range.,1.0,1.0,0,0,5,NONE,5,3,2,"As for the display its definitely superior to the cheap quality of <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> display in its price range.",5,1.0,1.0
F773624101,jbt,Nixon,Reagan,frankly nixon was a better President than Ronald reagan.,1.0,1.0,5,0,0,BETTER,5,3,2,"frankly <span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span> was a better President than Ronald <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>.",5,1.0,1.0
B334452444,brands,Ford,Bmw,"Are Ford, GM Or BMW Better Bets? [ View article ]",0.6829999999999999,1.0,0,0,5,NONE,5,3,2,"Are <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, GM Or <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> Better Bets? [ View article ]",5,0.8098,1.0
Q2717208042,compsci,Bluetooth,Usb,"The sony Ericsson W850i and phone also features Bluetooth, USB 2.0 , GPRS, Infrared and UMTS connectivity for faster data transfer.",0.6834,1.0,0,1,4,NONE,4,3,2,"The sony Ericsson W850i and phone also features <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0 , GPRS, Infrared and UMTS connectivity for faster data transfer.",5,0.8100400000000001,0.8
M2076693230,jbt,Pizza,Sandwich,"Recently, I have ordered a pepperoni pizza and a chicken bacon ranch sandwich, and both were poorly made.",1.0,1.0,0,0,6,NONE,6,4,2,"Recently, I have ordered a pepperoni <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> and a chicken bacon ranch <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>, and both were poorly made.",6,1.0,1.0
N2120556492,compsci,Ruby,Python,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",1.0,0.5116,0,1,5,NONE,5,4,2,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> vs other dynamicaly typed interpreted languages like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Perl, PHP, ... it really is not slower.",6,0.8371999999999999,0.8333333333333334
O2314085512,compsci,Ruby,Java,Subject: Re: Ruby vs. Java?,0.6784,1.0,0,0,5,NONE,5,3,2,"Subject: Re: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>?",5,0.80704,1.0
E575699268,brands,Amazon,Apple,Developers won't view Amazon as any better than Apple.,0.677,0.5056,0,3,2,WORSE,3,3,2,"Developers won't view <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> as any better than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",5,0.6084400000000001,0.6
J1493835291,brands,Apple,Microsoft,I understand that Apple is a lot safer than Microsoft,1.0,1.0,5,0,0,BETTER,5,3,2,"I understand that <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is a lot safer than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>",5,1.0,1.0
A134567093,jbt,Coffee,Beer,"A cooler with cold drinks (including cola, coffee [like Starbucks DoubleShot], and maybe even beer)",1.0,1.0,0,0,5,NONE,5,3,2,"A cooler with cold drinks (including cola, <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span> [like Starbucks DoubleShot], and maybe even <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>)",5,1.0,1.0
O2323374725,jbt,Steel,Aluminum,"Superior quality Due to steel and aluminum construction, the Rosewill RHTB-11014FT provides solid mounting for your TV.",1.0,1.0,0,0,6,NONE,6,4,2,"Superior quality Due to <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> construction, the Rosewill RHTB-11014FT provides solid mounting for your TV.",6,1.0,1.0
H1154425062,brands,Renault,Nissan,"I have read the Renault-Infiniti, actually aren't they really Nissan, engine slower than Ferrari and Merc?",0.6627,1.0,0,1,4,NONE,4,3,2,"I have read the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-Infiniti, actually aren't they really <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>, engine slower than Ferrari and Merc?",5,0.79762,0.8
H1116345476,compsci,Usb,Bluetooth,"If you have to add USB dongles to get Bluetooth and wifi, it gets much uglier.",0.6364,1.0,0,0,5,NONE,5,3,2,"If you have to add <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> dongles to get <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> and wifi, it gets much uglier.",5,0.78184,1.0
B326196439,brands,Apple,Google,"Apple, Google, Facebook Partner With EU To Make Internet Safer for Kids",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>, Facebook Partner With EU To Make Internet Safer for Kids",5,1.0,1.0
A72210794,jbt,Sandwich,Sausage,"3 August 2010 : Perhaps even better, if possible, as a morning sandwich option is a brunch-only offering of sausage sliders .",1.0,1.0,0,0,5,NONE,5,3,2,"3 August 2010 : Perhaps even better, if possible, as a morning <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span> option is a brunch-only offering of <span style=""color: #6CB219; font-weight: bold"">sausage:[OBJECT_B]</span> sliders .",5,1.0,1.0
A63047965,compsci,Netbeans,Eclipse,"2 Responses to ""NetBeans Unit Test Creation better than Eclipse?",1.0,1.0,5,0,0,BETTER,5,3,2,"2 Responses to ""<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> Unit Test Creation better than <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>?",5,1.0,1.0
D527266319,compsci,Mysql,Postgresql,"could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",1.0,1.0,0,3,2,WORSE,3,3,2,"could also do that for <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, but <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> is simply a better RDBMS.",5,1.0,0.6
F824211624,jbt,Google,Amazon,google and amazon have a better chance.,0.6532,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> have a better chance.",5,0.79192,1.0
I1383762474,compsci,Awk,Sed,I think column edit mode would be faster than the AWK/Sed regex because it would take me at least 5 minutes to create from scratch the above regex... when column edit would be done in 2 minutes.,1.0,1.0,0,0,5,NONE,5,3,2,"I think column edit mode would be faster than the <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span> regex because it would take me at least 5 minutes to create from scratch the above regex... when column edit would be done in 2 minutes.",5,1.0,1.0
I1295329983,brands,Intel,Google,Intel joins Yahoo and Google so far among tech companies reporting better-than-expected results.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> joins Yahoo and <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> so far among tech companies reporting better-than-expected results.",5,1.0,1.0
I1299904753,compsci,Python,Perl,In that regard we judged Python to be far superior to Perl.,1.0,1.0,5,0,0,BETTER,5,3,2,"In that regard we judged <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> to be far superior to <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
T3184481762,compsci,Windows 8,Windows 7,Windows 8 slower out of the traps than predecessor Windows 7 - StatCounter,1.0,1.0,2,3,0,WORSE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> slower out of the traps than predecessor <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> - StatCounter",5,1.0,0.6
M1986722244,jbt,Sausage,Sandwich,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",1.0,0.5172,4,0,1,BETTER,4,3,2,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span>, bacon and jack/cheddar cheese - like a breakfast <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>, but better!",5,0.80688,0.8
R2818448158,compsci,Python,Bash,"This could better be integrated to your application than some Python script (or Perl script, or Bash script using the system's mailx application, or whatever other external method you find).",0.6497,1.0,0,0,5,NONE,5,3,2,"This could better be integrated to your application than some <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> script (or Perl script, or <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> script using the system's mailx application, or whatever other external method you find).",5,0.78982,1.0
T3286620194,brands,Pepsi,Coca-cola,"μ m) placed directly in the soft drink samples: Pepsi (dotted line), Coca-Cola (solid line), and Schin Cola (short dashed line).",1.0,1.0,0,0,5,NONE,5,3,2,"μ m) placed directly in the soft drink samples: <span style=""color: #9A14B2; font-weight: bold"">Pepsi:[OBJECT_A]</span> (dotted line), <span style=""color: #6CB219; font-weight: bold"">Coca-Cola:[OBJECT_B]</span> (solid line), and Schin Cola (short dashed line).",5,1.0,1.0
G983281059,brands,Nokia,Siemens,"However, the son of Eric has been wooing Nokia Siemens with a better offer.",1.0,0.5263,0,1,4,NONE,4,3,2,"However, the son of Eric has been wooing <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> with a better offer.",5,0.81052,0.8
O2359669633,compsci,Opengl,Direct3d,"Thanx for the replies guys...I do respect your opinions of coarse,but that's what they are....just opinions.What I was looking for was maybe some benchmark tests or something to show that OpenGL is truly better than Direct3D.",1.0,1.0,5,0,0,BETTER,5,3,2,"Thanx for the replies guys...I do respect your opinions of coarse,but that's what they are....just opinions.What I was looking for was maybe some benchmark tests or something to show that <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> is truly better than <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.",5,1.0,1.0
D477994338,jbt,Truck,Suv,"Chose one of the most mediocre products they make, a lackluster truck-based suv.",0.6957,0.5263,0,2,3,NONE,3,3,2,"Chose one of the most mediocre products they make, a lackluster <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span>-based <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span>.",5,0.6279399999999999,0.6
R2819069303,brands,Google,Sony,"This CPU would mean the LG Optimus G2 would be 75 per cent better than its LG Optimus G predecessor in terms of performance, not to mention the LG manufactured Google Nexus 4 or rival Sony Xperia Z.",1.0,1.0,0,0,5,NONE,5,3,2,"This CPU would mean the LG Optimus G2 would be 75 per cent better than its LG Optimus G predecessor in terms of performance, not to mention the LG manufactured <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Nexus 4 or rival <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Xperia Z.",5,1.0,1.0
L1830818277,compsci,Usb,Bluetooth,not having a CD player does not bother me as I prefer USB/Bluetooth which also makes the unit a lot lighter and easier to fit... ,0.5016,1.0,0,0,6,NONE,6,4,2,"not having a CD player does not bother me as I prefer <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> which also makes the unit a lot lighter and easier to fit... ",6,0.6677333333333333,1.0
E614056924,brands,Chevrolet,Ford,"Drivers looking for car loans or Chevrolet, GMC, Nissan, Ford and RAM leases in Northwest Arkansas, continuously turn to a car dealership from the Superior Automotive Group for the financial assistance they need.",1.0,1.0,0,0,5,NONE,5,3,2,"Drivers looking for car loans or <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span>, GMC, Nissan, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> and RAM leases in Northwest Arkansas, continuously turn to a car dealership from the Superior Automotive Group for the financial assistance they need.",5,1.0,1.0
C358392517,jbt,Michigan,Virginia,"As good as michigan has been defensively this season, virginia has been even better.",1.0,1.0,0,5,0,WORSE,5,3,2,"As good as <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> has been defensively this season, <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> has been even better.",5,1.0,1.0
L1886565499,brands,Amazon,Microsoft,"Once Apple, Amazon, Microsoft, Sony, etc,etc...One of the big boys with hardware, software, and multiple viewing platform options pull it all together and then sign content deals equal to or better than Netflix...they will crumble.",0.6541,1.0,0,0,5,NONE,5,3,2,"Once Apple, <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>, Sony, etc,etc...One of the big boys with hardware, software, and multiple viewing platform options pull it all together and then sign content deals equal to or better than Netflix...they will crumble.",5,0.7924599999999999,1.0
B213275652,jbt,Soup,Pasta,"Also for cooler temps I like to make a hefty soup mix of dried vegetables, rice or pasta (previously cooked), vegetable boullion.",1.0,1.0,0,0,5,NONE,5,3,2,"Also for cooler temps I like to make a hefty <span style=""color: #9A14B2; font-weight: bold"">soup:[OBJECT_A]</span> mix of dried vegetables, rice or <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span> (previously cooked), vegetable boullion.",5,1.0,1.0
C365325855,jbt,Michigan,Carolina,"As Jadeveon Clowney showed with ""The Hit"" during the michigan-South carolina bowl game, you don't want to give superior defenders any reason to get more fired up.",1.0,1.0,0,0,5,NONE,5,3,2,"As Jadeveon Clowney showed with ""The Hit"" during the <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span>-South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span> bowl game, you don't want to give superior defenders any reason to get more fired up.",5,1.0,1.0
Q2687158116,brands,Samsung,Toshiba,"The Samsung BD-P1000 is far from perfect, but it works a heck of a lot better than the two Toshiba offerings.",1.0,1.0,5,0,0,BETTER,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> BD-P1000 is far from perfect, but it works a heck of a lot better than the two <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> offerings.",5,1.0,1.0
