id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
D440893550,"california, New York, Illinois, Rhode Island, and michigan have slower population growth than do Texas, Florida, Utah, and Alaska.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D440893550,"california, New York, Illinois, Rhode Island, and michigan have slower population growth than do Texas, Florida, Utah, and Alaska.",california,michigan,NONE,1.0,X/PROPN/ROOT/^ york/PROPN/npadvmod/V Y/PROPN/conj/<
J1544980702,"Java, C#, Python, Ruby?",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1544980702,"Java, C#, Python, Ruby?",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ python/PROPN/conj/V Y/PROPN/conj/<
L1871087187,of mit and harvard),mit,harvard,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1871087187,of mit and harvard),mit,harvard,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
P2596340801,"The only thing I can think of that's stopping Coca-Cola, Pepsi, and others from switching over to the better-tasting juice-and-sugar blends is the Corn Syrup Industry.",Coca-Cola,Pepsi,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1153341585,"I haven't tried it with this modem, but on my ADSL line the superior performance of Ethernet over USB modems is striking, particularly in terms of responsiveness.",Ethernet,USB,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
H1153341585,"I haven't tried it with this modem, but on my ADSL line the superior performance of Ethernet over USB modems is striking, particularly in terms of responsiveness.",Ethernet,USB,BETTER,1.0,X/PROPN/ROOT/^ over/ADP/prep/V Y/PROPN/pobj/<
P2545731933,"The Lincoln MKX is a big crossover SUV.Based on the superb Ford Edge, the luxurious MKX offers features of pricier crossovers from Acura, BMW, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.",Ford,BMW,NONE,0.8,X/PROPN/compound/> offer/VERB/ROOT/^ of/ADP/prep/< crossover/NOUN/pobj/< from/ADP/prep/< acura/PROPN/pobj/< Y/PROPN/appos/<
F781374105,From Java To Ruby,Java,Ruby,NONE,1.0,X/NOUN/ROOT/^ Y/PROPN/pobj/<
F781374105,From Java To Ruby,Java,Ruby,NONE,1.0,X/NOUN/ROOT/^ to/ADP/prep/V Y/PROPN/pobj/<
L1754498759,"Much nicer than a Miata or a Honda S2000, or a BMW Z4.",Honda,BMW,NONE,1.0,X/PROPN/compound/> s2000/PROPN/ROOT/^ Y/PROPN/conj/<
A138645732,"Actually, Sony can be even nastier than Microsoft when it comes to licensing games for their platform.",Sony,Microsoft,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ nasty/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
K1685743758,Mastered in Objective-C and Swift programming.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1685743758,Mastered in Objective-C and Swift programming.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
B326035433,"Apple, Amazon and Netflix have continued to challenge the traditional television market in 2013 with original series and faster streaming.",Apple,Amazon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F779151934,From (1) and (2) follows this question: Is it possible at all to write a web framework in Ruby that's faster than PHP?,Ruby,PHP,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
F779151934,From (1) and (2) follows this question: Is it possible at all to write a web framework in Ruby that's faster than PHP?,Ruby,PHP,BETTER,0.8,X/PROPN/ROOT/^ '/VERB/relcl/V Y/PROPN/pobj/<
E673917026,"Even without the heavy functional stuff, just as a basic OO language, Scala is far better than C++/Java/C#.",Scala,Java,BETTER,1.0,NOPATH
N2251852292,Some of this stuff is solid gold (the stanford and mit lectures are really good).,stanford,mit,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2251852292,Some of this stuff is solid gold (the stanford and mit lectures are really good).,stanford,mit,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
M2003434188,"PLATFORM : playstation, Nintendo 64, PC, Dreamcast, gamecube",playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M2003434188,"PLATFORM : playstation, Nintendo 64, PC, Dreamcast, gamecube",playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ nintendo/PROPN/appos/V Y/PROPN/conj/<
M2003434188,"PLATFORM : playstation, Nintendo 64, PC, Dreamcast, gamecube",playstation,gamecube,NONE,1.0,X/PROPN/ROOT/^ dreamcast/PROPN/conj/V Y/PROPN/conj/<
I1342469343,I salute Honda and Toyota .,Honda,Toyota,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1342469343,I salute Honda and Toyota .,Honda,Toyota,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
M1928005820,"Or better yet, cleaning those vintage reissues you own from Nike, Adidas and New Balance and taking them to the streets with your straight leg denims .",Nike,Adidas,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2432096416,"The chairman of Ford, Harold Poling, told reporters that Japanese consumers buy so few American cars because they are too fond of luxury makes like Mercedes and BMW, not because American cars are poorly made.",Ford,BMW,NONE,0.8,X/PROPN/nsubj/> tell/VERB/ROOT/^ buy/VERB/ccomp/< make/VERB/conj/< like/ADP/prep/< mercedes/PROPN/pobj/< Y/PROPN/conj/<
O2432096416,"The chairman of Ford, Harold Poling, told reporters that Japanese consumers buy so few American cars because they are too fond of luxury makes like Mercedes and BMW, not because American cars are poorly made.",Ford,BMW,NONE,0.8,X/PROPN/nsubj/> poling/PROPN/appos/V tell/VERB/ROOT/^ buy/VERB/ccomp/< make/VERB/conj/< like/ADP/prep/< mercedes/PROPN/pobj/< Y/PROPN/conj/<
J1531533782,"I would also say San Francisco is also much ""better"" than other areas I have lived--michigan, Kentucky, virginia.",michigan,virginia,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1531533782,"I would also say San Francisco is also much ""better"" than other areas I have lived--michigan, Kentucky, virginia.",michigan,virginia,NONE,0.8,X/PROPN/ROOT/^ kentucky/PROPN/npadvmod/V Y/PROPN/conj/<
T3231843351,Yet the solid steel/concrete structure remain.,steel,concrete,NONE,1.0,NOPATH
P2492539519,The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with Sed and AWK piped together with Unix utilities.,Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2492539519,The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with Sed and AWK piped together with Unix utilities.,Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ grep/NOUN/conj/V Y/PROPN/conj/<
B175508008,"Again, this is a decent beer but its not my cup of tea.",beer,tea,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
B175508008,"Again, this is a decent beer but its not my cup of tea.",beer,tea,NONE,0.8,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<
B175508008,"Again, this is a decent beer but its not my cup of tea.",beer,tea,NONE,0.8,X/PROPN/ROOT/^ cup/NOUN/conj/V Y/PROPN/pobj/<
J1545152393,Java vs Python vs Ruby,Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
J1545152393,Java vs Python vs Ruby,Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ vs/ADP/prep/V Y/PROPN/pobj/<
J1545152393,Java vs Python vs Ruby,Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ vs/ADP/prep/V Y/PROPN/pobj/<
D478932174,"Christian du Plooy/Henk Janse van Vuuren were a solid fourth in the RFS Ford Ranger, with Michael Whitehouse and George Myburgh completing the top five in the Regent Racing Nissan Navara.",Ford,Nissan,NONE,0.6,X/PROPN/compound/> complete/VERB/ROOT/^ in/ADP/prep/< Y/PROPN/pobj/<
D478932174,"Christian du Plooy/Henk Janse van Vuuren were a solid fourth in the RFS Ford Ranger, with Michael Whitehouse and George Myburgh completing the top five in the Regent Racing Nissan Navara.",Ford,Nissan,NONE,0.6,X/PROPN/compound/> complete/VERB/ROOT/^ in/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
D478932174,"Christian du Plooy/Henk Janse van Vuuren were a solid fourth in the RFS Ford Ranger, with Michael Whitehouse and George Myburgh completing the top five in the Regent Racing Nissan Navara.",Ford,Nissan,NONE,0.6,X/PROPN/compound/> complete/VERB/ROOT/^ in/ADP/prep/< racing/PROPN/compound/V Y/PROPN/pobj/<
O2329052380,suv? minivan?,suv,minivan,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
Q2705358071,These rubber covers are not foam so they're more durable and harder to tear up.,rubber,foam,NONE,0.8333333333333334,X/PROPN/compound/> cover/NOUN/nsubj/> cover/NOUN/ROOT/^ Y/ADJ/acomp/<
H1133452562,"I guess I'm just wondering if there are any versions of Lisp which use more conventional syntax (ideally something more C-style or Python-like) - maybe just a pre-preprocessor would do here - or similar more readable languages with better syntax, that anyone can recommend?",Lisp,Python,NONE,0.8333333333333334,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1133452562,"I guess I'm just wondering if there are any versions of Lisp which use more conventional syntax (ideally something more C-style or Python-like) - maybe just a pre-preprocessor would do here - or similar more readable languages with better syntax, that anyone can recommend?",Lisp,Python,NONE,0.8333333333333334,X/PROPN/ROOT/^ use/VERB/relcl/V Y/PROPN/conj/<
Q2687645413,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).",sausage,sandwich,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ kind/NOUN/attr/< sell/VERB/acl/< by/ADP/agent/< Y/PROPN/pobj/<
Q2687645413,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).",sausage,sandwich,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ kind/NOUN/attr/< sell/VERB/acl/< by/ADP/agent/< the/DET/det/V Y/PROPN/pobj/<
F740355855,"Ford has indicated in recent monthly sales reports that it believes it could better compete with the Toyota Camry, Honda Accord and Nissan Altima in the midsize sales race if it had better production capacity for the Fusion.",Ford,Nissan,NONE,0.4,X/PROPN/nsubj/> indicate/VERB/ROOT/^ believe/VERB/ccomp/< compete/VERB/ccomp/< with/ADP/prep/< camry/PROPN/pobj/< accord/PROPN/conj/< Y/PROPN/conj/<
D504985234,"Common Brands: Advil, Motrin",Advil,Motrin,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D496469275,Coffee/soda/tea available.,soda,tea,NONE,1.0,NOPATH
N2230391892,"So, do you really think Intel, Microsoft, RedHat, IBM, HP, Novell, etc. have a better list of failed products?",Intel,IBM,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2230391892,"So, do you really think Intel, Microsoft, RedHat, IBM, HP, Novell, etc. have a better list of failed products?",Intel,IBM,NONE,1.0,X/PROPN/ROOT/^ microsoft/PROPN/conj/V Y/PROPN/conj/<
J1440735770,"It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, Nikon, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the Leica IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.",Nikon,Leica,NONE,0.4,NOPATH
K1713539289,"Microsoft and Dell have been slightly worse investments, while for the moment Gateway and the ever-ailing Compaq have done better.",Microsoft,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1713539289,"Microsoft and Dell have been slightly worse investments, while for the moment Gateway and the ever-ailing Compaq have done better.",Microsoft,Dell,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1329799665,"iPod, Bluetooth, USB, MP3 CD and some halfway decent speakers.",Bluetooth,USB,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3277595215,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",youtube,amazon,WORSE,1.0,X/PROPN/nsubj/> cut/VERB/ROOT/^ find/VERB/conj/< host/VERB/xcomp/< Y/PROPN/parataxis/<
Q2640029325,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
Q2640029325,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,NONE,1.0,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
J1544953919,Java apps on Mac are slower and bulkier than their native Objective-C counterparts.,Java,Objective-C,WORSE,1.0,X/PROPN/compound/> be/VERB/ROOT/^ bulky/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
J1544953919,Java apps on Mac are slower and bulkier than their native Objective-C counterparts.,Java,Objective-C,WORSE,1.0,X/PROPN/compound/> be/VERB/ROOT/^ bulky/ADJ/conj/< than/ADP/prep/< their/ADJ/poss/V Y/PROPN/pobj/<
J1544953919,Java apps on Mac are slower and bulkier than their native Objective-C counterparts.,Java,Objective-C,WORSE,1.0,X/PROPN/compound/> be/VERB/ROOT/^ bulky/ADJ/conj/< than/ADP/prep/< native/ADJ/amod/V Y/PROPN/pobj/<
A125900317,"According to ASUS' internal lab testing report, this is faster than the Samsung Galaxy Note 3 (65ms), Apple iPhone 5 (73ms), and Sony Xperia Z (105ms).",Apple,Sony,NONE,1.0,X/PROPN/compound/> iphone/PROPN/ROOT/^ Y/PROPN/conj/<
I1327569595,"I own at least 10 differently aged LCD screens (from Viewsonic to Sony and Dell, and even some noname ones) , and none of them have any visible colour shifting Some of them are over 10 years old at this point, and as computer monitors they worked a lot harder then any LCD tv.",Sony,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1327569595,"I own at least 10 differently aged LCD screens (from Viewsonic to Sony and Dell, and even some noname ones) , and none of them have any visible colour shifting Some of them are over 10 years old at this point, and as computer monitors they worked a lot harder then any LCD tv.",Sony,Dell,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
C358392517,"As good as michigan has been defensively this season, virginia has been even better.",michigan,virginia,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<
B178110277,"A Google TV device from Sony is still a better option, way more codec support.",Google,Sony,NONE,0.8,X/PROPN/amod/> device/NOUN/ROOT/^ from/ADP/prep/< Y/PROPN/pobj/<
N2122435624,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",IBM,Apple,NONE,0.8,X/PROPN/compound/> be/VERB/ROOT/^ Y/PROPN/ccomp/<
N2122435624,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",IBM,Apple,NONE,0.8,X/PROPN/compound/> be/VERB/ROOT/^ that/ADP/mark/V Y/PROPN/ccomp/<
N2122435624,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",IBM,Apple,NONE,0.8,X/PROPN/compound/> be/VERB/ROOT/^ even/ADV/advmod/V Y/PROPN/ccomp/<
N2120534637,"Ruby, React, Backbone, core Java, PHP, Cordova.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2120534637,"Ruby, React, Backbone, core Java, PHP, Cordova.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ react/PROPN/conj/V Y/PROPN/conj/<
N2120534637,"Ruby, React, Backbone, core Java, PHP, Cordova.",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ core/NOUN/compound/V Y/PROPN/conj/<
R2923148194,To me baseball is better than golf.,baseball,golf,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
G941917508,"Hi, I use PHP validation for my sites it is better then Java script validation ?",PHP,Java,BETTER,1.0,X/ADJ/amod/> validation/NOUN/nsubj/> validation/NOUN/ROOT/^ Y/PROPN/dep/<
G941917508,"Hi, I use PHP validation for my sites it is better then Java script validation ?",PHP,Java,BETTER,1.0,X/ADJ/amod/> validation/NOUN/nsubj/> validation/NOUN/ROOT/^ then/ADV/advmod/V Y/PROPN/dep/<
Q2761387385,"The whole Florida line didn't play well versus missouri, but was better against georgia.",missouri,georgia,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ better/ADV/acomp/< against/ADP/prep/< Y/PROPN/pobj/<
Q2761387385,"The whole Florida line didn't play well versus missouri, but was better against georgia.",missouri,georgia,NONE,0.8,X/PROPN/nsubj/> but/CONJ/cc/V be/VERB/ROOT/^ better/ADV/acomp/< against/ADP/prep/< Y/PROPN/pobj/<
H1229765190,"In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Samsung,Nokia,WORSE,1.0,X/PROPN/compound/> have/VERB/ROOT/^ Y/PROPN/ccomp/<
H1229765190,"In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Samsung,Nokia,WORSE,1.0,X/PROPN/compound/> have/VERB/ROOT/^ that/ADP/mark/V Y/PROPN/ccomp/<
H1229765190,"In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Samsung,Nokia,WORSE,1.0,X/PROPN/compound/> have/VERB/ROOT/^ the/DET/det/V Y/PROPN/ccomp/<
O2297502608,steel is stronger and harder then aluminum.,steel,aluminum,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<
O2297502608,steel is stronger and harder then aluminum.,steel,aluminum,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ then/ADV/advmod/V Y/PROPN/npadvmod/<
G1009131727,I am currently using a Samsung np355v5 laptop (AMD a6 processor with hd7520G integrated graphics) and I am trying to dual boot ubuntu 12.04 with windows 7. I ideally don't want to use wubi because I will doing a lot of file access programming which I am told is a fair amount slower with wubi.,Samsung,AMD,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
G1009131727,I am currently using a Samsung np355v5 laptop (AMD a6 processor with hd7520G integrated graphics) and I am trying to dual boot ubuntu 12.04 with windows 7. I ideally don't want to use wubi because I will doing a lot of file access programming which I am told is a fair amount slower with wubi.,Samsung,AMD,NONE,1.0,X/PROPN/ROOT/^ laptop/NOUN/appos/V Y/PROPN/appos/<
H1123144232,"If your new to computer programming , your better learning how to program with PHP and JavaScript before jumping into ASP.NET.",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1123144232,"If your new to computer programming , your better learning how to program with PHP and JavaScript before jumping into ASP.NET.",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
Q2687156097,"The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), Windows Vista, Windows XP, Mac OS X, and Linux systems.",Windows Vista,Windows XP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1118044744,"If you make it more thick (less diluted), it can make a decent milk for tea.",milk,tea,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
H1118044744,"If you make it more thick (less diluted), it can make a decent milk for tea.",milk,tea,NONE,1.0,X/PROPN/ROOT/^ for/ADP/prep/V Y/PROPN/pobj/<
E625890894,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Chrysler,Toyota,BETTER,0.6,X/PROPN/compound/> town/PROPN/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
E625890894,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Chrysler,Toyota,BETTER,0.6,X/PROPN/compound/> town/PROPN/ROOT/^ to/ADP/prep/< that/DET/det/V Y/PROPN/pobj/<
E625890894,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Chrysler,Toyota,BETTER,0.6,X/PROPN/compound/> town/PROPN/ROOT/^ to/ADP/prep/< newfangled/ADJ/amod/V Y/PROPN/pobj/<
B319133013,"Anyways, Windows 8 is much better than Windows 7 IMO.",Windows 8,Windows 7,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
S3011474616,"Wait, the amazon Appstore is safer than google Play?",amazon,google,BETTER,1.0,X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
G1018115824,"I am using Objective-C, and Swift language for App development.Â",Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1018115824,"I am using Objective-C, and Swift language for App development.Â",Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
P2464927842,"The discussion turned to having other people work on the project, and why I felt people who knew Lisp would be better to attract than people who knew, say, Java.",Lisp,Java,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< people/NOUN/pobj/< know/VERB/relcl/< Y/PROPN/dep/<
K1676995269,"Many think it is a lost cause and it would be better to concentrate on Ohio, pennsylvania or michigan.",pennsylvania,michigan,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1676995269,"Many think it is a lost cause and it would be better to concentrate on Ohio, pennsylvania or michigan.",pennsylvania,michigan,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
I1274983283,"In October, Nokia Siemens posted its first quarterly sales increase and profit since 2011, helped by demand for long-term evolution, or LTE, networks that allow faster data speeds.",Nokia,Siemens,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
G1003524286,I also play tennis and golf poorly.,tennis,golf,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1003524286,I also play tennis and golf poorly.,tennis,golf,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
F740340336,"Ford had Mazda, and Chrysler had Mitsubishi.",Ford,Chrysler,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ Y/PROPN/conj/<
Q2606714093,"The pasta was mediocre, not as memorable as the pizza.",pasta,pizza,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ memorable/ADJ/acomp/< as/ADP/prep/< Y/PROPN/pobj/<
Q2606714093,"The pasta was mediocre, not as memorable as the pizza.",pasta,pizza,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ memorable/ADJ/acomp/< as/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
R2853240240,-This maybe works too in the ps2 version but it will be harder than on the psp version.,ps2,psp,WORSE,0.4,X/PROPN/compound/> version/NOUN/ROOT/^ be/VERB/conj/< hard/ADJ/acomp/< than/ADP/prep/< on/ADP/prep/< Y/PROPN/pobj/<
R2853240240,-This maybe works too in the ps2 version but it will be harder than on the psp version.,ps2,psp,WORSE,0.4,X/PROPN/compound/> version/NOUN/ROOT/^ be/VERB/conj/< hard/ADJ/acomp/< than/ADP/prep/< on/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
T3209385591,"Working with MySQL, Java, PHP , AJAX , scaled servers, etc. (obviously the more years the better)",Java,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E564012384,"Dell is only vaguely interested in Linux, and there are still questions about if that is just the standard ploy to get a better Microsoft deal.",Dell,Microsoft,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< question/NOUN/attr/< about/ADP/prep/< be/VERB/pcomp/< ploy/NOUN/attr/< get/VERB/acl/< Y/PROPN/dobj/<
