id,caption,sentence,object_a,object_b,predicted,gold
151,full_paths_original_4_aip,"People said they liked Pepsi, labeled M, better than Coke, labeled Q. Irritated by this, Coca-Cola did their own study and put Coke in both glasses.",Pepsi,Coca-Cola,NONE,ARG
154,full_paths_original_4_aip,We need...implemented by Objective-C rather than Swift.,Objective-C,Swift,NONE,ARG
155,full_paths_original_4_aip,"And while some of J.D. Power's top performers with shoppers also scored well with dealers -- Mercedes-Benz, Cadillac, Porsche, Volkswagen -- others NADA faves like Audi, Kia, and Honda fared poorly with consumers.",Mercedes-Benz,Audi,NONE,ARG
156,full_paths_original_4_aip,"These apps perform surprisingly well, partly because the Chrome JavaScript engine is very fast -- faster than Python in some tests -- but also because the Chrome APIs are fairly thin layers over native OS APIs.",JavaScript,Python,NONE,ARG
167,full_paths_original_4_aip,"You'd know the ins/outs better than the majority of us SKY, so please correct me if I'm wrong, but isn't there a good chance that running OpenCL on an Nvidia card would add an extra layer of coding and thus not be as efficient as running native CUDA?",OpenCL,CUDA,NONE,ARG
169,full_paths_original_4_aip,The tennis ball is going up 8 meters/second faster than the basketball.,tennis,basketball,NONE,ARG
174,full_paths_original_4_aip,"Amazon is, I think, in a better position (how much better, I don't know) to compete directly with Apple.",Amazon,Apple,NONE,ARG
175,full_paths_original_4_aip,With my super fast SSD I find that Windows 7 loads no slower Windows 8.,Windows 7,Windows 8,NONE,ARG
177,full_paths_original_4_aip,I have removed the println from the loop and actually the Scala code is faster than the Java code.,Scala,Java,NONE,ARG
183,full_paths_original_4_aip,"Interestingly enough, Dell will offer a 2P Opteron server in a time where Intel is considered to offer a very competitive or even superior solution with its Xeon 5100 ""Woodcrest"" processor.",Dell,Intel,ARG,NONE
185,full_paths_original_4_aip,GPP: In that regard Apple really suck and are worse than even Microsoft.,Apple,Microsoft,NONE,ARG
193,full_paths_original_4_aip,"While the visuals for the ps2 version were better than average and mostly effective, they're just downright mediocre on the ps3.",ps2,ps3,NONE,ARG
195,full_paths_original_4_aip,"..the chance of Google being able to actually develop a better general-purpose chip than Intel is slim.""",Google,Intel,NONE,ARG
214,full_paths_original_4_aip,"I wrote the early versions of the stanza generator in Python, because I find that a better language to think and sketch in than JavaScript.",Python,JavaScript,NONE,ARG
217,full_paths_original_4_aip,Then there were times when the Hawks had a better golf team than hockey team.,golf,hockey,NONE,ARG
218,full_paths_original_4_aip,"Developing ""best practices"" for Scala is going to be _much_ harder than for Java.",Scala,Java,NONE,ARG
221,full_paths_original_4_aip,"Ruby wasn't designed to ""exemplify best practices"", it was to be a better Perl.",Ruby,Perl,NONE,ARG
222,full_paths_original_4_aip,"Isola says he was a ""hell of a football player"" but a lousy baseball player.",football,baseball,NONE,ARG
223,full_paths_original_4_aip,I also don't find that things like bagels or pizza will spike me any worse than a dinner of steak and green beans.,pizza,steak,NONE,ARG
227,full_paths_original_4_aip,"Thanx for the replies guys...I do respect your opinions of coarse,but that's what they are....just opinions.What I was looking for was maybe some benchmark tests or something to show that OpenGL is truly better than Direct3D.",OpenGL,Direct3D,NONE,ARG
237,full_paths_original_4_aip,"IMHO Python has a much better underlying model, just take JavaScript ""null",Python,JavaScript,NONE,ARG
249,full_paths_original_4_aip,2) Python is much faster than Ruby when it comes to processing CSV files and not much slower than C.,Python,Ruby,NONE,ARG
250,full_paths_original_4_aip,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,NONE,ARG
252,full_paths_original_4_aip,Large Java projects are easier to understand than ones written in Perl.,Java,Perl,NONE,ARG
253,full_paths_original_4_aip,"To make this delectable side bread, it's easier that saying pizza pie!",bread,pizza,NONE,ARG
256,full_paths_original_4_aip,"If Ford wants me to buy American, then make a cheaper car that runs better than a Honda for the same price.",Ford,Honda,NONE,ARG
263,full_paths_original_4_aip,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,NONE,ARG
264,full_paths_original_4_aip,Of course the Nintendo ds was performing much better than the wii.,ds,wii,NONE,ARG
266,full_paths_original_4_aip,"Later, when reagan came to power, I kept thinking, my God, he's worse than nixon.",reagan,nixon,NONE,ARG
268,full_paths_original_4_aip,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,NONE,ARG
277,full_paths_original_4_aip,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Google,Microsoft,NONE,ARG
278,full_paths_original_4_aip,"are all coaches in Texas, georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?",georgia,california,NONE,ARG
281,full_paths_original_4_aip,"Also, Motorola makes better phones than Samsung.",Motorola,Samsung,NONE,ARG
283,full_paths_original_4_aip,"Or better yet, switch languages to something like Ruby or Python, as this is more complex than I like to do in Bash.",Python,Bash,NONE,ARG
287,full_paths_original_4_aip,Numerical Python with lots of loops is much slower than the equivalent C or Java code.,Python,Java,NONE,ARG
289,full_paths_original_4_aip,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Python,Java,NONE,ARG
290,full_paths_original_4_aip,"In other words, CoffeeScript is an attempt to replace JavaScript syntax with a better one based on experiences from Ruby and Python worlds.",JavaScript,Python,NONE,ARG
295,full_paths_original_4_aip,You state MySQL is better because its not as complex as PostgreSQL.,MySQL,PostgreSQL,NONE,ARG
296,full_paths_original_4_aip,"Many smaller sites use MySQL, but I believe most of them actually would be better served by SQLite.",MySQL,SQLite,NONE,ARG
297,full_paths_original_4_aip,"I think languages like Haskell, ML and Scheme are actually easier to learn than languages like C/C++, VB, C# and Java.",Haskell,Java,NONE,ARG
299,full_paths_original_4_aip,"A lot of device manufacturers -- Cisco , some Tivo competitors, defense contractors -- use PostgreSQL because of its reliability, which is as good or better than any SQL-DBMS, including Oracle.",PostgreSQL,Oracle,NONE,ARG
305,full_paths_original_4_aip,"Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.",Windows 8,Windows 7,NONE,ARG
307,full_paths_original_4_aip,"Drivetrain Due to its much higher torque, the engine of the Mercedes-Benz E-Class does a much better job of transmitting power to the wheels than the Audi TT.",Mercedes-Benz,Audi,NONE,ARG
308,full_paths_original_4_aip,"Seriously, if the jeep doesn't win it's because the Subby Outback is a WAY better suv",jeep,suv,NONE,ARG
312,full_paths_original_4_aip,"@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a Java backend, or (much better) any functional language with ADTs (SML, OCaml, Haskell, ...).",Java,Haskell,NONE,ARG
315,full_paths_original_4_aip,"Though shockingly enough, Pirates 3 on the psp is actually a marginally better game than the the Xbox 360 and ps3 versions, mostly thanks to a decent framerate.",psp,ps3,NONE,ARG
321,full_paths_original_4_aip,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,BMW,Honda,NONE,ARG
324,full_paths_original_4_aip,"And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running Windows 8 on netbooks it looks it might even run faster than Windows XP.",Windows 8,Windows XP,NONE,ARG
325,full_paths_original_4_aip,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",Nissan,Toyota,NONE,ARG
329,full_paths_original_4_aip,"If you're familiar with even JavaScript, then OOP in PHP will be easier to pick up.",JavaScript,PHP,NONE,ARG
332,full_paths_original_4_aip,"Python/Django/GeoDjango are a mature combination, with a somewhat slower, steadier development pace than Ruby/Rails/RGeo, which ...",Python,Ruby,NONE,ARG
335,full_paths_original_4_aip,"That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.",virginia,oregon,NONE,ARG
339,full_paths_original_4_aip,"Play To, almost completely worthless in Windows 7, is now even harder to use in Windows 8.",Windows 7,Windows 8,NONE,ARG
343,full_paths_original_4_aip,"It is written in Java, and might scales better over Haskell than Erlang, yet I find some ""operations"" to be more intuitive using emacs (plain text editing) than creating ""tempo"" objects to fit functional's lazyness :/",Java,Haskell,NONE,ARG
344,full_paths_original_4_aip,"I was decent at baseball, alright at football.",baseball,football,NONE,ARG
345,full_paths_original_4_aip,"@Dave M - when you suggest a Toyota Camry would drive better than a Ford Contour, what exactly did you mean?",Toyota,Ford,NONE,ARG
350,full_paths_original_4_aip,Isn't it better that Smoke is running Chevrolet cars with Hendricks motors than staying with Gibbs racing and driving a Toyota?,Chevrolet,Toyota,NONE,ARG
353,full_paths_original_4_aip,"I love working in Groovy, it's tons better than Java.",Groovy,Java,NONE,ARG
357,full_paths_original_4_aip,"If you plan on making something with millions of users, PHP is faster than Python or Ruby.",PHP,Python,NONE,ARG
365,full_paths_original_4_aip,"Conversely, michigan State managed 44.7 percent shooting, markedly better than the 38.6 percent shooting virginia allowed opponents this season.",michigan,virginia,NONE,ARG
366,full_paths_original_4_aip,"Despite this, Windows Vista manages to boot faster than Windows XP.",Windows Vista,Windows XP,NONE,ARG
372,full_paths_original_4_aip,"In 1975, in a move to better compete with the AMC Gremlin, Ford introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the Chevrolet Vega.",Ford,Chevrolet,NONE,ARG
384,full_paths_original_4_aip,Intel's drivers tend to work better with Direct3D rather than OpenGL on Windows.,Direct3D,OpenGL,NONE,ARG
389,full_paths_original_4_aip,"Reliability ehhh, im sure its no Lexus, but its seems a tad bit better than BMW or Audi.",Lexus,Audi,NONE,ARG
391,full_paths_original_4_aip,"Maybe old Leica or Rolliei does better and has a better charm than the old Nikon, but still, you can present yourself 100 percent amateur, and that's good sometimes.",Leica,Nikon,NONE,ARG
392,full_paths_original_4_aip,"Windows 8 boots faster than Windows 7, but so what?",Windows 8,Windows 7,NONE,ARG
393,full_paths_original_4_aip,"While a USB dongle is certainly possible, a software solution using the Ethernet port is a much better solution.",USB,Ethernet,NONE,ARG
397,full_paths_original_4_aip,I switched from Nikon at the time and feel the camera build quality of the Leica was better.,Nikon,Leica,NONE,ARG
402,full_paths_original_4_aip,Ruby is simply a better language than JavaScript will ever become.,Ruby,JavaScript,NONE,ARG
408,full_paths_original_4_aip,"again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",oregon,michigan,NONE,ARG
411,full_paths_original_4_aip,amazon had a similar service for its books but google is much faster and simpler.,amazon,google,NONE,ARG
412,full_paths_original_4_aip,Ruby IS easier to learn than PHP though.,Ruby,PHP,NONE,ARG
427,full_paths_original_4_aip,Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,Sony,Apple,NONE,ARG
428,full_paths_original_4_aip,"This seems to be the real weakness of RoR; Ruby in itself seems OK performance-wise, slower than PHP for example but not catastrophically so.",Ruby,PHP,NONE,ARG
429,full_paths_original_4_aip,"Yes, Windows 8 is better than Windows 7 under the hood in many, many ways.",Windows 8,Windows 7,NONE,ARG
432,full_paths_original_4_aip,wii U and playstation 4 are looking better and better to consumers.,wii,playstation,ARG,NONE
445,full_paths_original_4_aip,"Any software company wants as huge a target audience as possible, so for them it's much better to write OpenGL-based apps instead of apps based on Direct3D.",OpenGL,Direct3D,NONE,ARG
447,full_paths_original_4_aip,"While Windows XP was compatible with over 90 percent of the then-current hardware at its launch, Windows Vista offers even better compatibility.",Windows XP,Windows Vista,NONE,ARG
449,full_paths_original_4_aip,"So, I think I missed it... does the paint work better than 'chalk'?",paint,chalk,NONE,ARG
452,full_paths_original_4_aip,John F. kennedy did barely better against Richard nixon.,kennedy,nixon,NONE,ARG
454,full_paths_original_4_aip,"But isn't it better to have plastic with some ""give"" than concrete which would crack??",plastic,concrete,NONE,ARG
459,full_paths_original_4_aip,"For those that mention that OpenGL pipeline is much worse on Windows, remember that ON WINDOWS you were already getting an accelerated pipeline with DirectDraw/Direct3D.",OpenGL,Direct3D,NONE,ARG
460,full_paths_original_4_aip,"The Sigma has slightly better image sharpness than the Nikon, as well as better vignetting control.",Sigma,Nikon,NONE,ARG
461,full_paths_original_4_aip,Sound is much better over USB than Bluetooth.,USB,Bluetooth,NONE,ARG
462,full_paths_original_4_aip,wedding gifts are worse than birthday gifts or other thoughtful gestures given freely.,wedding,birthday,NONE,ARG
463,full_paths_original_4_aip,We've all seen these benchmarks where Python is 10 or even 100 times slower than Java or C#.,Python,Java,NONE,ARG
466,full_paths_original_4_aip,My Dell Adamo has a definite affinity for Windows 8. It's more stable and faster than Windows 7.,Windows 8,Windows 7,NONE,ARG
470,full_paths_original_4_aip,hockey is SO much better than baseball.,hockey,baseball,NONE,ARG
472,full_paths_original_4_aip,Xbox was better than ps2 but Xbox 360 is not better than ps3 by far.,ps2,ps3,NONE,ARG
473,full_paths_original_4_aip,The n64 had better graphics than the ps1 and gamecube had better graphics than ps2.,gamecube,ps2,NONE,ARG
474,full_paths_original_4_aip,"Fun suv, way better than a jeep!",suv,jeep,NONE,ARG
481,full_paths_original_4_aip,"I can see why you would prefer Java to Python (speed), and Tcl (better language).",Java,Python,NONE,ARG
483,full_paths_original_4_aip,"Summary: I think Asus can sale a faster computer for that price anyway, it is good but not cheap, the touch screen is the best part, well if the computer have Windows 8, but every body knows that Microsoft Windows XP, vista, 7, 8 are crap, i will install on it Red Hat Enterprise Linux Desktop, Linux is the...",Windows 8,Windows XP,NONE,ARG
485,full_paths_original_4_aip,"So, Google Maps, which is already far superior, will improve even more and much faster than Apple Maps can.",Google,Apple,NONE,ARG
486,full_paths_original_4_aip,Windows 8 is technically superior to Windows 7. That's not the issue.,Windows 8,Windows 7,NONE,ARG
492,full_paths_original_4_aip,"I don't know if it'll be fully functioning by the oregon game, but I'd wager that it'll look better than it ever did at michigan.",oregon,michigan,NONE,ARG
494,full_paths_original_4_aip,So why is Mario golf World Tour superior to Mario tennis Open?,golf,tennis,NONE,ARG
496,full_paths_original_4_aip,"For production I prefer PostgreSQL because it's free,fast(comparing to Oracle it's almost twice faster on my projects), easy to use and distribute and quite powerful.",PostgreSQL,Oracle,NONE,ARG
500,full_paths_original_4_aip,"And if you are really wondering why WE think that OpenGL is better than D3D, you can search the forum with the keyword ""Direct3D"".",OpenGL,Direct3D,NONE,ARG
504,full_paths_original_4_aip,"Although the far superior football program, West virginia doesn't boast nearly the population that missouri does.",virginia,missouri,NONE,ARG
505,full_paths_original_4_aip,In the work I've done so far I've come across numerous things that make Java better than PHP IMO:,Java,PHP,NONE,ARG
506,full_paths_original_4_aip,"Although it doesn't quite match the ease of string-handling that Perl delivers, it is certainly easier to perform many string manipulations in Java than in C++.",Perl,Java,NONE,ARG
510,full_paths_original_4_aip,"amazon is innovating on Android, faster than google.",amazon,google,NONE,ARG
512,full_paths_original_4_aip,You could make it in Java but its probably going to be a lot easier in PHP.,Java,PHP,NONE,ARG
528,full_paths_original_4_aip,"My Ford Expedition and Honda Accord have way better air conditioning, BMW is a bit noisy and ineffective, you will need to be adjusting temperature because automatic settings don't work effectively",Ford,BMW,NONE,ARG
530,full_paths_original_4_aip,I currently live in Malaysia and itunes is much better here than amazon!,itunes,amazon,NONE,ARG
532,full_paths_original_4_aip,"Last comes the case when your program is CPU-bound: by this metric, usually Java is faster than Perl.",Java,Perl,NONE,ARG
536,full_paths_original_4_aip,"FMHR trader Stephanie Link is a bull on Coca-Cola, while Mike Murphy likes Pepsi's stock better.",Coca-Cola,Pepsi,NONE,ARG
537,full_paths_original_4_aip,cnn is even worse than fox if you think about it.,cnn,fox,NONE,ARG
546,full_paths_original_4_aip,"i get bolder and faster as the 45 minutes wear on-- oh yeah, races in oregon are longer than the georgia races (45 minutes as compared to 30 minutes, in my case).",oregon,georgia,NONE,ARG
548,full_paths_original_4_aip,- I think Swift is much more readable then Objective-C at this point.,Swift,Objective-C,NONE,ARG
558,full_paths_original_4_aip,"Decent for gluten free beer, but I think I'd rather have a cider.",beer,cider,NONE,ARG
565,full_paths_original_4_aip,I'm not even mad at you Beyoncé...although I believe that Coca-Cola is way better than Pepsi.,Coca-Cola,Pepsi,NONE,ARG
568,full_paths_original_4_aip,"So, it is better to choose PHP than Java",PHP,Java,NONE,ARG
569,full_paths_original_4_aip,My sandwich fared somewhat better than Mary's pizza.,sandwich,pizza,NONE,ARG
570,full_paths_original_4_aip,golf is easier to pick up than baseball.,golf,baseball,NONE,ARG
573,full_paths_original_4_aip,"Even without that killer app, people who do upgrade from older versions, such as Windows 98, are likely to find Windows XP to be ""a better version of Windows than a lot of people have realized,"" Cherry said.",Windows 98,Windows XP,NONE,ARG
578,full_paths_original_4_aip,"But that aside, Windows 10 is still easier to navigate than Mac OS X and Windows 8, has better access to files than in Android, and is faster, more flexible and more capable than Windows XP and the Home and Enterprise editions of Windows 7. Overall, it's the best OS I've ever used.",Windows 8,Windows XP,NONE,ARG
581,full_paths_original_4_aip,How was it that Nokia overcame Motorola?,Nokia,Motorola,NONE,ARG
585,full_paths_original_4_aip,You don't want super sticky rubber though because it will wear out faster on concrete tees.,rubber,concrete,NONE,ARG
590,full_paths_original_4_aip,"Already, my Berkeley and mit essays feel better than my UCLA and stanford ones.",mit,stanford,NONE,ARG
596,full_paths_original_4_aip,Will Michigan be the first school in the country with better average attendance at softball games than men's basketball?,softball,basketball,NONE,ARG
597,full_paths_original_4_aip,Vassil: Scala is really no harder and somewhat less complex than what Java has become.,Scala,Java,NONE,ARG
602,full_paths_original_4_aip,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",JavaScript,PHP,NONE,ARG
605,full_paths_original_4_aip,"This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",Ethernet,USB,NONE,ARG
606,full_paths_original_4_aip,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ps2,ds,NONE,ARG
613,full_paths_original_4_aip,"vb and PHP have or will have lambda's I just see C#, dare I say it, innovate faster than Java has lately.",PHP,Java,NONE,ARG
616,full_paths_original_4_aip,"The answer, much like the iphone, is you better have your laptop with you.",iphone,laptop,NONE,ARG
619,full_paths_original_4_aip,"Google for some combination of PostgreSQL, better than row-level locking, and MVCC for their claims that they have it and Oracle doesn't.",PostgreSQL,Oracle,NONE,ARG
621,full_paths_original_4_aip,"5. Featurewise, MySQL is an inferior solution to contenders like PostgreSQL.",MySQL,PostgreSQL,NONE,ARG
627,full_paths_original_4_aip,The new psp ghost recon is better then this piece of junk they put out for the wii .,psp,wii,NONE,ARG
631,full_paths_original_4_aip,Why does my Android phone download files slower over the same network than my laptop?,phone,laptop,NONE,ARG
642,full_paths_original_4_aip,"For all of Google TV's faults as a platform, Sony has done a decent enough job with the WiFi-endowed NSZ-GS7, though it does run on the ageing Android 3.2 Honeycomb OS.",Google,Sony,NONE,ARG
645,full_paths_original_4_aip,"Also nice: The Sony Vaio VPCSC1AFM/S (yes, they really could've named this model better) and Toshiba Satellite E305 feature backlit keyboards, solid-state hybrid hard drives (for 50% faster boot time), Intel Wireless Display (to stream HD content wirelessly to your HDTV), and built-in Blu-ray drives.",Sony,Intel,ARG,NONE
646,full_paths_original_4_aip,"Primarily Ruby on Rails 3.2, but always wanting to get better at JavaScript too.",Ruby,JavaScript,NONE,ARG
655,full_paths_original_4_aip,"Other CAD companies such as Altium, with Altium Designer, made the decision that forcing their customers to buy more expensive cards is not worthwhile when Direct3D is as good (if not better these days) than OpenGL.",Direct3D,OpenGL,NONE,ARG
662,full_paths_original_4_aip,I find Sony one to be of better quality than Apple.,Sony,Apple,NONE,ARG
664,full_paths_original_4_aip,"...serrated bread, 5"" serrated utility, 3"" paring, 7"" Santoku and 6 serrated steak knives with solid flat handles.",bread,steak,ARG,NONE
671,full_paths_original_4_aip,"Leica lens (better than Nikon) great range, Small EVF yes, but at least it's usable.",Leica,Nikon,NONE,ARG
676,full_paths_original_4_aip,I do know I've officially decided that the espn broadcasters are worse than fox.,espn,fox,NONE,ARG
677,full_paths_original_4_aip,"I find Common Lisp to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with Python.",Lisp,Python,NONE,ARG
685,full_paths_original_4_aip,The preview at Google Books is better than Amazon.,Google,Amazon,NONE,ARG
696,full_paths_original_4_aip,Ruby is much faster than PHP when objects are involved.,Ruby,PHP,NONE,ARG
699,full_paths_original_4_aip,After working for years in PHP he finally found the far superior Ruby on Rails.,PHP,Ruby,NONE,ARG
706,full_paths_original_4_aip,"Yes, Raaj, Apple does pricing and licensing better than Microsoft.",Apple,Microsoft,NONE,ARG
707,full_paths_original_4_aip,"Imagine how hard it will be for Intel to make the case that its chips are somehow worth the price tag when IBM, HP, Dell, and Sun are all selling faster, cheaper, more capable chips.",Intel,IBM,NONE,ARG
710,full_paths_original_4_aip,That's BETTER CITY FUEL ECONOMY 2010 Ford THAN A SIX-CYLINDER TOYOTA CAMRY AND F-150 4.6L V8 15/21 Honda ACCORD.3,Ford,Honda,NONE,ARG
711,full_paths_original_4_aip,I mean the phone ran better than the laptop dock.,phone,laptop,NONE,ARG
722,full_paths_original_4_aip,"in 2000 Microsoft bought ""Femail"" from IBM and instantly made it better.",Microsoft,IBM,NONE,ARG
735,full_paths_original_4_aip,I just think whole milk would be better then juice?,milk,juice,NONE,ARG
743,full_paths_original_4_aip,I think the wii version is actually better than the ps2 version.,wii,ps2,NONE,ARG
745,full_paths_original_4_aip,"We know this to be true - Windows 7 ran faster than Windows Vista, and Windows 8 got even better, and achieved this on constrained ARM hardware.",Windows 7,Windows 8,NONE,ARG
746,full_paths_original_4_aip,"This first place finish earned 32 points for harvard, contributing to a solid second day lead over princeton.",harvard,princeton,NONE,ARG
