_unit_id,_golden,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable
1532714391,False,3,1/5/2018 17:23:41,BETTER,0.6515,Nikon,,Leica,N,J1440735770,,True,"It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, Nikon, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the Leica IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.","It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.","It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, *Nikon*, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the §Leica$ IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range."
1532714392,False,3,1/5/2018 17:07:42,NONE,1.0,Intel,,Dell,N,J1513428786,,True,"I was a noobie to Intel and Windows when I got the Dell, but I have to say that building a system is so much better.","I was a noobie to <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and Windows when I got the <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>, but I have to say that building a system is so much better.","I was a noobie to *Intel* and Windows when I got the §Dell$, but I have to say that building a system is so much better."
1532714393,False,3,1/5/2018 17:22:36,BETTER,0.6849,Microsoft,,Sony,N,N2262482990,,True,Sony better hope and pray that Microsoft follows suit on the Xbox720.,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> better hope and pray that <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> follows suit on the Xbox720.",*Sony* better hope and pray that §Microsoft$ follows suit on the Xbox720.
1532714395,False,3,1/5/2018 17:15:53,NONE,0.6823,Ford,,Honda,N,I1348890976,,True,"Is it better to buy a Honda made in Tenn., or a Ford made in Canada?? America is no longer an industrial nation.","Is it better to buy a <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> made in Tenn., or a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> made in Canada?? America is no longer an industrial nation.","Is it better to buy a *Honda* made in Tenn., or a §Ford$ made in Canada?? America is no longer an industrial nation."
1532714396,False,3,1/5/2018 17:24:01,NONE,1.0,Nokia,,Siemens,N,T3283936171,,True,"Zain Kuwait has deployed Nokia Siemens Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Zain Kuwait has deployed <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.","Zain Kuwait has deployed *Nokia* §Siemens$ Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers."
1532714397,False,3,1/5/2018 17:14:56,NONE,0.6624,Apple,,Amazon,N,E594704008,,True,Does your source know if Apple will collaborate with Amazon for a better version of the Kindle?,"Does your source know if <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> will collaborate with <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> for a better version of the Kindle?",Does your source know if *Apple* will collaborate with §Amazon$ for a better version of the Kindle?
1532714398,False,3,1/5/2018 17:12:03,NONE,1.0,Sony,,Intel,N,D455085008,,True,- CASE: Cooler Master CSX Blue Flame - PROCESSOR: Intel® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: Sony optiarc AD-7670S,"- CASE: Cooler Master CSX Blue Flame - PROCESSOR: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> optiarc AD-7670S",- CASE: Cooler Master CSX Blue Flame - PROCESSOR: *Intel*® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: §Sony$ optiarc AD-7670S
1532714399,False,3,1/5/2018 17:13:27,NONE,1.0,Nokia,,Motorola,N,L1813285197,,False,Nokia and Motorola.,"<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>.",*Nokia* and §Motorola$.
1532714400,False,3,1/5/2018 17:50:04,NONE,1.0,Apple,,IBM,N,J1453452166,,True,"It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)","It's just <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> trying to get better terms/service from <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> (think Dell's ""talks"" with AMD)","It's just *Apple* trying to get better terms/service from §IBM$ (think Dell's ""talks"" with AMD)"
1532714401,False,3,1/5/2018 17:17:59,NONE,0.6914,Nike,,Adidas,N,B334288391,,True,"Are deadly strikes at Cambodia's Nike, Puma and Adidas factories about more than better wages?","Are deadly strikes at Cambodia's <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, Puma and <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> factories about more than better wages?","Are deadly strikes at Cambodia's *Nike*, Puma and §Adidas$ factories about more than better wages?"
1532714403,False,3,1/5/2018 17:12:40,NONE,1.0,Nokia,,Motorola,N,A92781498,,False,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.","5. Support <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>, Sony Ericsson and other mobile phones.","5. Support *Nokia*, §Motorola$, Sony Ericsson and other mobile phones."
1532714404,False,3,1/5/2018 17:16:11,OTHER,0.6622,Google,,Amazon,N,T3174999474,,True,"Why Google, Amazon, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Why <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.","Why *Google*, §Amazon$, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS."
1532714405,False,3,1/5/2018 17:15:55,OTHER,0.6557,Apple,,Google,N,T3210941848,,True,"Worse yet, neither Apple nor Google appear to care.","Worse yet, neither <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> nor <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> appear to care.","Worse yet, neither *Apple* nor §Google$ appear to care."
1532714406,False,4,1/5/2018 17:18:29,NONE,1.0,Honda,,Nissan,N,A12070095,,False,0 Used Honda Hatchbacks at Petro Nissan,"0 Used <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Hatchbacks at Petro <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>",0 Used *Honda* Hatchbacks at Petro §Nissan$
1532714409,False,3,1/5/2018 17:13:13,BETTER,1.0,Apple,,Sony,N,H1199952434,,True,"I mean, when you really analyze it, is the Apple iPod really that much superior to an mp3 player from, for example, Sony?","I mean, when you really analyze it, is the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> iPod really that much superior to an mp3 player from, for example, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>?","I mean, when you really analyze it, is the *Apple* iPod really that much superior to an mp3 player from, for example, §Sony$?"
1532714410,False,3,1/5/2018 17:09:29,NONE,1.0,Toyota,,Honda,N,R2938103535,,False,Toyota and Honda vehicles are:,"<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> vehicles are:",*Toyota* and §Honda$ vehicles are:
1532714411,False,3,1/5/2018 17:20:39,OTHER,0.6633,Samsung,,Toshiba,N,N2130942000,,True,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> said it will ship a 2.5-inch 128 solid state drive in Q2 while <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.",*Samsung* said it will ship a 2.5-inch 128 solid state drive in Q2 while §Toshiba$ has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.
1532714412,False,3,1/5/2018 17:14:34,NONE,0.7134,IBM,,Hewlett-Packard,N,L1798881918,,True,"NEW YORK, Aug 26 (Reuters) - Hewlett-Packard, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with IBM.","NEW YORK, Aug 26 (Reuters) - <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","NEW YORK, Aug 26 (Reuters) - *Hewlett-Packard*, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with §IBM$."
1532714414,False,3,1/5/2018 17:59:40,NONE,1.0,Honda,,BMW,N,D521805339,,True,"Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, Honda and BMW).","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>).","Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, *Honda* and §BMW$)."
1532714415,False,3,1/5/2018 17:09:29,NONE,1.0,Google,,Intel,N,O2390562977,,True,"The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an Intel Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of Google Drive storage.","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive storage.","The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an *Intel* Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of §Google$ Drive storage."
1532714416,False,3,1/5/2018 17:43:37,NONE,0.6914,Audi,,Lexus,N,T3266302520,,True,"Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, Audi and Lexus, should be cleaned with a product in the pH 5 to 5.5 range.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>, should be cleaned with a product in the pH 5 to 5.5 range.","Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, *Audi* and §Lexus$, should be cleaned with a product in the pH 5 to 5.5 range."
1532714417,False,3,1/5/2018 17:16:55,NONE,1.0,Advil,,Motrin,N,G1044530566,,False,I didn't know that Motrin and Advil are the same!,"I didn't know that <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> are the same!",I didn't know that *Motrin* and §Advil$ are the same!
1532714418,False,3,1/5/2018 17:42:34,WORSE,0.6644,Nike,,Adidas,N,L1804968540,,True,Nike didn't look to the designs of Adidas to make a better sneaker.,"<span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> didn't look to the designs of <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> to make a better sneaker.",*Nike* didn't look to the designs of §Adidas$ to make a better sneaker.
1532714419,False,3,1/5/2018 17:46:30,NONE,0.7101,Microsoft,,Google,N,I1346801935,,True,Is Google GDrive any better than Microsoft SkyDrive?,"Is <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> GDrive any better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> SkyDrive?",Is *Google* GDrive any better than §Microsoft$ SkyDrive?
1532714420,False,3,1/5/2018 17:15:52,OTHER,1.0,Honda,,BMW,N,L1818525389,,True,"No one is saying ""BMW makes a better one,"" or ""Honda makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","No one is saying ""<span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> makes a better one,"" or ""<span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!","No one is saying ""*BMW* makes a better one,"" or ""§Honda$ makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!"
1532714421,False,3,1/5/2018 17:21:47,NONE,1.0,Intel,,Kingston,N,S3092033580,,True,"We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from Intel, Corsair, OCZ, Western Digital, Kingston and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, Corsair, OCZ, Western Digital, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from *Intel*, Corsair, OCZ, Western Digital, §Kingston$ and more."
1532714422,False,3,1/5/2018 17:16:42,NONE,1.0,Advil,,Motrin,N,G1025947068,,False,"Ibuprofen- Motrin, Advil, Nuprin","Ibuprofen- <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Nuprin","Ibuprofen- *Motrin*, §Advil$, Nuprin"
1532714423,False,3,1/5/2018 17:49:29,NONE,1.0,Nokia,,Motorola,N,M1937862976,,False,Other Apple LG Motorola SonyEricsson Samsung Nokia,"Other Apple LG <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> SonyEricsson Samsung <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>",Other Apple LG *Motorola* SonyEricsson Samsung §Nokia$
1532714424,False,3,1/5/2018 17:12:38,NONE,0.6786,Ford,,Nissan,N,Q2740218407,,True,"The top automakers including General Motors ( GM ), Ford ( F ), Chrysler , Toyota ( TM ) and Nissan experienced double digit gains from solid demand for pickups as well as small cars.","The top automakers including General Motors ( GM ), <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> ( F ), Chrysler , Toyota ( TM ) and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> experienced double digit gains from solid demand for pickups as well as small cars.","The top automakers including General Motors ( GM ), *Ford* ( F ), Chrysler , Toyota ( TM ) and §Nissan$ experienced double digit gains from solid demand for pickups as well as small cars."
1532714427,False,3,1/5/2018 17:18:06,NONE,0.6693,Samsung,,Toshiba,N,T3140950795,,True,"When they leave out the name brand of a TV but say it's a famous brand, it always is a better quality brand, like Samsung, Toshiba , Panasonic, or L-G.","When they leave out the name brand of a TV but say it's a famous brand, it always is a better quality brand, like <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> , Panasonic, or L-G.","When they leave out the name brand of a TV but say it's a famous brand, it always is a better quality brand, like *Samsung*, §Toshiba$ , Panasonic, or L-G."
1532714428,False,3,1/5/2018 17:18:18,NONE,1.0,Gigabyte,,Asus,N,C384373757,,False,(Asus and Gigabyte bios suck),"(<span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span> bios suck)",(*Asus* and §Gigabyte$ bios suck)
1532714430,False,3,1/5/2018 17:12:27,NONE,1.0,Ferrari,,Renault,N,A150239212,,False,Adrian Sutil Sauber-Ferrari 14. Kamui Kobayashi Caterham-Renault 15.,"Adrian Sutil Sauber-<span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> 14. Kamui Kobayashi Caterham-<span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> 15.",Adrian Sutil Sauber-*Ferrari* 14. Kamui Kobayashi Caterham-§Renault$ 15.
1532714431,False,4,1/5/2018 17:22:49,NONE,1.0,Sony,,Intel,N,D455085025,,True,Case: Cooler Master Elite 430 Power Supply: Corsair 650w Motherboard: Gigabyte Z68 RAM: G. Skill Ripjaws X Series 2 x 4gb CPU: Intel i5 2500k @ 3.3ghz/3.7 turbo GPU: EVGA GTX 570 HDD: Western Digital Caviar Blue 500gb Cooling: Xigmatek Gaia fan and heat sink. 2 120mm fans Optical Drive: Sony Optiarc DVD Burner,"Case: Cooler Master Elite 430 Power Supply: Corsair 650w Motherboard: Gigabyte Z68 RAM: G. Skill Ripjaws X Series 2 x 4gb CPU: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> i5 2500k @ 3.3ghz/3.7 turbo GPU: EVGA GTX 570 HDD: Western Digital Caviar Blue 500gb Cooling: Xigmatek Gaia fan and heat sink. 2 120mm fans Optical Drive: <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Optiarc DVD Burner",Case: Cooler Master Elite 430 Power Supply: Corsair 650w Motherboard: Gigabyte Z68 RAM: G. Skill Ripjaws X Series 2 x 4gb CPU: *Intel* i5 2500k @ 3.3ghz/3.7 turbo GPU: EVGA GTX 570 HDD: Western Digital Caviar Blue 500gb Cooling: Xigmatek Gaia fan and heat sink. 2 120mm fans Optical Drive: §Sony$ Optiarc DVD Burner
1532714432,False,3,1/5/2018 17:23:07,NONE,1.0,Microsoft,,Intel,N,N2122048837,,True,Run off to Microsoft and Intel for a big marketing budget incentive and everything will be better.,"Run off to <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> for a big marketing budget incentive and everything will be better.",Run off to *Microsoft* and §Intel$ for a big marketing budget incentive and everything will be better.
1532714434,False,3,1/5/2018 17:29:37,NONE,1.0,Ford,,Toyota,N,N2213354292,,True,"Since the examples proffered were Toyota and Ford, they would have been a much better choice for providing reference.","Since the examples proffered were <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, they would have been a much better choice for providing reference.","Since the examples proffered were *Toyota* and §Ford$, they would have been a much better choice for providing reference."
