id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
K1713853631,"Microsoft, Oracle, Sun, IBM and HP have specifically focused on making things better.",Microsoft,IBM,NONE,1.0,X/PROPN/nsubj/>_focus/VERB/ROOT/^_Y/PROPN/nsubj/<
K1713853631,"Microsoft, Oracle, Sun, IBM and HP have specifically focused on making things better.",Microsoft,IBM,NONE,1.0,X/PROPN/nsubj/>_sun/PROPN/npadvmod/V_focus/VERB/ROOT/^_Y/PROPN/nsubj/<
K1713853631,"Microsoft, Oracle, Sun, IBM and HP have specifically focused on making things better.",Microsoft,IBM,NONE,1.0,X/PROPN/nsubj/>_focus/VERB/ROOT/^_Y/PROPN/nsubj/<_and/CONJ/cc/V
K1713853631,"Microsoft, Oracle, Sun, IBM and HP have specifically focused on making things better.",Microsoft,IBM,NONE,1.0,X/PROPN/nsubj/>_focus/VERB/ROOT/^_Y/PROPN/nsubj/<_hp/PROPN/conj/V
L1786319645,"NBC, fox, espn, you can all do better.",fox,espn,NONE,1.0,X/PROPN/compound/>_Y/PROPN/ROOT/^
L1786319645,"NBC, fox, espn, you can all do better.",fox,espn,NONE,1.0,nbc/PROPN/compound/V_X/PROPN/compound/>_Y/PROPN/ROOT/^
L1786319645,"NBC, fox, espn, you can all do better.",fox,espn,NONE,1.0,X/PROPN/compound/>_Y/PROPN/ROOT/^_do/VERB/relcl/V
T3179188500,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,WORSE,0.8,X/PROPN/ROOT/^_Y/PROPN/conj/<
T3179188500,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,WORSE,0.8,X/PROPN/ROOT/^_gpu/PROPN/appos/V_Y/PROPN/conj/<
K1663288862,"Mahan Is superior to Curtis, but there Is nothing to choose between Murdock, of dartmouth, and Bradlce, of harvard.",dartmouth,harvard,NONE,1.0,X/PROPN/pobj/>_of/ADP/prep/>_murdock/PROPN/ROOT/^_of/ADP/prep/<_Y/PROPN/pobj/<
K1663288862,"Mahan Is superior to Curtis, but there Is nothing to choose between Murdock, of dartmouth, and Bradlce, of harvard.",dartmouth,harvard,NONE,1.0,X/PROPN/pobj/>_and/CONJ/cc/V_of/ADP/prep/>_murdock/PROPN/ROOT/^_of/ADP/prep/<_Y/PROPN/pobj/<
G1064415600,(IE: soda and juice),soda,juice,NONE,1.0,X/PROPN/ROOT/^_Y/PROPN/conj/<
G1064415600,(IE: soda and juice),soda,juice,NONE,1.0,ie/PROPN/compound/V_X/PROPN/ROOT/^_Y/PROPN/conj/<
G1064415600,(IE: soda and juice),soda,juice,NONE,1.0,X/PROPN/ROOT/^_and/CONJ/cc/V_Y/PROPN/conj/<
D506807501,"Compared to most tablets, actually looks rather cheap, and if Sony had worked on getting mobile developers on board at an earlier stage, the device could have launched with a PlayStation Mobile store better equipped to deal with the App Store and Google Play.",Sony,Google,NONE,1.0,X/PROPN/nsubj/>_work/VERB/advcl/>_launch/VERB/ROOT/^_equipped/ADJ/conj/<_deal/VERB/xcomp/<_with/ADP/prep/<_store/PROPN/pobj/<_Y/PROPN/conj/<
P2542809229,"The leaf shutter placed lenses farther away from the focal plane, ensuring Voigtlander's best could never compete with the faster or wider lenses of Leica, Nikon or Canon.",Leica,Nikon,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/pobj/>_of/ADP/prep/>_lens/NOUN/ROOT/^_of/ADP/prep/<_Y/PROPN/pobj/<
P2542809229,"The leaf shutter placed lenses farther away from the focal plane, ensuring Voigtlander's best could never compete with the faster or wider lenses of Leica, Nikon or Canon.",Leica,Nikon,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/pobj/>_of/ADP/prep/>_lens/NOUN/ROOT/^_of/ADP/prep/<_Y/PROPN/pobj/<_or/CONJ/cc/V
P2542809229,"The leaf shutter placed lenses farther away from the focal plane, ensuring Voigtlander's best could never compete with the faster or wider lenses of Leica, Nikon or Canon.",Leica,Nikon,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/pobj/>_of/ADP/prep/>_lens/NOUN/ROOT/^_of/ADP/prep/<_Y/PROPN/pobj/<_canon/PROPN/conj/V
F779762212,"From an internal vision point of view, it's better than the Astra Sport Hatch, the Honda Civic and the Ford Focus.",Honda,Ford,NONE,1.0,X/PROPN/compound/>_civic/PROPN/appos/>_hatch/PROPN/ROOT/^_civic/PROPN/appos/<_focus/PROPN/conj/<_Y/PROPN/compound/<
F779762212,"From an internal vision point of view, it's better than the Astra Sport Hatch, the Honda Civic and the Ford Focus.",Honda,Ford,NONE,1.0,the/DET/det/V_X/PROPN/compound/>_civic/PROPN/appos/>_hatch/PROPN/ROOT/^_civic/PROPN/appos/<_focus/PROPN/conj/<_Y/PROPN/compound/<
S3106120142,"What features it should have: - Is easily extensible in a well know language (PHP, C, Python, etc) so it is easier to contribute.",PHP,Python,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/appos/>_language/NOUN/pobj/>_in/ADP/ROOT/^_language/NOUN/pobj/<_Y/PROPN/appos/<
S3106120142,"What features it should have: - Is easily extensible in a well know language (PHP, C, Python, etc) so it is easier to contribute.",PHP,Python,NONE,1.0,X/PROPN/compound/>_objectb/PROPN/appos/>_language/NOUN/pobj/>_in/ADP/ROOT/^_language/NOUN/pobj/<_Y/PROPN/appos/<_etc/X/conj/V
S3106120142,"What features it should have: - Is easily extensible in a well know language (PHP, C, Python, etc) so it is easier to contribute.",PHP,Python,NONE,1.0,NO_PATH_B
O2351554541,Texsport® 108 - can Trolley Cooler hauls up to NINE 12 - packs of beer or soda!,beer,soda,NONE,1.0,X/PROPN/pobj/>_of/ADP/prep/>_pack/NOUN/ROOT/^_of/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
O2351554541,Texsport® 108 - can Trolley Cooler hauls up to NINE 12 - packs of beer or soda!,beer,soda,NONE,1.0,X/PROPN/pobj/>_or/CONJ/cc/V_of/ADP/prep/>_pack/NOUN/ROOT/^_of/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
N2208218063,Simply because Direct3D runs way better on Windows then OpenGL in most cases.,Direct3D,OpenGL,BETTER,1.0,X/PROPN/nsubj/>_run/VERB/ROOT/^_Y/PROPN/dobj/<
N2208218063,Simply because Direct3D runs way better on Windows then OpenGL in most cases.,Direct3D,OpenGL,BETTER,1.0,X/PROPN/nsubj/>_run/VERB/ROOT/^_Y/PROPN/dobj/<_in/ADP/prep/V
B232382086,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",AMD,Samsung,NONE,1.0,X/PROPN/ROOT/^_Y/PROPN/compound/<
B232382086,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",AMD,Samsung,NONE,1.0,X/PROPN/ROOT/^_x2/PROPN/appos/V_Y/PROPN/compound/<
B232382086,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",AMD,Samsung,NONE,1.0,X/PROPN/ROOT/^_monitor/PROPN/appos/V_Y/PROPN/compound/<
B232382086,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",AMD,Samsung,NONE,1.0,X/PROPN/ROOT/^_windows/PROPN/appos/V_Y/PROPN/compound/<
B232382086,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",AMD,Samsung,NONE,1.0,X/PROPN/ROOT/^_64bit/NOUN/intj/V_Y/PROPN/compound/<
F849883598,harvard: mit Press.,harvard,mit,NONE,1.0,X/PROPN/compound/>_press/PROPN/ROOT/^_Y/PROPN/compound/<
B229431164,Always gets worse after playing golf or tennis.,golf,tennis,NONE,1.0,X/PROPN/dobj/>_play/VERB/pcomp/>_after/ADP/ROOT/^_play/VERB/pcomp/<_objecta/PROPN/dobj/<_Y/PROPN/conj/<
B229431164,Always gets worse after playing golf or tennis.,golf,tennis,NONE,1.0,X/PROPN/dobj/>_or/CONJ/cc/V_play/VERB/pcomp/>_after/ADP/ROOT/^_play/VERB/pcomp/<_objecta/PROPN/dobj/<_Y/PROPN/conj/<
O2391247696,"The 4 GHz goal by Intel and the 3 Ghz G5 goal by IBM are largely based on moving to a 90 nm process for their chips, allowing them to run at faster clock speeds.",Intel,IBM,NONE,1.0,X/PROPN/pobj/>_by/ADP/prep/>_goal/NOUN/ROOT/^_goal/NOUN/appos/<_by/ADP/prep/<_Y/PROPN/pobj/<
O2391247696,"The 4 GHz goal by Intel and the 3 Ghz G5 goal by IBM are largely based on moving to a 90 nm process for their chips, allowing them to run at faster clock speeds.",Intel,IBM,NONE,1.0,X/PROPN/pobj/>_and/CONJ/cc/V_by/ADP/prep/>_goal/NOUN/ROOT/^_goal/NOUN/appos/<_by/ADP/prep/<_Y/PROPN/pobj/<
T3272558159,"Your responsibilities: - Custom app development for Shopify - New theme development for Shopify - Do amends & corrections to the existing Shopify sites - Write simple to intermediate complexity JavaScript functionality for themes - Write clean, modular, robust code to implement the desired requirements Details: - Good knowledge in HTML/XHMTL/CSS/Ruby ON RAILS - Good knowledge in jQuery is a must - Understanding of principles of integrations with different APIs - You need have a solid understanding of Shopify p...",JavaScript,Ruby,NONE,1.0,X/PROPN/compound/>_functionality/NOUN/dobj/>_do/VERB/ROOT/^_implement/VERB/advcl/<_requirement/NOUN/dobj/<_be/VERB/relcl/<_details/ADP/prep/<_knowledge/NOUN/pobj/<_in/ADP/prep/<_Y/PROPN/pobj/<
T3272558159,"Your responsibilities: - Custom app development for Shopify - New theme development for Shopify - Do amends & corrections to the existing Shopify sites - Write simple to intermediate complexity JavaScript functionality for themes - Write clean, modular, robust code to implement the desired requirements Details: - Good knowledge in HTML/XHMTL/CSS/Ruby ON RAILS - Good knowledge in jQuery is a must - Understanding of principles of integrations with different APIs - You need have a solid understanding of Shopify p...",JavaScript,Ruby,NONE,1.0,X/PROPN/compound/>_functionality/NOUN/dobj/>_do/VERB/ROOT/^_implement/VERB/advcl/<_requirement/NOUN/dobj/<_be/VERB/relcl/<_details/ADP/prep/<_knowledge/NOUN/pobj/<_in/ADP/prep/<_htmlxhmtlcss/PROPN/compound/V_Y/PROPN/pobj/<
M1931822993,Originally posted by Ferrim [...]Ferrari and BMW DON'T need Alonso.,Ferrari,BMW,NONE,1.0,X/PROPN/nsubj/>_need/VERB/ROOT/>_need/VERB/ROOT/^_need/VERB/ROOT/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
M1931822993,Originally posted by Ferrim [...]Ferrari and BMW DON'T need Alonso.,Ferrari,BMW,NONE,1.0,X/PROPN/nsubj/>_and/CONJ/cc/V_need/VERB/ROOT/>_need/VERB/ROOT/^_need/VERB/ROOT/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
L1835469031,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,BETTER,1.0,X/PROPN/nsubj/>_have/VERB/ROOT/^_Y/PROPN/dep/<
L1835469031,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,BETTER,1.0,X/PROPN/nsubj/>_thirstquencher/NOUN/appos/V_have/VERB/ROOT/^_Y/PROPN/dep/<
R2939613442,"Traditional medicine also recommends drinking milk, weak tea, or baking-soda solution to make it go away faster.",milk,soda,NONE,1.0,X/PROPN/nmod/>_tea/NOUN/dobj/>_drinking/NOUN/ROOT/^_tea/NOUN/dobj/<_solution/NOUN/conj/<_Y/PROPN/det/<
O2378258556,"That SOS is better than Kentucky, North carolina and missouri among many others.",carolina,missouri,NONE,1.0,X/PROPN/pobj/>_than/ADP/prep/>_good/ADJ/ROOT/^_than/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
O2378258556,"That SOS is better than Kentucky, North carolina and missouri among many others.",carolina,missouri,NONE,1.0,north/PROPN/compound/V_X/PROPN/pobj/>_than/ADP/prep/>_good/ADJ/ROOT/^_than/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
O2378258556,"That SOS is better than Kentucky, North carolina and missouri among many others.",carolina,missouri,NONE,1.0,X/PROPN/pobj/>_and/CONJ/cc/V_than/ADP/prep/>_good/ADJ/ROOT/^_than/ADP/prep/<_objecta/PROPN/pobj/<_Y/PROPN/conj/<
F835981683,"Groovy has always been about making Java better, rather than replacing it.",Groovy,Java,NONE,0.6,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_about/ADP/prep/<_make/VERB/pcomp/<_good/ADJ/ccomp/<_Y/PROPN/nsubj/<
S2951985464,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,BETTER,0.6,X/PROPN/pobj/>_in/ADP/prep/>_be/VERB/ROOT/^_than/ADP/prep/<_in/ADP/prep/<_bmw/PROPN/pobj/<_Y/PROPN/conj/<
S2951985464,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,BETTER,0.6,the/DET/det/V_X/PROPN/pobj/>_in/ADP/prep/>_be/VERB/ROOT/^_than/ADP/prep/<_in/ADP/prep/<_bmw/PROPN/pobj/<_Y/PROPN/conj/<
S2951985464,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,BETTER,0.6,X/PROPN/pobj/>_in/ADP/prep/>_be/VERB/ROOT/^_than/ADP/prep/<_in/ADP/prep/<_bmw/PROPN/pobj/<_the/DET/det/V_Y/PROPN/conj/<
F748733360,"For IBM it will be able to better compete against Android, Microsoft and Oracle by offering mobile products to its corporate clients.",IBM,Microsoft,NONE,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_able/ADJ/acomp/<_compete/VERB/xcomp/<_against/ADP/prep/<_Y/PROPN/pobj/<
F748733360,"For IBM it will be able to better compete against Android, Microsoft and Oracle by offering mobile products to its corporate clients.",IBM,Microsoft,NONE,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_able/ADJ/acomp/<_compete/VERB/xcomp/<_against/ADP/prep/<_android/PROPN/compound/V_Y/PROPN/pobj/<
F748733360,"For IBM it will be able to better compete against Android, Microsoft and Oracle by offering mobile products to its corporate clients.",IBM,Microsoft,NONE,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_able/ADJ/acomp/<_compete/VERB/xcomp/<_against/ADP/prep/<_Y/PROPN/pobj/<_and/CONJ/cc/V
F748733360,"For IBM it will be able to better compete against Android, Microsoft and Oracle by offering mobile products to its corporate clients.",IBM,Microsoft,NONE,1.0,X/PROPN/nsubj/>_be/VERB/ROOT/>_be/VERB/ROOT/^_be/VERB/ROOT/<_able/ADJ/acomp/<_compete/VERB/xcomp/<_against/ADP/prep/<_Y/PROPN/pobj/<_oracle/PROPN/conj/V
G963656679,"Host georgia Tech took the second-round lead at 12-under 548, a shot better than top-ranked california in second.",georgia,california,BETTER,1.0,X/PROPN/compound/>_tech/PROPN/nsubj/>_take/VERB/ROOT/^_good/ADJ/advmod/<_than/ADP/prep/<_Y/PROPN/pobj/<
G963656679,"Host georgia Tech took the second-round lead at 12-under 548, a shot better than top-ranked california in second.",georgia,california,BETTER,1.0,host/NOUN/compound/V_X/PROPN/compound/>_tech/PROPN/nsubj/>_take/VERB/ROOT/^_good/ADJ/advmod/<_than/ADP/prep/<_Y/PROPN/pobj/<
G963656679,"Host georgia Tech took the second-round lead at 12-under 548, a shot better than top-ranked california in second.",georgia,california,BETTER,1.0,X/PROPN/compound/>_tech/PROPN/nsubj/>_take/VERB/ROOT/^_good/ADJ/advmod/<_than/ADP/prep/<_topranked/VERB/compound/V_Y/PROPN/pobj/<
G963656679,"Host georgia Tech took the second-round lead at 12-under 548, a shot better than top-ranked california in second.",georgia,california,BETTER,1.0,X/PROPN/compound/>_tech/PROPN/nsubj/>_take/VERB/ROOT/^_good/ADJ/advmod/<_than/ADP/prep/<_Y/PROPN/pobj/<_in/ADP/prep/V
K1630014296,Like it better when fox and espn competed.,fox,espn,NONE,1.0,X/PROPN/nsubj/>_compete/VERB/ccomp/>_better/ADV/ROOT/^_compete/VERB/ccomp/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
K1630014296,Like it better when fox and espn competed.,fox,espn,NONE,1.0,X/PROPN/nsubj/>_and/CONJ/cc/V_compete/VERB/ccomp/>_better/ADV/ROOT/^_compete/VERB/ccomp/<_objecta/PROPN/nsubj/<_Y/PROPN/conj/<
R2877716398,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ps2,ds,WORSE,0.6,X/PROPN/pobj/>_on/ADP/prep/>_game/NOUN/pobj/>_of/ADP/prep/>_one/NUM/attr/>_be/VERB/ROOT/^_look/VERB/conj/<_same/ADJ/conj/<_Y/PROPN/nmod/<
R2877716398,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ps2,ds,WORSE,0.6,the/DET/det/V_X/PROPN/pobj/>_on/ADP/prep/>_game/NOUN/pobj/>_of/ADP/prep/>_one/NUM/attr/>_be/VERB/ROOT/^_look/VERB/conj/<_same/ADJ/conj/<_Y/PROPN/nmod/<
